id.accession,id.assay name,id.sample name,study.characteristics.organism,study.characteristics.strain,study.characteristics.animal source,study.characteristics.age at launch,study.characteristics.sex,study.characteristics.material type,study.factor value.spaceflight,study.factor value.genotype,investigation.study assays.study assay measurement type,investigation.study assays.study assay technology type,assay.protocol ref,study.parameter value.habitat,study.parameter value.duration,study.parameter value.light cycle,study.parameter value.diet,study.parameter value.feeding schedule,study.parameter value.enrichment material,study.parameter value.euthanasia method,study.parameter value.age at euthanasia,study.parameter value.carcass preservation method,study.parameter value.sample weight,study.parameter value.sample preservation method,study.parameter value.sample storage temperature,study.comment.rfid,study.comment.alsda subject id,study.comment.euthanasia date,study.comment.bsp dissection date,study.comment.source description,investigation.study.comment.Project Identifier,id.assay name_rna,investigation.study assays.study assay measurement type_rna,investigation.study assays.study assay technology type_rna,study.characteristics.organism_rna,library_type,modalities_all,modalities_other,has_other_modalities,has_rna_sequencing_rna_seq,has_single_cell_rna_sequencing,counts_file,counts_path,sample_id,decision
OSD-379,OSD-379_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq,RR8_LVR_FLT_ISS-T_YNG_FI5,Mus musculus,BALB/cAnNTac,Taconic Biosciences,,Female,Left Lobe of the Liver,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,,,12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,,ketamine/xylazine overdose and exsanguination/double thoracotomy,,-80 {degree Celsius},,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-379_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-379_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-379_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,RR8_LVR_FLT_ISS-T_YNG_FI5,selected
OSD-379,OSD-379_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq,RR8_LVR_FLT_ISS-T_YNG_FI6,Mus musculus,BALB/cAnNTac,Taconic Biosciences,,Female,Left Lobe of the Liver,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,,,12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,,ketamine/xylazine overdose and exsanguination/double thoracotomy,,-80 {degree Celsius},,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-379_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-379_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-379_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,RR8_LVR_FLT_ISS-T_YNG_FI6,eligible_not_selected_by_fixed_cap
OSD-379,OSD-379_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq,RR8_LVR_FLT_ISS-T_YNG_FI7,Mus musculus,BALB/cAnNTac,Taconic Biosciences,,Female,Left Lobe of the Liver,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,,,12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,,ketamine/xylazine overdose and exsanguination/double thoracotomy,,-80 {degree Celsius},,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-379_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-379_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-379_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,RR8_LVR_FLT_ISS-T_YNG_FI7,eligible_not_selected_by_fixed_cap
OSD-379,OSD-379_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq,RR8_LVR_FLT_ISS-T_YNG_FI8,Mus musculus,BALB/cAnNTac,Taconic Biosciences,,Female,Left Lobe of the Liver,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,,,12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,,ketamine/xylazine overdose and exsanguination/double thoracotomy,,-80 {degree Celsius},,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-379_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-379_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-379_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,RR8_LVR_FLT_ISS-T_YNG_FI8,eligible_not_selected_by_fixed_cap
OSD-379,OSD-379_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq,RR8_LVR_FLT_ISS-T_YNG_FI9,Mus musculus,BALB/cAnNTac,Taconic Biosciences,,Female,Left Lobe of the Liver,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,,,12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,,ketamine/xylazine overdose and exsanguination/double thoracotomy,,-80 {degree Celsius},,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-379_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-379_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-379_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,RR8_LVR_FLT_ISS-T_YNG_FI9,eligible_not_selected_by_fixed_cap
OSD-379,OSD-379_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq,RR8_LVR_FLT_LAR_OLD_FL11,Mus musculus,BALB/cAnNTac,Taconic Biosciences,,Female,Left Lobe of the Liver,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,,,12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,,ketamine/xylazine overdose and exsanguination/double thoracotomy,,{Not Applicable},,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-379_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-379_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-379_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,RR8_LVR_FLT_LAR_OLD_FL11,outside_selected_subgroup_or_control
OSD-379,OSD-379_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq,RR8_LVR_FLT_LAR_OLD_FL15,Mus musculus,BALB/cAnNTac,Taconic Biosciences,,Female,Left Lobe of the Liver,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,,,12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,,ketamine/xylazine overdose and exsanguination/double thoracotomy,,{Not Applicable},,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-379_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-379_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-379_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,RR8_LVR_FLT_LAR_OLD_FL15,outside_selected_subgroup_or_control
OSD-379,OSD-379_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq,RR8_LVR_FLT_LAR_OLD_FL16,Mus musculus,BALB/cAnNTac,Taconic Biosciences,,Female,Left Lobe of the Liver,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,,,12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,,ketamine/xylazine overdose and exsanguination/double thoracotomy,,{Not Applicable},,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-379_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-379_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-379_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,RR8_LVR_FLT_LAR_OLD_FL16,outside_selected_subgroup_or_control
OSD-379,OSD-379_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq,RR8_LVR_FLT_LAR_OLD_FL3,Mus musculus,BALB/cAnNTac,Taconic Biosciences,,Female,Left Lobe of the Liver,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,,,12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,,ketamine/xylazine overdose and exsanguination/double thoracotomy,,{Not Applicable},,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-379_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-379_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-379_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,RR8_LVR_FLT_LAR_OLD_FL3,outside_selected_subgroup_or_control
OSD-379,OSD-379_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq,RR8_LVR_FLT_LAR_OLD_FL4,Mus musculus,BALB/cAnNTac,Taconic Biosciences,,Female,Left Lobe of the Liver,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,,,12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,,ketamine/xylazine overdose and exsanguination/double thoracotomy,,{Not Applicable},,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-379_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-379_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-379_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,RR8_LVR_FLT_LAR_OLD_FL4,outside_selected_subgroup_or_control
OSD-379,OSD-379_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq,RR8_LVR_FLT_LAR_OLD_FL7,Mus musculus,BALB/cAnNTac,Taconic Biosciences,,Female,Left Lobe of the Liver,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,,,12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,,ketamine/xylazine overdose and exsanguination/double thoracotomy,,{Not Applicable},,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-379_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-379_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-379_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,RR8_LVR_FLT_LAR_OLD_FL7,outside_selected_subgroup_or_control
OSD-379,OSD-379_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq,RR8_LVR_FLT_LAR_OLD_FL8,Mus musculus,BALB/cAnNTac,Taconic Biosciences,,Female,Left Lobe of the Liver,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,,,12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,,ketamine/xylazine overdose and exsanguination/double thoracotomy,,{Not Applicable},,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-379_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-379_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-379_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,RR8_LVR_FLT_LAR_OLD_FL8,outside_selected_subgroup_or_control
OSD-379,OSD-379_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq,RR8_LVR_FLT_LAR_YNG_FL1,Mus musculus,BALB/cAnNTac,Taconic Biosciences,,Female,Left Lobe of the Liver,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,,,12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,,ketamine/xylazine overdose and exsanguination/double thoracotomy,,{Not Applicable},,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-379_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-379_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-379_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,RR8_LVR_FLT_LAR_YNG_FL1,outside_selected_subgroup_or_control
OSD-379,OSD-379_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq,RR8_LVR_FLT_LAR_YNG_FL13,Mus musculus,BALB/cAnNTac,Taconic Biosciences,,Female,Left Lobe of the Liver,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,,,12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,,ketamine/xylazine overdose and exsanguination/double thoracotomy,,{Not Applicable},,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-379_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-379_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-379_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,RR8_LVR_FLT_LAR_YNG_FL13,outside_selected_subgroup_or_control
OSD-379,OSD-379_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq,RR8_LVR_FLT_LAR_YNG_FL14,Mus musculus,BALB/cAnNTac,Taconic Biosciences,,Female,Left Lobe of the Liver,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,,,12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,,ketamine/xylazine overdose and exsanguination/double thoracotomy,,{Not Applicable},,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-379_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-379_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-379_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,RR8_LVR_FLT_LAR_YNG_FL14,outside_selected_subgroup_or_control
OSD-379,OSD-379_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq,RR8_LVR_FLT_LAR_YNG_FL17,Mus musculus,BALB/cAnNTac,Taconic Biosciences,,Female,Left Lobe of the Liver,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,,,12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,,ketamine/xylazine overdose and exsanguination/double thoracotomy,,{Not Applicable},,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-379_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-379_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-379_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,RR8_LVR_FLT_LAR_YNG_FL17,outside_selected_subgroup_or_control
OSD-379,OSD-379_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq,RR8_LVR_FLT_LAR_YNG_FL18,Mus musculus,BALB/cAnNTac,Taconic Biosciences,,Female,Left Lobe of the Liver,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,,,12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,,ketamine/xylazine overdose and exsanguination/double thoracotomy,,{Not Applicable},,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-379_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-379_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-379_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,RR8_LVR_FLT_LAR_YNG_FL18,outside_selected_subgroup_or_control
OSD-379,OSD-379_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq,RR8_LVR_FLT_LAR_YNG_FL2,Mus musculus,BALB/cAnNTac,Taconic Biosciences,,Female,Left Lobe of the Liver,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,,,12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,,ketamine/xylazine overdose and exsanguination/double thoracotomy,,{Not Applicable},,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-379_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-379_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-379_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,RR8_LVR_FLT_LAR_YNG_FL2,outside_selected_subgroup_or_control
OSD-379,OSD-379_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq,RR8_LVR_FLT_LAR_YNG_FL5,Mus musculus,BALB/cAnNTac,Taconic Biosciences,,Female,Left Lobe of the Liver,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,,,12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,,ketamine/xylazine overdose and exsanguination/double thoracotomy,,{Not Applicable},,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-379_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-379_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-379_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,RR8_LVR_FLT_LAR_YNG_FL5,outside_selected_subgroup_or_control
OSD-379,OSD-379_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq,RR8_LVR_FLT_LAR_YNG_FL6,Mus musculus,BALB/cAnNTac,Taconic Biosciences,,Female,Left Lobe of the Liver,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,,,12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,,ketamine/xylazine overdose and exsanguination/double thoracotomy,,{Not Applicable},,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-379_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-379_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-379_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,RR8_LVR_FLT_LAR_YNG_FL6,outside_selected_subgroup_or_control
OSD-379,OSD-379_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq,RR8_LVR_GC_ISS-T_OLD_GI11,Mus musculus,BALB/cAnNTac,Taconic Biosciences,,Female,Left Lobe of the Liver,Ground Control,,transcription profiling,RNA Sequencing (RNA-Seq),,,,12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,,ketamine/xylazine overdose and exsanguination/double thoracotomy,,-80 {degree Celsius},,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-379_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-379_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-379_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,RR8_LVR_GC_ISS-T_OLD_GI11,outside_selected_subgroup_or_control
OSD-379,OSD-379_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq,RR8_LVR_GC_ISS-T_OLD_GI12,Mus musculus,BALB/cAnNTac,Taconic Biosciences,,Female,Left Lobe of the Liver,Ground Control,,transcription profiling,RNA Sequencing (RNA-Seq),,,,12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,,ketamine/xylazine overdose and exsanguination/double thoracotomy,,-80 {degree Celsius},,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-379_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-379_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-379_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,RR8_LVR_GC_ISS-T_OLD_GI12,outside_selected_subgroup_or_control
OSD-379,OSD-379_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq,RR8_LVR_GC_ISS-T_OLD_GI13,Mus musculus,BALB/cAnNTac,Taconic Biosciences,,Female,Left Lobe of the Liver,Ground Control,,transcription profiling,RNA Sequencing (RNA-Seq),,,,12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,,ketamine/xylazine overdose and exsanguination/double thoracotomy,,-80 {degree Celsius},,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-379_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-379_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-379_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,RR8_LVR_GC_ISS-T_OLD_GI13,outside_selected_subgroup_or_control
OSD-379,OSD-379_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq,RR8_LVR_GC_ISS-T_OLD_GI14,Mus musculus,BALB/cAnNTac,Taconic Biosciences,,Female,Left Lobe of the Liver,Ground Control,,transcription profiling,RNA Sequencing (RNA-Seq),,,,12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,,ketamine/xylazine overdose and exsanguination/double thoracotomy,,-80 {degree Celsius},,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-379_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-379_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-379_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,RR8_LVR_GC_ISS-T_OLD_GI14,outside_selected_subgroup_or_control
OSD-379,OSD-379_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq,RR8_LVR_GC_ISS-T_OLD_GI15,Mus musculus,BALB/cAnNTac,Taconic Biosciences,,Female,Left Lobe of the Liver,Ground Control,,transcription profiling,RNA Sequencing (RNA-Seq),,,,12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,,ketamine/xylazine overdose and exsanguination/double thoracotomy,,-80 {degree Celsius},,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-379_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-379_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-379_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,RR8_LVR_GC_ISS-T_OLD_GI15,outside_selected_subgroup_or_control
OSD-379,OSD-379_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq,RR8_LVR_GC_ISS-T_OLD_GI16,Mus musculus,BALB/cAnNTac,Taconic Biosciences,,Female,Left Lobe of the Liver,Ground Control,,transcription profiling,RNA Sequencing (RNA-Seq),,,,12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,,ketamine/xylazine overdose and exsanguination/double thoracotomy,,-80 {degree Celsius},,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-379_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-379_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-379_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,RR8_LVR_GC_ISS-T_OLD_GI16,outside_selected_subgroup_or_control
OSD-379,OSD-379_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq,RR8_LVR_GC_ISS-T_OLD_GI17,Mus musculus,BALB/cAnNTac,Taconic Biosciences,,Female,Left Lobe of the Liver,Ground Control,,transcription profiling,RNA Sequencing (RNA-Seq),,,,12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,,ketamine/xylazine overdose and exsanguination/double thoracotomy,,-80 {degree Celsius},,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-379_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-379_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-379_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,RR8_LVR_GC_ISS-T_OLD_GI17,outside_selected_subgroup_or_control
