id.accession,id.assay name,id.sample name,study.characteristics.organism,study.characteristics.strain,study.characteristics.animal source,study.characteristics.age at launch,study.characteristics.sex,study.characteristics.material type,study.factor value.spaceflight,study.factor value.genotype,investigation.study assays.study assay measurement type,investigation.study assays.study assay technology type,assay.protocol ref,study.parameter value.habitat,study.parameter value.duration,study.parameter value.light cycle,study.parameter value.diet,study.parameter value.feeding schedule,study.parameter value.enrichment material,study.parameter value.euthanasia method,study.parameter value.age at euthanasia,study.parameter value.carcass preservation method,study.parameter value.sample weight,study.parameter value.sample preservation method,study.parameter value.sample storage temperature,study.comment.rfid,study.comment.alsda subject id,study.comment.euthanasia date,study.comment.bsp dissection date,study.comment.source description,investigation.study.comment.Project Identifier,id.assay name_rna,investigation.study assays.study assay measurement type_rna,investigation.study assays.study assay technology type_rna,study.characteristics.organism_rna,library_type,modalities_all,modalities_other,has_other_modalities,has_rna_sequencing_rna_seq,has_single_cell_rna_sequencing,counts_file,counts_path,sample_id,decision
OSD-379,OSD-379_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq,RR8_LVR_VIV_LAR_YNG_VL10,Mus musculus,BALB/cAnNTac,Taconic Biosciences,,Female,Left Lobe of the Liver,Vivarium Control,,transcription profiling,RNA Sequencing (RNA-Seq),,,,12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,,ketamine/xylazine overdose and exsanguination/double thoracotomy,,{Not Applicable},,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-379_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-379_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-379_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,RR8_LVR_VIV_LAR_YNG_VL10,outside_selected_subgroup_or_control
OSD-379,OSD-379_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq,RR8_LVR_VIV_LAR_YNG_VL14,Mus musculus,BALB/cAnNTac,Taconic Biosciences,,Female,Left Lobe of the Liver,Vivarium Control,,transcription profiling,RNA Sequencing (RNA-Seq),,,,12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,,ketamine/xylazine overdose and exsanguination/double thoracotomy,,{Not Applicable},,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-379_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-379_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-379_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,RR8_LVR_VIV_LAR_YNG_VL14,outside_selected_subgroup_or_control
OSD-379,OSD-379_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq,RR8_LVR_VIV_LAR_YNG_VL17,Mus musculus,BALB/cAnNTac,Taconic Biosciences,,Female,Left Lobe of the Liver,Vivarium Control,,transcription profiling,RNA Sequencing (RNA-Seq),,,,12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,,ketamine/xylazine overdose and exsanguination/double thoracotomy,,{Not Applicable},,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-379_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-379_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-379_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,RR8_LVR_VIV_LAR_YNG_VL17,outside_selected_subgroup_or_control
OSD-379,OSD-379_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq,RR8_LVR_VIV_LAR_YNG_VL18,Mus musculus,BALB/cAnNTac,Taconic Biosciences,,Female,Left Lobe of the Liver,Vivarium Control,,transcription profiling,RNA Sequencing (RNA-Seq),,,,12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,,ketamine/xylazine overdose and exsanguination/double thoracotomy,,{Not Applicable},,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-379_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-379_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-379_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,RR8_LVR_VIV_LAR_YNG_VL18,outside_selected_subgroup_or_control
OSD-379,OSD-379_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq,RR8_LVR_VIV_LAR_YNG_VL2,Mus musculus,BALB/cAnNTac,Taconic Biosciences,,Female,Left Lobe of the Liver,Vivarium Control,,transcription profiling,RNA Sequencing (RNA-Seq),,,,12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,,ketamine/xylazine overdose and exsanguination/double thoracotomy,,{Not Applicable},,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-379_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-379_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-379_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,RR8_LVR_VIV_LAR_YNG_VL2,outside_selected_subgroup_or_control
OSD-379,OSD-379_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq,RR8_LVR_VIV_LAR_YNG_VL5,Mus musculus,BALB/cAnNTac,Taconic Biosciences,,Female,Left Lobe of the Liver,Vivarium Control,,transcription profiling,RNA Sequencing (RNA-Seq),,,,12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,,ketamine/xylazine overdose and exsanguination/double thoracotomy,,{Not Applicable},,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-379_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-379_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-379_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,RR8_LVR_VIV_LAR_YNG_VL5,outside_selected_subgroup_or_control
OSD-379,OSD-379_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq,RR8_LVR_VIV_LAR_YNG_VL9,Mus musculus,BALB/cAnNTac,Taconic Biosciences,,Female,Left Lobe of the Liver,Vivarium Control,,transcription profiling,RNA Sequencing (RNA-Seq),,,,12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,,ketamine/xylazine overdose and exsanguination/double thoracotomy,,{Not Applicable},,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-379_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-379_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-379_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,RR8_LVR_VIV_LAR_YNG_VL9,outside_selected_subgroup_or_control
OSD-463,OSD-463_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,RR23_LVR_FLT_F1,Mus musculus,C57BL/6J,Jackson Laboratory,16-17 {week},Male,Left Lobe of the Liver,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Flight Hardware (Transporter and Habitat),38 {day},12 h light: 12 h dark. Lights on at 7:00 GMT,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,"Bilateral thoracotomy with sedation, Cardiac puncture, Inhalation of Isoflurane",,,,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-463_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-463_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-463_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,RR23_LVR_FLT_F1,selected
OSD-463,OSD-463_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,RR23_LVR_FLT_F2,Mus musculus,C57BL/6J,Jackson Laboratory,16-17 {week},Male,Left Lobe of the Liver,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Flight Hardware (Transporter and Habitat),38 {day},12 h light: 12 h dark. Lights on at 7:00 GMT,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,"Bilateral thoracotomy with sedation, Cardiac puncture, Inhalation of Isoflurane",,,,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-463_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-463_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-463_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,RR23_LVR_FLT_F2,selected
OSD-463,OSD-463_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,RR23_LVR_FLT_F3,Mus musculus,C57BL/6J,Jackson Laboratory,16-17 {week},Male,Left Lobe of the Liver,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Flight Hardware (Transporter and Habitat),38 {day},12 h light: 12 h dark. Lights on at 7:00 GMT,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,"Bilateral thoracotomy with sedation, Cardiac puncture, Inhalation of Isoflurane",,,,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-463_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-463_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-463_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,RR23_LVR_FLT_F3,selected
OSD-463,OSD-463_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,RR23_LVR_FLT_F4,Mus musculus,C57BL/6J,Jackson Laboratory,16-17 {week},Male,Left Lobe of the Liver,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Flight Hardware (Transporter and Habitat),38 {day},12 h light: 12 h dark. Lights on at 7:00 GMT,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,"Bilateral thoracotomy with sedation, Cardiac puncture, Inhalation of Isoflurane",,,,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-463_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-463_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-463_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,RR23_LVR_FLT_F4,selected
OSD-463,OSD-463_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,RR23_LVR_FLT_F5,Mus musculus,C57BL/6J,Jackson Laboratory,16-17 {week},Male,Left Lobe of the Liver,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Flight Hardware (Transporter and Habitat),38 {day},12 h light: 12 h dark. Lights on at 7:00 GMT,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,"Bilateral thoracotomy with sedation, Cardiac puncture, Inhalation of Isoflurane",,,,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-463_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-463_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-463_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,RR23_LVR_FLT_F5,selected
OSD-463,OSD-463_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,RR23_LVR_FLT_F6,Mus musculus,C57BL/6J,Jackson Laboratory,16-17 {week},Male,Left Lobe of the Liver,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Flight Hardware (Transporter and Habitat),38 {day},12 h light: 12 h dark. Lights on at 7:00 GMT,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,"Bilateral thoracotomy with sedation, Cardiac puncture, Inhalation of Isoflurane",,,,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-463_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-463_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-463_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,RR23_LVR_FLT_F6,selected
OSD-463,OSD-463_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,RR23_LVR_FLT_F7_techrep1,Mus musculus,C57BL/6J,Jackson Laboratory,16-17 {week},Male,Left Lobe of the Liver,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Flight Hardware (Transporter and Habitat),38 {day},12 h light: 12 h dark. Lights on at 7:00 GMT,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,"Bilateral thoracotomy with sedation, Cardiac puncture, Inhalation of Isoflurane",,,,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-463_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-463_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-463_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,RR23_LVR_FLT_F7_techrep1,eligible_not_selected_by_fixed_cap
OSD-463,OSD-463_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,RR23_LVR_FLT_F7_techrep2,Mus musculus,C57BL/6J,Jackson Laboratory,16-17 {week},Male,Left Lobe of the Liver,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Flight Hardware (Transporter and Habitat),38 {day},12 h light: 12 h dark. Lights on at 7:00 GMT,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,"Bilateral thoracotomy with sedation, Cardiac puncture, Inhalation of Isoflurane",,,,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-463_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-463_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-463_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,RR23_LVR_FLT_F7_techrep2,outside_selected_subgroup_or_control
OSD-463,OSD-463_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,RR23_LVR_FLT_F8_techrep1,Mus musculus,C57BL/6J,Jackson Laboratory,16-17 {week},Male,Left Lobe of the Liver,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Flight Hardware (Transporter and Habitat),38 {day},12 h light: 12 h dark. Lights on at 7:00 GMT,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,"Bilateral thoracotomy with sedation, Cardiac puncture, Inhalation of Isoflurane",,,,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-463_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-463_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-463_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,RR23_LVR_FLT_F8_techrep1,eligible_not_selected_by_fixed_cap
OSD-463,OSD-463_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,RR23_LVR_FLT_F8_techrep2,Mus musculus,C57BL/6J,Jackson Laboratory,16-17 {week},Male,Left Lobe of the Liver,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Flight Hardware (Transporter and Habitat),38 {day},12 h light: 12 h dark. Lights on at 7:00 GMT,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,"Bilateral thoracotomy with sedation, Cardiac puncture, Inhalation of Isoflurane",,,,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-463_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-463_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-463_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,RR23_LVR_FLT_F8_techrep2,outside_selected_subgroup_or_control
OSD-463,OSD-463_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,RR23_LVR_FLT_F8_techrep3,Mus musculus,C57BL/6J,Jackson Laboratory,16-17 {week},Male,Left Lobe of the Liver,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Flight Hardware (Transporter and Habitat),38 {day},12 h light: 12 h dark. Lights on at 7:00 GMT,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,"Bilateral thoracotomy with sedation, Cardiac puncture, Inhalation of Isoflurane",,,,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-463_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-463_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-463_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,RR23_LVR_FLT_F8_techrep3,outside_selected_subgroup_or_control
OSD-463,OSD-463_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,RR23_LVR_FLT_F9,Mus musculus,C57BL/6J,Jackson Laboratory,16-17 {week},Male,Left Lobe of the Liver,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Flight Hardware (Transporter and Habitat),38 {day},12 h light: 12 h dark. Lights on at 7:00 GMT,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,"Bilateral thoracotomy with sedation, Cardiac puncture, Inhalation of Isoflurane",,,,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-463_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-463_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-463_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,RR23_LVR_FLT_F9,eligible_not_selected_by_fixed_cap
OSD-463,OSD-463_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,RR23_LVR_GC_G1_techrep1,Mus musculus,C57BL/6J,Jackson Laboratory,16-17 {week},Male,Left Lobe of the Liver,Ground Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Flight Hardware (Transporter and Habitat),38 {day},12 h light: 12 h dark. Lights on at 7:00 GMT,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,"Bilateral thoracotomy with sedation, Cardiac puncture, Inhalation of Isoflurane",,,,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-463_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-463_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-463_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,RR23_LVR_GC_G1_techrep1,selected
OSD-463,OSD-463_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,RR23_LVR_GC_G1_techrep2,Mus musculus,C57BL/6J,Jackson Laboratory,16-17 {week},Male,Left Lobe of the Liver,Ground Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Flight Hardware (Transporter and Habitat),38 {day},12 h light: 12 h dark. Lights on at 7:00 GMT,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,"Bilateral thoracotomy with sedation, Cardiac puncture, Inhalation of Isoflurane",,,,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-463_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-463_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-463_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,RR23_LVR_GC_G1_techrep2,outside_selected_subgroup_or_control
OSD-463,OSD-463_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,RR23_LVR_GC_G2,Mus musculus,C57BL/6J,Jackson Laboratory,16-17 {week},Male,Left Lobe of the Liver,Ground Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Flight Hardware (Transporter and Habitat),38 {day},12 h light: 12 h dark. Lights on at 7:00 GMT,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,"Bilateral thoracotomy with sedation, Cardiac puncture, Inhalation of Isoflurane",,,,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-463_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-463_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-463_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,RR23_LVR_GC_G2,selected
OSD-463,OSD-463_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,RR23_LVR_GC_G3,Mus musculus,C57BL/6J,Jackson Laboratory,16-17 {week},Male,Left Lobe of the Liver,Ground Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Flight Hardware (Transporter and Habitat),38 {day},12 h light: 12 h dark. Lights on at 7:00 GMT,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,"Bilateral thoracotomy with sedation, Cardiac puncture, Inhalation of Isoflurane",,,,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-463_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-463_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-463_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,RR23_LVR_GC_G3,selected
OSD-463,OSD-463_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,RR23_LVR_GC_G4,Mus musculus,C57BL/6J,Jackson Laboratory,16-17 {week},Male,Left Lobe of the Liver,Ground Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Flight Hardware (Transporter and Habitat),38 {day},12 h light: 12 h dark. Lights on at 7:00 GMT,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,"Bilateral thoracotomy with sedation, Cardiac puncture, Inhalation of Isoflurane",,,,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-463_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-463_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-463_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,RR23_LVR_GC_G4,selected
OSD-463,OSD-463_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,RR23_LVR_GC_G5,Mus musculus,C57BL/6J,Jackson Laboratory,16-17 {week},Male,Left Lobe of the Liver,Ground Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Flight Hardware (Transporter and Habitat),38 {day},12 h light: 12 h dark. Lights on at 7:00 GMT,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,"Bilateral thoracotomy with sedation, Cardiac puncture, Inhalation of Isoflurane",,,,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-463_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-463_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-463_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,RR23_LVR_GC_G5,selected
OSD-463,OSD-463_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,RR23_LVR_GC_G6,Mus musculus,C57BL/6J,Jackson Laboratory,16-17 {week},Male,Left Lobe of the Liver,Ground Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Flight Hardware (Transporter and Habitat),38 {day},12 h light: 12 h dark. Lights on at 7:00 GMT,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,"Bilateral thoracotomy with sedation, Cardiac puncture, Inhalation of Isoflurane",,,,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-463_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-463_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-463_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,RR23_LVR_GC_G6,selected
OSD-463,OSD-463_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,RR23_LVR_GC_G7,Mus musculus,C57BL/6J,Jackson Laboratory,16-17 {week},Male,Left Lobe of the Liver,Ground Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Flight Hardware (Transporter and Habitat),38 {day},12 h light: 12 h dark. Lights on at 7:00 GMT,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,"Bilateral thoracotomy with sedation, Cardiac puncture, Inhalation of Isoflurane",,,,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-463_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-463_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-463_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,RR23_LVR_GC_G7,eligible_not_selected_by_fixed_cap
