gene,direction_consistent_all_studies,min_abs_shift,mean_shift,OSD-48_flight_minus_ground,OSD-379_flight_minus_ground,OSD-463_flight_minus_ground
TSTD1,True,0.22797183195749948,-0.30344266891479493,-0.4402614593505856,-0.2420947154362998,-0.22797183195749948
OSGIN1,True,0.22786746025085414,-0.5702845308515759,-0.22786746025085414,-0.5921288728713985,-0.8908572594324751
SRGAP3,True,0.22724307775497443,0.45675233072704735,0.22724307775497443,0.31542668739954627,0.8275872270266214
ROPN1L,True,0.22646570205688477,-0.3165382875336542,-0.38729429244995117,-0.22646570205688477,-0.3358548680941267
BMP2,True,0.22575781345367396,-0.2719286070929631,-0.22575781345367396,-0.2412633101145425,-0.34876469771067287
TK1,True,0.2256712516148882,-0.45495592223273373,-0.7630820274353027,-0.2256712516148882,-0.37611448764801025
HSD17B6,True,0.22516806920369525,-0.9720320436689591,-1.149695873260498,-0.22516806920369525,-1.541232188542684
SDF2,True,0.2245187759399414,-0.2704478581746419,-0.22519865036010733,-0.2245187759399414,-0.36162614822387695
RPL37A,True,0.22396931648254403,-0.36130447387695314,-0.22396931648254403,-0.5620848337809248,-0.29785927136739065
PIP4P1,True,0.22294764518737775,-0.26168515549765686,-0.22294764518737775,-0.29682457447052,-0.26528324683507276
MYCT1,True,0.22200587987899778,-0.2513014528486463,-0.22200587987899778,-0.2623027563095093,-0.2695957223574319
AVPR1A,True,0.2215202649434409,0.2578759140438504,0.3022316932678222,0.24987578392028809,0.2215202649434409
ADAMDEC1,True,0.2212637156248093,-0.29711275928550296,-0.2212637156248093,-0.42109273870786024,-0.24898182352383935
STARD4,True,0.2210754950841265,-0.4183859268824259,-0.441853713989258,-0.2210754950841265,-0.5922285715738931
RFC2,True,0.22003893852233913,-0.24027677641974554,-0.22003893852233913,-0.24653975168863917,-0.2542516390482583
SLC35D2,True,0.2190974712371827,-0.32159574031829835,-0.2190974712371827,-0.5094465812047324,-0.23624316851298
KCTD12,True,0.21892774105072021,-0.29736003875732425,-0.28832118511199956,-0.21892774105072021,-0.38483119010925293
AQP1,True,0.2185133695602417,-0.38449534045325384,-0.598354387283325,-0.3366182645161948,-0.2185133695602417
ERLIN1,True,0.21772960821787546,-0.3868303881751169,-0.3513012886047364,-0.21772960821787546,-0.5914602677027387
JCHAIN,True,0.21760491530100512,-0.2964534004529317,-0.30249745845794673,-0.21760491530100512,-0.36925782759984327
MYL9,True,0.21691076755523664,-0.3304384112358092,-0.21691076755523664,-0.38945990800857544,-0.3849445581436155
SEMA4B,True,0.21591516335805272,-0.24444426165686725,-0.25956017971038836,-0.21591516335805272,-0.25785744190216064
RBBP4,True,0.21572914123535147,-0.25486466089884435,-0.21572914123535147,-0.30243492126464844,-0.2464299201965332
XBP1,True,0.21560509999593158,-0.3449509249793161,-0.31533641815185565,-0.21560509999593158,-0.5039112567901611
DOK2,True,0.21510598659515368,-0.3081120736069149,-0.21510598659515368,-0.21590427557627367,-0.4933259586493174
TM4SF1,True,0.2148583730061846,-0.36530406739976656,-0.5562070846557616,-0.2148583730061846,-0.3248467445373535
FGFR3,True,0.21468869845072458,-0.23751963509453677,-0.26672983169555664,-0.2311403751373291,-0.21468869845072458
CLPX,True,0.21386440594991019,0.3582219812605114,0.4666759967803955,0.39412554105122855,0.21386440594991019
ITGAL,True,0.21243131160736084,-0.3399729927380879,-0.21243131160736084,-0.2700295249621072,-0.5374581416447957
ESAM,True,0.21223274866739938,-0.3265134745173985,-0.394801354408264,-0.372506320476532,-0.21223274866739938
DNAJC12,True,0.21202778816223145,-0.29356638590494794,-0.21202778816223145,-0.2145636479059856,-0.4541077216466267
FAM47E,True,0.211930513381958,-0.387324955728319,-0.211930513381958,-0.37883265813191747,-0.5712116956710815
