gene,direction_consistent_all_studies,min_abs_shift,mean_shift,OSD-48_flight_minus_ground,OSD-379_flight_minus_ground,OSD-463_flight_minus_ground
COL5A1,True,0.09337584177653002,-0.23416031334135268,-0.39593683481216424,-0.09337584177653002,-0.21316826343536377
OLFML3,True,0.09316042065620422,-0.09638453854454891,-0.09316042065620422,-0.09923579295476292,-0.09675740202267957
MND1,True,0.09312192598978708,-0.20504372782177413,-0.3642575979232787,-0.15775165955225656,-0.09312192598978708
LGALS3,True,0.0931100130081175,-0.2511904729737176,-0.0931100130081175,-0.40261499087015795,-0.2578464150428774
ABITRAM,True,0.09308583736419673,0.12845541106330016,0.09308583736419673,0.11091615756352735,0.1813642382621764
IDS,True,0.09307912985483835,-0.15939567883809413,-0.26696796417236324,-0.09307912985483835,-0.11813994248708082
GLIS2,True,0.09307349721590674,-0.14798831641674037,-0.188008314371109,-0.1628831376632054,-0.09307349721590674
MESD,True,0.093010981877645,-0.20610023472044206,-0.18834428787231428,-0.093010981877645,-0.33694543441136693
TMEM237,True,0.09285981456438708,-0.12182919912868077,-0.17833633422851558,-0.09429144859313965,-0.09285981456438708
SKAP2,True,0.09284516175587987,-0.20176079273223882,-0.20696682929992694,-0.09284516175587987,-0.3054703871409097
CPNE3,True,0.09278512001037598,-0.1393892791536119,-0.14859180450439435,-0.09278512001037598,-0.17679091294606541
SNRPB,True,0.09275782108306885,-0.35364499357011586,-0.4923970699310303,-0.4757800896962485,-0.09275782108306885
MRPS18C,True,0.0925671259562173,-0.17507625155978732,-0.24331817626953134,-0.18934345245361328,-0.0925671259562173
OLA1,True,0.09239621957143163,0.15734435717264836,0.21242408752441433,0.1672127644220991,0.09239621957143163
FAM107A,True,0.09236113242805004,0.29663544152345916,0.09236113242805004,0.20051378260056177,0.5970314095417658
TIMELESS,True,0.09228811661402381,-0.138708445098665,-0.14831786155700688,-0.09228811661402381,-0.17551935712496436
PTPRF,True,0.0922842025756836,-0.14510727723439532,-0.2013606071472167,-0.0922842025756836,-0.14167702198028564
CTNNB1,True,0.0921636422475185,-0.11490972306993304,-0.13008489608764684,-0.0921636422475185,-0.12248063087463379
PYGB,True,0.09215162992477421,-0.1585300127665202,-0.09215162992477421,-0.28457945585250854,-0.09885895252227783
FLT4,True,0.09211202462514256,-0.20809953212738033,-0.3282381534576415,-0.20394841829935695,-0.09211202462514256
INF2,True,0.09189728895823168,-0.3021640221277874,-0.49252481460571307,-0.32206996281941747,-0.09189728895823168
DNASE1L3,True,0.09182596206665039,-0.2228647629419962,-0.3090932846069334,-0.09182596206665039,-0.2676750421524048
TIPARP,True,0.09177923202514648,-0.18174358871248045,-0.09177923202514648,-0.10261356830596946,-0.3508379658063254
LMAN2,True,0.09169419606526663,-0.11535658306545689,-0.14219126701355034,-0.11218428611755371,-0.09169419606526663
TSPAN9,True,0.09158549308776864,-0.11092516316307928,-0.09158549308776864,-0.10865151882171631,-0.1325384775797529
FOXO4,True,0.09145991007486964,-0.1713303274578517,-0.26040091514587393,-0.09145991007486964,-0.16213015715281154
MCAM,True,0.09130018949508667,-0.2616961624887255,-0.3530490875244141,-0.34073921044667577,-0.09130018949508667
TMEM97,True,0.09124708175659224,-0.22558060222201867,-0.31945972442626935,-0.09124708175659224,-0.2660350004831944
CD34,True,0.09101108908653266,-0.18356457750002544,-0.09101108908653266,-0.19629725813865662,-0.2633853852748871
CRIP1,True,0.09097957611083984,-0.565833330154419,-0.09097957611083984,-0.7302420934041343,-0.8762783209482827
PRKCSH,True,0.09097011884053519,-0.16389275126987002,-0.2765336990356442,-0.1241744359334307,-0.09097011884053519
LYAR,True,0.09094185829162615,0.15636308723025868,0.09094185829162615,0.1573490301767988,0.22079837322235107
TSPAN7,True,0.09076110521952319,-0.14038219186994763,-0.1951478958129882,-0.13523757457733154,-0.09076110521952319
SNAP47,True,0.09069595336914027,-0.1291659858491685,-0.09069595336914027,-0.1925192276636758,-0.10428277651468942
ERCC8,True,0.09043399492899562,-0.1421502590179442,-0.19164030551910383,-0.14437647660573316,-0.09043399492899562
SIPA1,True,0.09039217233657837,-0.18114946550793123,-0.2936268329620364,-0.09039217233657837,-0.15942939122517896
UMAD1,True,0.09031091133753466,-0.1650004161728754,-0.1916262626647951,-0.2130640745162964,-0.09031091133753466
WIPF1,True,0.09027729431788134,-0.19087617794672648,-0.2554599404335022,-0.09027729431788134,-0.2268912990887959
SDHAF4,True,0.09013180732727077,-0.23033583429124635,-0.09013180732727077,-0.4101039171218872,-0.19077177842458104
XIRP1,True,0.09007024541497231,0.15533423494133686,0.09007024541497231,0.2529642178366582,0.12296824157238007
HIP1,True,0.0900652607282002,-0.10933789014816286,-0.10959727764129645,-0.0900652607282002,-0.12835113207499194
TMEM183A,True,0.08997440338134766,-0.16939001083374036,-0.28580298423767125,-0.08997440338134766,-0.13239264488220215
MSMO1,True,0.08975753784179652,-0.6290234645207722,-0.08975753784179652,-0.23975054423014308,-1.557562311490377
ANGPT2,True,0.08970911800861359,-0.19946357144249807,-0.20157690942287443,-0.08970911800861359,-0.30710468689600623
MRPL14,True,0.0896921157836914,-0.22857669989267984,-0.15674543380737305,-0.4392925500869751,-0.0896921157836914
TMEM222,True,0.08944114049275687,-0.15082916153801781,-0.21647343635559047,-0.14657290776570608,-0.08944114049275687
PIGG,True,0.08942121267318726,-0.15531323088539964,-0.17404885292053218,-0.2024696270624795,-0.08942121267318726
NGDN,True,0.08924233913421631,-0.23808083004421668,-0.24453468322753924,-0.08924233913421631,-0.3804654677708945
ZNF839,True,0.08917063474655151,0.14599375857247243,0.17221550941467267,0.1765951315561931,0.08917063474655151
MPC2,True,0.088913520177206,-0.24701214896308077,-0.1701132774353029,-0.4820096492767334,-0.088913520177206
NLRC4,True,0.0888884486630559,-0.09475258404595983,-0.0972817741334438,-0.0888884486630559,-0.09808752934137982
MYL12A,True,0.0888829231262207,-0.14634670151604542,-0.09724044799804688,-0.25291673342386867,-0.0888829231262207
ADGRE1,True,0.08887377977371202,-0.3718386345439486,-0.08887377977371202,-0.30219554901123047,-0.7244465748469033
KANSL1L,True,0.08885645866394043,-0.22179156144460035,-0.3747903585433958,-0.08885645866394043,-0.20172786712646484
SOCS5,True,0.08876166741053249,-0.13042808969815564,-0.17096538543701167,-0.08876166741053249,-0.13155721624692274
POLR2G,True,0.08864732583363821,-0.195204957326253,-0.337249946594238,-0.15971759955088283,-0.08864732583363821
TMEM129,True,0.08844780921936035,-0.12731032106611476,-0.10345540046691903,-0.08844780921936035,-0.1900277535120649
GPR182,True,0.08838808536529541,-0.189936465687222,-0.3446305990219116,-0.08838808536529541,-0.13679071267445897
MYL7,True,0.08830057382583623,-0.15034591381748516,-0.08830057382583623,-0.17201815793911612,-0.19071900968750316
RPN2,True,0.08824936548868756,-0.15130907694498674,-0.19405622482299822,-0.08824936548868756,-0.17162164052327444
SOCS1,True,0.08818167820572853,-0.12968326778047615,-0.13222010135650641,-0.08818167820572853,-0.16864802377919355
ZBTB7C,True,0.08799145122369134,0.11110844686627387,0.09969943687319754,0.14563445250193274,0.08799145122369134
SRC,True,0.08797223369280494,-0.1538014789422353,-0.2190317749977112,-0.15440042813618982,-0.08797223369280494
GANAB,True,0.08794097900390607,-0.1324407153659394,-0.08794097900390607,-0.13175018628438284,-0.17763098080952933
RHOH,True,0.08779622862736386,-0.11270787955986128,-0.1255128413438797,-0.08779622862736386,-0.12481456870834032
ADIG,True,0.08768347650766373,0.16860623210668566,0.19057639837265014,0.22755882143974304,0.08768347650766373
SLC30A6,True,0.08761134147644034,-0.13689970440334745,-0.08761134147644034,-0.2143922249476118,-0.10869554678599025
GSAP,True,0.08757909138997366,-0.22839358647664376,-0.2920018196105958,-0.08757909138997366,-0.30559984842936183
TMEM50A,True,0.08748205502828021,-0.2188588407304556,-0.16591291427612376,-0.08748205502828021,-0.4031815528869629
PPIL1,True,0.08739795684814444,-0.16904545625050874,-0.08739795684814444,-0.1799405415852866,-0.23979787031809519
CDK5RAP3,True,0.0873953501383462,-0.14185692204369435,-0.1342155933380127,-0.20395982265472412,-0.0873953501383462
CLEC4G,True,0.08738994598388672,-0.33007420963711204,-0.45741448402404794,-0.08738994598388672,-0.4454181989034014
ARHGEF2,True,0.08738625049591064,-0.0982184112071991,-0.08738625049591064,-0.09435117244720459,-0.11291781067848206
CFB,True,0.0873308658599854,-0.294980714056227,-0.0873308658599854,-0.2801089882850647,-0.5175022880236309
ARL4C,True,0.08731628954410553,-0.14556902315881515,-0.1969202756881714,-0.08731628954410553,-0.15247050424416853
TM2D2,True,0.08730459213256836,-0.1828280422422622,-0.2862124443054199,-0.1749670902887983,-0.08730459213256836
INTS3,True,0.08729493618011475,-0.09521050188276507,-0.09893827438354519,-0.08729493618011475,-0.09939829508463527
FAM78A,True,0.08728739917278289,-0.12704132679435945,-0.08728739917278289,-0.15265022714932763,-0.1411863540609678
PNPLA6,True,0.08722879489262914,-0.21130367782380852,-0.34095311164855957,-0.08722879489262914,-0.20572912693023682
FASTKD3,True,0.08715901772181178,-0.13960165845023256,-0.14503521919250484,-0.08715901772181178,-0.1866107384363811
EARS2,True,0.08710984388987209,-0.18716571331024165,-0.27377395629882795,-0.2006133397420249,-0.08710984388987209
SLC15A2,True,0.087080596635739,-0.42022678926587104,-0.54676034450531,-0.087080596635739,-0.626839426656564
PKHD1,True,0.08702793121337893,-0.09968216352992587,-0.08702793121337893,-0.0877183278401692,-0.12430023153622949
TPRKB,True,0.08697994550069144,-0.26479409270816373,-0.5417424678802494,-0.08697994550069144,-0.16565986474355032
CDKN2D,True,0.08684681852658582,-0.1172966354423098,-0.1062170743942259,-0.15882601340611768,-0.08684681852658582
KLRK1,True,0.08671632409095764,-0.14288083049986097,-0.24647581577301025,-0.08671632409095764,-0.09545035163561505
KCNJ8,True,0.08665029207865405,-0.21707881424162126,-0.3138536095619202,-0.25073254108428955,-0.08665029207865405
NOTCH3,True,0.08663555483023322,-0.130746332804362,-0.10305585861206057,-0.20254758497079217,-0.08663555483023322
SPRY4,True,0.0865325133005781,-0.4787796782122718,-0.4721697807312011,-0.0865325133005781,-0.8776367406050364
SVIP,True,0.08638691902160645,-0.1138738168610467,-0.08896107673645037,-0.08638691902160645,-0.16627345482508327
FHIP1A,True,0.08637086153030404,0.19029741022321922,0.08637086153030404,0.15305687983830785,0.3314644893010458
CRYM,True,0.08631895234187442,-0.3010520903600587,-0.24316220283508294,-0.5736751159032187,-0.08631895234187442
SEPTIN2,True,0.08606573442618048,-0.1709802107678519,-0.3242226362228393,-0.08606573442618048,-0.10265226165453589
ZBTB8A,True,0.08594354987144459,-0.14526162942250567,-0.25550155043601985,-0.0943397879600526,-0.08594354987144459
MTPAP,True,0.08587303161621085,-0.13215522766113277,-0.08587303161621085,-0.19007094701131155,-0.12052170435587595
PTGFRN,True,0.08586166203022,-0.1471264160341686,-0.08586166203022,-0.197031925121943,-0.15848566095034278
SRGN,True,0.08585443496704093,-0.19314459429846872,-0.08585443496704093,-0.08891542752583836,-0.40466392040252686
JAK3,True,0.08577549457550049,-0.11247420443428886,-0.15430595874786368,-0.08577549457550049,-0.09734115997950243
CTSH,True,0.08565290768941214,-0.25331928465101416,-0.5140341758728022,-0.16027077039082815,-0.08565290768941214
JAG1,True,0.08551311492919922,-0.10755718549092608,-0.12536545991897574,-0.11179298162460327,-0.08551311492919922
PHLDB3,True,0.08541860183080052,0.21968042453130088,0.1314886093139649,0.08541860183080052,0.4421340624491372
FXYD3,True,0.08528866171836852,-0.09372903299000529,-0.08528866171836852,-0.09768137956659001,-0.09821705768505734
FBXO30,True,0.08522069454193115,-0.11047354009416359,-0.14346861839294434,-0.08522069454193115,-0.10273130734761526
PLOD1,True,0.08521914482116699,-0.09578824573092988,-0.11594090461730966,-0.086204687754313,-0.08521914482116699
MFSD11,True,0.08520394563674927,-0.15506072839101157,-0.25699031352996826,-0.12298792600631714,-0.08520394563674927
TMEM254,True,0.0851443608601885,0.13123896651797798,0.20962934494018537,0.09894319375356009,0.0851443608601885
RETREG3,True,0.08503484725952148,-0.15788895289103197,-0.301741552352905,-0.08503484725952148,-0.08689045906066939
JAM3,True,0.08500019311904905,-0.12565519776609213,-0.08500019311904905,-0.09713130195935582,-0.19483409821987152
RIPPLY3,True,0.08486362298329675,-0.15499131017261084,-0.15703585147857668,-0.2230744560559591,-0.08486362298329675
WDPCP,True,0.08484131097793579,-0.18681853214899694,-0.1641849637031555,-0.08484131097793579,-0.31142932176589955
HSPA2,True,0.0847614655892055,-0.17617959645059375,-0.1594271123409271,-0.0847614655892055,-0.2843502114216486
RPL38,True,0.08475176493326853,-0.11940313710106754,-0.10484492778778076,-0.16861271858215332,-0.08475176493326853
BCAP31,True,0.0846422513326015,-0.16466454399956612,-0.1339299201965325,-0.0846422513326015,-0.2754214604695644
GLOD4,True,0.08460672696431448,-0.14856938785976817,-0.23911886215209943,-0.08460672696431448,-0.12198257446289062
LDAH,True,0.08458356062571193,-0.1581921444998846,-0.17486095428466797,-0.08458356062571193,-0.21513191858927394
COQ2,True,0.08458161354064941,-0.15590492619408516,-0.17323560714721697,-0.20989755789438913,-0.08458161354064941
ARPC3,True,0.0844718615214024,-0.12693281173706042,-0.12748489379882777,-0.0844718615214024,-0.1688416798909511
SNX17,True,0.08440045515696237,-0.21220053831736255,-0.3790340900421141,-0.17316706975301122,-0.08440045515696237
SINHCAF,True,0.08423665240406991,-0.15157647621300488,-0.08423665240406991,-0.16086755196253466,-0.20962522427241004
SOX18,True,0.08422651886940014,-0.2195800546142791,-0.24516091346740732,-0.32935273150602984,-0.08422651886940014
IPO7,True,0.08422255516052246,-0.13118218845791305,-0.2249175548553466,-0.08422255516052246,-0.08440645535787006
FUNDC1,True,0.08413476943969744,-0.13731852902306452,-0.08413476943969744,-0.20992890993754054,-0.11789190769195557
GART,True,0.08411534627278616,-0.1363096475601194,-0.1031479358673093,-0.2216656605402627,-0.08411534627278616
TCAF1,True,0.08400524258613595,-0.10041636096106643,-0.08400524258613595,-0.11420892675717687,-0.10303491353988647
SAT1,True,0.0839974085489903,-0.19897748364342563,-0.3212261199951172,-0.0839974085489903,-0.19170892238616943
GRB10,True,0.0839882493019104,-0.17796650330225627,-0.24407359361648562,-0.0839882493019104,-0.2058376669883728
PIP4P2,True,0.0839149475097658,-0.11256947517395026,-0.0839149475097658,-0.13713065783182765,-0.11666282018025731
IL22RA1,True,0.08389579057693486,0.28389405144585506,0.08389579057693486,0.36403772234916687,0.4037486414114635
FH,True,0.08370018005371094,-0.1651695887247723,-0.2767950057983404,-0.08370018005371094,-0.13501358032226562
LRP3,True,0.08369199434916164,-0.2552671088112725,-0.4382551670074464,-0.08369199434916164,-0.24385416507720947
ACAP1,True,0.08363422751426697,-0.1736047486464182,-0.2224652528762816,-0.08363422751426697,-0.21471476554870605
CYP2S1,True,0.08348268866539002,-0.10767504895726838,-0.08348268866539002,-0.13024654363592464,-0.10929591457049054
MTHFD2L,True,0.08346854647000634,-0.11260704199473066,-0.11322277784347534,-0.14112980167071032,-0.08346854647000634
KCTD2,True,0.08345828453699733,-0.13522266546885167,-0.2178779602050782,-0.08345828453699733,-0.1043317516644795
CPSF6,True,0.08342794577280666,-0.15913951926761202,-0.26403913497924814,-0.08342794577280666,-0.12995147705078125
RETREG2,True,0.08331545193990042,-0.29404911465115013,-0.6077024459838869,-0.08331545193990042,-0.19112944602966309
B3GNT3,True,0.0832849989334743,-0.13288523919052553,-0.19153428077697754,-0.0832849989334743,-0.12383643786112475
CLCN4,True,0.08326358795165989,-0.10250087314181844,-0.08326358795165989,-0.09944367408752441,-0.12479535738627101
RAB8B,True,0.0832360188166299,-0.18815659284591668,-0.10232266187667849,-0.0832360188166299,-0.37891109784444166
SYNJ2,True,0.08323011795679713,-0.13390703598658238,-0.19134922623634343,-0.08323011795679713,-0.12714176376660657
ATP8B2,True,0.0832114418347677,-0.12389383051130509,-0.1745844930410385,-0.0832114418347677,-0.11388555665810907
MROH6,True,0.08318044493595755,-0.3216459530095259,-0.6621897041797637,-0.08318044493595755,-0.21956770991285643
YWHAZ,True,0.08313830693562796,0.11685283184051502,0.09343013763427743,0.08313830693562796,0.17399005095163966
SLC1A2,True,0.08283503850301122,-0.20959281656477188,-0.390550088882446,-0.08283503850301122,-0.15539332230885838
CD82,True,0.08282065391540527,-0.21425952646467397,-0.34296264648437447,-0.08282065391540527,-0.2169952789942422
PDGFD,True,0.08271311819553379,-0.10569965210225846,-0.08271311819553379,-0.13031217455863953,-0.10407366355260206
KLHL25,True,0.08253028392791739,-0.2256810943285624,-0.08253028392791739,-0.4157429138819375,-0.17877008517583226
GPR160,True,0.08249406764904654,-0.10316629409790039,-0.12488628774881366,-0.08249406764904654,-0.10211852689584094
TCP1,True,0.08238593737284283,-0.15172938770718028,-0.23543100357055646,-0.08238593737284283,-0.13737122217814157
ITSN1,True,0.08237664699554448,0.16491914060380722,0.08237664699554448,0.23573281367619825,0.17664796113967896
F2,True,0.08234985669453909,-0.20783596038818372,-0.3979510307312015,-0.14320699373881052,-0.08234985669453909
TMEM234,True,0.08222683270772357,-0.10380195776621519,-0.13836059570312464,-0.09081844488779733,-0.08222683270772357
SNU13,True,0.08217849731445326,-0.15832309722900395,-0.08217849731445326,-0.24447898070017482,-0.14831181367238377
ITK,True,0.08216110865275061,-0.09048475656244488,-0.1028343141078949,-0.08216110865275061,-0.08645884692668915
GPX7,True,0.08214025497436528,-0.17221021254857383,-0.08214025497436528,-0.25012643138567614,-0.18436395128568006
CYP7A1,True,0.08208799362182617,0.7189364830652876,0.08208799362182617,0.7746805349985761,1.3000409205754604
POMGNT1,True,0.08203391234080026,-0.14834933545854354,-0.16609902381896946,-0.19691507021586085,-0.08203391234080026
ATG9A,True,0.08197196324666356,-0.19329911867777505,-0.39074189662933345,-0.10718349615732814,-0.08197196324666356
CCNO,True,0.08184822524587315,-0.13699951842427255,-0.22252549827098844,-0.10662483175595602,-0.08184822524587315
QSOX1,True,0.0817569096883135,-0.13838692771063896,-0.15235738754272443,-0.0817569096883135,-0.1810464859008789
RARRES2,True,0.08175269762674997,-0.15574666129218193,-0.18099098205566388,-0.2044963041941319,-0.08175269762674997
SLC30A7,True,0.08172202110290527,-0.14724155796898733,-0.2670464277267457,-0.08172202110290527,-0.09295622507731105
ZW10,True,0.0816944042841592,-0.18966387907663984,-0.29447696208953866,-0.0816944042841592,-0.19282027085622166
WDR76,True,0.08157251278559363,-0.09485979212654964,-0.11453709006309509,-0.0884697735309602,-0.08157251278559363
TMEM256,True,0.08156213760375941,-0.19742598003811315,-0.08156213760375941,-0.2710117499033613,-0.23970405260721872
PANK1,True,0.08118351300557425,-0.1793916331397162,-0.35889048576355,-0.08118351300557425,-0.09810090065002441
CHSY1,True,0.0811510682106018,-0.17847325139575534,-0.1918546080589294,-0.0811510682106018,-0.26241407791773486
CXCR6,True,0.0811216483513515,-0.13987919241189958,-0.09578301906585696,-0.0811216483513515,-0.24273290981849033
AKT1,True,0.0810614824295044,-0.16099382771386037,-0.3080925941467285,-0.09382740656534816,-0.0810614824295044
PI4K2B,True,0.08103887240091989,-0.21208953327602828,-0.16108527183532706,-0.08103887240091989,-0.39414445559183786
TFF2,True,0.08092905580997467,-0.13241715025570655,-0.08092905580997467,-0.19469813505808511,-0.12162425989905992
MFSD14A,True,0.08085008462270116,-0.13430347972446022,-0.14567737579345685,-0.08085008462270116,-0.17638297875722264
TSPAN2,True,0.08080347379048669,-0.12724148631095886,-0.10064656734466551,-0.08080347379048669,-0.20027441779772437
PLEKHO2,True,0.0807604193687439,-0.1931218730078803,-0.17004780769348127,-0.0807604193687439,-0.32855739196141576
L3MBTL3,True,0.08071508407592787,0.12383373048570423,0.08071508407592787,0.10277014970779419,0.18801595767339063
BET1L,True,0.08061571915944388,-0.18687521484163053,-0.2891950130462644,-0.19081491231918335,-0.08061571915944388
DPF3,True,0.08061549663543699,0.15202465686533184,0.08061549663543699,0.18410272399584449,0.19135574996471405
SRM,True,0.08056342601776123,-0.19143454233805338,-0.18069839477539062,-0.3130418062210083,-0.08056342601776123
H2AC21,True,0.080558443069458,-0.20112205098072686,-0.080558443069458,-0.25989635537068045,-0.2629113545020421
ATP2B4,True,0.08044695854187012,-0.14213887055714924,-0.09482101202011106,-0.08044695854187012,-0.25114864110946655
SLC19A2,True,0.080221613248189,-0.19758540259467208,-0.235581016540527,-0.080221613248189,-0.2769535779953003
KRTCAP3,True,0.08019840717315674,-0.12579397070739004,-0.08019840717315674,-0.15807228659590083,-0.13911121835311252
AKIRIN2,True,0.08018918832143118,-0.09652175903320288,-0.11164135932922337,-0.08018918832143118,-0.09773472944895412
ART3,True,0.08008881409962987,-0.20342403252919525,-0.214047122001648,-0.08008881409962987,-0.31613616148630785
ERGIC3,True,0.07996749877929688,-0.15649776988559308,-0.22876691818237305,-0.07996749877929688,-0.16075889269510935
TIAM1,True,0.07993665337562564,-0.09955180022451611,-0.12581545114517212,-0.09290329615275061,-0.07993665337562564
SRI,True,0.07986855506896973,-0.10830764505598278,-0.12015089988708505,-0.07986855506896973,-0.12490348021189357
ST7L,True,0.07985321680704738,-0.11586300796932651,-0.08932142257690434,-0.1784143845240278,-0.07985321680704738
FHOD1,True,0.0798187255859375,-0.1537933051586151,-0.19128847122192383,-0.190272718667984,-0.0798187255859375
RETN,True,0.07980099072058995,0.1738076205054919,0.30589631795883176,0.07980099072058995,0.13572555283705395
PPM1M,True,0.07973663012186671,-0.12634486622280536,-0.1676490306854248,-0.07973663012186671,-0.13164893786112453
GGCT,True,0.07972913980484009,0.08702445957395762,0.0885166406631468,0.09282759825388598,0.07972913980484009
PROSER2,True,0.07970096667607596,0.13862547079722068,0.1212059497833251,0.07970096667607596,0.214969495932261
HMGN1,True,0.07967893282572458,-0.34175067212846555,-0.45137066841125506,-0.07967893282572458,-0.494202415148417
BEX3,True,0.07962052027384425,-0.17820606893963276,-0.2201713800430296,-0.2348263065020244,-0.07962052027384425
GPX6,True,0.0795817176500957,-0.22652864414784646,-0.2961615324020386,-0.3038426823914051,-0.0795817176500957
PAQR9,True,0.0795447826385498,0.25203239917755127,0.2308030128479004,0.0795447826385498,0.4457494020462036
LANCL1,True,0.07949878772099828,-0.15767935381995324,-0.13011362552642858,-0.26342564821243286,-0.07949878772099828
MKKS,True,0.07946517070134451,-0.22526522477467847,-0.19814956188201904,-0.07946517070134451,-0.39818094174067187
KCTD7,True,0.07933446168899527,-0.24658488863044314,-0.07933446168899527,-0.18961178263028466,-0.4708084215720495
DNAJB6,True,0.0792851845423379,-0.18952124383714453,-0.26807935237884517,-0.0792851845423379,-0.2211991945902505
MANBA,True,0.07925005753835057,-0.16882222758399124,-0.17373559474945077,-0.07925005753835057,-0.25348103046417236
ZDHHC17,True,0.07921461264292406,-0.12114869091245868,-0.20399103164672838,-0.07921461264292406,-0.08024042844772361
SRA1,True,0.07919778823852486,-0.12928028371598974,-0.07919778823852486,-0.18850902716318751,-0.1201340357462568
B4GALT1,True,0.07909194628397609,-0.23628347714742018,-0.31341557502746564,-0.07909194628397609,-0.31634291013081883
SHANK3,True,0.07899318138758349,-0.1498981475830079,-0.22451131343841557,-0.07899318138758349,-0.14618994792302464
TIMMDC1,True,0.07892862955729152,-0.15302845372094045,-0.20153889656066903,-0.07892862955729152,-0.17861783504486084
EFEMP1,True,0.07892727851867676,-0.19837900002797446,-0.2229154109954834,-0.07892727851867676,-0.2932943105697632
SMIM7,True,0.07881951332092285,-0.2269357946183946,-0.3151571273803708,-0.2868307431538901,-0.07881951332092285
SMARCAL1,True,0.07878241936365749,-0.11303022834989755,-0.14326512813568115,-0.117043137550354,-0.07878241936365749
SENP3,True,0.07872978846232082,-0.12669540511237232,-0.17968149185180637,-0.12167493502298976,-0.07872978846232082
RASSF4,True,0.07866926987965894,-0.19476234449280636,-0.14661375284194955,-0.07866926987965894,-0.35900401075681054
TRMT2A,True,0.07856833934783936,-0.15375552707248255,-0.2736674785614013,-0.10903076330820705,-0.07856833934783936
SLC5A6,True,0.07843881845474243,-0.37790409061643815,-0.7200601696968079,-0.33521328369776415,-0.07843881845474243
B9D2,True,0.07843313614527392,-0.16567272742589312,-0.2529263734817504,-0.07843313614527392,-0.16565867265065504
SLPI,True,0.07842032909393304,-0.17960733026266096,-0.07842032909393304,-0.10975275685389829,-0.35064890484015154
RPL22,True,0.07831978797912598,-0.19615695741441494,-0.30992851257324183,-0.07831978797912598,-0.20022257169087698
GBP5,True,0.07831704616546631,-0.2882177531719207,-0.07831704616546631,-0.12612241506576538,-0.6602137982845305
CCND3,True,0.07826745510101318,-0.1330335431628756,-0.191733407974243,-0.12909976641337062,-0.07826745510101318
RPS11,True,0.07814987500508597,-0.16930164761013433,-0.2181120872497555,-0.07814987500508597,-0.21164298057556152
SLC26A2,True,0.07811053593953443,-0.13720558219485812,-0.14460852146148684,-0.07811053593953443,-0.1888976891835531
PRF1,True,0.07807822773853938,-0.10854342811637456,-0.09505907893180848,-0.1524929776787758,-0.07807822773853938
TBCA,True,0.0780344009399414,-0.12848539882236074,-0.1125561714172365,-0.19486562410990427,-0.0780344009399414
LRRC42,True,0.07801312208175659,-0.21451484229829573,-0.343828868865967,-0.2217025359471636,-0.07801312208175659
AMBP,True,0.07798608144124408,-0.14594735039605045,-0.09612321853637695,-0.07798608144124408,-0.2637327512105303
H2AJ,True,0.07794942855834952,-0.1690214951833089,-0.07794942855834952,-0.1975783507029214,-0.23153670628865575
CDK4,True,0.07790025075276708,-0.18503225644429536,-0.3077098369598388,-0.16948668162028024,-0.07790025075276708
IDH3A,True,0.07776554425557469,0.1982542196909587,0.11636099815368661,0.07776554425557469,0.40063611666361476
PDP2,True,0.07774476210276271,-0.25809869501325816,-0.5083702802658081,-0.07774476210276271,-0.1881810426712036
NUDT21,True,0.07770248254140233,-0.10424876080618972,-0.10068634748458871,-0.07770248254140233,-0.13435745239257812
SNRPN,True,0.07762973308563237,0.1301201740900676,0.07762973308563237,0.16989167531331395,0.14283911387125647
ZDHHC2,True,0.07750996574759483,-0.10365140272511375,-0.07750996574759483,-0.12913627922534943,-0.10430796320239702
TMTC4,True,0.07746764421463026,-0.09666733741760251,-0.07746764421463026,-0.09850086768468214,-0.11403350035349513
PREX2,True,0.07742991050084447,-0.1627499855226941,-0.18235228359699246,-0.07742991050084447,-0.22846776247024536
NECAB1,True,0.07731846968332912,0.15728440284728995,0.1288961887359621,0.07731846968332912,0.26563855012257864
TRMT9B,True,0.07730263471603394,0.1817603094710244,0.07730263471603394,0.15388870735963184,0.3140895863374074
MTRR,True,0.07726522286732984,-0.19853187402089426,-0.3523789882659911,-0.07726522286732984,-0.16595141092936183
STK26,True,0.07718669747312865,-0.10145622152421209,-0.11082054525613785,-0.11636142184336978,-0.07718669747312865
MRPL30,True,0.0771638552347822,-0.18526082303788952,-0.19023437500000018,-0.2883842388788862,-0.0771638552347822
ARL1,True,0.07699809074401864,-0.2090225007798939,-0.07699809074401864,-0.34842586517333984,-0.20164354642232318
WDR37,True,0.07679641246795654,-0.08766652213202579,-0.09230030775070186,-0.09390284617741895,-0.07679641246795654
IFT172,True,0.07678564389546727,-0.14796034759945345,-0.2841063022613526,-0.08298909664154053,-0.07678564389546727
LGALS1,True,0.07649078369140616,-0.2554391437106663,-0.07649078369140616,-0.3092267910639448,-0.38059985637664795
SERPIND1,True,0.07645567258199026,-0.15176638497246664,-0.15113792419433647,-0.07645567258199026,-0.22770555814107318
TMEM205,True,0.07638988494873011,-0.3482746336195204,-0.07638988494873011,-0.6611344814300537,-0.3072995344797773
CD53,True,0.07623710632324254,-0.33555190563201914,-0.07623710632324254,-0.17499532302220677,-0.7554232875506082
ZNF503,True,0.0762125134468078,-0.15999927885002557,-0.0762125134468078,-0.25245520969231927,-0.15133011341094965
