epoch,train_loss,val_loss
0,1.5421665250778198,1.1380503177642822
1,1.1119427916526794,1.0988667011260986
2,1.0854763592720031,1.0781193971633911
3,1.0566458795547486,1.0580593347549438
4,1.029249524116516,1.0286202430725098
