model,training_pool,reference,program,omitted_id,response_attribution_gap,retains_full_sign
bridge,OS,training_ground_mean_TPM,dna_repair,GSE298393:GSM9013405,-0.12403370570602121,True
bridge,OS,training_ground_mean_TPM,dna_repair,GSE298393:GSM9013406,-0.15137458953223387,True
bridge,OS,training_ground_mean_TPM,oxidative_stress,GSE298393:GSM9013395,0.02856408033925642,True
bridge,OS,training_ground_mean_TPM,oxidative_stress,GSE298393:GSM9013396,0.028837280211676974,True
bridge,OS,training_ground_mean_TPM,oxidative_stress,GSE298393:GSM9013397,0.0186043291729796,True
bridge,OS,training_ground_mean_TPM,oxidative_stress,GSE298393:GSM9013404,0.018395931893195994,True
bridge,OS,training_ground_mean_TPM,oxidative_stress,GSE298393:GSM9013405,0.033052051092334264,True
bridge,OS,training_ground_mean_TPM,oxidative_stress,GSE298393:GSM9013406,0.02455770673838272,True
bridge,OS,training_ground_mean_TPM,inflammatory_signaling,GSE298393:GSM9013395,0.14949097144408635,True
bridge,OS,training_ground_mean_TPM,inflammatory_signaling,GSE298393:GSM9013396,0.012651704724732413,True
bridge,OS,training_ground_mean_TPM,inflammatory_signaling,GSE298393:GSM9013397,0.1374197142732274,True
bridge,OS,training_ground_mean_TPM,inflammatory_signaling,GSE298393:GSM9013404,0.08121060662901924,True
bridge,OS,training_ground_mean_TPM,inflammatory_signaling,GSE298393:GSM9013405,0.13468907301650537,True
bridge,OS,training_ground_mean_TPM,inflammatory_signaling,GSE298393:GSM9013406,0.08366271079652166,True
bridge,OS,training_ground_mean_TPM,proteostasis,GSE298393:GSM9013395,0.09025806340881312,True
bridge,OS,training_ground_mean_TPM,proteostasis,GSE298393:GSM9013396,0.03285613018282256,True
bridge,OS,training_ground_mean_TPM,proteostasis,GSE298393:GSM9013397,0.07328076844319115,True
bridge,OS,training_ground_mean_TPM,proteostasis,GSE298393:GSM9013404,0.05041426729895276,True
bridge,OS,training_ground_mean_TPM,proteostasis,GSE298393:GSM9013405,0.06490479561022046,True
bridge,OS,training_ground_mean_TPM,proteostasis,GSE298393:GSM9013406,0.0810758991256536,True
bridge,OS,training_ground_mean_TPM,muscle_remodeling,GSE298393:GSM9013395,0.6511018724676256,True
bridge,OS,training_ground_mean_TPM,muscle_remodeling,GSE298393:GSM9013396,0.5178847729702074,True
bridge,OS,training_ground_mean_TPM,muscle_remodeling,GSE298393:GSM9013397,0.5749559582938606,True
bridge,OS,training_ground_mean_TPM,muscle_remodeling,GSE298393:GSM9013404,0.460287642720433,True
bridge,OS,training_ground_mean_TPM,muscle_remodeling,GSE298393:GSM9013405,0.5873247026202314,True
bridge,OS,training_ground_mean_TPM,muscle_remodeling,GSE298393:GSM9013406,0.696330258391029,True
bridge,YA,training_all_mean_TPM,mitochondrial_expression,GSE298393:GSM9013398,-0.00421359615490563,True
bridge,YA,training_all_mean_TPM,mitochondrial_expression,GSE298393:GSM9013399,-0.02780914342268817,True
bridge,YA,training_all_mean_TPM,mitochondrial_expression,GSE298393:GSM9013400,-0.04900180587304278,True
bridge,YA,training_all_mean_TPM,mitochondrial_expression,GSE298393:GSM9013410,-0.0701135797143166,True
bridge,YA,training_all_mean_TPM,mitochondrial_expression,GSE298393:GSM9013411,-0.04896652469090355,True
bridge,YA,training_all_mean_TPM,mitochondrial_expression,GSE298393:GSM9013412,0.03805555895458356,False
bridge,YA,training_all_mean_TPM,dna_repair,GSE298393:GSM9013398,0.06366263180658532,True
bridge,YA,training_all_mean_TPM,dna_repair,GSE298393:GSM9013399,0.08243270192561103,True
bridge,YA,training_all_mean_TPM,dna_repair,GSE298393:GSM9013400,0.1290962593516387,True
bridge,YA,training_all_mean_TPM,dna_repair,GSE298393:GSM9013410,0.08048418415032393,True
bridge,YA,training_all_mean_TPM,dna_repair,GSE298393:GSM9013411,0.08952552940059921,True
bridge,YA,training_all_mean_TPM,dna_repair,GSE298393:GSM9013412,0.10518187953291191,True
bridge,YA,training_all_mean_TPM,oxidative_stress,GSE298393:GSM9013398,0.059494875309565654,True
bridge,YA,training_all_mean_TPM,oxidative_stress,GSE298393:GSM9013399,0.05870450454600315,True
bridge,YA,training_all_mean_TPM,oxidative_stress,GSE298393:GSM9013400,0.05834294236297594,True
bridge,YA,training_all_mean_TPM,oxidative_stress,GSE298393:GSM9013410,0.06214389853636268,True
bridge,YA,training_all_mean_TPM,oxidative_stress,GSE298393:GSM9013411,0.0539383856468284,True
