model,training_pool,id,label,reference,program,renormalized,logit_change,matched_random_median,matched_random_abs_percentile,matched_random_signed_percentile
bridge,OS,GSE298393:GSM9013397,0,training_ground_mean_TPM,dna_repair,True,0.198854441912772,0.01261375705439605,0.75,0.8
bridge,OS,GSE298393:GSM9013397,0,training_ground_mean_TPM,oxidative_stress,False,0.0186671461758578,0.0074312785302481,0.25,0.55
bridge,OS,GSE298393:GSM9013397,0,training_ground_mean_TPM,oxidative_stress,True,0.0018328263258808,-0.0047445851876091,0.05,0.55
bridge,OS,GSE298393:GSM9013397,0,training_ground_mean_TPM,inflammatory_signaling,False,-0.1433804150483411,0.0148541437695257,0.65,0.1
bridge,OS,GSE298393:GSM9013397,0,training_ground_mean_TPM,inflammatory_signaling,True,-0.1998716048979076,-0.015205292594941949,0.7,0.15
bridge,OS,GSE298393:GSM9013397,0,training_ground_mean_TPM,proteostasis,False,-0.0370182565388859,0.04962966791504185,0.3,0.2
bridge,OS,GSE298393:GSM9013397,0,training_ground_mean_TPM,proteostasis,True,-0.1058672778738127,0.0169953129950499,0.6,0.25
bridge,OS,GSE298393:GSM9013397,0,training_ground_mean_TPM,muscle_remodeling,False,-0.0609654308352674,0.10869599222496615,0.35,0.0
bridge,OS,GSE298393:GSM9013397,0,training_ground_mean_TPM,muscle_remodeling,True,-1.0808127490631705,0.11799522847752536,1.0,0.0
bridge,OS,GSE298393:GSM9013397,0,training_all_mean_TPM,mitochondrial_expression,False,0.0751766548160048,-0.0038410281077858,0.25,0.6
bridge,OS,GSE298393:GSM9013397,0,training_all_mean_TPM,mitochondrial_expression,True,0.1495831005495347,-0.06130236919307205,0.45,0.85
bridge,OS,GSE298393:GSM9013397,0,training_all_mean_TPM,dna_repair,False,0.1730277377851052,-0.07294420537800755,0.7,0.95
bridge,OS,GSE298393:GSM9013397,0,training_all_mean_TPM,dna_repair,True,0.1559202078678936,-0.040737691649610455,0.7,0.85
bridge,OS,GSE298393:GSM9013397,0,training_all_mean_TPM,oxidative_stress,False,-0.0182411838566167,-0.0272954994507017,0.25,0.55
bridge,OS,GSE298393:GSM9013397,0,training_all_mean_TPM,oxidative_stress,True,-0.0277930809390909,-0.0247573297976941,0.3,0.5
bridge,OS,GSE298393:GSM9013397,0,training_all_mean_TPM,inflammatory_signaling,False,-0.2341193688439489,-0.0416593700400653,0.8,0.15
bridge,OS,GSE298393:GSM9013397,0,training_all_mean_TPM,inflammatory_signaling,True,-0.2787132431030841,-0.03486430667646795,0.9,0.1
bridge,OS,GSE298393:GSM9013397,0,training_all_mean_TPM,proteostasis,False,-0.0691812185025355,-0.0348744778605123,0.5,0.4
bridge,OS,GSE298393:GSM9013397,0,training_all_mean_TPM,proteostasis,True,-0.1174755864924463,-0.07587284915859975,0.7,0.3
bridge,OS,GSE298393:GSM9013397,0,training_all_mean_TPM,muscle_remodeling,False,-0.4641811035296541,-0.0944752861778397,1.0,0.0
bridge,OS,GSE298393:GSM9013397,0,training_all_mean_TPM,muscle_remodeling,True,-1.400073815922951,-0.10647214350512965,1.0,0.0
bridge,OS,GSE298393:GSM9013404,1,training_ground_mean_TPM,mitochondrial_expression,False,-0.0270719095042295,0.26060737953559965,0.05,0.2
bridge,OS,GSE298393:GSM9013404,1,training_ground_mean_TPM,mitochondrial_expression,True,-0.3395320485585671,0.3264367638951171,0.5,0.05
bridge,OS,GSE298393:GSM9013404,1,training_ground_mean_TPM,dna_repair,False,0.1186062970398325,0.288080579975599,0.2,0.2
bridge,OS,GSE298393:GSM9013404,1,training_ground_mean_TPM,dna_repair,True,0.0633548293537842,0.0840385045814855,0.2,0.4
bridge,OS,GSE298393:GSM9013404,1,training_ground_mean_TPM,oxidative_stress,False,0.0828335170085665,0.06523392957217305,0.5,0.7
bridge,OS,GSE298393:GSM9013404,1,training_ground_mean_TPM,oxidative_stress,True,0.0521907127113081,0.0153145738556759,0.35,0.7
bridge,OS,GSE298393:GSM9013404,1,training_ground_mean_TPM,inflammatory_signaling,False,-0.1019101645526916,0.1403991628837957,0.4,0.05
bridge,OS,GSE298393:GSM9013404,1,training_ground_mean_TPM,inflammatory_signaling,True,-0.211056542243341,0.08693873167226225,0.6,0.05
bridge,OS,GSE298393:GSM9013404,1,training_ground_mean_TPM,proteostasis,False,0.0477172025482559,0.21546447906007415,0.1,0.1
bridge,OS,GSE298393:GSM9013404,1,training_ground_mean_TPM,proteostasis,True,-0.0594830523061773,0.1467964353944353,0.1,0.15
bridge,OS,GSE298393:GSM9013404,1,training_ground_mean_TPM,muscle_remodeling,False,0.7302397006053525,0.3447214858482539,0.8,0.8
bridge,OS,GSE298393:GSM9013404,1,training_ground_mean_TPM,muscle_remodeling,True,-0.5967181453549983,0.25927502151705534,0.65,0.0
bridge,OS,GSE298393:GSM9013404,1,training_all_mean_TPM,mitochondrial_expression,False,-0.0437224258796504,0.1180049331322834,0.05,0.25
bridge,OS,GSE298393:GSM9013404,1,training_all_mean_TPM,mitochondrial_expression,True,-0.2616065642639569,0.0474534289808161,0.65,0.1
bridge,OS,GSE298393:GSM9013404,1,training_all_mean_TPM,dna_repair,False,0.075656965946564,0.17393746426694176,0.35,0.35
bridge,OS,GSE298393:GSM9013404,1,training_all_mean_TPM,dna_repair,True,0.0264219066909845,0.0174802194093217,0.25,0.55
bridge,OS,GSE298393:GSM9013404,1,training_all_mean_TPM,oxidative_stress,False,0.0409785012495831,0.01566946624939185,0.5,0.7
bridge,OS,GSE298393:GSM9013404,1,training_all_mean_TPM,oxidative_stress,True,0.017747453333186,-0.0213534802227286,0.25,0.75
bridge,OS,GSE298393:GSM9013404,1,training_all_mean_TPM,inflammatory_signaling,False,-0.1821867302949158,0.054322642582519606,0.75,0.05
bridge,OS,GSE298393:GSM9013404,1,training_all_mean_TPM,inflammatory_signaling,True,-0.2791520412490627,0.0141937692160354,0.8,0.05
bridge,OS,GSE298393:GSM9013404,1,training_all_mean_TPM,proteostasis,False,0.0202449242435704,0.1346264902280154,0.1,0.1
bridge,OS,GSE298393:GSM9013404,1,training_all_mean_TPM,proteostasis,True,-0.0658819510201738,0.0731413492967476,0.4,0.1
bridge,OS,GSE298393:GSM9013404,1,training_all_mean_TPM,muscle_remodeling,False,0.3579750963097012,0.17785727056570974,0.8,0.8
bridge,OS,GSE298393:GSM9013404,1,training_all_mean_TPM,muscle_remodeling,True,-0.8821684654087676,0.12153030414117436,0.9,0.0
bridge,OS,GSE298393:GSM9013405,1,training_ground_mean_TPM,mitochondrial_expression,False,0.0099115520367831,0.26713727134404053,0.0,0.2
bridge,OS,GSE298393:GSM9013405,1,training_ground_mean_TPM,mitochondrial_expression,True,-0.1359802843237503,0.3973869846713569,0.15,0.15
bridge,OS,GSE298393:GSM9013405,1,training_ground_mean_TPM,dna_repair,False,0.1359619524353092,0.1446759763493901,0.5,0.5
bridge,OS,GSE298393:GSM9013405,1,training_ground_mean_TPM,dna_repair,True,0.104080311600228,0.0596325760124045,0.5,0.6
bridge,OS,GSE298393:GSM9013405,1,training_ground_mean_TPM,oxidative_stress,False,0.0453965630492803,0.04623633296284875,0.25,0.45
bridge,OS,GSE298393:GSM9013405,1,training_ground_mean_TPM,oxidative_stress,True,0.0283112592346697,0.013836959769719149,0.2,0.55
bridge,OS,GSE298393:GSM9013405,1,training_ground_mean_TPM,inflammatory_signaling,False,-0.2111600415653356,0.196904675733549,0.55,0.0
bridge,OS,GSE298393:GSM9013405,1,training_ground_mean_TPM,inflammatory_signaling,True,-0.3175281996489048,0.15282899324802202,0.85,0.0
bridge,OS,GSE298393:GSM9013405,1,training_ground_mean_TPM,proteostasis,False,0.0120763305369564,0.15341027103818305,0.0,0.05
bridge,OS,GSE298393:GSM9013405,1,training_ground_mean_TPM,proteostasis,True,-0.0602094774865236,0.1294156881483559,0.2,0.1
bridge,OS,GSE298393:GSM9013405,1,training_ground_mean_TPM,muscle_remodeling,False,0.4945944154562767,0.3575749204690055,0.8,0.8
bridge,OS,GSE298393:GSM9013405,1,training_ground_mean_TPM,muscle_remodeling,True,-0.5475599665035134,0.2874028303886007,0.65,0.0
bridge,OS,GSE298393:GSM9013405,1,training_all_mean_TPM,mitochondrial_expression,False,-0.0043548583328174,0.1317803364197516,0.0,0.3
bridge,OS,GSE298393:GSM9013405,1,training_all_mean_TPM,mitochondrial_expression,True,-0.0572023170323063,0.1489279368854568,0.05,0.3
bridge,OS,GSE298393:GSM9013405,1,training_all_mean_TPM,dna_repair,False,0.0946699407459163,0.0713933699840936,0.35,0.55
bridge,OS,GSE298393:GSM9013405,1,training_all_mean_TPM,dna_repair,True,0.0686631897144707,0.010095780953179201,0.5,0.7
bridge,OS,GSE298393:GSM9013405,1,training_all_mean_TPM,oxidative_stress,False,0.0086900158610205,0.00572034191122835,0.25,0.6
bridge,OS,GSE298393:GSM9013405,1,training_all_mean_TPM,oxidative_stress,True,-0.0010699817287331,-0.0107763946868999,0.0,0.65
bridge,OS,GSE298393:GSM9013405,1,training_all_mean_TPM,inflammatory_signaling,False,-0.284971157375594,0.0816663206376233,1.0,0.0
bridge,OS,GSE298393:GSM9013405,1,training_all_mean_TPM,inflammatory_signaling,True,-0.3793783393430203,0.0332215977629175,1.0,0.0
bridge,OS,GSE298393:GSM9013405,1,training_all_mean_TPM,proteostasis,False,-0.0140015796935131,0.0713749883038872,0.05,0.1
bridge,OS,GSE298393:GSM9013405,1,training_all_mean_TPM,proteostasis,True,-0.0655751800909456,0.0505000741786716,0.45,0.15
bridge,OS,GSE298393:GSM9013405,1,training_all_mean_TPM,muscle_remodeling,False,0.1223521400395384,0.15321387853691698,0.35,0.35
bridge,OS,GSE298393:GSM9013405,1,training_all_mean_TPM,muscle_remodeling,True,-0.8348965632258114,0.13078391020599156,1.0,0.0
bridge,OS,GSE298393:GSM9013406,1,training_ground_mean_TPM,mitochondrial_expression,False,-0.0378530581281211,0.2601876855320597,0.0,0.25
bridge,OS,GSE298393:GSM9013406,1,training_ground_mean_TPM,mitochondrial_expression,True,-0.5125602162556788,0.2935013331599521,0.5,0.15
bridge,OS,GSE298393:GSM9013406,1,training_ground_mean_TPM,dna_repair,False,0.1879821365216685,0.30124283379075223,0.25,0.3
bridge,OS,GSE298393:GSM9013406,1,training_ground_mean_TPM,dna_repair,True,0.0412024638169441,0.05506442161311034,0.15,0.5
bridge,OS,GSE298393:GSM9013406,1,training_ground_mean_TPM,oxidative_stress,False,0.0665350257982027,0.05528191535381665,0.3,0.55
bridge,OS,GSE298393:GSM9013406,1,training_ground_mean_TPM,oxidative_stress,True,-0.0142854106302365,-0.005007285826081851,0.15,0.45
bridge,OS,GSE298393:GSM9013406,1,training_ground_mean_TPM,inflammatory_signaling,False,-0.1009597089453109,0.1960690300504666,0.3,0.05
bridge,OS,GSE298393:GSM9013406,1,training_ground_mean_TPM,inflammatory_signaling,True,-0.2251371766860757,0.1981698123869364,0.5,0.1
bridge,OS,GSE298393:GSM9013406,1,training_ground_mean_TPM,proteostasis,False,-0.025326499044695,0.24152336927465962,0.05,0.05
bridge,OS,GSE298393:GSM9013406,1,training_ground_mean_TPM,proteostasis,True,-0.1655371213255421,0.1538655483809634,0.5,0.05
bridge,OS,GSE298393:GSM9013406,1,training_ground_mean_TPM,muscle_remodeling,False,0.2956073724060388,0.4316630281432481,0.35,0.35
bridge,OS,GSE298393:GSM9013406,1,training_ground_mean_TPM,muscle_remodeling,True,-1.4056776108063789,0.266288683695052,0.75,0.0
bridge,OS,GSE298393:GSM9013406,1,training_all_mean_TPM,mitochondrial_expression,False,-0.0610518013149885,0.16832169014753615,0.15,0.25
bridge,OS,GSE298393:GSM9013406,1,training_all_mean_TPM,mitochondrial_expression,True,-0.440263433527889,0.20690850362495888,0.6,0.2
bridge,OS,GSE298393:GSM9013406,1,training_all_mean_TPM,dna_repair,False,0.148448056885627,0.2125570457932326,0.4,0.45
bridge,OS,GSE298393:GSM9013406,1,training_all_mean_TPM,dna_repair,True,0.0077142204863775,0.009082100841624198,0.0,0.5
bridge,OS,GSE298393:GSM9013406,1,training_all_mean_TPM,oxidative_stress,False,0.0272734542659236,0.01386983699001115,0.3,0.6
bridge,OS,GSE298393:GSM9013406,1,training_all_mean_TPM,oxidative_stress,True,-0.0460501311240477,-0.0365089629634667,0.4,0.45
bridge,OS,GSE298393:GSM9013406,1,training_all_mean_TPM,inflammatory_signaling,False,-0.179573649054646,0.13965556776577154,0.55,0.05
bridge,OS,GSE298393:GSM9013406,1,training_all_mean_TPM,inflammatory_signaling,True,-0.2914946551209141,0.11286680491002696,0.8,0.05
bridge,OS,GSE298393:GSM9013406,1,training_all_mean_TPM,proteostasis,False,-0.0526062113074203,0.18379515743879435,0.0,0.1
bridge,OS,GSE298393:GSM9013406,1,training_all_mean_TPM,proteostasis,True,-0.1715761593131901,0.09156572294421035,0.5,0.1
bridge,OS,GSE298393:GSM9013406,1,training_all_mean_TPM,muscle_remodeling,False,-0.0786855387914329,0.29734781055196885,0.15,0.05
bridge,OS,GSE298393:GSM9013406,1,training_all_mean_TPM,muscle_remodeling,True,-1.691379784628225,0.13182103938470385,0.95,0.0
expression,YA,GSE298393:GSM9013398,0,training_ground_mean_TPM,mitochondrial_expression,False,-0.0958665178634348,-0.03151214206581795,1.0,0.0
expression,YA,GSE298393:GSM9013398,0,training_ground_mean_TPM,mitochondrial_expression,True,-0.0673621518171998,-0.05602569965087055,0.6,0.35
expression,YA,GSE298393:GSM9013398,0,training_ground_mean_TPM,dna_repair,False,-0.0418955545581241,-0.0067115628862629995,0.9,0.05
expression,YA,GSE298393:GSM9013398,0,training_ground_mean_TPM,dna_repair,True,-0.0283274833983568,-0.0029795907729522,0.45,0.4
expression,YA,GSE298393:GSM9013398,0,training_ground_mean_TPM,oxidative_stress,False,0.0036941710366136,-0.0008578821947793499,0.3,0.7
expression,YA,GSE298393:GSM9013398,0,training_ground_mean_TPM,oxidative_stress,True,0.0131659163680311,0.0009705529418439999,0.6,0.8
expression,YA,GSE298393:GSM9013398,0,training_ground_mean_TPM,inflammatory_signaling,False,0.2110877581242221,0.023370495045590148,1.0,1.0
expression,YA,GSE298393:GSM9013398,0,training_ground_mean_TPM,inflammatory_signaling,True,0.2462223572988264,0.03657960189158865,0.9,1.0
expression,YA,GSE298393:GSM9013398,0,training_ground_mean_TPM,proteostasis,False,-0.0472770482494055,-0.0001189820127365,0.9,0.0
expression,YA,GSE298393:GSM9013398,0,training_ground_mean_TPM,proteostasis,True,-0.0184313053010996,0.02187986733901675,0.3,0.15
expression,YA,GSE298393:GSM9013398,0,training_ground_mean_TPM,muscle_remodeling,False,0.0687244955290395,-0.02203729098196655,1.0,1.0
expression,YA,GSE298393:GSM9013398,0,training_ground_mean_TPM,muscle_remodeling,True,0.3654349294168284,-0.0506898277233176,0.95,1.0
expression,YA,GSE298393:GSM9013398,0,training_all_mean_TPM,mitochondrial_expression,False,-0.2336151540106925,-0.14140855749808165,1.0,0.0
expression,YA,GSE298393:GSM9013398,0,training_all_mean_TPM,mitochondrial_expression,True,-0.1751144628568184,-0.14904624812502115,0.65,0.35
expression,YA,GSE298393:GSM9013398,0,training_all_mean_TPM,dna_repair,False,-0.1132087546675819,-0.09856585005975299,0.7,0.3
expression,YA,GSE298393:GSM9013398,0,training_all_mean_TPM,dna_repair,True,-0.0945129276801495,-0.08413696389090569,0.55,0.45
expression,YA,GSE298393:GSM9013398,0,training_all_mean_TPM,oxidative_stress,False,-0.0253409299956786,-0.0286011336686833,0.25,0.75
expression,YA,GSE298393:GSM9013398,0,training_all_mean_TPM,oxidative_stress,True,-0.0138912669333564,-0.02332508117655855,0.25,0.75
expression,YA,GSE298393:GSM9013398,0,training_all_mean_TPM,inflammatory_signaling,False,0.0984802052877213,-0.10666947378333445,0.4,1.0
expression,YA,GSE298393:GSM9013398,0,training_all_mean_TPM,inflammatory_signaling,True,0.1312172769672557,-0.10363407732956981,0.7,1.0
expression,YA,GSE298393:GSM9013398,0,training_all_mean_TPM,proteostasis,False,-0.0956754136972719,-0.06657554325010645,0.95,0.05
expression,YA,GSE298393:GSM9013398,0,training_all_mean_TPM,proteostasis,True,-0.0646969264485264,-0.04468978660983675,0.75,0.25
expression,YA,GSE298393:GSM9013398,0,training_all_mean_TPM,muscle_remodeling,False,-0.0767215025086756,-0.15579059357698094,0.0,1.0
expression,YA,GSE298393:GSM9013398,0,training_all_mean_TPM,muscle_remodeling,True,0.2666105552230107,-0.1925685964422072,0.75,1.0
expression,YA,GSE298393:GSM9013399,0,training_ground_mean_TPM,mitochondrial_expression,False,-0.0592289979222542,-0.02299160383443415,0.95,0.05
expression,YA,GSE298393:GSM9013399,0,training_ground_mean_TPM,mitochondrial_expression,True,-0.0525200255316207,-0.042204523967406204,0.55,0.4
expression,YA,GSE298393:GSM9013399,0,training_ground_mean_TPM,dna_repair,False,-0.022353872302375,-0.0038662691208415,0.45,0.3
expression,YA,GSE298393:GSM9013399,0,training_ground_mean_TPM,dna_repair,True,-0.0176765129236784,-0.00101505043753395,0.25,0.45
expression,YA,GSE298393:GSM9013399,0,training_ground_mean_TPM,oxidative_stress,False,0.0103013895533976,-0.0059877684556823,0.55,0.8
expression,YA,GSE298393:GSM9013399,0,training_ground_mean_TPM,oxidative_stress,True,0.0152142364022722,-0.00073913156236565,0.55,0.8
expression,YA,GSE298393:GSM9013399,0,training_ground_mean_TPM,inflammatory_signaling,False,0.2298424971778274,0.026579365034251602,1.0,1.0
expression,YA,GSE298393:GSM9013399,0,training_ground_mean_TPM,inflammatory_signaling,True,0.2642490103141597,0.033747391501638094,1.0,1.0
expression,YA,GSE298393:GSM9013399,0,training_ground_mean_TPM,proteostasis,False,-0.0408934068633257,0.00470369904530085,0.9,0.0
expression,YA,GSE298393:GSM9013399,0,training_ground_mean_TPM,proteostasis,True,-0.0181256974355576,0.01314491351516975,0.4,0.2
expression,YA,GSE298393:GSM9013399,0,training_ground_mean_TPM,muscle_remodeling,False,0.0616893192148566,-0.00608424565874085,1.0,1.0
expression,YA,GSE298393:GSM9013399,0,training_ground_mean_TPM,muscle_remodeling,True,0.2943644842927924,-0.0371837132674528,0.95,1.0
expression,YA,GSE298393:GSM9013399,0,training_all_mean_TPM,mitochondrial_expression,False,-0.1969776340695119,-0.12951930972950615,1.0,0.0
expression,YA,GSE298393:GSM9013399,0,training_all_mean_TPM,mitochondrial_expression,True,-0.1602783635851992,-0.1393044294806529,0.65,0.35
expression,YA,GSE298393:GSM9013399,0,training_all_mean_TPM,dna_repair,False,-0.09366707241184,-0.09042599609729149,0.5,0.5
expression,YA,GSE298393:GSM9013399,0,training_all_mean_TPM,dna_repair,True,-0.0838738515224406,-0.0821928941224889,0.55,0.45
expression,YA,GSE298393:GSM9013399,0,training_all_mean_TPM,oxidative_stress,False,-0.0187337114788874,-0.03554476942609945,0.2,0.8
expression,YA,GSE298393:GSM9013399,0,training_all_mean_TPM,oxidative_stress,True,-0.0118471210580821,-0.024767150006621053,0.15,0.8
expression,YA,GSE298393:GSM9013399,0,training_all_mean_TPM,inflammatory_signaling,False,0.1172349443413125,-0.09785428268300575,0.65,1.0
expression,YA,GSE298393:GSM9013399,0,training_all_mean_TPM,inflammatory_signaling,True,0.1492484508364882,-0.09692476677718175,0.8,1.0
expression,YA,GSE298393:GSM9013399,0,training_all_mean_TPM,proteostasis,False,-0.089291772311185,-0.06225818656812975,0.95,0.05
expression,YA,GSE298393:GSM9013399,0,training_all_mean_TPM,proteostasis,True,-0.0643949645023269,-0.0522646384778262,0.75,0.25
expression,YA,GSE298393:GSM9013399,0,training_all_mean_TPM,muscle_remodeling,False,-0.0837566788228585,-0.1432156002238791,0.05,0.95
expression,YA,GSE298393:GSM9013399,0,training_all_mean_TPM,muscle_remodeling,True,0.1956646174660221,-0.17404860360786495,0.55,1.0
expression,YA,GSE298393:GSM9013400,0,training_ground_mean_TPM,mitochondrial_expression,False,-0.0318721272711286,-0.0052736490329684995,0.9,0.1
expression,YA,GSE298393:GSM9013400,0,training_ground_mean_TPM,mitochondrial_expression,True,-0.0300657571736735,-0.01026945968352775,0.7,0.2
expression,YA,GSE298393:GSM9013400,0,training_ground_mean_TPM,dna_repair,False,-0.0119118076644184,0.007412361755719049,0.25,0.3
expression,YA,GSE298393:GSM9013400,0,training_ground_mean_TPM,dna_repair,True,-0.0063406233171576,-0.0012218270773978,0.15,0.45
expression,YA,GSE298393:GSM9013400,0,training_ground_mean_TPM,oxidative_stress,False,0.0007884940763247,0.0001723552837553351,0.1,0.55
expression,YA,GSE298393:GSM9013400,0,training_ground_mean_TPM,oxidative_stress,True,0.004533364254911,0.0013162133683053,0.35,0.6
expression,YA,GSE298393:GSM9013400,0,training_ground_mean_TPM,inflammatory_signaling,False,0.1357207324325671,0.0240026141670526,1.0,1.0
expression,YA,GSE298393:GSM9013400,0,training_ground_mean_TPM,inflammatory_signaling,True,0.1601145927183296,0.0283807920941292,0.95,1.0
expression,YA,GSE298393:GSM9013400,0,training_ground_mean_TPM,proteostasis,False,-0.0267640361881689,0.0054701856560761,0.8,0.0
expression,YA,GSE298393:GSM9013400,0,training_ground_mean_TPM,proteostasis,True,-0.0164673094101175,0.01578333543609385,0.4,0.1
expression,YA,GSE298393:GSM9013400,0,training_ground_mean_TPM,muscle_remodeling,False,0.0452777519038747,0.0076570820744592,1.0,1.0
expression,YA,GSE298393:GSM9013400,0,training_ground_mean_TPM,muscle_remodeling,True,0.1586012147133146,0.00015632755602015,1.0,1.0
expression,YA,GSE298393:GSM9013400,0,training_all_mean_TPM,mitochondrial_expression,False,-0.1696207634183864,-0.11414105200164565,1.0,0.0
expression,YA,GSE298393:GSM9013400,0,training_all_mean_TPM,mitochondrial_expression,True,-0.1377618137234506,-0.11342135562475515,0.75,0.25
expression,YA,GSE298393:GSM9013400,0,training_all_mean_TPM,dna_repair,False,-0.0832250077738834,-0.08584609638108626,0.5,0.5
expression,YA,GSE298393:GSM9013400,0,training_all_mean_TPM,dna_repair,True,-0.0725297001157301,-0.08815621117845396,0.4,0.6
expression,YA,GSE298393:GSM9013400,0,training_all_mean_TPM,oxidative_stress,False,-0.0282466069559603,-0.0282537205569042,0.5,0.5
expression,YA,GSE298393:GSM9013400,0,training_all_mean_TPM,oxidative_stress,True,-0.0225247854691801,-0.0214180184913139,0.55,0.45
expression,YA,GSE298393:GSM9013400,0,training_all_mean_TPM,inflammatory_signaling,False,0.0231131795960592,-0.09979122421857764,0.0,1.0
expression,YA,GSE298393:GSM9013400,0,training_all_mean_TPM,inflammatory_signaling,True,0.0450886262740795,-0.10440404075152179,0.05,1.0
expression,YA,GSE298393:GSM9013400,0,training_all_mean_TPM,proteostasis,False,-0.0751624016360139,-0.05859061119170405,0.95,0.05
expression,YA,GSE298393:GSM9013400,0,training_all_mean_TPM,proteostasis,True,-0.0627336509031124,-0.04988880909210275,0.7,0.3
expression,YA,GSE298393:GSM9013400,0,training_all_mean_TPM,muscle_remodeling,False,-0.1001682461338404,-0.12891043930638446,0.05,0.95
expression,YA,GSE298393:GSM9013400,0,training_all_mean_TPM,muscle_remodeling,True,0.0603803196099832,-0.14638399334484115,0.0,1.0
expression,YA,GSE298393:GSM9013410,1,training_ground_mean_TPM,mitochondrial_expression,False,0.2267579847629903,0.17661902056085305,1.0,1.0
expression,YA,GSE298393:GSM9013410,1,training_ground_mean_TPM,mitochondrial_expression,True,0.1773573899557448,0.17372823460639344,0.55,0.55
expression,YA,GSE298393:GSM9013410,1,training_ground_mean_TPM,dna_repair,False,0.1217602203440009,0.1534294314804043,0.0,0.0
expression,YA,GSE298393:GSM9013410,1,training_ground_mean_TPM,dna_repair,True,0.1237355308689416,0.1455741601771656,0.15,0.15
expression,YA,GSE298393:GSM9013410,1,training_ground_mean_TPM,oxidative_stress,False,0.0521590612656197,0.046246818146553154,0.75,0.75
expression,YA,GSE298393:GSM9013410,1,training_ground_mean_TPM,oxidative_stress,True,0.0517670996844401,0.0456739090908904,0.8,0.85
expression,YA,GSE298393:GSM9013410,1,training_ground_mean_TPM,inflammatory_signaling,False,0.2235723147377868,0.21214940084292874,0.75,0.75
expression,YA,GSE298393:GSM9013410,1,training_ground_mean_TPM,inflammatory_signaling,True,0.2485783962413421,0.21584786403491307,0.85,0.85
expression,YA,GSE298393:GSM9013410,1,training_ground_mean_TPM,proteostasis,False,0.0819019381456271,0.1164240958813636,0.0,0.0
expression,YA,GSE298393:GSM9013410,1,training_ground_mean_TPM,proteostasis,True,0.0886587755379224,0.12209353889058144,0.1,0.1
expression,YA,GSE298393:GSM9013410,1,training_ground_mean_TPM,muscle_remodeling,False,0.2899488839803155,0.21963824423090011,1.0,1.0
expression,YA,GSE298393:GSM9013410,1,training_ground_mean_TPM,muscle_remodeling,True,0.3740880318310573,0.2108364518319838,1.0,1.0
expression,YA,GSE298393:GSM9013410,1,training_all_mean_TPM,mitochondrial_expression,False,0.0890093486157184,0.0720968427264132,0.95,0.95
expression,YA,GSE298393:GSM9013410,1,training_all_mean_TPM,mitochondrial_expression,True,0.0740292711000591,0.0759069413296096,0.45,0.5
expression,YA,GSE298393:GSM9013410,1,training_all_mean_TPM,dna_repair,False,0.0504470202345288,0.0646961846094207,0.2,0.2
expression,YA,GSE298393:GSM9013410,1,training_all_mean_TPM,dna_repair,True,0.0582670835483867,0.05862765777236585,0.5,0.5
expression,YA,GSE298393:GSM9013410,1,training_all_mean_TPM,oxidative_stress,False,0.0231239602333275,0.016556511793673602,0.85,0.85
expression,YA,GSE298393:GSM9013410,1,training_all_mean_TPM,oxidative_stress,True,0.0249894158467469,0.0193313991637218,0.8,0.85
expression,YA,GSE298393:GSM9013410,1,training_all_mean_TPM,inflammatory_signaling,False,0.1109647619012577,0.08174427553796801,0.95,0.95
expression,YA,GSE298393:GSM9013410,1,training_all_mean_TPM,inflammatory_signaling,True,0.1332001801626177,0.09184328194596955,0.9,0.9
expression,YA,GSE298393:GSM9013410,1,training_all_mean_TPM,proteostasis,False,0.033503572697775,0.0481388647577283,0.15,0.15
expression,YA,GSE298393:GSM9013410,1,training_all_mean_TPM,proteostasis,True,0.0426939492570213,0.057303246131450394,0.2,0.2
expression,YA,GSE298393:GSM9013410,1,training_all_mean_TPM,muscle_remodeling,False,0.1445028859426074,0.08421111748469905,1.0,1.0
expression,YA,GSE298393:GSM9013410,1,training_all_mean_TPM,muscle_remodeling,True,0.282676296699357,0.07846939020398475,1.0,1.0
expression,YA,GSE298393:GSM9013411,1,training_ground_mean_TPM,mitochondrial_expression,False,0.1749130818791329,0.15948382135037414,0.9,0.9
expression,YA,GSE298393:GSM9013411,1,training_ground_mean_TPM,mitochondrial_expression,True,0.1551270921235072,0.1342027367311331,0.6,0.6
expression,YA,GSE298393:GSM9013411,1,training_ground_mean_TPM,dna_repair,False,0.0832650958274996,0.1394059569072716,0.0,0.0
expression,YA,GSE298393:GSM9013411,1,training_ground_mean_TPM,dna_repair,True,0.0942343597718249,0.13519390431956066,0.15,0.15
expression,YA,GSE298393:GSM9013411,1,training_ground_mean_TPM,oxidative_stress,False,0.0421160565731213,0.038795730991164804,0.55,0.55
expression,YA,GSE298393:GSM9013411,1,training_ground_mean_TPM,oxidative_stress,True,0.0478156118076782,0.042194053942523554,0.65,0.7
expression,YA,GSE298393:GSM9013411,1,training_ground_mean_TPM,inflammatory_signaling,False,0.2296996585688475,0.19138237259945612,1.0,1.0
expression,YA,GSE298393:GSM9013411,1,training_ground_mean_TPM,inflammatory_signaling,True,0.258844430823089,0.1917714032685751,0.9,0.9
expression,YA,GSE298393:GSM9013411,1,training_ground_mean_TPM,proteostasis,False,0.067012483252256,0.1032838844303256,0.0,0.0
expression,YA,GSE298393:GSM9013411,1,training_ground_mean_TPM,proteostasis,True,0.083307121556885,0.1122920612821474,0.05,0.05
