model,training_pool,id,label,reference,program,renormalized,logit_change,matched_random_median,matched_random_abs_percentile,matched_random_signed_percentile
expression,YA,GSE298393:GSM9013411,1,training_ground_mean_TPM,muscle_remodeling,False,0.2818885369810004,0.19132342455449344,1.0,1.0
expression,YA,GSE298393:GSM9013411,1,training_ground_mean_TPM,muscle_remodeling,True,0.5393199477245503,0.18381822819655363,1.0,1.0
expression,YA,GSE298393:GSM9013411,1,training_all_mean_TPM,mitochondrial_expression,False,0.037164445731868,0.04713024988394205,0.35,0.35
expression,YA,GSE298393:GSM9013411,1,training_all_mean_TPM,mitochondrial_expression,True,0.051334167265594,0.03641592163389255,0.45,0.55
expression,YA,GSE298393:GSM9013411,1,training_all_mean_TPM,dna_repair,False,0.0119518957180417,0.052464428406210545,0.0,0.0
expression,YA,GSE298393:GSM9013411,1,training_all_mean_TPM,dna_repair,True,0.0287014622075076,0.05694780338040315,0.3,0.3
expression,YA,GSE298393:GSM9013411,1,training_all_mean_TPM,oxidative_stress,False,0.0130809555408291,0.0100638670117696,0.6,0.6
expression,YA,GSE298393:GSM9013411,1,training_all_mean_TPM,oxidative_stress,True,0.021012462940483,0.0191709071035681,0.6,0.75
expression,YA,GSE298393:GSM9013411,1,training_all_mean_TPM,inflammatory_signaling,False,0.1170921057323468,0.057316739392135205,1.0,1.0
expression,YA,GSE298393:GSM9013411,1,training_all_mean_TPM,inflammatory_signaling,True,0.1435054797787529,0.067582539894353,0.85,0.95
expression,YA,GSE298393:GSM9013411,1,training_all_mean_TPM,proteostasis,False,0.0186141178044039,0.037776991614141,0.0,0.0
expression,YA,GSE298393:GSM9013411,1,training_all_mean_TPM,proteostasis,True,0.0373143578016694,0.05016505275851555,0.2,0.25
expression,YA,GSE298393:GSM9013411,1,training_all_mean_TPM,muscle_remodeling,False,0.1364425389432781,0.0559791048244342,1.0,1.0
expression,YA,GSE298393:GSM9013411,1,training_all_mean_TPM,muscle_remodeling,True,0.4467090358212999,0.059839983971468,1.0,1.0
expression,YA,GSE298393:GSM9013412,1,training_ground_mean_TPM,mitochondrial_expression,False,0.1862621545611915,0.15412554877562457,0.9,0.9
expression,YA,GSE298393:GSM9013412,1,training_ground_mean_TPM,mitochondrial_expression,True,0.1463631473814786,0.1319925813828426,0.6,0.6
expression,YA,GSE298393:GSM9013412,1,training_ground_mean_TPM,dna_repair,False,0.0930823413083317,0.14134488294946118,0.0,0.0
expression,YA,GSE298393:GSM9013412,1,training_ground_mean_TPM,dna_repair,True,0.0976605428350367,0.14115104629744835,0.15,0.15
expression,YA,GSE298393:GSM9013412,1,training_ground_mean_TPM,oxidative_stress,False,0.0392055733402401,0.041429732868,0.35,0.35
expression,YA,GSE298393:GSM9013412,1,training_ground_mean_TPM,oxidative_stress,True,0.0426447582312619,0.0409400324590194,0.55,0.6
expression,YA,GSE298393:GSM9013412,1,training_ground_mean_TPM,inflammatory_signaling,False,0.2263234705590235,0.19089061283984415,0.85,0.85
expression,YA,GSE298393:GSM9013412,1,training_ground_mean_TPM,inflammatory_signaling,True,0.2598776378213188,0.19522351789133546,0.95,0.95
expression,YA,GSE298393:GSM9013412,1,training_ground_mean_TPM,proteostasis,False,0.071615542968658,0.1091983938678744,0.0,0.0
expression,YA,GSE298393:GSM9013412,1,training_ground_mean_TPM,proteostasis,True,0.0853894043056229,0.1095713064906185,0.2,0.2
expression,YA,GSE298393:GSM9013412,1,training_ground_mean_TPM,muscle_remodeling,False,0.2679607286059067,0.20163523803458,1.0,1.0
expression,YA,GSE298393:GSM9013412,1,training_ground_mean_TPM,muscle_remodeling,True,0.5268508764921123,0.187328378171145,1.0,1.0
expression,YA,GSE298393:GSM9013412,1,training_all_mean_TPM,mitochondrial_expression,False,0.0485135184139124,0.0452762612766761,0.6,0.6
expression,YA,GSE298393:GSM9013412,1,training_all_mean_TPM,mitochondrial_expression,True,0.0430518917734161,0.03481123316668185,0.4,0.5
expression,YA,GSE298393:GSM9013412,1,training_all_mean_TPM,dna_repair,False,0.0217691411988667,0.05240536052034265,0.05,0.05
expression,YA,GSE298393:GSM9013412,1,training_all_mean_TPM,dna_repair,True,0.0322001963020497,0.06576228366962406,0.35,0.35
expression,YA,GSE298393:GSM9013412,1,training_all_mean_TPM,oxidative_stress,False,0.0101704723079265,0.0124210975026279,0.4,0.4
expression,YA,GSE298393:GSM9013412,1,training_all_mean_TPM,oxidative_stress,True,0.0158690882818461,0.01350133510679535,0.45,0.55
expression,YA,GSE298393:GSM9013412,1,training_all_mean_TPM,inflammatory_signaling,False,0.1137159177225157,0.0666428667924563,1.0,1.0
expression,YA,GSE298393:GSM9013412,1,training_all_mean_TPM,inflammatory_signaling,True,0.1445115713964284,0.06422715484143629,0.9,0.95
expression,YA,GSE298393:GSM9013412,1,training_all_mean_TPM,proteostasis,False,0.0232171775207987,0.0418350810950407,0.1,0.1
expression,YA,GSE298393:GSM9013412,1,training_all_mean_TPM,proteostasis,True,0.0394268808947231,0.049040544896868654,0.35,0.35
expression,YA,GSE298393:GSM9013412,1,training_all_mean_TPM,muscle_remodeling,False,0.1225147305681986,0.06655175064464905,1.0,1.0
expression,YA,GSE298393:GSM9013412,1,training_all_mean_TPM,muscle_remodeling,True,0.4349176925310942,0.06275550160630765,1.0,1.0
expression,OS,GSE298393:GSM9013395,0,training_ground_mean_TPM,mitochondrial_expression,False,0.1100818287630858,0.12631536114473355,0.4,0.4
expression,OS,GSE298393:GSM9013395,0,training_ground_mean_TPM,mitochondrial_expression,True,0.0705367889638921,0.07059248240957315,0.4,0.5
expression,OS,GSE298393:GSM9013395,0,training_ground_mean_TPM,dna_repair,False,0.1017577066797201,0.0997881374314957,0.5,0.5
expression,OS,GSE298393:GSM9013395,0,training_ground_mean_TPM,dna_repair,True,0.091101522873231,0.07181642666461124,0.65,0.65
expression,OS,GSE298393:GSM9013395,0,training_ground_mean_TPM,oxidative_stress,False,-0.0069170772207058,0.03245160782176975,0.0,0.0
expression,OS,GSE298393:GSM9013395,0,training_ground_mean_TPM,oxidative_stress,True,-0.017222073279342,0.017979448354701298,0.4,0.05
expression,OS,GSE298393:GSM9013395,0,training_ground_mean_TPM,inflammatory_signaling,False,0.0862396261876341,0.12179814331748409,0.0,0.0
expression,OS,GSE298393:GSM9013395,0,training_ground_mean_TPM,inflammatory_signaling,True,-0.0011645669895301,0.10348533580799565,0.0,0.05
expression,OS,GSE298393:GSM9013395,0,training_ground_mean_TPM,proteostasis,False,0.1224435249942246,0.0775706410816567,1.0,1.0
expression,OS,GSE298393:GSM9013395,0,training_ground_mean_TPM,proteostasis,True,0.0931646100208922,0.04038094889936155,0.75,0.75
expression,OS,GSE298393:GSM9013395,0,training_ground_mean_TPM,muscle_remodeling,False,0.1428315029151434,0.15829103170464265,0.3,0.3
expression,OS,GSE298393:GSM9013395,0,training_ground_mean_TPM,muscle_remodeling,True,-0.362214004641217,0.10804453966743915,0.9,0.0
expression,OS,GSE298393:GSM9013395,0,training_all_mean_TPM,mitochondrial_expression,False,-0.0275421589810207,0.00788242220092165,0.6,0.2
expression,OS,GSE298393:GSM9013395,0,training_all_mean_TPM,mitochondrial_expression,True,-0.012654037700571,-0.03360069863982315,0.15,0.6
expression,OS,GSE298393:GSM9013395,0,training_all_mean_TPM,dna_repair,False,0.0025871583107175,0.0009743302965006501,0.1,0.5
expression,OS,GSE298393:GSM9013395,0,training_all_mean_TPM,dna_repair,True,-0.0046408467892007,-0.013106206938459701,0.05,0.6
expression,OS,GSE298393:GSM9013395,0,training_all_mean_TPM,oxidative_stress,False,-0.0343502730520839,0.00553163794312175,1.0,0.0
expression,OS,GSE298393:GSM9013395,0,training_all_mean_TPM,oxidative_stress,True,-0.0403770874924305,-0.0009867527162512502,0.95,0.05
expression,OS,GSE298393:GSM9013395,0,training_all_mean_TPM,inflammatory_signaling,False,-0.027169719048274,0.0003063962835838278,0.75,0.15
expression,OS,GSE298393:GSM9013395,0,training_all_mean_TPM,inflammatory_signaling,True,-0.1076413866895364,-0.00648917404070905,0.9,0.05
expression,OS,GSE298393:GSM9013395,0,training_all_mean_TPM,proteostasis,False,0.0393557180811399,-0.0015460573731687001,1.0,1.0
expression,OS,GSE298393:GSM9013395,0,training_all_mean_TPM,proteostasis,True,0.0222103299532108,-0.0224492063148744,0.25,0.85
expression,OS,GSE298393:GSM9013395,0,training_all_mean_TPM,muscle_remodeling,False,-0.0025778717668742,0.00077436077673095,0.15,0.4
expression,OS,GSE298393:GSM9013395,0,training_all_mean_TPM,muscle_remodeling,True,-0.4590863476024083,-0.03003095171160195,0.95,0.0
expression,OS,GSE298393:GSM9013396,0,training_ground_mean_TPM,mitochondrial_expression,False,0.0734454470282486,0.13013627625360863,0.0,0.0
expression,OS,GSE298393:GSM9013396,0,training_ground_mean_TPM,mitochondrial_expression,True,0.0318141531870139,0.05541080810423435,0.25,0.5
expression,OS,GSE298393:GSM9013396,0,training_ground_mean_TPM,dna_repair,False,0.1746965246028367,0.1148780034233496,1.0,1.0
expression,OS,GSE298393:GSM9013396,0,training_ground_mean_TPM,dna_repair,True,0.1397944013357772,0.06735128863476794,0.7,0.7
expression,OS,GSE298393:GSM9013396,0,training_ground_mean_TPM,oxidative_stress,False,-0.0336495338925999,0.0383529284210766,0.4,0.0
expression,OS,GSE298393:GSM9013396,0,training_ground_mean_TPM,oxidative_stress,True,-0.0583915529144434,0.01200016518359345,0.95,0.0
expression,OS,GSE298393:GSM9013396,0,training_ground_mean_TPM,inflammatory_signaling,False,0.0360953931143086,0.14892710420667749,0.0,0.0
expression,OS,GSE298393:GSM9013396,0,training_ground_mean_TPM,inflammatory_signaling,True,-0.0771277606398399,0.1093790219164958,0.3,0.0
expression,OS,GSE298393:GSM9013396,0,training_ground_mean_TPM,proteostasis,False,0.1633346027394395,0.09187245311315445,1.0,1.0
expression,OS,GSE298393:GSM9013396,0,training_ground_mean_TPM,proteostasis,True,0.0795135513726563,0.03554706601324395,0.75,0.85
expression,OS,GSE298393:GSM9013396,0,training_ground_mean_TPM,muscle_remodeling,False,0.0555034016457227,0.16969012750983126,0.0,0.0
expression,OS,GSE298393:GSM9013396,0,training_ground_mean_TPM,muscle_remodeling,True,-0.4606604461733639,0.0769372361698401,0.9,0.0
expression,OS,GSE298393:GSM9013396,0,training_all_mean_TPM,mitochondrial_expression,False,-0.0641785407158721,0.01465949357503145,0.75,0.0
expression,OS,GSE298393:GSM9013396,0,training_all_mean_TPM,mitochondrial_expression,True,-0.0507272937738747,-0.056817683989798654,0.15,0.55
expression,OS,GSE298393:GSM9013396,0,training_all_mean_TPM,dna_repair,False,0.0755259762338198,0.0189073619775328,1.0,1.0
expression,OS,GSE298393:GSM9013396,0,training_all_mean_TPM,dna_repair,True,0.0440879526775432,-0.013850999808603551,0.3,0.7
expression,OS,GSE298393:GSM9013396,0,training_all_mean_TPM,oxidative_stress,False,-0.0610827297239495,0.01148221695850535,1.0,0.0
expression,OS,GSE298393:GSM9013396,0,training_all_mean_TPM,oxidative_stress,True,-0.0814943114214798,-0.0072835696868054,0.95,0.0
expression,OS,GSE298393:GSM9013396,0,training_all_mean_TPM,inflammatory_signaling,False,-0.0773139521215995,0.02407277317628595,1.0,0.0
expression,OS,GSE298393:GSM9013396,0,training_all_mean_TPM,inflammatory_signaling,True,-0.1835346483788669,0.0002774066526712,1.0,0.0
expression,OS,GSE298393:GSM9013396,0,training_all_mean_TPM,proteostasis,False,0.0802467958263406,0.0143858960792684,1.0,1.0
expression,OS,GSE298393:GSM9013396,0,training_all_mean_TPM,proteostasis,True,0.0087155987131666,-0.02708973641552595,0.05,0.8
expression,OS,GSE298393:GSM9013396,0,training_all_mean_TPM,muscle_remodeling,False,-0.0899059730363092,0.01736826303586975,1.0,0.0
expression,OS,GSE298393:GSM9013396,0,training_all_mean_TPM,muscle_remodeling,True,-0.5569433862901292,-0.0520921655074175,0.95,0.0
expression,OS,GSE298393:GSM9013397,0,training_ground_mean_TPM,mitochondrial_expression,False,0.0349413001555944,0.07354408932102524,0.05,0.05
expression,OS,GSE298393:GSM9013397,0,training_ground_mean_TPM,mitochondrial_expression,True,0.0245134406742266,0.0626373657957586,0.2,0.35
expression,OS,GSE298393:GSM9013397,0,training_ground_mean_TPM,dna_repair,False,0.101362501837201,0.0592899217037583,1.0,1.0
expression,OS,GSE298393:GSM9013397,0,training_ground_mean_TPM,dna_repair,True,0.0880425531209851,0.05382725084488975,0.65,0.65
expression,OS,GSE298393:GSM9013397,0,training_ground_mean_TPM,oxidative_stress,False,0.0025614123757549,0.016207176233784502,0.0,0.0
expression,OS,GSE298393:GSM9013397,0,training_ground_mean_TPM,oxidative_stress,True,-0.0072159164074037,0.00881724913373455,0.3,0.1
expression,OS,GSE298393:GSM9013397,0,training_ground_mean_TPM,inflammatory_signaling,False,0.0051793572993119,0.07943265927229955,0.0,0.0
expression,OS,GSE298393:GSM9013397,0,training_ground_mean_TPM,inflammatory_signaling,True,-0.0276075183437569,0.0659274371720997,0.2,0.05
expression,OS,GSE298393:GSM9013397,0,training_ground_mean_TPM,proteostasis,False,0.0787798431737059,0.04932228792662125,0.95,0.95
expression,OS,GSE298393:GSM9013397,0,training_ground_mean_TPM,proteostasis,True,0.0387328607895085,0.025660928658389502,0.55,0.65
expression,OS,GSE298393:GSM9013397,0,training_ground_mean_TPM,muscle_remodeling,False,0.0587246972744566,0.10257608135464119,0.0,0.0
expression,OS,GSE298393:GSM9013397,0,training_ground_mean_TPM,muscle_remodeling,True,-0.533169790800585,0.06419431471020684,1.0,0.0
expression,OS,GSE298393:GSM9013397,0,training_all_mean_TPM,mitochondrial_expression,False,-0.1026826875884978,-0.04593658961351105,1.0,0.0
expression,OS,GSE298393:GSM9013397,0,training_all_mean_TPM,mitochondrial_expression,True,-0.0594860747105912,-0.06250570354205105,0.2,0.6
expression,OS,GSE298393:GSM9013397,0,training_all_mean_TPM,dna_repair,False,0.0021919534682126,-0.0376382534860155,0.0,1.0
expression,OS,GSE298393:GSM9013397,0,training_all_mean_TPM,dna_repair,True,-0.0077486293097024,-0.0280219946504374,0.0,0.65
expression,OS,GSE298393:GSM9013397,0,training_all_mean_TPM,oxidative_stress,False,-0.0248717834556089,-0.0117121546912812,1.0,0.0
expression,OS,GSE298393:GSM9013397,0,training_all_mean_TPM,oxidative_stress,True,-0.0304307814998168,-0.010214120881805351,0.85,0.1
expression,OS,GSE298393:GSM9013397,0,training_all_mean_TPM,inflammatory_signaling,False,-0.1082299879366104,-0.04788092602105105,1.0,0.0
expression,OS,GSE298393:GSM9013397,0,training_all_mean_TPM,inflammatory_signaling,True,-0.1341428313128858,-0.0470739022445414,0.9,0.1
expression,OS,GSE298393:GSM9013397,0,training_all_mean_TPM,proteostasis,False,-0.004307963739393,-0.02578810991261085,0.05,0.95
expression,OS,GSE298393:GSM9013397,0,training_all_mean_TPM,proteostasis,True,-0.0323883764639276,-0.04694169344323735,0.2,0.7
expression,OS,GSE298393:GSM9013397,0,training_all_mean_TPM,muscle_remodeling,False,-0.0866846774075327,-0.0556403163239593,0.9,0.1
expression,OS,GSE298393:GSM9013397,0,training_all_mean_TPM,muscle_remodeling,True,-0.6305762374186799,-0.08172946071175599,1.0,0.0
expression,OS,GSE298393:GSM9013404,1,training_ground_mean_TPM,mitochondrial_expression,False,0.3137247878463114,0.24450237533410046,1.0,1.0
expression,OS,GSE298393:GSM9013404,1,training_ground_mean_TPM,mitochondrial_expression,True,0.125639741431371,0.2631944658682528,0.25,0.25
expression,OS,GSE298393:GSM9013404,1,training_ground_mean_TPM,dna_repair,False,0.2189028886603523,0.19370173292341514,0.95,0.95
expression,OS,GSE298393:GSM9013404,1,training_ground_mean_TPM,dna_repair,True,0.185728771587307,0.12226647408396471,0.75,0.75
expression,OS,GSE298393:GSM9013404,1,training_ground_mean_TPM,oxidative_stress,False,0.0341608237805814,0.060604362856643904,0.05,0.05
expression,OS,GSE298393:GSM9013404,1,training_ground_mean_TPM,oxidative_stress,True,0.0157373565392617,0.026072505137108203,0.15,0.25
expression,OS,GSE298393:GSM9013404,1,training_ground_mean_TPM,inflammatory_signaling,False,0.1632602262112783,0.23337855184124828,0.0,0.0
expression,OS,GSE298393:GSM9013404,1,training_ground_mean_TPM,inflammatory_signaling,True,0.0977063089821683,0.192829047375632,0.05,0.05
expression,OS,GSE298393:GSM9013404,1,training_ground_mean_TPM,proteostasis,False,0.1717756945634789,0.15203636975042656,0.85,0.85
expression,OS,GSE298393:GSM9013404,1,training_ground_mean_TPM,proteostasis,True,0.1073253381441077,0.11647965222816475,0.4,0.4
expression,OS,GSE298393:GSM9013404,1,training_ground_mean_TPM,muscle_remodeling,False,0.2484634992880217,0.316805037037156,0.0,0.0
expression,OS,GSE298393:GSM9013404,1,training_ground_mean_TPM,muscle_remodeling,True,-0.5450330806339849,0.21969768673838524,0.8,0.0
expression,OS,GSE298393:GSM9013404,1,training_all_mean_TPM,mitochondrial_expression,False,0.176100800102219,0.12958900274921345,1.0,1.0
expression,OS,GSE298393:GSM9013404,1,training_all_mean_TPM,mitochondrial_expression,True,0.0450692052287422,0.08975776350757056,0.35,0.45
expression,OS,GSE298393:GSM9013404,1,training_all_mean_TPM,dna_repair,False,0.1197323402913781,0.0937313354684974,0.95,0.95
expression,OS,GSE298393:GSM9013404,1,training_all_mean_TPM,dna_repair,True,0.0901305845420665,0.027190556073399798,0.75,0.75
expression,OS,GSE298393:GSM9013404,1,training_all_mean_TPM,oxidative_stress,False,0.0067276279492318,0.03311295757123385,0.05,0.05
expression,OS,GSE298393:GSM9013404,1,training_all_mean_TPM,oxidative_stress,True,-0.0072318757691078,0.00724209319660215,0.25,0.25
expression,OS,GSE298393:GSM9013404,1,training_all_mean_TPM,inflammatory_signaling,False,0.0498508809753843,0.10817778529044375,0.0,0.0
expression,OS,GSE298393:GSM9013404,1,training_all_mean_TPM,inflammatory_signaling,True,-0.0084535371516807,0.07518975475737469,0.0,0.05
expression,OS,GSE298393:GSM9013404,1,training_all_mean_TPM,proteostasis,False,0.0886878876504084,0.07437040102824705,0.8,0.8
expression,OS,GSE298393:GSM9013404,1,training_all_mean_TPM,proteostasis,True,0.0369029006565568,0.04369259317586225,0.35,0.4
expression,OS,GSE298393:GSM9013404,1,training_all_mean_TPM,muscle_remodeling,False,0.1030541246059897,0.1573724075280509,0.0,0.0
expression,OS,GSE298393:GSM9013404,1,training_all_mean_TPM,muscle_remodeling,True,-0.6394263584392945,0.0919801312473893,0.95,0.0
expression,OS,GSE298393:GSM9013405,1,training_ground_mean_TPM,mitochondrial_expression,False,0.2278412833713474,0.2319636277614236,0.4,0.4
expression,OS,GSE298393:GSM9013405,1,training_ground_mean_TPM,mitochondrial_expression,True,0.1382537997600366,0.2552215759978651,0.2,0.2
expression,OS,GSE298393:GSM9013405,1,training_ground_mean_TPM,dna_repair,False,0.2082210506470119,0.1865374646954194,1.0,1.0
expression,OS,GSE298393:GSM9013405,1,training_ground_mean_TPM,dna_repair,True,0.1886950157603308,0.15957772440692958,0.65,0.65
expression,OS,GSE298393:GSM9013405,1,training_ground_mean_TPM,oxidative_stress,False,0.040367469904126,0.0554244556448679,0.05,0.05
expression,OS,GSE298393:GSM9013405,1,training_ground_mean_TPM,oxidative_stress,True,0.0298886906877413,0.03580468963319555,0.4,0.4
expression,OS,GSE298393:GSM9013405,1,training_ground_mean_TPM,inflammatory_signaling,False,0.1530962659395669,0.21679306051984065,0.0,0.0
expression,OS,GSE298393:GSM9013405,1,training_ground_mean_TPM,inflammatory_signaling,True,0.0879467400439608,0.194920973137286,0.05,0.05
expression,OS,GSE298393:GSM9013405,1,training_ground_mean_TPM,proteostasis,False,0.1601092973003517,0.1398758050672057,0.95,0.95
expression,OS,GSE298393:GSM9013405,1,training_ground_mean_TPM,proteostasis,True,0.1157605182558398,0.10870909133910794,0.65,0.65
expression,OS,GSE298393:GSM9013405,1,training_ground_mean_TPM,muscle_remodeling,False,0.2812414270587595,0.2925164835452705,0.3,0.3
expression,OS,GSE298393:GSM9013405,1,training_ground_mean_TPM,muscle_remodeling,True,-0.3548224898632952,0.23160990564529976,0.8,0.0
expression,OS,GSE298393:GSM9013405,1,training_all_mean_TPM,mitochondrial_expression,False,0.0902172956272551,0.11379486169224146,0.1,0.1
expression,OS,GSE298393:GSM9013405,1,training_all_mean_TPM,mitochondrial_expression,True,0.0578014720689026,0.1159989690099081,0.15,0.25
expression,OS,GSE298393:GSM9013405,1,training_all_mean_TPM,dna_repair,False,0.109050502277995,0.08653017612643049,1.0,1.0
expression,OS,GSE298393:GSM9013405,1,training_all_mean_TPM,dna_repair,True,0.0931178941188477,0.0744817737163998,0.65,0.65
expression,OS,GSE298393:GSM9013405,1,training_all_mean_TPM,oxidative_stress,False,0.0129342740727764,0.02672698767754865,0.0,0.0
expression,OS,GSE298393:GSM9013405,1,training_all_mean_TPM,oxidative_stress,True,0.0069417198782844,0.01478269639343205,0.05,0.2
expression,OS,GSE298393:GSM9013405,1,training_all_mean_TPM,inflammatory_signaling,False,0.0396869207036587,0.09244494827158431,0.0,0.0
expression,OS,GSE298393:GSM9013405,1,training_all_mean_TPM,inflammatory_signaling,True,-0.0181753779583146,0.0755790987531384,0.05,0.05
expression,OS,GSE298393:GSM9013405,1,training_all_mean_TPM,proteostasis,False,0.0770214903872528,0.06397733430690515,0.85,0.85
expression,OS,GSE298393:GSM9013405,1,training_all_mean_TPM,proteostasis,True,0.0454011431210119,0.0444376450581174,0.5,0.5
expression,OS,GSE298393:GSM9013405,1,training_all_mean_TPM,muscle_remodeling,False,0.1358320523767417,0.13454533257625195,0.55,0.55
expression,OS,GSE298393:GSM9013405,1,training_all_mean_TPM,muscle_remodeling,True,-0.4491856946305432,0.10179212020264569,0.95,0.0
expression,OS,GSE298393:GSM9013406,1,training_ground_mean_TPM,mitochondrial_expression,False,0.3502073568237165,0.3130326769586915,0.85,0.85
expression,OS,GSE298393:GSM9013406,1,training_ground_mean_TPM,mitochondrial_expression,True,0.0625925351796325,0.2117404659846826,0.15,0.2
expression,OS,GSE298393:GSM9013406,1,training_ground_mean_TPM,dna_repair,False,0.2912813709987318,0.24225168080381815,1.0,1.0
expression,OS,GSE298393:GSM9013406,1,training_ground_mean_TPM,dna_repair,True,0.202416663805522,0.1171437411151572,0.75,0.75
expression,OS,GSE298393:GSM9013406,1,training_ground_mean_TPM,oxidative_stress,False,0.0158757086441596,0.0720177268168242,0.0,0.0
expression,OS,GSE298393:GSM9013406,1,training_ground_mean_TPM,oxidative_stress,True,-0.0330773411938025,0.02573876381498505,0.7,0.0
expression,OS,GSE298393:GSM9013406,1,training_ground_mean_TPM,inflammatory_signaling,False,0.1846149017407583,0.27509223116406645,0.0,0.0
expression,OS,GSE298393:GSM9013406,1,training_ground_mean_TPM,inflammatory_signaling,True,0.1094507924134973,0.2328137375495984,0.05,0.05
expression,OS,GSE298393:GSM9013406,1,training_ground_mean_TPM,proteostasis,False,0.206311826522608,0.18437481742448364,0.8,0.8
expression,OS,GSE298393:GSM9013406,1,training_ground_mean_TPM,proteostasis,True,0.1214465817680547,0.12353005570937364,0.45,0.45
expression,OS,GSE298393:GSM9013406,1,training_ground_mean_TPM,muscle_remodeling,False,0.2473413563915016,0.3631187400002815,0.0,0.0
expression,OS,GSE298393:GSM9013406,1,training_ground_mean_TPM,muscle_remodeling,True,-0.7785828142571063,0.24166244501888906,0.85,0.0
expression,OS,GSE298393:GSM9013406,1,training_all_mean_TPM,mitochondrial_expression,False,0.2125833690796525,0.19384421048903985,0.75,0.75
expression,OS,GSE298393:GSM9013406,1,training_all_mean_TPM,mitochondrial_expression,True,-0.0169716415312564,0.09580068636485345,0.05,0.25
expression,OS,GSE298393:GSM9013406,1,training_all_mean_TPM,dna_repair,False,0.1921108226297008,0.1431347360804196,1.0,1.0
expression,OS,GSE298393:GSM9013406,1,training_all_mean_TPM,dna_repair,True,0.1068618170928346,0.03400734346885055,0.6,0.65
expression,OS,GSE298393:GSM9013406,1,training_all_mean_TPM,oxidative_stress,False,-0.0115574871872041,0.04559445953513825,0.0,0.0
expression,OS,GSE298393:GSM9013406,1,training_all_mean_TPM,oxidative_stress,True,-0.0559780336879782,0.003962112795115,0.95,0.0
expression,OS,GSE298393:GSM9013406,1,training_all_mean_TPM,inflammatory_signaling,False,0.0712055565048501,0.1490074421026008,0.0,0.0
expression,OS,GSE298393:GSM9013406,1,training_all_mean_TPM,inflammatory_signaling,True,0.0033927145965861,0.1117555266966832,0.0,0.05
expression,OS,GSE298393:GSM9013406,1,training_all_mean_TPM,proteostasis,False,0.1232240196095233,0.10635334303662344,0.75,0.75
expression,OS,GSE298393:GSM9013406,1,training_all_mean_TPM,proteostasis,True,0.0512135184447544,0.058840643067362905,0.35,0.4
expression,OS,GSE298393:GSM9013406,1,training_all_mean_TPM,muscle_remodeling,False,0.1019319817095265,0.21070708459735948,0.0,0.0
expression,OS,GSE298393:GSM9013406,1,training_all_mean_TPM,muscle_remodeling,True,-0.8719165665674211,0.11647737456769386,0.95,0.0
