training_pool,id,sample_index,label,reference,program,kind,replicate,n_genes,renormalized,expression_logit_change,bridge_logit_change,perturbed_logit,original_logit,reference_logit
YA,GSE298393:GSM9013398,3,0,training_ground_mean_TPM,mitochondrial_expression,matched_random,5,173,False,-0.01461113590120533,-0.7313799024341279,-7.269776346386152,-8.00115624882028,-5.8252854711124655
YA,GSE298393:GSM9013398,3,0,training_ground_mean_TPM,mitochondrial_expression,matched_random,5,173,True,-0.06543141414852727,-0.8881213431347987,-7.113034905685481,-8.00115624882028,-5.8252854711124655
YA,GSE298393:GSM9013398,3,0,training_ground_mean_TPM,mitochondrial_expression,matched_random,6,173,False,-0.02847025528700442,-0.68119478551057,-7.31996146330971,-8.00115624882028,-5.8252854711124655
YA,GSE298393:GSM9013398,3,0,training_ground_mean_TPM,mitochondrial_expression,matched_random,6,173,True,0.005769117020335557,-0.5747480459381222,-7.426408202882158,-8.00115624882028,-5.8252854711124655
YA,GSE298393:GSM9013398,3,0,training_ground_mean_TPM,mitochondrial_expression,matched_random,7,173,False,-0.04445586870467366,-0.2679342139279015,-7.733222034892378,-8.00115624882028,-5.8252854711124655
YA,GSE298393:GSM9013398,3,0,training_ground_mean_TPM,mitochondrial_expression,matched_random,7,173,True,-0.06403859473272888,-0.32796751593332374,-7.673188732886956,-8.00115624882028,-5.8252854711124655
YA,GSE298393:GSM9013398,3,0,training_ground_mean_TPM,mitochondrial_expression,matched_random,8,173,False,-0.014205078127453419,0.40100164143041184,-8.402157890250692,-8.00115624882028,-5.8252854711124655
YA,GSE298393:GSM9013398,3,0,training_ground_mean_TPM,mitochondrial_expression,matched_random,8,173,True,0.07437661139665153,0.673224795920305,-8.674381044740585,-8.00115624882028,-5.8252854711124655
YA,GSE298393:GSM9013398,3,0,training_ground_mean_TPM,mitochondrial_expression,matched_random,9,173,False,-0.045091204705329346,-0.6640870141011419,-7.337069234719138,-8.00115624882028,-5.8252854711124655
YA,GSE298393:GSM9013398,3,0,training_ground_mean_TPM,mitochondrial_expression,matched_random,9,173,True,-0.08418162000057805,-0.7850336930926005,-7.216122555727679,-8.00115624882028,-5.8252854711124655
YA,GSE298393:GSM9013398,3,0,training_ground_mean_TPM,mitochondrial_expression,matched_random,10,173,False,-0.03983050820853862,-0.5519552918881345,-7.449200956932145,-8.00115624882028,-5.8252854711124655
YA,GSE298393:GSM9013398,3,0,training_ground_mean_TPM,mitochondrial_expression,matched_random,10,173,True,0.014754942555065043,-0.3834484406700085,-7.617707808150271,-8.00115624882028,-5.8252854711124655
YA,GSE298393:GSM9013398,3,0,training_ground_mean_TPM,mitochondrial_expression,matched_random,11,173,False,-0.05326636234660498,0.07389073078479669,-8.075046979605077,-8.00115624882028,-5.8252854711124655
