model,training_pool,id,sample_index,label,reference,program,label_display,n_genes,mean_log1p_TPM_difference,fraction_genes_above_reference,signed_IG_logit,positive_IG_logit,opposing_IG_logit
bridge,OS,GSE298393:GSM9013405,7,1,training_all_mean_TPM,muscle_remodeling,Muscle differentiation/remodeling,190,0.07532315353838433,0.6105263157894737,0.12790944393413617,0.8199166656218435,0.6920072216877073
bridge,OS,GSE298393:GSM9013406,8,1,training_ground_mean_TPM,mitochondrial_expression,Mitochondrial expression,173,0.30292203677872015,0.9075144508670521,-0.041678963103060296,0.8079380483926208,0.849617011495681
bridge,OS,GSE298393:GSM9013406,8,1,training_ground_mean_TPM,dna_repair,DNA repair expression,136,0.34150255049633627,0.9191176470588235,0.19900565549645563,0.7925573325289307,0.593551677032475
bridge,OS,GSE298393:GSM9013406,8,1,training_ground_mean_TPM,oxidative_stress,Oxidative-stress-associated expression,43,0.26521522144592086,0.813953488372093,0.055490371914955754,0.1810370936731482,0.12554672175819243
bridge,OS,GSE298393:GSM9013406,8,1,training_ground_mean_TPM,inflammatory_signaling,Inflammatory signaling,183,0.17268979262122935,0.6939890710382514,-0.08309364460831191,0.6565867432460724,0.7396803878543843
bridge,OS,GSE298393:GSM9013406,8,1,training_ground_mean_TPM,proteostasis,Unfolded-protein-response expression,102,0.31009572700542565,0.8431372549019608,-0.019614927070923254,0.39579441790856656,0.41540934497948984
bridge,OS,GSE298393:GSM9013406,8,1,training_ground_mean_TPM,muscle_remodeling,Muscle differentiation/remodeling,190,0.11299124066472838,0.631578947368421,0.31975743102089504,1.3252814300996647,1.0055239990787699
bridge,OS,GSE298393:GSM9013406,8,1,training_all_mean_TPM,mitochondrial_expression,Mitochondrial expression,173,0.20660952353753106,0.8728323699421965,-0.06694087437267801,0.5728694158535403,0.6398102902262184
bridge,OS,GSE298393:GSM9013406,8,1,training_all_mean_TPM,dna_repair,DNA repair expression,136,0.24681789680000613,0.8897058823529411,0.1511497791438009,0.6201212038737162,0.46897142472991515
bridge,OS,GSE298393:GSM9013406,8,1,training_all_mean_TPM,oxidative_stress,Oxidative-stress-associated expression,43,0.2039669714001722,0.813953488372093,0.02174124462300602,0.12714550519886142,0.1054042605758554
bridge,OS,GSE298393:GSM9013406,8,1,training_all_mean_TPM,inflammatory_signaling,Inflammatory signaling,183,0.10082764549007833,0.639344262295082,-0.17985854118929595,0.40073013451994305,0.580588675709239
bridge,OS,GSE298393:GSM9013406,8,1,training_all_mean_TPM,proteostasis,Unfolded-protein-response expression,102,0.20958868158506413,0.8529411764705882,-0.05691081752286362,0.26248124944471046,0.319392066967574
bridge,OS,GSE298393:GSM9013406,8,1,training_all_mean_TPM,muscle_remodeling,Muscle differentiation/remodeling,190,0.025710418502996234,0.5789473684210527,-0.0854804383500023,0.9500829113013289,1.0355633496513312
expression,YA,GSE298393:GSM9013398,3,0,training_ground_mean_TPM,mitochondrial_expression,Mitochondrial expression,173,-0.1284468319331635,0.1907514450867052,-0.09586651786341563,0.04756523531265566,0.14343175317607132
expression,YA,GSE298393:GSM9013398,3,0,training_ground_mean_TPM,dna_repair,DNA repair expression,136,-0.22798338891280925,0.11029411764705882,-0.04189555455811041,0.07534948631773332,0.11724504087584373
expression,YA,GSE298393:GSM9013398,3,0,training_ground_mean_TPM,oxidative_stress,Oxidative-stress-associated expression,43,-0.2371938142838866,0.16279069767441862,0.0036941710366239695,0.03091767191061018,0.02722350087398621
expression,YA,GSE298393:GSM9013398,3,0,training_ground_mean_TPM,inflammatory_signaling,Inflammatory signaling,183,-0.35243045509146537,0.06557377049180328,0.21108775812424035,0.268661383965069,0.05757362584082864
expression,YA,GSE298393:GSM9013398,3,0,training_ground_mean_TPM,proteostasis,Unfolded-protein-response expression,102,-0.2823668283720811,0.08823529411764706,-0.047277048249402286,0.05559645716905754,0.10287350541845981
expression,YA,GSE298393:GSM9013398,3,0,training_ground_mean_TPM,muscle_remodeling,Muscle differentiation/remodeling,190,-0.19213013156856362,0.2631578947368421,0.06872449552906207,0.1831975241913188,0.11447302866225673
expression,YA,GSE298393:GSM9013398,3,0,training_all_mean_TPM,mitochondrial_expression,Mitochondrial expression,173,-0.2146024403372252,0.06936416184971098,-0.23361515401068023,0.028534197257940756,0.262149351268621
expression,YA,GSE298393:GSM9013398,3,0,training_all_mean_TPM,dna_repair,DNA repair expression,136,-0.285858434104525,0.058823529411764705,-0.11320875466757217,0.06035376804847098,0.17356252271604317
expression,YA,GSE298393:GSM9013398,3,0,training_all_mean_TPM,oxidative_stress,Oxidative-stress-associated expression,43,-0.2509372598210046,0.06976744186046512,-0.025340929995672806,0.018165460587731875,0.043506390583404685
expression,YA,GSE298393:GSM9013398,3,0,training_all_mean_TPM,inflammatory_signaling,Inflammatory signaling,183,-0.29063291588665846,0.08743169398907104,0.09848020528773534,0.18626468475337696,0.08778447946564163
expression,YA,GSE298393:GSM9013398,3,0,training_all_mean_TPM,proteostasis,Unfolded-protein-response expression,102,-0.29903384393044546,0.08823529411764706,-0.09567541369725999,0.04043180207647136,0.1361072157737313
expression,YA,GSE298393:GSM9013398,3,0,training_all_mean_TPM,muscle_remodeling,Muscle differentiation/remodeling,190,-0.20640325224713274,0.22631578947368422,-0.07672150250865835,0.12274109836357881,0.19946260087223716
expression,YA,GSE298393:GSM9013399,4,0,training_ground_mean_TPM,mitochondrial_expression,Mitochondrial expression,173,-0.08293301196004442,0.32947976878612717,-0.059228997922261384,0.05932771599365569,0.11855671391591704
expression,YA,GSE298393:GSM9013399,4,0,training_ground_mean_TPM,dna_repair,DNA repair expression,136,-0.18912237904527607,0.20588235294117646,-0.022353872302386793,0.08201694102225549,0.10437081332464228
expression,YA,GSE298393:GSM9013399,4,0,training_ground_mean_TPM,oxidative_stress,Oxidative-stress-associated expression,43,-0.22333310195786316,0.18604651162790697,0.010301389553398354,0.03323797998010489,0.02293659042670653
expression,YA,GSE298393:GSM9013399,4,0,training_ground_mean_TPM,inflammatory_signaling,Inflammatory signaling,183,-0.3697120243011684,0.08196721311475409,0.22984249717782357,0.28544938400218245,0.0556068868243588
expression,YA,GSE298393:GSM9013399,4,0,training_ground_mean_TPM,proteostasis,Unfolded-protein-response expression,102,-0.2858130316085675,0.10784313725490197,-0.040893406863323156,0.05971536672240498,0.10060877358572816
expression,YA,GSE298393:GSM9013399,4,0,training_ground_mean_TPM,muscle_remodeling,Muscle differentiation/remodeling,190,-0.19392478437604088,0.28421052631578947,0.06168931921485343,0.18439120042073773,0.12270188120588431
expression,YA,GSE298393:GSM9013399,4,0,training_all_mean_TPM,mitochondrial_expression,Mitochondrial expression,173,-0.1690886203641061,0.12716763005780346,-0.19697763406952598,0.026983628903656444,0.22396126297318245
expression,YA,GSE298393:GSM9013399,4,0,training_all_mean_TPM,dna_repair,DNA repair expression,136,-0.24699742423699184,0.1323529411764706,-0.09366707241184857,0.06135221836461469,0.15501929077646326
expression,YA,GSE298393:GSM9013399,4,0,training_all_mean_TPM,oxidative_stress,Oxidative-stress-associated expression,43,-0.23707654749498117,0.06976744186046512,-0.01873371147889842,0.01979671479156153,0.03853042627045995
expression,YA,GSE298393:GSM9013399,4,0,training_all_mean_TPM,inflammatory_signaling,Inflammatory signaling,183,-0.3079144850963615,0.07650273224043716,0.11723494434131854,0.20312226180146759,0.08588731746014906
expression,YA,GSE298393:GSM9013399,4,0,training_all_mean_TPM,proteostasis,Unfolded-protein-response expression,102,-0.3024800471669319,0.08823529411764706,-0.08929177231118084,0.0437243231166964,0.13301609542787726
expression,YA,GSE298393:GSM9013399,4,0,training_all_mean_TPM,muscle_remodeling,Muscle differentiation/remodeling,190,-0.20819790505461003,0.24736842105263157,-0.083756678822867,0.12192796526073696,0.20568464408360393
expression,YA,GSE298393:GSM9013400,5,0,training_ground_mean_TPM,mitochondrial_expression,Mitochondrial expression,173,-0.04173410449155493,0.4161849710982659,-0.031872127271141054,0.04460881133854609,0.07648093860968713
expression,YA,GSE298393:GSM9013400,5,0,training_ground_mean_TPM,dna_repair,DNA repair expression,136,-0.11704196101602386,0.19117647058823528,-0.011911807664421514,0.05709078885745042,0.06900259652187193
expression,YA,GSE298393:GSM9013400,5,0,training_ground_mean_TPM,oxidative_stress,Oxidative-stress-associated expression,43,-0.12806539289480032,0.23255813953488372,0.000788494076325775,0.019040302823245224,0.018251808746919448
expression,YA,GSE298393:GSM9013400,5,0,training_ground_mean_TPM,inflammatory_signaling,Inflammatory signaling,183,-0.22467039369779532,0.12021857923497267,0.13572073243255545,0.17605551492100052,0.04033478248844508
expression,YA,GSE298393:GSM9013400,5,0,training_ground_mean_TPM,proteostasis,Unfolded-protein-response expression,102,-0.1908893604196754,0.16666666666666666,-0.026764036188160187,0.042794648241078696,0.06955868442923888
expression,YA,GSE298393:GSM9013400,5,0,training_ground_mean_TPM,muscle_remodeling,Muscle differentiation/remodeling,190,-0.08924820176080654,0.37894736842105264,0.0452777519038694,0.1355667220811102,0.0902889701772408
expression,YA,GSE298393:GSM9013400,5,0,training_all_mean_TPM,mitochondrial_expression,Mitochondrial expression,173,-0.12788971289561663,0.18497109826589594,-0.16962076341840565,0.01163832515639429,0.18125908857479994
expression,YA,GSE298393:GSM9013400,5,0,training_all_mean_TPM,dna_repair,DNA repair expression,136,-0.17491700620773962,0.16911764705882354,-0.08322500777388328,0.03714539373509913,0.1203704015089824
expression,YA,GSE298393:GSM9013400,5,0,training_all_mean_TPM,oxidative_stress,Oxidative-stress-associated expression,43,-0.14180883843191835,0.16279069767441862,-0.028246606955971004,0.008246469228942635,0.03649307618491363
expression,YA,GSE298393:GSM9013400,5,0,training_all_mean_TPM,inflammatory_signaling,Inflammatory signaling,183,-0.1628728544929884,0.18032786885245902,0.023113179596050373,0.10076515747892195,0.07765197788287156
expression,YA,GSE298393:GSM9013400,5,0,training_all_mean_TPM,proteostasis,Unfolded-protein-response expression,102,-0.20755637597803975,0.14705882352941177,-0.07516240163601788,0.027136427241762056,0.10229882887777994
expression,YA,GSE298393:GSM9013400,5,0,training_all_mean_TPM,muscle_remodeling,Muscle differentiation/remodeling,190,-0.10352132243937567,0.33157894736842103,-0.10016824613385103,0.07730790960379592,0.17747615573764697
expression,YA,GSE298393:GSM9013410,9,1,training_ground_mean_TPM,mitochondrial_expression,Mitochondrial expression,173,0.1206636719534852,0.815028901734104,0.22675798476299036,0.23249989489750378,0.005741910134513402
expression,YA,GSE298393:GSM9013410,9,1,training_ground_mean_TPM,dna_repair,DNA repair expression,136,0.0386115149320925,0.5808823529411765,0.12176022034399835,0.13109400492808657,0.009333784584088218
expression,YA,GSE298393:GSM9013410,9,1,training_ground_mean_TPM,oxidative_stress,Oxidative-stress-associated expression,43,-0.05698706443573153,0.46511627906976744,0.05215906126562307,0.05338855958753319,0.001229498321910121
expression,YA,GSE298393:GSM9013410,9,1,training_ground_mean_TPM,inflammatory_signaling,Inflammatory signaling,183,-0.1548145445867803,0.3551912568306011,0.22357231473778197,0.24559306603340847,0.022020751295626514
expression,YA,GSE298393:GSM9013410,9,1,training_ground_mean_TPM,proteostasis,Unfolded-protein-response expression,102,-0.032460313071222865,0.5098039215686274,0.08190193814562508,0.08871944798986063,0.006817509844235569
expression,YA,GSE298393:GSM9013410,9,1,training_ground_mean_TPM,muscle_remodeling,Muscle differentiation/remodeling,190,0.02583164209990125,0.5736842105263158,0.2899488839803236,0.30565967802510885,0.015710794044785245
expression,YA,GSE298393:GSM9013410,9,1,training_all_mean_TPM,mitochondrial_expression,Mitochondrial expression,173,0.03450806354942349,0.6589595375722543,0.08900934861572575,0.10919566404945519,0.020186315433729434
expression,YA,GSE298393:GSM9013410,9,1,training_all_mean_TPM,dna_repair,DNA repair expression,136,-0.019263530259623247,0.4411764705882353,0.05044702023453657,0.07244971731818303,0.022002697083646452
expression,YA,GSE298393:GSM9013410,9,1,training_all_mean_TPM,oxidative_stress,Oxidative-stress-associated expression,43,-0.07073050997284956,0.32558139534883723,0.0231239602333263,0.030112747964444884,0.00698878773111858
expression,YA,GSE298393:GSM9013410,9,1,training_all_mean_TPM,inflammatory_signaling,Inflammatory signaling,183,-0.09301700538197338,0.3442622950819672,0.11096476190127694,0.1514001228772452,0.04043536097596824
expression,YA,GSE298393:GSM9013410,9,1,training_all_mean_TPM,proteostasis,Unfolded-protein-response expression,102,-0.049127328629587214,0.46078431372549017,0.03350357269776737,0.047461692536725594,0.013958119838958238
expression,YA,GSE298393:GSM9013410,9,1,training_all_mean_TPM,muscle_remodeling,Muscle differentiation/remodeling,190,0.011558521421332109,0.5473684210526316,0.14450288594260316,0.18477868751285906,0.04027580157025591
expression,YA,GSE298393:GSM9013411,10,1,training_ground_mean_TPM,mitochondrial_expression,Mitochondrial expression,173,0.058166651841188445,0.6473988439306358,0.17491308187913823,0.1887565311323617,0.013843449253223488
expression,YA,GSE298393:GSM9013411,10,1,training_ground_mean_TPM,dna_repair,DNA repair expression,136,-0.026079051963546696,0.41911764705882354,0.08326509582751171,0.1050397377608417,0.021774641933329997
expression,YA,GSE298393:GSM9013411,10,1,training_ground_mean_TPM,oxidative_stress,Oxidative-stress-associated expression,43,-0.10685285016201264,0.4186046511627907,0.04211605657313603,0.047077034010626004,0.004960977437489961
expression,YA,GSE298393:GSM9013411,10,1,training_ground_mean_TPM,inflammatory_signaling,Inflammatory signaling,183,-0.195000350180138,0.29508196721311475,0.2296996585688588,0.25117369405535905,0.021474035486500235
expression,YA,GSE298393:GSM9013411,10,1,training_ground_mean_TPM,proteostasis,Unfolded-protein-response expression,102,-0.07171771083684529,0.4215686274509804,0.06701248325227097,0.0778134057143786,0.010800922462107648
expression,YA,GSE298393:GSM9013411,10,1,training_ground_mean_TPM,muscle_remodeling,Muscle differentiation/remodeling,190,-0.022514087510736365,0.48947368421052634,0.2818885369810067,0.30381848010808105,0.021929943127074344
expression,YA,GSE298393:GSM9013411,10,1,training_all_mean_TPM,mitochondrial_expression,Mitochondrial expression,173,-0.027988956562873257,0.4393063583815029,0.03716444573187362,0.07737773413417623,0.040213288402302594
expression,YA,GSE298393:GSM9013411,10,1,training_all_mean_TPM,dna_repair,DNA repair expression,136,-0.08395409715526245,0.2647058823529412,0.011951895718049927,0.05650718415228032,0.04455528843423039
expression,YA,GSE298393:GSM9013411,10,1,training_all_mean_TPM,oxidative_stress,Oxidative-stress-associated expression,43,-0.12059629569913066,0.20930232558139536,0.01308095554083926,0.028613872404098812,0.015532916863259548
expression,YA,GSE298393:GSM9013411,10,1,training_all_mean_TPM,inflammatory_signaling,Inflammatory signaling,183,-0.1332028109753311,0.3005464480874317,0.11709210573235374,0.15643119992563098,0.03933909419327726
expression,YA,GSE298393:GSM9013411,10,1,training_all_mean_TPM,proteostasis,Unfolded-protein-response expression,102,-0.08838472639520963,0.3137254901960784,0.01861411780441327,0.040568656769556455,0.021954538965143187
expression,YA,GSE298393:GSM9013411,10,1,training_all_mean_TPM,muscle_remodeling,Muscle differentiation/remodeling,190,-0.036787208189305504,0.4473684210526316,0.13644253894328623,0.18560658420388326,0.049164045260597006
expression,YA,GSE298393:GSM9013412,11,1,training_ground_mean_TPM,mitochondrial_expression,Mitochondrial expression,173,0.10152260420811658,0.7630057803468208,0.1862621545611782,0.20040239685921973,0.014140242298041518
expression,YA,GSE298393:GSM9013412,11,1,training_ground_mean_TPM,dna_repair,DNA repair expression,136,-0.028296137858620462,0.4852941176470588,0.09308234130832477,0.10976264838238126,0.01668030707405651
expression,YA,GSE298393:GSM9013412,11,1,training_ground_mean_TPM,oxidative_stress,Oxidative-stress-associated expression,43,-0.11663069216491179,0.37209302325581395,0.03920557334023385,0.0488182403469122,0.009612667006678347
expression,YA,GSE298393:GSM9013412,11,1,training_ground_mean_TPM,inflammatory_signaling,Inflammatory signaling,183,-0.2479863352055758,0.2459016393442623,0.2263234705590074,0.2607850376221764,0.034461567063169066
expression,YA,GSE298393:GSM9013412,11,1,training_ground_mean_TPM,proteostasis,Unfolded-protein-response expression,102,-0.12083179131150246,0.3235294117647059,0.07161554296865605,0.08628672749565272,0.014671184526996653
expression,YA,GSE298393:GSM9013412,11,1,training_ground_mean_TPM,muscle_remodeling,Muscle differentiation/remodeling,190,-0.053672358472096296,0.47368421052631576,0.2679607286059053,0.3016646825241271,0.03370395391822177
expression,YA,GSE298393:GSM9013412,11,1,training_all_mean_TPM,mitochondrial_expression,Mitochondrial expression,173,0.015366995804054888,0.5722543352601156,0.04851351841391358,0.08820525892885385,0.03969174051494025
expression,YA,GSE298393:GSM9013412,11,1,training_all_mean_TPM,dna_repair,DNA repair expression,136,-0.0861711830503362,0.3014705882352941,0.02176914119886298,0.06485885330350252,0.04308971210463954
expression,YA,GSE298393:GSM9013412,11,1,training_all_mean_TPM,oxidative_stress,Oxidative-stress-associated expression,43,-0.1303741377020298,0.3023255813953488,0.010170472307937075,0.026414518119338145,0.01624404581140107
expression,YA,GSE298393:GSM9013412,11,1,training_all_mean_TPM,inflammatory_signaling,Inflammatory signaling,183,-0.1861887960007689,0.28415300546448086,0.11371591772250234,0.17316560229007605,0.05944968456757372
expression,YA,GSE298393:GSM9013412,11,1,training_all_mean_TPM,proteostasis,Unfolded-protein-response expression,102,-0.1374988068698668,0.2647058823529412,0.02321717752079836,0.05024712048722024,0.027029942966421888
expression,YA,GSE298393:GSM9013412,11,1,training_all_mean_TPM,muscle_remodeling,Muscle differentiation/remodeling,190,-0.06794547915066543,0.41578947368421054,0.12251473056818485,0.1816930429986181,0.059178312430433255
expression,OS,GSE298393:GSM9013395,0,0,training_ground_mean_TPM,mitochondrial_expression,Mitochondrial expression,173,0.08219517196792399,0.7283236994219653,0.11008182876309089,0.13484535532234915,0.024763526559258255
expression,OS,GSE298393:GSM9013395,0,0,training_ground_mean_TPM,dna_repair,DNA repair expression,136,0.12817695569794843,0.7352941176470589,0.10175770667975423,0.13173822734105417,0.029980520661299945
expression,OS,GSE298393:GSM9013395,0,0,training_ground_mean_TPM,oxidative_stress,Oxidative-stress-associated expression,43,0.14819511277384537,0.7209302325581395,-0.006917077220701876,0.022431122037832953,0.02934819925853483
expression,OS,GSE298393:GSM9013395,0,0,training_ground_mean_TPM,inflammatory_signaling,Inflammatory signaling,183,0.3996521097180418,0.8688524590163934,0.08623962618767003,0.23718859264515474,0.15094896645748468
expression,OS,GSE298393:GSM9013395,0,0,training_ground_mean_TPM,proteostasis,Unfolded-protein-response expression,102,0.1768710180824878,0.803921568627451,0.12244352499425264,0.13833319004056963,0.01588966504631703
expression,OS,GSE298393:GSM9013395,0,0,training_ground_mean_TPM,muscle_remodeling,Muscle differentiation/remodeling,190,0.15658042894088123,0.7157894736842105,0.14283150291516522,0.20030913049445864,0.0574776275792934
expression,OS,GSE298393:GSM9013395,0,0,training_all_mean_TPM,mitochondrial_expression,Mitochondrial expression,173,-0.014117341273265077,0.4508670520231214,-0.02754215898098411,0.04709836749245843,0.07464052647344253
expression,OS,GSE298393:GSM9013395,0,0,training_all_mean_TPM,dna_repair,DNA repair expression,136,0.03349230200161829,0.5588235294117647,0.002587158310756817,0.061696170319000106,0.059109012008243283
expression,OS,GSE298393:GSM9013395,0,0,training_all_mean_TPM,oxidative_stress,Oxidative-stress-associated expression,43,0.08694686272809672,0.6046511627906976,-0.034350273052055645,0.008604771914704181,0.04295504496675984
expression,OS,GSE298393:GSM9013395,0,0,training_all_mean_TPM,inflammatory_signaling,Inflammatory signaling,183,0.3277899625868908,0.8306010928961749,-0.027169719048267066,0.16186273884553984,0.1890324578938069
expression,OS,GSE298393:GSM9013395,0,0,training_all_mean_TPM,proteostasis,Unfolded-protein-response expression,102,0.07636397266212631,0.7156862745098039,0.039355718081156586,0.07074396855751532,0.031388250476358716
expression,OS,GSE298393:GSM9013395,0,0,training_all_mean_TPM,muscle_remodeling,Muscle differentiation/remodeling,190,0.06929960677914909,0.5842105263157895,-0.0025778717668574684,0.10547543371198154,0.10805330547883901
expression,OS,GSE298393:GSM9013396,1,0,training_ground_mean_TPM,mitochondrial_expression,Mitochondrial expression,173,0.11677018634845755,0.7283236994219653,0.07344544702823222,0.14681051860360317,0.07336507157537098
expression,OS,GSE298393:GSM9013396,1,0,training_ground_mean_TPM,dna_repair,DNA repair expression,136,0.2602825490757823,0.8529411764705882,0.17469652460285057,0.22255965661166574,0.047863132008815146
expression,OS,GSE298393:GSM9013396,1,0,training_ground_mean_TPM,oxidative_stress,Oxidative-stress-associated expression,43,0.2665460808852384,0.8372093023255814,-0.03364953389257415,0.031317439071669756,0.06496697296424389
expression,OS,GSE298393:GSM9013396,1,0,training_ground_mean_TPM,inflammatory_signaling,Inflammatory signaling,183,0.3074970757410622,0.8142076502732241,0.036095393114337335,0.1834419935271582,0.14734660041282088
expression,OS,GSE298393:GSM9013396,1,0,training_ground_mean_TPM,proteostasis,Unfolded-protein-response expression,102,0.3565922896651661,0.9215686274509803,0.16333460273946732,0.19319554192019756,0.02986093918073025
expression,OS,GSE298393:GSM9013396,1,0,training_ground_mean_TPM,muscle_remodeling,Muscle differentiation/remodeling,190,0.14489157280737633,0.6526315789473685,0.055503401645724953,0.1681384276710646,0.11263502602533965
expression,OS,GSE298393:GSM9013396,1,0,training_all_mean_TPM,mitochondrial_expression,Mitochondrial expression,173,0.020457673107268492,0.49710982658959535,-0.06417854071584278,0.07733585803267186,0.14151439874851462
expression,OS,GSE298393:GSM9013396,1,0,training_all_mean_TPM,dna_repair,DNA repair expression,136,0.16559789537945213,0.7941176470588235,0.07552597623385318,0.14332760914744422,0.06780163291359104
expression,OS,GSE298393:GSM9013396,1,0,training_all_mean_TPM,oxidative_stress,Oxidative-stress-associated expression,43,0.20529783083948977,0.7441860465116279,-0.061082729723927934,0.018868508417342986,0.07995123814127092
expression,OS,GSE298393:GSM9013396,1,0,training_all_mean_TPM,inflammatory_signaling,Inflammatory signaling,183,0.2356349286099112,0.7213114754098361,-0.07731395212159978,0.11543669726476423,0.192750649386364
expression,OS,GSE298393:GSM9013396,1,0,training_all_mean_TPM,proteostasis,Unfolded-protein-response expression,102,0.25608524424480456,0.8627450980392157,0.08024679582637129,0.12425331181736586,0.04400651599099456
expression,OS,GSE298393:GSM9013396,1,0,training_all_mean_TPM,muscle_remodeling,Muscle differentiation/remodeling,190,0.05761075064564418,0.5368421052631579,-0.08990597303629773,0.0979625374150318,0.18786851045132955
expression,OS,GSE298393:GSM9013397,2,0,training_ground_mean_TPM,mitochondrial_expression,Mitochondrial expression,173,0.030959647945585967,0.5722543352601156,0.03494130015562426,0.09567199706051421,0.06073069690488996
expression,OS,GSE298393:GSM9013397,2,0,training_ground_mean_TPM,dna_repair,DNA repair expression,136,0.1059706862194135,0.75,0.10136250183723375,0.1244305768817865,0.023068075044552737
expression,OS,GSE298393:GSM9013397,2,0,training_ground_mean_TPM,oxidative_stress,Oxidative-stress-associated expression,43,0.12052813107364399,0.7674418604651163,0.002561412375754105,0.02457267490250709,0.022011262526752985
expression,OS,GSE298393:GSM9013397,2,0,training_ground_mean_TPM,inflammatory_signaling,Inflammatory signaling,183,0.1455848514143113,0.6612021857923497,0.0051793572993390075,0.09599473750124923,0.09081538020191021
expression,OS,GSE298393:GSM9013397,2,0,training_ground_mean_TPM,proteostasis,Unfolded-protein-response expression,102,0.1702147865412282,0.8431372549019608,0.0787798431737456,0.09994890703046254,0.021169063856716946
expression,OS,GSE298393:GSM9013397,2,0,training_ground_mean_TPM,muscle_remodeling,Muscle differentiation/remodeling,190,0.12902741197398618,0.6157894736842106,0.05872469727449019,0.13993568689169583,0.08121098961720563
expression,OS,GSE298393:GSM9013397,2,0,training_all_mean_TPM,mitochondrial_expression,Mitochondrial expression,173,-0.0653528652956031,0.2947976878612717,-0.10268268758845073,0.03635481212279356,0.1390374997112443
expression,OS,GSE298393:GSM9013397,2,0,training_all_mean_TPM,dna_repair,DNA repair expression,136,0.011286032523083337,0.49264705882352944,0.0021919534682363663,0.0626610913275125,0.060469137859276136
expression,OS,GSE298393:GSM9013397,2,0,training_all_mean_TPM,oxidative_stress,Oxidative-stress-associated expression,43,0.05927988102789535,0.5813953488372093,-0.024871783455599678,0.008975485465453773,0.03384726892105345
expression,OS,GSE298393:GSM9013397,2,0,training_all_mean_TPM,inflammatory_signaling,Inflammatory signaling,183,0.07372270428316026,0.5519125683060109,-0.10822998793659809,0.04404848054744981,0.1522784684840479
expression,OS,GSE298393:GSM9013397,2,0,training_all_mean_TPM,proteostasis,Unfolded-protein-response expression,102,0.0697077411208667,0.6666666666666666,-0.004307963739350443,0.04304805032400737,0.04735601406335781
expression,OS,GSE298393:GSM9013397,2,0,training_all_mean_TPM,muscle_remodeling,Muscle differentiation/remodeling,190,0.04174658981225404,0.4842105263157895,-0.0866846774075325,0.0654797428083396,0.15216442021587212
expression,OS,GSE298393:GSM9013404,6,1,training_ground_mean_TPM,mitochondrial_expression,Mitochondrial expression,173,0.24699458346373773,0.8959537572254336,0.3137247878463334,0.3281735511480648,0.014448763301731362
expression,OS,GSE298393:GSM9013404,6,1,training_ground_mean_TPM,dna_repair,DNA repair expression,136,0.24076672139413216,0.8897058823529411,0.21890288866037166,0.23135725339945445,0.012454364739082763
expression,OS,GSE298393:GSM9013404,6,1,training_ground_mean_TPM,oxidative_stress,Oxidative-stress-associated expression,43,0.14923419188274895,0.7209302325581395,0.03416082378060812,0.04632267499229926,0.012161851211691142
expression,OS,GSE298393:GSM9013404,6,1,training_ground_mean_TPM,inflammatory_signaling,Inflammatory signaling,183,0.13611061116578718,0.7103825136612022,0.163260226211338,0.2036543876975149,0.040394161486176895
expression,OS,GSE298393:GSM9013404,6,1,training_ground_mean_TPM,proteostasis,Unfolded-protein-response expression,102,0.25797457116491657,0.9019607843137255,0.17177569456353187,0.18493664201616106,0.013160947452629235
expression,OS,GSE298393:GSM9013404,6,1,training_ground_mean_TPM,muscle_remodeling,Muscle differentiation/remodeling,190,0.14088381796977237,0.631578947368421,0.2484634992880475,0.27258692309830534,0.024123423810257782
expression,OS,GSE298393:GSM9013404,6,1,training_all_mean_TPM,mitochondrial_expression,Mitochondrial expression,173,0.15068207022254868,0.9017341040462428,0.17610080010225845,0.1984592916810669,0.022358491578808426
expression,OS,GSE298393:GSM9013404,6,1,training_all_mean_TPM,dna_repair,DNA repair expression,136,0.14608206769780202,0.8014705882352942,0.11973234029137425,0.14087616356652494,0.02114382327515067
expression,OS,GSE298393:GSM9013404,6,1,training_all_mean_TPM,oxidative_stress,Oxidative-stress-associated expression,43,0.08798594183700029,0.7209302325581395,0.006727627949254339,0.024991444192196365,0.01826381624294203
expression,OS,GSE298393:GSM9013404,6,1,training_all_mean_TPM,inflammatory_signaling,Inflammatory signaling,183,0.06424846403463616,0.6229508196721312,0.04985088097540093,0.11707604435617225,0.06722516338077131
expression,OS,GSE298393:GSM9013404,6,1,training_all_mean_TPM,proteostasis,Unfolded-protein-response expression,102,0.15746752574455505,0.8627450980392157,0.08868788765043584,0.10845542509376753,0.019767537443331682
expression,OS,GSE298393:GSM9013404,6,1,training_all_mean_TPM,muscle_remodeling,Muscle differentiation/remodeling,190,0.05360299580804023,0.5736842105263158,0.10305412460602488,0.1477534725244089,0.04469934791838402
expression,OS,GSE298393:GSM9013405,7,1,training_ground_mean_TPM,mitochondrial_expression,Mitochondrial expression,173,0.15476489913343006,0.815028901734104,0.22784128337132617,0.2359218998649247,0.00808061649359854
expression,OS,GSE298393:GSM9013405,7,1,training_ground_mean_TPM,dna_repair,DNA repair expression,136,0.21713691906017416,0.8308823529411765,0.20822105064699348,0.2171767488757933,0.0089556982287998
expression,OS,GSE298393:GSM9013405,7,1,training_ground_mean_TPM,oxidative_stress,Oxidative-stress-associated expression,43,0.145050217332535,0.6744186046511628,0.04036746990411169,0.050884911010166664,0.010517441106054966
