,adipose,brain,colon,heart,liver,lung,skeletal_muscle,skin
adipose,1.0,-0.10542939603328705,0.05866161733865738,0.03208787739276886,0.005198493134230375,-0.016415739431977272,0.022748902440071106,-0.23042775690555573
brain,-0.10542939603328705,1.0,-0.05339896306395531,-0.16863694787025452,-0.034471020102500916,-0.22401916980743408,-0.0456964373588562,-0.10999228805303574
colon,0.05866161733865738,-0.05339896306395531,1.0000001192092896,0.10510282218456268,-0.047147661447525024,-0.08659187704324722,0.03856417536735535,-0.19167734682559967
heart,0.03208787739276886,-0.16863694787025452,0.10510282218456268,1.0,-0.41190117597579956,0.13855545222759247,0.029924534261226654,-0.02231142669916153
liver,0.005198493134230375,-0.034471020102500916,-0.047147661447525024,-0.41190117597579956,0.9999998807907104,-0.0614098384976387,-0.44233545660972595,-0.05274960398674011
lung,-0.016415739431977272,-0.22401916980743408,-0.08659187704324722,0.13855545222759247,-0.0614098384976387,1.0,-0.04407716169953346,0.007060373667627573
skeletal_muscle,0.022748902440071106,-0.0456964373588562,0.03856417536735535,0.029924534261226654,-0.44233545660972595,-0.04407716169953346,1.0,-0.004954138770699501
skin,-0.23042775690555573,-0.10999228805303574,-0.19167734682559967,-0.02231142669916153,-0.05274960398674011,0.007060373667627573,-0.004954138770699501,1.0
