epoch,train_loss,val_loss
0,1.520366029024124,1.1415631771087646
1,1.12039938621521,1.1016777753829956
2,1.0794807611465453,1.074658751487732
3,1.0497733739852906,1.0473062992095947
4,1.019946497440338,1.014074683189392
