model,context,calibration,auroc,balanced_accuracy,n,TP,TN,FP,FN,mean_positive_logit,mean_negative_logit
original__expression__hard_negative__matched_control,GSE242706|NCBI_gene_counts|Lung epithelium|Lung epithelium_7d,2,1.0,0.5,6,0,2,0,4,-9.696472973412662,-16.94450191462868
original__expression__hard_negative__matched_control,GSE242706|NCBI_gene_counts|Lung epithelium|Lung epithelium_7d,3,0.375,0.375,6,1,1,1,3,-1.271805498769963,-0.09516696534329444
original__expression__hard_negative__matched_control,GSE242706|NCBI_gene_counts|Lung epithelium|Lung epithelium_7d,4,0.625,0.5,6,0,2,0,4,-6.849017173722614,-11.249590315248593
original__expression__hard_negative__matched_control,GSE242706|NCBI_gene_counts|Lung epithelium|Lung epithelium_7d,5,0.625,0.5,6,0,2,0,4,-3.1370479922472594,-3.825651952297889
original__expression__ir_control__absolute,GSE242706|NCBI_gene_counts|Lung endothelium|Lung endothelium_6h,0,0.6666666666666667,0.5,7,4,0,3,0,25.503541721282218,23.948594663740135
original__expression__ir_control__absolute,GSE242706|NCBI_gene_counts|Lung endothelium|Lung endothelium_7d,0,1.0,0.5,7,4,0,3,0,40.15458060252612,28.874805317831385
original__expression__ir_control__absolute,GSE242706|NCBI_gene_counts|Lung epithelium|Lung epithelium_6h,0,0.75,0.5,8,4,0,4,0,25.486978615756513,23.77827598709057
original__expression__ir_control__absolute,GSE242706|NCBI_gene_counts|Lung epithelium|Lung epithelium_7d,0,0.6875,0.5,8,4,0,4,0,27.83565106679944,26.34154164773547
original__expression__ir_control__matched_control,GSE242706|NCBI_gene_counts|Lung endothelium|Lung endothelium_6h,3,0.25,0.5,5,0,1,0,4,-5.72811964225946,-3.7497947127476707
original__expression__ir_control__matched_control,GSE242706|NCBI_gene_counts|Lung endothelium|Lung endothelium_6h,4,1.0,0.5,5,0,1,0,4,-8.582456872881563,-12.312806404613983
original__expression__ir_control__matched_control,GSE242706|NCBI_gene_counts|Lung endothelium|Lung endothelium_6h,5,0.75,0.5,5,0,1,0,4,-8.187698332693149,-11.128530784048731
original__expression__ir_control__matched_control,GSE242706|NCBI_gene_counts|Lung endothelium|Lung endothelium_7d,3,1.0,0.875,5,3,1,0,1,0.7520056350565518,-9.361818167823605
original__expression__ir_control__matched_control,GSE242706|NCBI_gene_counts|Lung endothelium|Lung endothelium_7d,4,1.0,0.875,5,3,1,0,1,-0.11045026599828983,-11.949185870988128
original__expression__ir_control__matched_control,GSE242706|NCBI_gene_counts|Lung endothelium|Lung endothelium_7d,5,1.0,0.875,5,3,1,0,1,1.9125690701315317,-5.88012786259866
original__expression__ir_control__matched_control,GSE242706|NCBI_gene_counts|Lung epithelium|Lung epithelium_6h,0,0.75,0.5,6,0,2,0,4,-8.142752153702979,-10.140739906908628
original__expression__ir_control__matched_control,GSE242706|NCBI_gene_counts|Lung epithelium|Lung epithelium_6h,1,0.75,0.5,6,0,2,0,4,-7.824062522684292,-9.50336064487125
original__expression__ir_control__matched_control,GSE242706|NCBI_gene_counts|Lung epithelium|Lung epithelium_6h,2,0.75,0.5,6,0,2,0,4,-7.543530920233095,-8.942297439968858
original__expression__ir_control__matched_control,GSE242706|NCBI_gene_counts|Lung epithelium|Lung epithelium_6h,3,0.75,0.5,6,0,2,0,4,-7.6649441140676995,-9.18512382763807
original__expression__ir_control__matched_control,GSE242706|NCBI_gene_counts|Lung epithelium|Lung epithelium_6h,4,0.75,0.5,6,0,2,0,4,-7.384412511616503,-8.62406062273567
original__expression__ir_control__matched_control,GSE242706|NCBI_gene_counts|Lung epithelium|Lung epithelium_6h,5,0.75,0.5,6,0,2,0,4,-7.065722880597813,-7.986681360698296
original__expression__ir_control__matched_control,GSE242706|NCBI_gene_counts|Lung epithelium|Lung epithelium_7d,0,0.875,0.5,6,0,2,0,4,-9.073864419730256,-10.951442844999267
original__expression__ir_control__matched_control,GSE242706|NCBI_gene_counts|Lung epithelium|Lung epithelium_7d,1,0.75,0.5,6,0,2,0,4,-7.611315316658771,-8.026344638856298
original__expression__ir_control__matched_control,GSE242706|NCBI_gene_counts|Lung epithelium|Lung epithelium_7d,2,0.875,0.5,6,0,2,0,4,-9.697877934690831,-12.199469874920421
original__expression__ir_control__matched_control,GSE242706|NCBI_gene_counts|Lung epithelium|Lung epithelium_7d,3,0.375,0.5,6,0,2,0,4,-6.56211869357387,-5.927951392686501
original__expression__ir_control__matched_control,GSE242706|NCBI_gene_counts|Lung epithelium|Lung epithelium_7d,4,0.5,0.5,6,0,2,0,4,-8.648681311605936,-10.101076628750624
original__expression__ir_control__matched_control,GSE242706|NCBI_gene_counts|Lung epithelium|Lung epithelium_7d,5,0.375,0.5,6,0,2,0,4,-7.18613220853445,-7.175978422607657
