model,context,calibration,evaluation,auroc,balanced_accuracy,n,TP,TN,FP,FN,mean_positive_logit,mean_negative_logit
ncbi__bridge__ir_control__matched_control,GSE242706|NCBI_gene_counts|Lung endothelium|Lung endothelium_7d,0,lung_development,1.0,1.0,6,4,2,0,0,8.725739594140382,-12.23705523185282
ncbi__bridge__ir_control__matched_control,GSE242706|NCBI_gene_counts|Lung endothelium|Lung endothelium_7d,1,lung_development,1.0,1.0,6,4,2,0,0,13.353022642100179,-2.9824891359332306
ncbi__bridge__ir_control__matched_control,GSE242706|NCBI_gene_counts|Lung endothelium|Lung endothelium_7d,2,lung_development,1.0,1.0,6,4,2,0,0,11.468364484794808,-6.751805450543966
ncbi__bridge__ir_control__matched_control,GSE242706|NCBI_gene_counts|Lung endothelium|Lung endothelium_7d,3,lung_development,1.0,1.0,6,4,2,0,0,10.957754147453556,-7.773026125226481
ncbi__bridge__ir_control__matched_control,GSE242706|NCBI_gene_counts|Lung endothelium|Lung endothelium_7d,4,lung_development,1.0,1.0,6,4,2,0,0,9.073095990148195,-11.54234243983721
ncbi__bridge__ir_control__matched_control,GSE242706|NCBI_gene_counts|Lung endothelium|Lung endothelium_7d,5,lung_development,1.0,0.75,6,4,1,1,0,13.70037903810799,-2.2877763439176237
ncbi__bridge__ir_control__matched_control,GSE242706|NCBI_gene_counts|Lung epithelium|Lung epithelium_6h,0,lung_development,1.0,0.5,6,0,2,0,4,-2.590516958343687,-8.04032290957377
ncbi__bridge__ir_control__matched_control,GSE242706|NCBI_gene_counts|Lung epithelium|Lung epithelium_6h,1,lung_development,1.0,0.5,6,0,2,0,4,-2.057642395758247,-6.9745737844028834
ncbi__bridge__ir_control__matched_control,GSE242706|NCBI_gene_counts|Lung epithelium|Lung epithelium_6h,2,lung_development,1.0,0.5,6,0,2,0,4,-2.776311979332721,-8.411912951551837
ncbi__bridge__ir_control__matched_control,GSE242706|NCBI_gene_counts|Lung epithelium|Lung epithelium_6h,3,lung_development,1.0,0.5,6,0,2,0,4,-1.6268148156661102,-6.112918624218609
ncbi__bridge__ir_control__matched_control,GSE242706|NCBI_gene_counts|Lung epithelium|Lung epithelium_6h,4,lung_development,1.0,0.5,6,0,2,0,4,-2.3454843992405885,-7.550257791367564
ncbi__bridge__ir_control__matched_control,GSE242706|NCBI_gene_counts|Lung epithelium|Lung epithelium_6h,5,lung_development,1.0,0.5,6,0,2,0,4,-1.8126098366551446,-6.484508666196685
ncbi__bridge__ir_control__matched_control,GSE242706|NCBI_gene_counts|Lung epithelium|Lung epithelium_7d,0,lung_development,0.625,0.5,6,0,2,0,4,-7.525987720473651,-9.271130102756867
ncbi__bridge__ir_control__matched_control,GSE242706|NCBI_gene_counts|Lung epithelium|Lung epithelium_7d,1,lung_development,0.375,0.5,6,0,2,0,4,-5.337287906746292,-4.89373047530213
ncbi__bridge__ir_control__matched_control,GSE242706|NCBI_gene_counts|Lung epithelium|Lung epithelium_7d,2,lung_development,0.75,0.5,6,0,2,0,4,-8.654816908230181,-11.528788478269933
ncbi__bridge__ir_control__matched_control,GSE242706|NCBI_gene_counts|Lung epithelium|Lung epithelium_7d,3,lung_development,0.25,0.5,6,0,2,0,4,-4.388444217845478,-2.996043097500513
ncbi__bridge__ir_control__matched_control,GSE242706|NCBI_gene_counts|Lung epithelium|Lung epithelium_7d,4,lung_development,0.625,0.5,6,0,2,0,4,-7.705973219329375,-9.63110110046832
ncbi__bridge__ir_control__matched_control,GSE242706|NCBI_gene_counts|Lung epithelium|Lung epithelium_7d,5,lung_development,0.375,0.5,6,0,2,0,4,-5.517273405602015,-5.253701473013587
ncbi__expression__hard_negative__absolute,GSE111437|NCBI_gene_counts|IMR90|24h,0,new_2Gy_challenge,1.0,0.6666666666666666,6,3,1,2,0,2.4976240395568072,-0.11109877331164246
ncbi__expression__hard_negative__absolute,GSE111437|NCBI_gene_counts|IMR90|6h,0,new_2Gy_challenge,0.7777777777777779,0.5,6,3,0,3,0,5.242565960802671,2.8906288045634163
ncbi__expression__hard_negative__absolute,GSE230181|BFX01_expr.txt|IMR90|A,0,held_file,1.0,1.0,9,4,5,0,0,22.02937179319036,-13.388068436749455
ncbi__expression__hard_negative__absolute,GSE230181|BFX02_expr.txt|IMR90|E,0,held_file,1.0,0.8333333333333333,6,3,2,1,0,20.555095356525925,-0.9421123949441824
ncbi__expression__hard_negative__absolute,GSE230181|BFX17_expr.txt|ADSC|ADSC,0,other_cell_held_file,1.0,0.5,5,2,0,3,0,42.29612411633682,27.597391384790836
ncbi__expression__hard_negative__absolute,GSE230181|BFX17_expr.txt|HMVEC|HMVEC,0,other_cell_held_file,1.0,0.5,6,3,0,3,0,56.17759629528947,50.45966444353681
ncbi__expression__hard_negative__absolute,GSE230181|BFX17_expr.txt|HUVEC|HUVEC,0,other_cell_held_file,1.0,0.5,5,3,0,2,0,51.415696943163816,41.22865132961524
ncbi__expression__hard_negative__absolute,GSE230181|BFX17_expr.txt|IMR90|B,0,held_file,1.0,1.0,5,3,2,0,0,13.944281580623063,-5.514147943198617
ncbi__expression__hard_negative__absolute,GSE230181|BFX17_expr.txt|IMR90|C,0,held_file,1.0,1.0,6,3,3,0,0,14.78488230945698,-11.000175001916157
ncbi__expression__hard_negative__absolute,GSE230181|BFX17_expr.txt|RPTEC|RPTEC,0,other_cell_held_file,1.0,0.5,6,3,0,3,0,102.55767534751203,76.20400364727409
ncbi__expression__hard_negative__absolute,GSE230181|BFX36_expr.txt|IMR90|D,0,held_file,1.0,1.0,9,4,5,0,0,12.669429342207724,-9.802714807575565
ncbi__expression__hard_negative__absolute,GSE242706|NCBI_gene_counts|Lung endothelium|Lung endothelium_6h,0,lung_development,0.75,0.5,8,4,0,4,0,92.60082816227508,88.73170565624093
ncbi__expression__hard_negative__absolute,GSE242706|NCBI_gene_counts|Lung endothelium|Lung endothelium_7d,0,lung_development,1.0,0.5,8,4,0,4,0,132.25844609172515,103.88862875571478
ncbi__expression__hard_negative__absolute,GSE242706|NCBI_gene_counts|Lung epithelium|Lung epithelium_6h,0,lung_development,0.75,0.5,8,4,0,4,0,92.05640625769153,88.18369959586727
ncbi__expression__hard_negative__absolute,GSE242706|NCBI_gene_counts|Lung epithelium|Lung epithelium_7d,0,lung_development,0.9375,0.5,8,4,0,4,0,98.83093230269304,93.62782098457792
ncbi__expression__hard_negative__matched_control,GSE111437|NCBI_gene_counts|IMR90|24h,0,new_2Gy_challenge,1.0,0.5,4,0,1,0,3,-4.9484206163002185,-10.088949657602043
ncbi__expression__hard_negative__matched_control,GSE111437|NCBI_gene_counts|IMR90|24h,1,new_2Gy_challenge,1.0,0.5,4,0,1,0,3,-4.294760924339007,-8.12797058171841
ncbi__expression__hard_negative__matched_control,GSE111437|NCBI_gene_counts|IMR90|24h,2,new_2Gy_challenge,1.0,0.5,4,0,1,0,3,-4.301531058613166,-8.148280984540877
ncbi__expression__hard_negative__matched_control,GSE111437|NCBI_gene_counts|IMR90|6h,0,new_2Gy_challenge,0.3333333333333333,0.5,4,0,1,0,3,-5.916998886966461,-5.6024553877028485
ncbi__expression__hard_negative__matched_control,GSE111437|NCBI_gene_counts|IMR90|6h,1,new_2Gy_challenge,1.0,0.5,4,0,1,0,3,-7.37958443064339,-9.990212018733624
ncbi__expression__hard_negative__matched_control,GSE111437|NCBI_gene_counts|IMR90|6h,2,new_2Gy_challenge,1.0,0.5,4,0,1,0,3,-7.64035836354046,-10.772533817424838
ncbi__expression__hard_negative__matched_control,GSE230181|BFX01_expr.txt|IMR90|A,0,held_file,1.0,1.0,7,4,3,0,0,25.288166073640387,-6.988641078235865
ncbi__expression__hard_negative__matched_control,GSE230181|BFX01_expr.txt|IMR90|A,1,held_file,1.0,1.0,7,4,3,0,0,26.162659068027928,-5.531152754256634
ncbi__expression__hard_negative__matched_control,GSE230181|BFX01_expr.txt|IMR90|A,2,held_file,1.0,1.0,7,4,3,0,0,25.272764608937795,-7.014310186073518
ncbi__expression__hard_negative__matched_control,GSE230181|BFX01_expr.txt|IMR90|A,3,held_file,1.0,1.0,7,4,3,0,0,25.251905560392387,-7.049075266982542
ncbi__expression__hard_negative__matched_control,GSE230181|BFX01_expr.txt|IMR90|A,4,held_file,1.0,1.0,7,4,3,0,0,24.19908911294577,-8.803769346060225
ncbi__expression__hard_negative__matched_control,GSE230181|BFX01_expr.txt|IMR90|A,5,held_file,1.0,1.0,7,4,3,0,0,23.30919465385564,-10.286926777877108
ncbi__expression__hard_negative__matched_control,GSE230181|BFX01_expr.txt|IMR90|A,6,held_file,1.0,1.0,7,4,3,0,0,23.288335605310227,-10.321691858786131
ncbi__expression__hard_negative__matched_control,GSE230181|BFX01_expr.txt|IMR90|A,7,held_file,1.0,1.0,7,4,3,0,0,24.183687648243186,-8.829438453897875
ncbi__expression__hard_negative__matched_control,GSE230181|BFX01_expr.txt|IMR90|A,8,held_file,1.0,1.0,7,4,3,0,0,24.162828599697768,-8.864203534806899
ncbi__expression__hard_negative__matched_control,GSE230181|BFX01_expr.txt|IMR90|A,9,held_file,1.0,1.0,7,4,3,0,0,23.27293414060763,-10.34736096662378
ncbi__expression__hard_negative__matched_control,GSE230181|BFX02_expr.txt|IMR90|E,0,held_file,1.0,1.0,4,3,1,0,0,14.858750216893766,-12.975611968510927
ncbi__expression__hard_negative__matched_control,GSE230181|BFX02_expr.txt|IMR90|E,1,held_file,1.0,1.0,4,3,1,0,0,14.723534889933008,-13.38125794939322
ncbi__expression__hard_negative__matched_control,GSE230181|BFX02_expr.txt|IMR90|E,2,held_file,1.0,0.5,4,3,0,1,0,19.35398833455292,0.5101023844665497
ncbi__expression__hard_negative__matched_control,GSE230181|BFX17_expr.txt|ADSC|ADSC,0,other_cell_held_file,1.0,1.0,3,2,1,0,0,5.1032632829106035,-10.151707951929687
ncbi__expression__hard_negative__matched_control,GSE230181|BFX17_expr.txt|ADSC|ADSC,1,other_cell_held_file,1.0,1.0,3,2,1,0,0,6.202619245747267,-6.853640063419669
ncbi__expression__hard_negative__matched_control,GSE230181|BFX17_expr.txt|ADSC|ADSC,2,other_cell_held_file,1.0,1.0,3,2,1,0,0,5.784890648417373,-8.106825855409395
ncbi__expression__hard_negative__matched_control,GSE230181|BFX17_expr.txt|HMVEC|HMVEC,0,other_cell_held_file,1.0,0.5,4,0,1,0,3,-5.589915233177045,-7.404442693784456
ncbi__expression__hard_negative__matched_control,GSE230181|BFX17_expr.txt|HMVEC|HMVEC,1,other_cell_held_file,1.0,0.5,4,0,1,0,3,-5.987747156404126,-8.597938463465688
ncbi__expression__hard_negative__matched_control,GSE230181|BFX17_expr.txt|HMVEC|HMVEC,2,other_cell_held_file,1.0,0.5,4,0,1,0,3,-6.1583652397517605,-9.1097927135086
ncbi__expression__hard_negative__matched_control,GSE230181|BFX17_expr.txt|HUVEC|HUVEC,0,other_cell_held_file,1.0,0.8333333333333333,4,2,1,0,1,0.14476568586615235,-7.488395650032208
ncbi__expression__hard_negative__matched_control,GSE230181|BFX17_expr.txt|HUVEC|HUVEC,1,other_cell_held_file,1.0,0.6666666666666666,4,1,1,0,2,-0.7375632876878871,-9.253053597140296
ncbi__expression__hard_negative__matched_control,GSE230181|BFX17_expr.txt|IMR90|B,0,held_file,1.0,1.0,4,3,1,0,0,11.505357165014177,-5.6947162228382835
ncbi__expression__hard_negative__matched_control,GSE230181|BFX17_expr.txt|IMR90|B,1,held_file,1.0,1.0,4,3,1,0,0,8.829348764266209,-11.046733024334218
ncbi__expression__hard_negative__matched_control,GSE230181|BFX17_expr.txt|IMR90|C,0,held_file,1.0,1.0,4,3,1,0,0,15.293396707291157,-12.149322620937102
ncbi__expression__hard_negative__matched_control,GSE230181|BFX17_expr.txt|IMR90|C,1,held_file,1.0,1.0,4,3,1,0,0,18.342093088115863,-3.0032334784629806
ncbi__expression__hard_negative__matched_control,GSE230181|BFX17_expr.txt|IMR90|C,2,held_file,1.0,1.0,4,3,1,0,0,16.023298323817304,-9.959617771358658
ncbi__expression__hard_negative__matched_control,GSE230181|BFX17_expr.txt|RPTEC|RPTEC,0,other_cell_held_file,1.0,1.0,4,3,1,0,0,12.908068842736435,-8.948294046656587
ncbi__expression__hard_negative__matched_control,GSE230181|BFX17_expr.txt|RPTEC|RPTEC,1,other_cell_held_file,1.0,1.0,4,3,1,0,0,12.999917391259352,-8.67274840108783
ncbi__expression__hard_negative__matched_control,GSE230181|BFX17_expr.txt|RPTEC|RPTEC,2,other_cell_held_file,1.0,1.0,4,3,1,0,0,13.393789717283846,-7.491131423014337
ncbi__expression__hard_negative__matched_control,GSE230181|BFX36_expr.txt|IMR90|D,0,held_file,1.0,1.0,7,4,3,0,0,12.328875677913887,-8.962465647486447
ncbi__expression__hard_negative__matched_control,GSE230181|BFX36_expr.txt|IMR90|D,1,held_file,1.0,1.0,7,4,3,0,0,12.21874623161607,-9.146014724649474
ncbi__expression__hard_negative__matched_control,GSE230181|BFX36_expr.txt|IMR90|D,2,held_file,1.0,1.0,7,4,3,0,0,12.496450287383709,-8.683174631703404
ncbi__expression__hard_negative__matched_control,GSE230181|BFX36_expr.txt|IMR90|D,3,held_file,1.0,1.0,7,4,3,0,0,12.294801892956645,-9.019255289081848
ncbi__expression__hard_negative__matched_control,GSE230181|BFX36_expr.txt|IMR90|D,4,held_file,1.0,1.0,7,4,3,0,0,12.243091170401652,-9.105439826673498
ncbi__expression__hard_negative__matched_control,GSE230181|BFX36_expr.txt|IMR90|D,5,held_file,1.0,1.0,7,4,3,0,0,12.520795226169296,-8.642599733727431
ncbi__expression__hard_negative__matched_control,GSE230181|BFX36_expr.txt|IMR90|D,6,held_file,1.0,1.0,7,4,3,0,0,12.319146831742229,-8.978680391105875
ncbi__expression__hard_negative__matched_control,GSE230181|BFX36_expr.txt|IMR90|D,7,held_file,1.0,1.0,7,4,3,0,0,12.410665779871476,-8.826148810890459
ncbi__expression__hard_negative__matched_control,GSE230181|BFX36_expr.txt|IMR90|D,8,held_file,1.0,1.0,7,4,3,0,0,12.209017385444415,-9.162229468268903
ncbi__expression__hard_negative__matched_control,GSE230181|BFX36_expr.txt|IMR90|D,9,held_file,1.0,1.0,7,4,3,0,0,12.486721441212051,-8.699389375322832
ncbi__expression__hard_negative__matched_control,GSE242706|NCBI_gene_counts|Lung endothelium|Lung endothelium_6h,0,lung_development,0.625,0.375,6,1,1,1,3,-3.1883020163996383,-4.4013493951035505
ncbi__expression__hard_negative__matched_control,GSE242706|NCBI_gene_counts|Lung endothelium|Lung endothelium_6h,1,lung_development,0.625,0.375,6,1,1,1,3,-2.092680300169963,-2.2101059626442066
ncbi__expression__hard_negative__matched_control,GSE242706|NCBI_gene_counts|Lung endothelium|Lung endothelium_6h,2,lung_development,1.0,0.5,6,0,2,0,4,-8.746544666990264,-15.517834696284806
ncbi__expression__hard_negative__matched_control,GSE242706|NCBI_gene_counts|Lung endothelium|Lung endothelium_6h,3,lung_development,0.625,0.375,6,1,1,1,3,-2.017110378659228,-2.0589661196227316
ncbi__expression__hard_negative__matched_control,GSE242706|NCBI_gene_counts|Lung endothelium|Lung endothelium_6h,4,lung_development,1.0,0.5,6,0,2,0,4,-8.670974745479532,-15.366694853263336
ncbi__expression__hard_negative__matched_control,GSE242706|NCBI_gene_counts|Lung endothelium|Lung endothelium_6h,5,lung_development,1.0,0.5,6,0,2,0,4,-7.575353029249855,-13.17545142080399
ncbi__expression__hard_negative__matched_control,GSE242706|NCBI_gene_counts|Lung endothelium|Lung endothelium_7d,0,lung_development,1.0,1.0,6,4,2,0,0,11.950108394507279,-12.637996542466546
ncbi__expression__hard_negative__matched_control,GSE242706|NCBI_gene_counts|Lung endothelium|Lung endothelium_7d,1,lung_development,1.0,1.0,6,4,2,0,0,16.66052331918623,-3.2171666931086307
ncbi__expression__hard_negative__matched_control,GSE242706|NCBI_gene_counts|Lung endothelium|Lung endothelium_7d,2,lung_development,1.0,1.0,6,4,2,0,0,14.64029701270059,-7.257619306079915
ncbi__expression__hard_negative__matched_control,GSE242706|NCBI_gene_counts|Lung endothelium|Lung endothelium_7d,3,lung_development,1.0,1.0,6,4,2,0,0,13.109515910826731,-10.31918150982763
ncbi__expression__hard_negative__matched_control,GSE242706|NCBI_gene_counts|Lung endothelium|Lung endothelium_7d,4,lung_development,1.0,1.0,6,4,2,0,0,11.089289604341085,-14.359634122798914
ncbi__expression__hard_negative__matched_control,GSE242706|NCBI_gene_counts|Lung endothelium|Lung endothelium_7d,5,lung_development,1.0,1.0,6,4,2,0,0,15.799704529020044,-4.938804273441001
ncbi__expression__hard_negative__matched_control,GSE242706|NCBI_gene_counts|Lung epithelium|Lung epithelium_6h,0,lung_development,0.75,0.5,6,0,2,0,4,-6.600179097381885,-10.48342513317002
ncbi__expression__hard_negative__matched_control,GSE242706|NCBI_gene_counts|Lung epithelium|Lung epithelium_6h,1,lung_development,0.75,0.625,6,1,2,0,3,-5.540049951814913,-8.36316684203608
ncbi__expression__hard_negative__matched_control,GSE242706|NCBI_gene_counts|Lung epithelium|Lung epithelium_6h,2,lung_development,0.75,0.625,6,1,2,0,3,-5.876434250889776,-9.03593544018581
ncbi__expression__hard_negative__matched_control,GSE242706|NCBI_gene_counts|Lung epithelium|Lung epithelium_6h,3,lung_development,0.75,0.625,6,1,2,0,3,-5.628899218657736,-8.540865375721731
ncbi__expression__hard_negative__matched_control,GSE242706|NCBI_gene_counts|Lung epithelium|Lung epithelium_6h,4,lung_development,0.75,0.625,6,1,2,0,3,-5.965283517732603,-9.213633973871456
ncbi__expression__hard_negative__matched_control,GSE242706|NCBI_gene_counts|Lung epithelium|Lung epithelium_6h,5,lung_development,0.75,0.625,6,1,2,0,3,-4.90515437216563,-7.093375682737518
ncbi__expression__hard_negative__matched_control,GSE242706|NCBI_gene_counts|Lung epithelium|Lung epithelium_7d,0,lung_development,0.5,0.5,6,0,2,0,4,-8.926645882212576,-12.531072158488183
ncbi__expression__hard_negative__matched_control,GSE242706|NCBI_gene_counts|Lung epithelium|Lung epithelium_7d,1,lung_development,0.5,0.5,6,0,2,0,4,-5.333076390056357,-5.343933174175733
ncbi__expression__hard_negative__matched_control,GSE242706|NCBI_gene_counts|Lung epithelium|Lung epithelium_7d,2,lung_development,1.0,0.5,6,0,2,0,4,-10.281278484961156,-15.24033736398533
ncbi__expression__hard_negative__matched_control,GSE242706|NCBI_gene_counts|Lung epithelium|Lung epithelium_7d,3,lung_development,0.0,0.5,6,0,2,0,4,-3.8293415289295956,-2.3364634519222105
ncbi__expression__hard_negative__matched_control,GSE242706|NCBI_gene_counts|Lung epithelium|Lung epithelium_7d,4,lung_development,0.5,0.5,6,0,2,0,4,-8.777543623834394,-12.232867641731804
ncbi__expression__hard_negative__matched_control,GSE242706|NCBI_gene_counts|Lung epithelium|Lung epithelium_7d,5,lung_development,0.5,0.5,6,0,2,0,4,-5.183974131678168,-5.045728657419359
ncbi__expression__ir_control__absolute,GSE111437|NCBI_gene_counts|IMR90|24h,0,new_2Gy_challenge,1.0,0.5,6,0,3,0,3,-2.4988059582305224,-5.0187177815336455
ncbi__expression__ir_control__absolute,GSE111437|NCBI_gene_counts|IMR90|6h,0,new_2Gy_challenge,0.888888888888889,0.5,6,0,3,0,3,-3.8027550401419554,-5.0340116697265715
ncbi__expression__ir_control__absolute,GSE230181|BFX01_expr.txt|IMR90|A,0,held_file,1.0,1.0,9,4,5,0,0,9.29875496841644,-10.613495790455802
ncbi__expression__ir_control__absolute,GSE230181|BFX02_expr.txt|IMR90|E,0,held_file,1.0,1.0,6,3,3,0,0,10.812591971052626,-4.900870373328317
ncbi__expression__ir_control__absolute,GSE230181|BFX17_expr.txt|ADSC|ADSC,0,other_cell_held_file,1.0,0.5,5,2,0,3,0,11.607446571321919,3.7846771833596837
ncbi__expression__ir_control__absolute,GSE230181|BFX17_expr.txt|HMVEC|HMVEC,0,other_cell_held_file,1.0,0.5,6,3,0,3,0,15.224397065525112,11.068348724144835
ncbi__expression__ir_control__absolute,GSE230181|BFX17_expr.txt|HUVEC|HUVEC,0,other_cell_held_file,1.0,0.5,5,3,0,2,0,10.322508559432709,5.8511136552564995
ncbi__expression__ir_control__absolute,GSE230181|BFX17_expr.txt|IMR90|B,0,held_file,1.0,1.0,5,3,2,0,0,5.9170168610139084,-5.02529748873744
ncbi__expression__ir_control__absolute,GSE230181|BFX17_expr.txt|IMR90|C,0,held_file,1.0,1.0,6,3,3,0,0,5.90124706241825,-5.743315672267925
ncbi__expression__ir_control__absolute,GSE230181|BFX17_expr.txt|RPTEC|RPTEC,0,other_cell_held_file,1.0,0.5,6,3,0,3,0,22.261737533042197,13.762287996795978
ncbi__expression__ir_control__absolute,GSE230181|BFX36_expr.txt|IMR90|D,0,held_file,1.0,1.0,9,4,5,0,0,11.52903872979476,-6.681710292430867
ncbi__expression__ir_control__absolute,GSE242706|NCBI_gene_counts|Lung endothelium|Lung endothelium_6h,0,lung_development,0.75,0.5,8,4,0,4,0,21.61877551631462,19.783185234479983
ncbi__expression__ir_control__absolute,GSE242706|NCBI_gene_counts|Lung endothelium|Lung endothelium_7d,0,lung_development,1.0,0.5,8,4,0,4,0,35.182536080616586,24.532037129156034
ncbi__expression__ir_control__absolute,GSE242706|NCBI_gene_counts|Lung epithelium|Lung epithelium_6h,0,lung_development,0.75,0.5,8,4,0,4,0,20.96766750517439,19.82771124249756
ncbi__expression__ir_control__absolute,GSE242706|NCBI_gene_counts|Lung epithelium|Lung epithelium_7d,0,lung_development,0.6875,0.5,8,4,0,4,0,22.748159097353845,21.606461059904575
ncbi__expression__ir_control__matched_control,GSE111437|NCBI_gene_counts|IMR90|24h,0,new_2Gy_challenge,1.0,0.5,4,0,1,0,3,-6.397106862068385,-9.35992289069572
ncbi__expression__ir_control__matched_control,GSE111437|NCBI_gene_counts|IMR90|24h,1,new_2Gy_challenge,1.0,0.5,4,0,1,0,3,-6.354206630383338,-9.231222195640568
ncbi__expression__ir_control__matched_control,GSE111437|NCBI_gene_counts|IMR90|24h,2,new_2Gy_challenge,1.0,0.5,4,0,1,0,3,-6.27349878696776,-8.989098665393838
ncbi__expression__ir_control__matched_control,GSE111437|NCBI_gene_counts|IMR90|6h,0,new_2Gy_challenge,0.0,0.5,4,0,1,0,3,-7.726965610099396,-7.658954731330915
ncbi__expression__ir_control__matched_control,GSE111437|NCBI_gene_counts|IMR90|6h,1,new_2Gy_challenge,1.0,0.5,4,0,1,0,3,-8.478799758867337,-9.914457177634745
ncbi__expression__ir_control__matched_control,GSE111437|NCBI_gene_counts|IMR90|6h,2,new_2Gy_challenge,1.0,0.5,4,0,1,0,3,-8.509591313910574,-10.006831842764464
ncbi__expression__ir_control__matched_control,GSE230181|BFX01_expr.txt|IMR90|A,0,held_file,1.0,1.0,7,4,3,0,0,10.865073457248283,-8.968073611514285
ncbi__expression__ir_control__matched_control,GSE230181|BFX01_expr.txt|IMR90|A,1,held_file,1.0,1.0,7,4,3,0,0,10.940935133461869,-8.841637484491644
ncbi__expression__ir_control__matched_control,GSE230181|BFX01_expr.txt|IMR90|A,2,held_file,1.0,1.0,7,4,3,0,0,10.910969935046936,-8.89157948184986
ncbi__expression__ir_control__matched_control,GSE230181|BFX01_expr.txt|IMR90|A,3,held_file,1.0,1.0,7,4,3,0,0,10.64375972017708,-9.33692983996629
ncbi__expression__ir_control__matched_control,GSE230181|BFX01_expr.txt|IMR90|A,4,held_file,1.0,1.0,7,4,3,0,0,10.811170652082719,-9.057911620123553
ncbi__expression__ir_control__matched_control,GSE230181|BFX01_expr.txt|IMR90|A,5,held_file,1.0,1.0,7,4,3,0,0,10.781205453667791,-9.107853617481767
ncbi__expression__ir_control__matched_control,GSE230181|BFX01_expr.txt|IMR90|A,6,held_file,1.0,1.0,7,4,3,0,0,10.513995238797932,-9.553203975598207
ncbi__expression__ir_control__matched_control,GSE230181|BFX01_expr.txt|IMR90|A,7,held_file,1.0,1.0,7,4,3,0,0,10.857067129881374,-8.981417490459128
ncbi__expression__ir_control__matched_control,GSE230181|BFX01_expr.txt|IMR90|A,8,held_file,1.0,1.0,7,4,3,0,0,10.589856915011516,-9.426767848575563
ncbi__expression__ir_control__matched_control,GSE230181|BFX01_expr.txt|IMR90|A,9,held_file,1.0,1.0,7,4,3,0,0,10.559891716596583,-9.476709845933776
ncbi__expression__ir_control__matched_control,GSE230181|BFX02_expr.txt|IMR90|E,0,held_file,1.0,1.0,4,3,1,0,0,6.852349557994056,-10.874564368953624
ncbi__expression__ir_control__matched_control,GSE230181|BFX02_expr.txt|IMR90|E,1,held_file,1.0,1.0,4,3,1,0,0,6.687041169242757,-11.370489535207511
ncbi__expression__ir_control__matched_control,GSE230181|BFX02_expr.txt|IMR90|E,2,held_file,1.0,1.0,4,3,1,0,0,8.857072460454054,-4.860395661573618
ncbi__expression__ir_control__matched_control,GSE230181|BFX17_expr.txt|ADSC|ADSC,0,other_cell_held_file,1.0,1.0,3,2,1,0,0,0.16431575102938845,-8.686686873436384
ncbi__expression__ir_control__matched_control,GSE230181|BFX17_expr.txt|ADSC|ADSC,1,other_cell_held_file,1.0,0.75,3,1,1,0,1,-0.0110790025993548,-9.212871134322622
ncbi__expression__ir_control__matched_control,GSE230181|BFX17_expr.txt|ADSC|ADSC,2,other_cell_held_file,1.0,1.0,3,2,1,0,0,0.12233417976576386,-8.81263158722726
ncbi__expression__ir_control__matched_control,GSE230181|BFX17_expr.txt|HMVEC|HMVEC,0,other_cell_held_file,1.0,0.5,4,0,1,0,3,-4.387954038020857,-8.832759651232276
ncbi__expression__ir_control__matched_control,GSE230181|BFX17_expr.txt|HMVEC|HMVEC,1,other_cell_held_file,1.0,0.5,4,0,1,0,3,-4.373751258100964,-8.790151311472602
ncbi__expression__ir_control__matched_control,GSE230181|BFX17_expr.txt|HMVEC|HMVEC,2,other_cell_held_file,1.0,0.5,4,0,1,0,3,-4.473460365037231,-9.089278632281404
ncbi__expression__ir_control__matched_control,GSE230181|BFX17_expr.txt|HUVEC|HUVEC,0,other_cell_held_file,1.0,0.5,4,0,1,0,3,-3.8985911554111197,-8.812977922378192
ncbi__expression__ir_control__matched_control,GSE230181|BFX17_expr.txt|HUVEC|HUVEC,1,other_cell_held_file,1.0,0.5,4,0,1,0,3,-3.9896764313616764,-8.995148474279311
ncbi__expression__ir_control__matched_control,GSE230181|BFX17_expr.txt|IMR90|B,0,held_file,1.0,1.0,4,3,1,0,0,3.6359294815090863,-7.917718221572487
ncbi__expression__ir_control__matched_control,GSE230181|BFX17_expr.txt|IMR90|B,1,held_file,1.0,1.0,4,3,1,0,0,2.649584504752819,-9.890408175085025
ncbi__expression__ir_control__matched_control,GSE230181|BFX17_expr.txt|IMR90|C,0,held_file,1.0,1.0,4,3,1,0,0,4.659053805203549,-9.854482834286678
ncbi__expression__ir_control__matched_control,GSE230181|BFX17_expr.txt|IMR90|C,1,held_file,1.0,1.0,4,3,1,0,0,5.5989290617517895,-7.034857064641966
ncbi__expression__ir_control__matched_control,GSE230181|BFX17_expr.txt|IMR90|C,2,held_file,1.0,1.0,4,3,1,0,0,4.669598184613232,-9.822849696057624
ncbi__expression__ir_control__matched_control,GSE230181|BFX17_expr.txt|RPTEC|RPTEC,0,other_cell_held_file,1.0,1.0,4,3,1,0,0,1.0215368233480513,-8.76888686806699
ncbi__expression__ir_control__matched_control,GSE230181|BFX17_expr.txt|RPTEC|RPTEC,1,other_cell_held_file,1.0,1.0,4,3,1,0,0,0.942491107399691,-9.006024015912075
ncbi__expression__ir_control__matched_control,GSE230181|BFX17_expr.txt|RPTEC|RPTEC,2,other_cell_held_file,1.0,1.0,4,3,1,0,0,0.9654062090346497,-8.937278711007199
