epoch,train_loss,val_loss
0,2.8386830152414095,1.3223843574523926
1,1.172095874437509,1.1355950832366943
2,1.1381493523098027,1.116753101348877
3,1.1236990092280574,1.1117857694625854
4,1.1136581046512712,1.1059406995773315
