id,source_nonzero,source_total,coverage
OSD-576:RR23_R-TA_FLT_F2,13551,39720933.0,1.0
OSD-576:RR23_R-TA_FLT_F5,13520,54653667.0,1.0
OSD-576:RR23_R-TA_FLT_F3,13446,42754496.0,1.0
OSD-576:RR23_R-TA_FLT_F7,13376,40065039.0,1.0
OSD-576:RR23_R-TA_FLT_F4,13405,43195627.0,1.0
OSD-580:RRRM2_HRT_GC_LAR_OLD_GO13,13766,37054732.0,1.0
OSD-580:RRRM2_HRT_GC_LAR_OLD_GO15,13831,42873652.0,1.0
OSD-580:RRRM2_HRT_GC_LAR_OLD_GO17,13582,32309886.0,1.0
OSD-580:RRRM2_HRT_GC_LAR_OLD_GO11,13761,54699592.0,1.0
OSD-580:RRRM2_HRT_GC_LAR_OLD_GO19,13680,42594524.0,1.0
OSD-580:RRRM2_HRT_FLT_LAR_OLD_FO19,13692,39085476.0,1.0
OSD-580:RRRM2_HRT_FLT_LAR_OLD_FO17,13684,37117154.0,1.0
OSD-580:RRRM2_HRT_FLT_LAR_OLD_FO3,13733,40783636.0,1.0
OSD-580:RRRM2_HRT_FLT_LAR_OLD_FO5,13803,42441442.0,1.0
OSD-580:RRRM2_HRT_FLT_LAR_OLD_FO1,13708,40225218.0,1.0
OSD-580:RRRM2_HRT_GC_LAR_YNG_GY1,13822,46108706.0,1.0
OSD-580:RRRM2_HRT_GC_LAR_YNG_GY9,13878,45961191.0,1.0
OSD-580:RRRM2_HRT_GC_LAR_YNG_GY7,13775,41301986.0,1.0
OSD-580:RRRM2_HRT_GC_LAR_YNG_GY5,13825,44629555.0,1.0
OSD-580:RRRM2_HRT_GC_LAR_YNG_GY3,13799,44998221.0,1.0
OSD-580:RRRM2_HRT_FLT_LAR_YNG_FY8,13836,46530158.0,1.0
OSD-580:RRRM2_HRT_FLT_LAR_YNG_FY14,13588,43581062.0,1.0
OSD-580:RRRM2_HRT_FLT_LAR_YNG_FY12,13794,38626316.0,1.0
OSD-580:RRRM2_HRT_FLT_LAR_YNG_FY6,13823,44043984.0,1.0
OSD-580:RRRM2_HRT_FLT_LAR_YNG_FY10,13748,38411053.0,1.0
OSD-599:GSM6996079,13093,13842554.0,1.0
OSD-599:GSM6996078,13021,12491574.0,1.0
OSD-599:GSM6996077,13271,13249715.0,1.0
OSD-599:GSM6996082,12759,12827801.0,1.0
OSD-599:GSM6996081,12876,14528608.0,1.0
OSD-599:GSM6996080,13083,14272091.0,1.0
OSD-665:RR23_R-EDL_GC_G5,13241,43240902.0,1.0
OSD-665:RR23_R-EDL_GC_G6,13339,42349471.0,1.0
OSD-665:RR23_R-EDL_GC_G7,13427,50413976.0,1.0
OSD-665:RR23_R-EDL_GC_G2,13368,40569260.0,1.0
OSD-665:RR23_R-EDL_GC_G9,13462,47891527.0,1.0
OSD-665:RR23_R-EDL_GC_G3,13225,45997665.0,1.0
OSD-665:RR23_R-EDL_FLT_F7,13336,47109912.0,1.0
OSD-665:RR23_R-EDL_FLT_F6,14170,36524757.0,1.0
OSD-665:RR23_R-EDL_FLT_F8,13464,47486517.0,1.0
OSD-665:RR23_R-EDL_FLT_F5,13183,44393565.0,1.0
OSD-665:RR23_R-EDL_FLT_F4,13198,42653994.0,1.0
OSD-665:RR23_R-EDL_FLT_F2,13838,43656017.0,1.0
OSD-666:RR23_R-Quad_GC_G9,13171,47086524.0,1.0
OSD-666:RR23_R-Quad_GC_G5,13221,54702230.0,1.0
OSD-666:RR23_R-Quad_GC_G4,13441,57762775.0,1.0
OSD-666:RR23_R-Quad_GC_G1_techrep1,13302,47342992.0,1.0
OSD-666:RR23_R-Quad_GC_G2,13416,59609502.0,1.0
OSD-666:RR23_R-Quad_GC_G8,13358,51174708.0,1.0
OSD-666:RR23_R-Quad_FLT_F6,13520,44787909.0,1.0
OSD-666:RR23_R-Quad_FLT_F5,13490,52965227.0,1.0
OSD-666:RR23_R-Quad_FLT_F8,13548,60279557.0,1.0
OSD-666:RR23_R-Quad_FLT_F2,13552,47852538.0,1.0
OSD-666:RR23_R-Quad_FLT_F4,13326,52654278.0,1.0
OSD-666:RR23_R-Quad_FLT_F9,13351,51022684.0,1.0
OSD-667:RR10_CLN_GC_KO_G11,14315,21664969.0,1.0
OSD-667:RR10_CLN_GC_KO_G15,14350,28109105.0,1.0
OSD-667:RR10_CLN_GC_KO_G19,13481,11556558.0,1.0
OSD-667:RR10_CLN_FLT_KO_F11,14357,30893460.0,1.0
OSD-667:RR10_CLN_FLT_KO_F15,14214,25378054.0,1.0
OSD-667:RR10_CLN_FLT_KO_F19,14117,26755393.0,1.0
OSD-686:GSM7708683,12207,14035905.0,1.0
OSD-686:GSM7708684,11687,10509970.0,1.0
OSD-686:GSM7708682,12159,11945140.0,1.0
OSD-686:GSM7708685,12187,13908013.0,1.0
OSD-686:GSM7708686,11914,12516919.0,1.0
OSD-686:GSM7708688,11923,10879727.0,1.0
OSD-686:GSM7708687,12183,15351029.0,1.0
OSD-686:GSM7708690,11838,8539602.0,1.0
OSD-686:GSM7708689,11590,13303695.0,1.0
OSD-770:RR23_R-SLS_GC_G1_techrep1,14367,46089481.0,1.0
OSD-770:RR23_R-SLS_GC_G3,14109,44798047.0,1.0
OSD-770:RR23_R-SLS_GC_G9,14453,35041208.0,1.0
OSD-770:RR23_R-SLS_GC_G6,14073,46162685.0,1.0
OSD-770:RR23_R-SLS_GC_G2,14757,36883013.0,1.0
OSD-770:RR23_R-SLS_GC_G5,14514,38201834.0,1.0
OSD-770:RR23_R-SLS_FLT_F4,14450,48636032.0,1.0
OSD-770:RR23_R-SLS_FLT_F7,13764,44777929.0,1.0
OSD-770:RR23_R-SLS_FLT_F1_techrep1,14373,31333110.0,1.0
OSD-770:RR23_R-SLS_FLT_F9,14846,31860055.0,1.0
OSD-770:RR23_R-SLS_FLT_F5,14704,41185933.0,1.0
OSD-770:RR23_R-SLS_FLT_F3,14745,30633488.0,1.0
OSD-99:Mmus_C57-6J_EDL_GC_Rep6_M40,13559,65252128.0,1.0
OSD-99:Mmus_C57-6J_EDL_GC_Rep3_M37,13500,60976641.0,1.0
OSD-99:Mmus_C57-6J_EDL_GC_Rep1_M31,13482,68985703.0,1.0
OSD-99:Mmus_C57-6J_EDL_GC_Rep4_M38,13472,59251387.0,1.0
OSD-99:Mmus_C57-6J_EDL_GC_Rep2_M32,13353,63596216.0,1.0
OSD-99:Mmus_C57-6J_EDL_GC_Rep5_M39,13532,64480299.0,1.0
OSD-99:Mmus_C57-6J_EDL_FLT_Rep6_M30,13522,64139704.0,1.0
OSD-99:Mmus_C57-6J_EDL_FLT_Rep3_M27,13527,67369126.0,1.0
OSD-99:Mmus_C57-6J_EDL_FLT_Rep2_M26,13563,75475428.0,1.0
OSD-99:Mmus_C57-6J_EDL_FLT_Rep1_M23,13321,46962759.0,1.0
OSD-99:Mmus_C57-6J_EDL_FLT_Rep5_M29,13556,67274083.0,1.0
OSD-99:Mmus_C57-6J_EDL_FLT_Rep4_M28,13498,63359688.0,1.0
GSE137081:GSM4066596,14047,28859900.0,0.996505110451698
GSE137081:GSM4066597,14275,24551172.0,0.996505110451698
GSE137081:GSM4066598,14487,31355904.0,0.996505110451698
GSE137081:GSM4066599,14009,30501269.0,0.996505110451698
GSE137081:GSM4066600,14277,28904658.0,0.996505110451698
GSE137081:GSM4066601,14593,31161005.0,0.996505110451698
GSE137081:GSM4066602,14042,37463725.0,0.996505110451698
GSE137081:GSM4066603,14081,31391967.0,0.996505110451698
GSE137081:GSM4066604,14412,32860193.0,0.996505110451698
GSE137081:GSM4066605,13833,24930981.0,0.996505110451698
GSE137081:GSM4066606,14022,21199830.0,0.996505110451698
GSE137081:GSM4066607,14371,33684266.0,0.996505110451698
GSE137081:GSM4066608,14058,30119234.0,0.996505110451698
GSE137081:GSM4066609,13665,30000679.0,0.996505110451698
GSE137081:GSM4066610,14442,33399544.0,0.996505110451698
GSE137081:GSM4066611,14129,33183701.0,0.996505110451698
GSE137081:GSM4066612,14229,30645619.0,0.996505110451698
GSE137081:GSM4066613,14421,25562375.0,0.996505110451698
GSE113165:GSM3098323,13801,11801970.0,0.996505110451698
GSE113165:GSM3098324,13646,7731262.0,0.996505110451698
GSE113165:GSM3098333,13920,14620577.0,0.996505110451698
GSE113165:GSM3098334,14061,13701779.0,0.996505110451698
GSE113165:GSM3098337,13886,15373814.0,0.996505110451698
GSE113165:GSM3098338,13915,16410664.0,0.996505110451698
GSE113165:GSM3098339,14220,33130461.0,0.996505110451698
GSE113165:GSM3098340,14101,27905528.0,0.996505110451698
GSE113165:GSM3098343,13596,8254405.0,0.996505110451698
GSE113165:GSM3098344,13312,9560717.0,0.996505110451698
GSE113165:GSM3098345,13423,7635304.0,0.996505110451698
GSE113165:GSM3098346,13580,8609522.0,0.996505110451698
GSE113165:GSM3098347,13688,12737630.0,0.996505110451698
GSE113165:GSM3098348,13533,10457719.0,0.996505110451698
GSE113165:GSM3098351,13585,12627972.0,0.996505110451698
GSE113165:GSM3098352,13509,11293459.0,0.996505110451698
GSE113165:GSM3098355,13432,6811121.0,0.996505110451698
GSE113165:GSM3098356,13352,9757440.0,0.996505110451698
GSE113165:GSM3098357,13666,12046693.0,0.996505110451698
GSE113165:GSM3098358,13662,10739493.0,0.996505110451698
GSE113165:GSM3098363,13718,11806566.0,0.996505110451698
GSE113165:GSM3098364,13645,10488869.0,0.996505110451698
GSE113165:GSM3098373,13628,11152526.0,0.996505110451698
GSE113165:GSM3098374,13938,11931318.0,0.996505110451698
GSE126865:GSM3615662,13667,28089665.0,0.996505110451698
GSE126865:GSM3615663,13749,31465977.0,0.996505110451698
GSE126865:GSM3615664,13595,25294989.0,0.996505110451698
GSE126865:GSM3615665,13625,26292834.0,0.996505110451698
GSE126865:GSM3615666,13944,24678932.0,0.996505110451698
GSE126865:GSM3615667,13726,22516654.0,0.996505110451698
GSE234465:GSM7469191,12845,21658973.98,0.9989449390042862
GSE234465:GSM7469192,12866,23144412.330000002,0.9989449390042862
GSE234465:GSM7469193,13271,44530971.09,0.9989449390042862
GSE234465:GSM7469194,13176,38541606.97,0.9989449390042862
GSE234465:GSM7469195,13279,48259642.870000005,0.9989449390042862
GSE234465:GSM7469196,13203,37973197.66,0.9989449390042862
GSE234465:GSM7469197,12699,23345047.35,0.9989449390042862
GSE234465:GSM7469198,12911,34169977.84,0.9989449390042862
GSE234465:GSM7469199,13020,33294910.939999998,0.9989449390042862
GSE234465:GSM7469200,13269,40249329.739999995,0.9989449390042862
GSE234465:GSM7469201,13081,26497955.61,0.9989449390042862
GSE234465:GSM7469202,12965,26254530.16,0.9989449390042862
