gene,source_row,method
ACRBP,3917,exact_symbol
ACRV1,6990,exact_symbol
ACSBG1,2851,exact_symbol
ACSBG2,6260,exact_symbol
ACSF2,12031,exact_symbol
ACSF3,14144,exact_symbol
ACSL1,9454,exact_symbol
ACSL3,5438,exact_symbol
ACSL4,1039,exact_symbol
ACSL5,17366,exact_symbol
ACSL6,11348,exact_symbol
ACSM1,11928,exact_symbol
ACSM3,84,exact_symbol
ACSM4,23215,exact_symbol
ACSM5,15530,exact_symbol
ACSS1,9828,exact_symbol
ACSS2,6398,exact_symbol
ACSS3,3844,exact_symbol
ACTA1,8446,exact_symbol
ACTA2,3449,exact_symbol
ACTB,1316,exact_symbol
ACTBL2,12515,exact_symbol
ACTC1,10332,exact_symbol
ACTG1,15657,exact_symbol
ACTG2,10902,exact_symbol
ACTL10,15303,exact_symbol
ACTL6A,7294,exact_symbol
ACTL6B,1366,exact_symbol
ACTL7A,16408,exact_symbol
ACTL7B,9055,exact_symbol
ACTL9,15122,exact_symbol
ACTN1,1176,exact_symbol
ACTN2,1390,exact_symbol
ACTN3,39029,exact_symbol
ACTN4,6265,exact_symbol
ACTR10,6524,exact_symbol
ACTR1A,7614,exact_symbol
ACTR1B,4358,exact_symbol
ACTR2,7600,exact_symbol
ACTR3,4361,exact_symbol
ACTR5,2530,exact_symbol
ACTR6,1286,exact_symbol
ACTR8,4233,exact_symbol
ACTRT1,5355,exact_symbol
ACTRT2,12663,exact_symbol
ACTRT3,15746,exact_symbol
ACVR1,4374,exact_symbol
ACVR1B,7101,exact_symbol
ACVR1C,5415,exact_symbol
ACVR2A,5222,exact_symbol
ACVR2B,4317,exact_symbol
ACVRL1,7844,exact_symbol
ACY1,38041,exact_symbol
ACY3,6653,exact_symbol
ACYP2,12883,exact_symbol
ADA,17271,exact_symbol
ADAD1,11257,exact_symbol
ADAD2,8044,exact_symbol
ADAM10,7557,exact_symbol
ADAM11,1234,exact_symbol
ADAM12,9149,exact_symbol
ADAM15,8422,exact_symbol
ADAM17,9448,exact_symbol
ADAM18,12408,exact_symbol
ADAM2,2956,exact_symbol
ADAM21,7907,exact_symbol
ADAM22,208,exact_symbol
ADAM23,4345,exact_symbol
ADAM28,592,exact_symbol
ADAM29,12404,exact_symbol
ADAM30,6866,exact_symbol
ADAM32,17365,exact_symbol
ADAM33,9210,exact_symbol
ADAM7,1067,exact_symbol
ADAM8,9439,exact_symbol
ADAM9,12407,exact_symbol
ADAMDEC1,6825,exact_symbol
ADAMTS1,9804,exact_symbol
ADAMTS10,8224,exact_symbol
ADAMTS12,9403,exact_symbol
ADAMTS13,10480,exact_symbol
ADAMTS14,7646,exact_symbol
ADAMTS15,11763,exact_symbol
ADAMTS16,8715,exact_symbol
ADAMTS17,7974,exact_symbol
ADAMTS18,8032,exact_symbol
ADAMTS19,8751,exact_symbol
ADAMTS2,1724,exact_symbol
ADAMTS20,13466,exact_symbol
ADAMTS3,9952,exact_symbol
ADAMTS4,10280,exact_symbol
ADAMTS5,9805,exact_symbol
ADAMTS6,654,exact_symbol
ADAMTS7,7272,exact_symbol
ADAMTS8,6989,exact_symbol
ADAMTS9,11091,exact_symbol
ADAMTSL1,14430,exact_symbol
ADAMTSL2,17591,exact_symbol
ADAMTSL3,9960,exact_symbol
ADAMTSL4,8384,exact_symbol
ADAMTSL5,16090,exact_symbol
ADAP1,3224,exact_symbol
ADAP2,15668,exact_symbol
ADAR,10524,exact_symbol
ADARB1,17442,exact_symbol
ADARB2,16082,exact_symbol
ADAT1,928,exact_symbol
ADAT2,16894,exact_symbol
ADCK1,865,exact_symbol
ADCK2,6770,exact_symbol
ADCK5,13461,exact_symbol
ADCY1,11435,exact_symbol
ADCY10,8343,exact_symbol
ADCY2,1418,exact_symbol
ADCY3,7591,exact_symbol
ADCY4,6144,exact_symbol
ADCY5,13470,exact_symbol
ADCY6,13671,exact_symbol
ADCY7,5148,exact_symbol
ADCY8,9920,exact_symbol
ADCY9,10689,exact_symbol
ADCYAP1,8108,exact_symbol
ADCYAP1R1,1427,exact_symbol
ADD1,1738,exact_symbol
ADD2,1302,exact_symbol
ADD3,9127,exact_symbol
ADGB,4815,exact_symbol
ADGRA1,17380,exact_symbol
ADGRA2,397,exact_symbol
ADGRA3,9608,exact_symbol
ADGRB1,15125,exact_symbol
ADGRB2,5193,exact_symbol
ADGRB3,7046,exact_symbol
ADGRD1,3900,exact_symbol
ADGRE1,13776,exact_symbol
ADGRE5,5352,exact_symbol
ADGRF1,9650,exact_symbol
ADGRF3,13552,exact_symbol
ADGRF4,9651,exact_symbol
ADGRF5,1065,exact_symbol
ADGRG1,20235,exact_symbol
ADGRG2,13580,exact_symbol
ADGRG3,15369,exact_symbol
ADGRG4,10040,exact_symbol
ADGRG5,10375,exact_symbol
ADGRG6,4063,exact_symbol
ADGRG7,8625,exact_symbol
ADGRL1,1174,exact_symbol
ADGRL2,4667,exact_symbol
ADGRL3,9306,exact_symbol
ADGRL4,10782,exact_symbol
ADGRV1,11293,exact_symbol
ADH4,17681,exact_symbol
ADH5,17607,exact_symbol
ADH6,13429,exact_symbol
ADH7,17101,exact_symbol
ADHFE1,8995,exact_symbol
ADI1,15292,exact_symbol
ADIG,15172,exact_symbol
ADIPOQ,15012,exact_symbol
ADIPOR1,10345,exact_symbol
ADIPOR2,160,exact_symbol
ADK,9948,exact_symbol
ADM,9152,exact_symbol
ADM2,5988,exact_symbol
ADNP,2442,exact_symbol
ADNP2,2548,exact_symbol
ADO,15147,exact_symbol
ADORA1,11025,exact_symbol
ADORA2A,6002,exact_symbol
ADORA2B,12826,exact_symbol
ADORA3,60336,exact_symbol
ADPGK,10341,exact_symbol
ADPRH,8632,exact_symbol
ADPRM,12773,exact_symbol
ADPRS,4634,stable_id
ADRA1A,5114,exact_symbol
ADRA1B,12772,exact_symbol
ADRA1D,13182,exact_symbol
ADRA2A,9315,exact_symbol
ADRA2B,55103,exact_symbol
ADRA2C,15688,exact_symbol
ADRB1,599,exact_symbol
ADRB2,12567,exact_symbol
ADRB3,16833,exact_symbol
ADSL,36336,exact_symbol
ADTRP,3972,exact_symbol
AEBP1,3339,exact_symbol
AEBP2,7776,exact_symbol
AEN,14999,exact_symbol
AFAP1,17173,exact_symbol
AFAP1L1,10114,exact_symbol
AFAP1L2,12529,exact_symbol
AFDN,6264,exact_symbol
AFF1,13336,exact_symbol
AFF2,9929,exact_symbol
AFF3,8537,exact_symbol
AFF4,1189,exact_symbol
AFG1L,7108,exact_symbol
AFG3L2,8099,exact_symbol
AFM,1470,exact_symbol
AFMID,15421,exact_symbol
AFP,1521,exact_symbol
AFTPH,4968,exact_symbol
AGA,544,exact_symbol
AGAP1,10166,exact_symbol
AGAP2,7083,exact_symbol
AGAP3,6772,exact_symbol
AGBL1,54614,exact_symbol
AGBL2,11723,exact_symbol
AGBL3,8895,exact_symbol
AGBL4,16182,exact_symbol
AGBL5,1636,exact_symbol
AGER,19880,exact_symbol
AGFG1,13590,exact_symbol
AGFG2,3296,exact_symbol
AGGF1,11304,exact_symbol
AGK,138,exact_symbol
AGL,10804,exact_symbol
AGMAT,4619,exact_symbol
AGMO,16506,exact_symbol
AGO1,1983,exact_symbol
AGO2,5433,exact_symbol
AGO3,5789,exact_symbol
AGO4,6947,exact_symbol
AGPAT1,19882,exact_symbol
AGPAT2,12657,exact_symbol
AGPAT3,10456,exact_symbol
AGPAT4,458,exact_symbol
AGPAT5,9853,exact_symbol
AGPS,380,exact_symbol
AGR2,3324,exact_symbol
AGR3,13535,exact_symbol
AGRN,16673,exact_symbol
AGRP,10389,exact_symbol
AGT,7144,exact_symbol
AGTPBP1,7006,exact_symbol
AGTR2,14939,exact_symbol
AGTRAP,14360,exact_symbol
AGXT,13333,exact_symbol
AGXT2,4187,exact_symbol
AHCTF1,9637,exact_symbol
AHCYL1,12426,exact_symbol
AHCYL2,10223,exact_symbol
AHDC1,5842,exact_symbol
AHI1,7110,exact_symbol
AHNAK,5606,exact_symbol
AHR,3325,exact_symbol
AHRR,860,exact_symbol
AHSA1,2347,exact_symbol
AHSG,8666,exact_symbol
AICDA,3947,exact_symbol
AIDA,16171,exact_symbol
AIF1,19951,exact_symbol
AIF1L,5870,exact_symbol
AIFM1,10021,exact_symbol
AIFM2,582,exact_symbol
AIFM3,15601,exact_symbol
AIG1,8848,exact_symbol
AIM2,11058,exact_symbol
AIMP1,11209,exact_symbol
AIMP2,3285,exact_symbol
AIP,3801,exact_symbol
AIPL1,6121,exact_symbol
AIRE,10461,exact_symbol
AJAP1,17193,exact_symbol
AJM1,31638,exact_symbol
AJUBA,6147,exact_symbol
AK1,3378,exact_symbol
AK2,49,exact_symbol
AK3,9027,exact_symbol
AK5,9716,exact_symbol
AK7,7919,exact_symbol
AK8,11670,exact_symbol
AK9,9842,exact_symbol
AKAIN1,31221,exact_symbol
AKAP1,5130,exact_symbol
AKAP10,3560,exact_symbol
AKAP11,429,exact_symbol
AKAP12,6383,exact_symbol
AKAP13,12901,exact_symbol
AKAP3,3868,exact_symbol
AKAP4,8919,exact_symbol
AKAP6,9390,exact_symbol
AKAP7,4819,exact_symbol
AKAP8,3034,exact_symbol
AKAP8L,286,exact_symbol
AKAP9,5961,exact_symbol
AKIP1,11868,exact_symbol
AKIRIN1,13733,exact_symbol
AKIRIN2,7056,exact_symbol
AKNA,3374,exact_symbol
AKR1A1,4710,exact_symbol
AKR1D1,5314,exact_symbol
AKR1E2,11635,exact_symbol
AKR7L,21588,exact_symbol
AKT1,8215,exact_symbol
AKT1S1,20040,exact_symbol
AKT2,3055,exact_symbol
AKT3,4661,exact_symbol
AKTIP,12002,exact_symbol
ALAD,9063,exact_symbol
ALAS1,427,exact_symbol
ALAS2,10246,exact_symbol
ALB,11084,exact_symbol
ALCAM,12735,exact_symbol
ALDH16A1,10621,exact_symbol
ALDH18A1,799,exact_symbol
ALDH1A2,6086,exact_symbol
ALDH1A3,15712,exact_symbol
ALDH1B1,7418,exact_symbol
ALDH1L1,8642,exact_symbol
ALDH1L2,7201,exact_symbol
ALDH2,3874,exact_symbol
ALDH3A1,3561,exact_symbol
ALDH3A2,1185,exact_symbol
ALDH3B1,139,exact_symbol
ALDH4A1,10357,exact_symbol
ALDH5A1,4039,exact_symbol
ALDH6A1,4949,exact_symbol
ALDH7A1,11479,exact_symbol
ALDH8A1,4822,exact_symbol
ALDOB,7363,exact_symbol
ALDOC,3635,exact_symbol
ALG11,42584,exact_symbol
ALG12,15363,exact_symbol
ALG13,2589,exact_symbol
ALG14,13289,exact_symbol
ALG2,4914,exact_symbol
ALG3,22904,exact_symbol
ALG5,5085,exact_symbol
ALG6,1759,exact_symbol
ALG8,10296,exact_symbol
ALG9,1710,exact_symbol
ALK,12981,exact_symbol
ALKAL1,17235,exact_symbol
ALKAL2,16964,exact_symbol
ALKBH1,2353,exact_symbol
ALKBH2,16903,exact_symbol
ALKBH3,11796,exact_symbol
ALKBH4,10571,exact_symbol
ALKBH5,1933,exact_symbol
ALKBH6,36119,exact_symbol
ALKBH7,5686,exact_symbol
ALKBH8,7529,exact_symbol
ALLC,9397,exact_symbol
ALOX12,3598,exact_symbol
ALOX12B,14709,exact_symbol
ALOX15,10652,exact_symbol
ALOX15B,14724,exact_symbol
ALOX5,319,exact_symbol
ALOX5AP,6693,exact_symbol
ALOXE3,14647,exact_symbol
ALPK1,1224,exact_symbol
ALPK2,17913,exact_symbol
ALPK3,7275,exact_symbol
ALPL,10763,exact_symbol
ALS2,37,exact_symbol
ALS2CL,14433,exact_symbol
ALX1,14860,exact_symbol
ALX3,9953,exact_symbol
ALX4,704,exact_symbol
AMACR,37256,exact_symbol
AMBN,14518,exact_symbol
AMBP,3373,exact_symbol
AMBRA1,3786,exact_symbol
AMDHD1,7816,exact_symbol
AMDHD2,10682,exact_symbol
AMELX,5637,exact_symbol
AMER1,15815,exact_symbol
AMER2,11634,exact_symbol
AMER3,14457,exact_symbol
AMFR,10363,exact_symbol
AMH,2997,exact_symbol
AMHR2,7075,exact_symbol
AMIGO1,15114,exact_symbol
AMIGO2,7794,exact_symbol
AMIGO3,14006,exact_symbol
AMMECR1,2593,exact_symbol
AMMECR1L,8544,exact_symbol
AMN,11767,exact_symbol
AMN1,9456,exact_symbol
AMOT,5786,exact_symbol
AMOTL1,11749,exact_symbol
AMOTL2,4245,exact_symbol
AMPD1,4614,exact_symbol
AMPD2,4564,exact_symbol
AMPD3,6797,exact_symbol
AMPH,1405,exact_symbol
AMT,8651,exact_symbol
AMTN,16545,exact_symbol
AMZ1,13802,exact_symbol
AMZ2,17233,exact_symbol
ANAPC1,9625,exact_symbol
ANAPC10,11275,exact_symbol
ANAPC11,8138,exact_symbol
ANAPC13,6100,exact_symbol
ANAPC15,3756,exact_symbol
ANAPC16,11821,exact_symbol
ANAPC2,14060,exact_symbol
ANAPC4,716,exact_symbol
ANAPC5,1811,exact_symbol
ANAPC7,17170,exact_symbol
ANGEL1,336,exact_symbol
ANGEL2,13739,exact_symbol
ANGPT1,9740,exact_symbol
ANGPT2,1945,exact_symbol
ANGPT4,2487,exact_symbol
ANGPTL1,4545,exact_symbol
ANGPTL2,7356,exact_symbol
ANGPTL3,6676,exact_symbol
ANGPTL4,12201,exact_symbol
ANGPTL6,6351,exact_symbol
ANGPTL7,13163,exact_symbol
ANGPTL8,6219,exact_symbol
ANK1,477,exact_symbol
ANK2,8693,exact_symbol
ANKAR,9443,exact_symbol
ANKDD1A,11956,exact_symbol
ANKDD1B,16902,exact_symbol
ANKEF1,6627,exact_symbol
ANKFN1,9702,exact_symbol
ANKFY1,16079,exact_symbol
ANKH,9727,exact_symbol
ANKHD1,6465,exact_symbol
ANKIB1,16,exact_symbol
ANKK1,12771,exact_symbol
ANKLE1,10429,exact_symbol
ANKLE2,14195,exact_symbol
ANKMY1,8576,exact_symbol
ANKMY2,3318,exact_symbol
ANKRA2,11334,exact_symbol
ANKRD1,9123,exact_symbol
ANKRD10,1776,exact_symbol
ANKRD11,12113,exact_symbol
ANKRD12,2565,exact_symbol
ANKRD13A,1346,exact_symbol
ANKRD13B,17872,exact_symbol
ANKRD13C,4811,exact_symbol
ANKRD13D,13421,exact_symbol
ANKRD16,6911,exact_symbol
ANKRD17,6596,exact_symbol
ANKRD2,11712,exact_symbol
ANKRD22,9582,exact_symbol
ANKRD23,10930,exact_symbol
ANKRD24,1855,exact_symbol
ANKRD27,3046,exact_symbol
ANKRD28,20478,exact_symbol
ANKRD29,9719,exact_symbol
ANKRD31,8731,exact_symbol
ANKRD33,12141,exact_symbol
ANKRD33B,11299,exact_symbol
ANKRD34A,53737,exact_symbol
ANKRD34B,16923,exact_symbol
ANKRD34C,33913,exact_symbol
ANKRD35,17791,exact_symbol
ANKRD37,16255,exact_symbol
ANKRD39,22496,exact_symbol
ANKRD40,9829,exact_symbol
ANKRD40CL,12036,exact_symbol
ANKRD42,7482,exact_symbol
ANKRD44,926,exact_symbol
ANKRD45,15621,exact_symbol
ANKRD46,16186,exact_symbol
ANKRD49,12463,exact_symbol
ANKRD52,7862,exact_symbol
ANKRD54,2197,exact_symbol
ANKRD55,11378,exact_symbol
ANKRD6,7047,exact_symbol
ANKRD60,5493,exact_symbol
ANKRD61,10168,exact_symbol
ANKRD63,30506,exact_symbol
ANKRD65,33498,exact_symbol
ANKRD66,29992,exact_symbol
ANKRD9,9980,exact_symbol
ANKS1A,907,exact_symbol
ANKS1B,15910,exact_symbol
ANKS3,12290,exact_symbol
ANKS4B,13877,exact_symbol
ANKS6,11538,exact_symbol
ANKUB1,20448,exact_symbol
ANKZF1,11037,exact_symbol
ANLN,297,exact_symbol
ANO1,6474,exact_symbol
ANO10,10529,exact_symbol
ANO2,625,exact_symbol
ANO3,6893,exact_symbol
ANO4,9426,exact_symbol
ANO5,13134,exact_symbol
ANO6,14242,exact_symbol
ANO7,8815,exact_symbol
ANO8,1279,exact_symbol
ANO9,15926,exact_symbol
ANP32B,7386,exact_symbol
ANP32E,8390,exact_symbol
ANPEP,11952,exact_symbol
ANTKMT,2789,stable_id
ANTXR1,12636,exact_symbol
ANTXR2,10974,exact_symbol
ANXA1,7003,exact_symbol
ANXA10,3674,exact_symbol
ANXA11,5254,exact_symbol
ANXA13,2936,exact_symbol
ANXA2,15333,exact_symbol
ANXA3,7739,exact_symbol
ANXA4,17311,exact_symbol
ANXA5,11255,exact_symbol
ANXA6,17329,exact_symbol
ANXA7,7640,exact_symbol
ANXA9,8392,exact_symbol
AOAH,7252,exact_symbol
AOC2,6461,exact_symbol
AOC3,6457,exact_symbol
AOPEP,9049,stable_id
AOX1,7651,exact_symbol
AP1AR,7707,exact_symbol
AP1B1,2242,exact_symbol
AP1G1,11929,exact_symbol
AP1G2,22829,exact_symbol
AP1M1,1214,exact_symbol
AP1M2,6135,exact_symbol
AP1S1,3299,exact_symbol
AP1S2,15233,exact_symbol
AP1S3,9488,exact_symbol
AP2A1,17306,exact_symbol
AP2A2,15404,exact_symbol
AP2B1,125,exact_symbol
AP2M1,10594,exact_symbol
AP2S1,588,exact_symbol
AP3B1,6672,exact_symbol
AP3B2,2850,exact_symbol
AP3D1,908,exact_symbol
AP3M1,15895,exact_symbol
AP3M2,1123,exact_symbol
AP3S1,14404,exact_symbol
AP3S2,10146,exact_symbol
AP4B1,6873,exact_symbol
AP4E1,1517,exact_symbol
AP4M1,24709,exact_symbol
AP4S1,2321,exact_symbol
AP5B1,43222,exact_symbol
AP5M1,715,exact_symbol
AP5S1,5733,exact_symbol
AP5Z1,37549,exact_symbol
APAF1,5107,exact_symbol
APBA1,3406,exact_symbol
APBA2,507,exact_symbol
APBA3,282,exact_symbol
APBB1,11823,exact_symbol
APBB1IP,1384,exact_symbol
APBB2,11109,exact_symbol
APBB3,4140,exact_symbol
APC,6995,exact_symbol
APC2,4392,exact_symbol
APCDD1,9819,exact_symbol
APCS,6648,exact_symbol
APEH,11229,exact_symbol
APEX1,2391,exact_symbol
APEX2,12541,exact_symbol
APH1A,4698,exact_symbol
API5,11790,exact_symbol
APIP,9166,exact_symbol
APLF,12642,exact_symbol
APLN,13049,exact_symbol
APLNR,6968,exact_symbol
APLP1,3072,exact_symbol
APLP2,1626,exact_symbol
APMAP,2544,exact_symbol
APOA1,4778,exact_symbol
APOA2,10285,exact_symbol
APOA4,3761,exact_symbol
APOA5,3760,exact_symbol
APOB,1634,exact_symbol
APOBEC1,3935,exact_symbol
APOBEC2,5569,exact_symbol
APOBEC4,13568,exact_symbol
APOC1,6229,exact_symbol
APOC2,33362,exact_symbol
APOC4,51472,exact_symbol
APOD,16909,exact_symbol
APOE,6227,exact_symbol
APOF,13886,exact_symbol
APOH,1934,exact_symbol
APOLD1,14580,exact_symbol
APOM,19940,exact_symbol
APOO,15846,exact_symbol
APOOL,9834,exact_symbol
APP,8212,exact_symbol
APPBP2,847,exact_symbol
APPL1,10112,exact_symbol
APPL2,7207,exact_symbol
APRT,17994,exact_symbol
APTX,7405,exact_symbol
AQP1,36628,exact_symbol
AQP11,14484,exact_symbol
AQP2,12134,exact_symbol
AQP3,11571,exact_symbol
AQP4,13184,exact_symbol
AQP5,10640,exact_symbol
AQP6,1686,exact_symbol
AQP8,2811,exact_symbol
AQP9,2840,exact_symbol
AQR,411,exact_symbol
AR,12518,exact_symbol
ARAF,1406,exact_symbol
ARAP1,16323,exact_symbol
ARAP2,619,exact_symbol
ARAP3,5037,exact_symbol
ARC,17822,exact_symbol
ARCN1,2018,exact_symbol
AREG,3658,exact_symbol
AREL1,4938,exact_symbol
ARF1,8461,exact_symbol
ARF3,6878,exact_symbol
ARF4,12350,exact_symbol
ARF5,45,exact_symbol
ARF6,11628,exact_symbol
ARFGAP1,2467,exact_symbol
ARFGAP2,9178,exact_symbol
ARFGAP3,37316,exact_symbol
ARFGEF1,985,exact_symbol
ARFGEF2,5477,exact_symbol
ARFGEF3,4060,exact_symbol
ARFIP1,11272,exact_symbol
ARFIP2,6555,exact_symbol
ARFRP1,2479,exact_symbol
ARG1,4825,exact_symbol
ARG2,1529,exact_symbol
ARGLU1,6981,exact_symbol
ARHGAP1,13861,exact_symbol
ARHGAP10,1149,exact_symbol
ARHGAP11A,17929,exact_symbol
ARHGAP12,11581,exact_symbol
ARHGAP15,1326,exact_symbol
ARHGAP17,8018,exact_symbol
ARHGAP18,8838,exact_symbol
ARHGAP19,22521,exact_symbol
ARHGAP20,7523,exact_symbol
ARHGAP21,3462,exact_symbol
ARHGAP22,6074,exact_symbol
ARHGAP23,56087,exact_symbol
ARHGAP24,7699,exact_symbol
ARHGAP25,10955,exact_symbol
ARHGAP26,8753,exact_symbol
ARHGAP27,10340,exact_symbol
ARHGAP28,1783,exact_symbol
ARHGAP29,7578,exact_symbol
ARHGAP30,16300,exact_symbol
ARHGAP31,488,exact_symbol
ARHGAP32,6987,exact_symbol
ARHGAP33,58,exact_symbol
ARHGAP35,10413,exact_symbol
ARHGAP36,8955,exact_symbol
ARHGAP39,9023,exact_symbol
ARHGAP4,1854,exact_symbol
ARHGAP40,5461,exact_symbol
ARHGAP42,11714,exact_symbol
ARHGAP44,154,exact_symbol
ARHGAP45,14888,exact_symbol
ARHGAP5,2394,exact_symbol
ARHGAP6,629,exact_symbol
ARHGAP8,36997,exact_symbol
ARHGAP9,5369,exact_symbol
ARHGDIA,8130,exact_symbol
ARHGDIB,3888,exact_symbol
ARHGDIG,37287,exact_symbol
ARHGEF1,1360,exact_symbol
ARHGEF10,2953,exact_symbol
ARHGEF10L,1281,exact_symbol
ARHGEF11,6645,exact_symbol
ARHGEF12,17290,exact_symbol
ARHGEF15,17943,exact_symbol
ARHGEF16,6338,exact_symbol
ARHGEF17,3759,exact_symbol
ARHGEF18,2986,exact_symbol
ARHGEF19,8265,exact_symbol
ARHGEF2,4583,exact_symbol
ARHGEF25,36702,exact_symbol
ARHGEF26,4328,exact_symbol
ARHGEF28,23191,exact_symbol
ARHGEF3,11192,exact_symbol
ARHGEF33,23093,exact_symbol
ARHGEF37,15427,exact_symbol
ARHGEF38,34589,exact_symbol
ARHGEF39,7420,exact_symbol
ARHGEF40,11691,exact_symbol
ARHGEF5,675,exact_symbol
ARHGEF6,6170,exact_symbol
ARHGEF7,2689,exact_symbol
ARHGEF9,6400,exact_symbol
ARID1A,4754,exact_symbol
ARID1B,665,exact_symbol
ARID2,16915,exact_symbol
ARID3A,4518,exact_symbol
ARID3B,14683,exact_symbol
ARID3C,20190,exact_symbol
ARID4A,492,exact_symbol
ARID4B,723,exact_symbol
ARID5A,17272,exact_symbol
ARID5B,9296,exact_symbol
ARIH1,11805,exact_symbol
ARIH2,14322,exact_symbol
