gsm,series_id,organism_ch1,title,source_name_ch1,characteristics_ch1,platform_id,library_strategy,library_source,instrument_model,molecule_ch1,submission_date,singlecellprobability,metadata_archs4_file,archs4_version
GSM7032597,GSE224805,Homo sapiens,"MG63, 1g, rep1",MG63,"cell line: MG63,cell type: Osteosarcoma,time: 34 Â± 1 hours,treatment: 1 g centrifugation",GPL18573,RNA-Seq,transcriptomic,Illumina NextSeq 500,total RNA,Feb 08 2023,0.0,human_gene_v2.5.h5,2.5
GSM7032598,GSE224805,Homo sapiens,"MG63, 1g, rep2",MG63,"cell line: MG63,cell type: Osteosarcoma,time: 34 Â± 1 hours,treatment: 1 g centrifugation",GPL18573,RNA-Seq,transcriptomic,Illumina NextSeq 500,total RNA,Feb 08 2023,3.0165715950493925e-05,human_gene_v2.5.h5,2.5
GSM7032599,GSE224805,Homo sapiens,"MG63, 1g, rep3",MG63,"cell line: MG63,cell type: Osteosarcoma,time: 34 Â± 1 hours,treatment: 1 g centrifugation",GPL18573,RNA-Seq,transcriptomic,Illumina NextSeq 500,total RNA,Feb 08 2023,0.0011363553586217108,human_gene_v2.5.h5,2.5
GSM7032600,GSE224805,Homo sapiens,"MG63, Âµg, rep4",MG63,"cell line: MG63,cell type: Osteosarcoma,time: 34 Â± 1 hours,treatment: microgravity",GPL18573,RNA-Seq,transcriptomic,Illumina NextSeq 500,total RNA,Feb 08 2023,0.0,human_gene_v2.5.h5,2.5
GSM7032601,GSE224805,Homo sapiens,"MG63, Âµg, rep5",MG63,"cell line: MG63,cell type: Osteosarcoma,time: 34 Â± 1 hours,treatment: microgravity",GPL18573,RNA-Seq,transcriptomic,Illumina NextSeq 500,total RNA,Feb 08 2023,0.0,human_gene_v2.5.h5,2.5
GSM7032602,GSE224805,Homo sapiens,"MG63, Âµg, rep6",MG63,"cell line: MG63,cell type: Osteosarcoma,time: 34 Â± 1 hours,treatment: microgravity",GPL18573,RNA-Seq,transcriptomic,Illumina NextSeq 500,total RNA,Feb 08 2023,0.0,human_gene_v2.5.h5,2.5
