contrast_a,contrast_b,study_a,study_b,species,setting,tissue,representation,response_cosine
OSD-419|Right gastrocnemius|2664dccf,OSD-99|Extensor digitorum longus- both sides|2664dccf,OSD-419,OSD-99,mouse,actual_flight,skeletal muscle,model_std,-0.1912977389988383
OSD-457|Cerebrum|3ec2dbad,OSD-562|Right hippocampus|d48ef0fe,OSD-457,OSD-562,mouse,actual_flight,brain,raw,0.025847863067483434
OSD-457|Cerebrum|3ec2dbad,OSD-562|Right hippocampus|d48ef0fe,OSD-457,OSD-562,mouse,actual_flight,brain,model_mean,-0.2348093834889534
OSD-457|Cerebrum|3ec2dbad,OSD-562|Right hippocampus|d48ef0fe,OSD-457,OSD-562,mouse,actual_flight,brain,model_std,0.2078159299251056
OSD-457|Cerebrum|3ec2dbad,OSD-562|Right hippocampus|d00a2420,OSD-457,OSD-562,mouse,actual_flight,brain,raw,0.09013093816086284
OSD-457|Cerebrum|3ec2dbad,OSD-562|Right hippocampus|d00a2420,OSD-457,OSD-562,mouse,actual_flight,brain,model_mean,0.35983466156433697
OSD-457|Cerebrum|3ec2dbad,OSD-562|Right hippocampus|d00a2420,OSD-457,OSD-562,mouse,actual_flight,brain,model_std,0.34659349285057145
OSD-457|Cerebrum|3ec2dbad,OSD-564|Right hippocampus|416bbee1,OSD-457,OSD-564,mouse,actual_flight,brain,raw,-0.0827032063707276
OSD-457|Cerebrum|3ec2dbad,OSD-564|Right hippocampus|416bbee1,OSD-457,OSD-564,mouse,actual_flight,brain,model_mean,0.2931037465166607
OSD-457|Cerebrum|3ec2dbad,OSD-564|Right hippocampus|416bbee1,OSD-457,OSD-564,mouse,actual_flight,brain,model_std,0.284517224582256
OSD-457|Cerebrum|0f84cf73,OSD-562|Right hippocampus|d48ef0fe,OSD-457,OSD-562,mouse,actual_flight,brain,raw,0.0007428606259468944
OSD-457|Cerebrum|0f84cf73,OSD-562|Right hippocampus|d48ef0fe,OSD-457,OSD-562,mouse,actual_flight,brain,model_mean,-0.6064563959543315
OSD-457|Cerebrum|0f84cf73,OSD-562|Right hippocampus|d48ef0fe,OSD-457,OSD-562,mouse,actual_flight,brain,model_std,-0.10936051319827841
OSD-457|Cerebrum|0f84cf73,OSD-562|Right hippocampus|d00a2420,OSD-457,OSD-562,mouse,actual_flight,brain,raw,0.020662945881788502
OSD-457|Cerebrum|0f84cf73,OSD-562|Right hippocampus|d00a2420,OSD-457,OSD-562,mouse,actual_flight,brain,model_mean,0.6864434715750899
OSD-457|Cerebrum|0f84cf73,OSD-562|Right hippocampus|d00a2420,OSD-457,OSD-562,mouse,actual_flight,brain,model_std,-0.15068689890847592
OSD-457|Cerebrum|0f84cf73,OSD-564|Right hippocampus|416bbee1,OSD-457,OSD-564,mouse,actual_flight,brain,raw,0.0013866576400680037
OSD-457|Cerebrum|0f84cf73,OSD-564|Right hippocampus|416bbee1,OSD-457,OSD-564,mouse,actual_flight,brain,model_mean,0.5783555839225806
OSD-457|Cerebrum|0f84cf73,OSD-564|Right hippocampus|416bbee1,OSD-457,OSD-564,mouse,actual_flight,brain,model_std,-0.14011755155044417
OSD-457|Liver|3ec2dbad,OSD-463|Left Lobe of the Liver|52cb5fea,OSD-457,OSD-463,mouse,actual_flight,liver,raw,0.1391231924501468
OSD-457|Liver|3ec2dbad,OSD-463|Left Lobe of the Liver|52cb5fea,OSD-457,OSD-463,mouse,actual_flight,liver,model_mean,0.15005674261157137
OSD-457|Liver|3ec2dbad,OSD-463|Left Lobe of the Liver|52cb5fea,OSD-457,OSD-463,mouse,actual_flight,liver,model_std,0.3304768108880816
OSD-457|Liver|3ec2dbad,OSD-48|Liver|b28df4aa,OSD-457,OSD-48,mouse,actual_flight,liver,raw,-0.0943152509087274
OSD-457|Liver|3ec2dbad,OSD-48|Liver|b28df4aa,OSD-457,OSD-48,mouse,actual_flight,liver,model_mean,0.27492733820733084
OSD-457|Liver|3ec2dbad,OSD-48|Liver|b28df4aa,OSD-457,OSD-48,mouse,actual_flight,liver,model_std,-0.2554321454212204
OSD-457|Liver|3ec2dbad,OSD-686|Liver|df0bb62b,OSD-457,OSD-686,mouse,actual_flight,liver,raw,0.30288995894419396
OSD-457|Liver|3ec2dbad,OSD-686|Liver|df0bb62b,OSD-457,OSD-686,mouse,actual_flight,liver,model_mean,-0.12074167497814499
OSD-457|Liver|3ec2dbad,OSD-686|Liver|df0bb62b,OSD-457,OSD-686,mouse,actual_flight,liver,model_std,0.26720203912623675
OSD-457|Liver|0f84cf73,OSD-463|Left Lobe of the Liver|52cb5fea,OSD-457,OSD-463,mouse,actual_flight,liver,raw,0.169409510221723
OSD-457|Liver|0f84cf73,OSD-463|Left Lobe of the Liver|52cb5fea,OSD-457,OSD-463,mouse,actual_flight,liver,model_mean,-0.08804045072471196
OSD-457|Liver|0f84cf73,OSD-463|Left Lobe of the Liver|52cb5fea,OSD-457,OSD-463,mouse,actual_flight,liver,model_std,0.5906211284722878
OSD-457|Liver|0f84cf73,OSD-48|Liver|b28df4aa,OSD-457,OSD-48,mouse,actual_flight,liver,raw,0.017191660156445923
OSD-457|Liver|0f84cf73,OSD-48|Liver|b28df4aa,OSD-457,OSD-48,mouse,actual_flight,liver,model_mean,0.8013093221037826
OSD-457|Liver|0f84cf73,OSD-48|Liver|b28df4aa,OSD-457,OSD-48,mouse,actual_flight,liver,model_std,-0.24783156350283053
OSD-457|Liver|0f84cf73,OSD-686|Liver|df0bb62b,OSD-457,OSD-686,mouse,actual_flight,liver,raw,0.21981040620288586
OSD-457|Liver|0f84cf73,OSD-686|Liver|df0bb62b,OSD-457,OSD-686,mouse,actual_flight,liver,model_mean,-0.4542942426917624
OSD-457|Liver|0f84cf73,OSD-686|Liver|df0bb62b,OSD-457,OSD-686,mouse,actual_flight,liver,model_std,0.3459187258691384
OSD-463|Left Lobe of the Liver|52cb5fea,OSD-48|Liver|b28df4aa,OSD-463,OSD-48,mouse,actual_flight,liver,raw,-0.1257441719151702
OSD-463|Left Lobe of the Liver|52cb5fea,OSD-48|Liver|b28df4aa,OSD-463,OSD-48,mouse,actual_flight,liver,model_mean,-0.5349269588755944
OSD-463|Left Lobe of the Liver|52cb5fea,OSD-48|Liver|b28df4aa,OSD-463,OSD-48,mouse,actual_flight,liver,model_std,-0.6903311402041534
OSD-463|Left Lobe of the Liver|52cb5fea,OSD-686|Liver|df0bb62b,OSD-463,OSD-686,mouse,actual_flight,liver,raw,0.06777921033401253
OSD-463|Left Lobe of the Liver|52cb5fea,OSD-686|Liver|df0bb62b,OSD-463,OSD-686,mouse,actual_flight,liver,model_mean,0.6071758258002886
OSD-463|Left Lobe of the Liver|52cb5fea,OSD-686|Liver|df0bb62b,OSD-463,OSD-686,mouse,actual_flight,liver,model_std,0.5502985154406367
OSD-48|Liver|b28df4aa,OSD-686|Liver|df0bb62b,OSD-48,OSD-686,mouse,actual_flight,liver,raw,-0.223773385016314
OSD-48|Liver|b28df4aa,OSD-686|Liver|df0bb62b,OSD-48,OSD-686,mouse,actual_flight,liver,model_mean,-0.8007151649884503
OSD-48|Liver|b28df4aa,OSD-686|Liver|df0bb62b,OSD-48,OSD-686,mouse,actual_flight,liver,model_std,-0.7360667205401934
OSD-562|Right hippocampus|d48ef0fe,OSD-564|Right hippocampus|416bbee1,OSD-562,OSD-564,mouse,actual_flight,brain,raw,-0.47361846318273976
OSD-562|Right hippocampus|d48ef0fe,OSD-564|Right hippocampus|416bbee1,OSD-562,OSD-564,mouse,actual_flight,brain,model_mean,-0.9215958299808863
OSD-562|Right hippocampus|d48ef0fe,OSD-564|Right hippocampus|416bbee1,OSD-562,OSD-564,mouse,actual_flight,brain,model_std,-0.3758264745479028
OSD-562|Right hippocampus|d00a2420,OSD-564|Right hippocampus|416bbee1,OSD-562,OSD-564,mouse,actual_flight,brain,raw,0.595276807050481
OSD-562|Right hippocampus|d00a2420,OSD-564|Right hippocampus|416bbee1,OSD-562,OSD-564,mouse,actual_flight,brain,model_mean,0.9541563046198795
OSD-562|Right hippocampus|d00a2420,OSD-564|Right hippocampus|416bbee1,OSD-562,OSD-564,mouse,actual_flight,brain,model_std,0.7484146670879684
OSD-576|Right tibialis anterior|52cb5fea,OSD-665|Right extensor digitorum longus|52cb5fea,OSD-576,OSD-665,mouse,actual_flight,skeletal muscle,raw,0.8189749171148902
OSD-576|Right tibialis anterior|52cb5fea,OSD-665|Right extensor digitorum longus|52cb5fea,OSD-576,OSD-665,mouse,actual_flight,skeletal muscle,model_mean,0.400786531535029
OSD-576|Right tibialis anterior|52cb5fea,OSD-665|Right extensor digitorum longus|52cb5fea,OSD-576,OSD-665,mouse,actual_flight,skeletal muscle,model_std,0.7991455645321839
OSD-576|Right tibialis anterior|52cb5fea,OSD-666|Right quadriceps femoris|52cb5fea,OSD-576,OSD-666,mouse,actual_flight,skeletal muscle,raw,0.6043772071254897
OSD-576|Right tibialis anterior|52cb5fea,OSD-666|Right quadriceps femoris|52cb5fea,OSD-576,OSD-666,mouse,actual_flight,skeletal muscle,model_mean,0.702903685516865
OSD-576|Right tibialis anterior|52cb5fea,OSD-666|Right quadriceps femoris|52cb5fea,OSD-576,OSD-666,mouse,actual_flight,skeletal muscle,model_std,0.5564041691340205
OSD-576|Right tibialis anterior|52cb5fea,OSD-770|Right soleus|df447f03,OSD-576,OSD-770,mouse,actual_flight,skeletal muscle,raw,0.04691303676929326
OSD-576|Right tibialis anterior|52cb5fea,OSD-770|Right soleus|df447f03,OSD-576,OSD-770,mouse,actual_flight,skeletal muscle,model_mean,-0.42776038114174253
OSD-576|Right tibialis anterior|52cb5fea,OSD-770|Right soleus|df447f03,OSD-576,OSD-770,mouse,actual_flight,skeletal muscle,model_std,0.10404320307567635
OSD-576|Right tibialis anterior|52cb5fea,OSD-99|Extensor digitorum longus- both sides|2664dccf,OSD-576,OSD-99,mouse,actual_flight,skeletal muscle,raw,-0.11756329265809186
OSD-576|Right tibialis anterior|52cb5fea,OSD-99|Extensor digitorum longus- both sides|2664dccf,OSD-576,OSD-99,mouse,actual_flight,skeletal muscle,model_mean,-0.09590673137594172
OSD-576|Right tibialis anterior|52cb5fea,OSD-99|Extensor digitorum longus- both sides|2664dccf,OSD-576,OSD-99,mouse,actual_flight,skeletal muscle,model_std,-0.04295780005649265
OSD-580|heart right ventricle|c7240239,OSD-599|Heart|9de7889f,OSD-580,OSD-599,mouse,actual_flight,heart,raw,-0.4793622600880873
OSD-580|heart right ventricle|c7240239,OSD-599|Heart|9de7889f,OSD-580,OSD-599,mouse,actual_flight,heart,model_mean,-0.8236047356668185
OSD-580|heart right ventricle|c7240239,OSD-599|Heart|9de7889f,OSD-580,OSD-599,mouse,actual_flight,heart,model_std,-0.6765846446523459
OSD-580|heart right ventricle|85cadd29,OSD-599|Heart|9de7889f,OSD-580,OSD-599,mouse,actual_flight,heart,raw,0.05535681826766769
OSD-580|heart right ventricle|85cadd29,OSD-599|Heart|9de7889f,OSD-580,OSD-599,mouse,actual_flight,heart,model_mean,0.8532480518612963
OSD-580|heart right ventricle|85cadd29,OSD-599|Heart|9de7889f,OSD-580,OSD-599,mouse,actual_flight,heart,model_std,-0.017932733129987194
OSD-665|Right extensor digitorum longus|52cb5fea,OSD-666|Right quadriceps femoris|52cb5fea,OSD-665,OSD-666,mouse,actual_flight,skeletal muscle,raw,0.5489216125957632
OSD-665|Right extensor digitorum longus|52cb5fea,OSD-666|Right quadriceps femoris|52cb5fea,OSD-665,OSD-666,mouse,actual_flight,skeletal muscle,model_mean,-0.13689204116814144
OSD-665|Right extensor digitorum longus|52cb5fea,OSD-666|Right quadriceps femoris|52cb5fea,OSD-665,OSD-666,mouse,actual_flight,skeletal muscle,model_std,0.43087034727060913
OSD-665|Right extensor digitorum longus|52cb5fea,OSD-770|Right soleus|df447f03,OSD-665,OSD-770,mouse,actual_flight,skeletal muscle,raw,0.165355614701698
OSD-665|Right extensor digitorum longus|52cb5fea,OSD-770|Right soleus|df447f03,OSD-665,OSD-770,mouse,actual_flight,skeletal muscle,model_mean,0.5321035155913525
OSD-665|Right extensor digitorum longus|52cb5fea,OSD-770|Right soleus|df447f03,OSD-665,OSD-770,mouse,actual_flight,skeletal muscle,model_std,0.3296883879299817
OSD-665|Right extensor digitorum longus|52cb5fea,OSD-99|Extensor digitorum longus- both sides|2664dccf,OSD-665,OSD-99,mouse,actual_flight,skeletal muscle,raw,-0.1701732436300735
OSD-665|Right extensor digitorum longus|52cb5fea,OSD-99|Extensor digitorum longus- both sides|2664dccf,OSD-665,OSD-99,mouse,actual_flight,skeletal muscle,model_mean,-0.33243852380241445
OSD-665|Right extensor digitorum longus|52cb5fea,OSD-99|Extensor digitorum longus- both sides|2664dccf,OSD-665,OSD-99,mouse,actual_flight,skeletal muscle,model_std,-0.05349849548769002
OSD-666|Right quadriceps femoris|52cb5fea,OSD-770|Right soleus|df447f03,OSD-666,OSD-770,mouse,actual_flight,skeletal muscle,raw,0.02020730792552295
OSD-666|Right quadriceps femoris|52cb5fea,OSD-770|Right soleus|df447f03,OSD-666,OSD-770,mouse,actual_flight,skeletal muscle,model_mean,-0.7502734384692625
OSD-666|Right quadriceps femoris|52cb5fea,OSD-770|Right soleus|df447f03,OSD-666,OSD-770,mouse,actual_flight,skeletal muscle,model_std,-0.001001005100504604
OSD-666|Right quadriceps femoris|52cb5fea,OSD-99|Extensor digitorum longus- both sides|2664dccf,OSD-666,OSD-99,mouse,actual_flight,skeletal muscle,raw,-0.03380457045674027
OSD-666|Right quadriceps femoris|52cb5fea,OSD-99|Extensor digitorum longus- both sides|2664dccf,OSD-666,OSD-99,mouse,actual_flight,skeletal muscle,model_mean,-0.1889129341749998
OSD-666|Right quadriceps femoris|52cb5fea,OSD-99|Extensor digitorum longus- both sides|2664dccf,OSD-666,OSD-99,mouse,actual_flight,skeletal muscle,model_std,-0.05158728602922154
OSD-770|Right soleus|df447f03,OSD-99|Extensor digitorum longus- both sides|2664dccf,OSD-770,OSD-99,mouse,actual_flight,skeletal muscle,raw,0.008366557850496167
OSD-770|Right soleus|df447f03,OSD-99|Extensor digitorum longus- both sides|2664dccf,OSD-770,OSD-99,mouse,actual_flight,skeletal muscle,model_mean,0.04935912962185934
OSD-770|Right soleus|df447f03,OSD-99|Extensor digitorum longus- both sides|2664dccf,OSD-770,OSD-99,mouse,actual_flight,skeletal muscle,model_std,0.5060320380761247
GSE113165|old,GSE126865|all_subjects,GSE113165,GSE126865,human,bed_rest_analog,skeletal muscle,raw,0.45418063227754396
GSE113165|old,GSE126865|all_subjects,GSE113165,GSE126865,human,bed_rest_analog,skeletal muscle,model_mean,0.9339323959042138
GSE113165|old,GSE126865|all_subjects,GSE113165,GSE126865,human,bed_rest_analog,skeletal muscle,model_std,0.6220864568172938
GSE113165|young,GSE126865|all_subjects,GSE113165,GSE126865,human,bed_rest_analog,skeletal muscle,raw,0.3089572747011252
GSE113165|young,GSE126865|all_subjects,GSE113165,GSE126865,human,bed_rest_analog,skeletal muscle,model_mean,0.7373972728180372
GSE113165|young,GSE126865|all_subjects,GSE113165,GSE126865,human,bed_rest_analog,skeletal muscle,model_std,0.3852737390243079
