contrast_a,contrast_b,study_a,study_b,species,setting,tissue,representation,response_cosine
OSD-245|Liver|83b7ee50,OSD-48|Liver|b28df4aa,OSD-245,OSD-48,mouse,actual_flight,liver,model_mean,-0.9214471165080416
OSD-245|Liver|83b7ee50,OSD-48|Liver|b28df4aa,OSD-245,OSD-48,mouse,actual_flight,liver,model_std,-0.525089377915476
OSD-245|Liver|83b7ee50,OSD-686|Liver|df0bb62b,OSD-245,OSD-686,mouse,actual_flight,liver,raw,0.09122704415061238
OSD-245|Liver|83b7ee50,OSD-686|Liver|df0bb62b,OSD-245,OSD-686,mouse,actual_flight,liver,model_mean,0.7955272273267744
OSD-245|Liver|83b7ee50,OSD-686|Liver|df0bb62b,OSD-245,OSD-686,mouse,actual_flight,liver,model_std,0.46252635411956083
OSD-245|Liver|8f786fbe,OSD-379|Left Lobe of the Liver|2c17a152,OSD-245,OSD-379,mouse,actual_flight,liver,raw,0.09203108817736057
OSD-245|Liver|8f786fbe,OSD-379|Left Lobe of the Liver|2c17a152,OSD-245,OSD-379,mouse,actual_flight,liver,model_mean,0.1862011824820697
OSD-245|Liver|8f786fbe,OSD-379|Left Lobe of the Liver|2c17a152,OSD-245,OSD-379,mouse,actual_flight,liver,model_std,0.0434820847786265
OSD-245|Liver|8f786fbe,OSD-379|Left Lobe of the Liver|a8ed2e02,OSD-245,OSD-379,mouse,actual_flight,liver,raw,0.29455028988926235
OSD-245|Liver|8f786fbe,OSD-379|Left Lobe of the Liver|a8ed2e02,OSD-245,OSD-379,mouse,actual_flight,liver,model_mean,0.6268100950108292
OSD-245|Liver|8f786fbe,OSD-379|Left Lobe of the Liver|a8ed2e02,OSD-245,OSD-379,mouse,actual_flight,liver,model_std,0.350066548008587
OSD-245|Liver|8f786fbe,OSD-379|Left Lobe of the Liver|a45ca5be,OSD-245,OSD-379,mouse,actual_flight,liver,raw,-0.11424550920325179
OSD-245|Liver|8f786fbe,OSD-379|Left Lobe of the Liver|a45ca5be,OSD-245,OSD-379,mouse,actual_flight,liver,model_mean,-0.30205107873908804
OSD-245|Liver|8f786fbe,OSD-379|Left Lobe of the Liver|a45ca5be,OSD-245,OSD-379,mouse,actual_flight,liver,model_std,-0.07794163447308258
OSD-245|Liver|8f786fbe,OSD-379|Left Lobe of the Liver|9abbe127,OSD-245,OSD-379,mouse,actual_flight,liver,raw,0.0010216784064188869
OSD-245|Liver|8f786fbe,OSD-379|Left Lobe of the Liver|9abbe127,OSD-245,OSD-379,mouse,actual_flight,liver,model_mean,-0.2707009707515709
OSD-245|Liver|8f786fbe,OSD-379|Left Lobe of the Liver|9abbe127,OSD-245,OSD-379,mouse,actual_flight,liver,model_std,0.1911775652325194
OSD-245|Liver|8f786fbe,OSD-457|Liver|3ec2dbad,OSD-245,OSD-457,mouse,actual_flight,liver,raw,0.20506535267195275
OSD-245|Liver|8f786fbe,OSD-457|Liver|3ec2dbad,OSD-245,OSD-457,mouse,actual_flight,liver,model_mean,0.22905946986701367
OSD-245|Liver|8f786fbe,OSD-457|Liver|3ec2dbad,OSD-245,OSD-457,mouse,actual_flight,liver,model_std,-0.0807114654211511
OSD-245|Liver|8f786fbe,OSD-457|Liver|0f84cf73,OSD-245,OSD-457,mouse,actual_flight,liver,raw,0.21230748831976817
OSD-245|Liver|8f786fbe,OSD-457|Liver|0f84cf73,OSD-245,OSD-457,mouse,actual_flight,liver,model_mean,0.5816026855437179
OSD-245|Liver|8f786fbe,OSD-457|Liver|0f84cf73,OSD-245,OSD-457,mouse,actual_flight,liver,model_std,0.14344800751289463
OSD-245|Liver|8f786fbe,OSD-463|Left Lobe of the Liver|52cb5fea,OSD-245,OSD-463,mouse,actual_flight,liver,raw,0.03810602305959248
OSD-245|Liver|8f786fbe,OSD-463|Left Lobe of the Liver|52cb5fea,OSD-245,OSD-463,mouse,actual_flight,liver,model_mean,-0.20923517143822895
OSD-245|Liver|8f786fbe,OSD-463|Left Lobe of the Liver|52cb5fea,OSD-245,OSD-463,mouse,actual_flight,liver,model_std,-0.12997866647194936
OSD-245|Liver|8f786fbe,OSD-48|Liver|b28df4aa,OSD-245,OSD-48,mouse,actual_flight,liver,raw,0.1775573563960163
OSD-245|Liver|8f786fbe,OSD-48|Liver|b28df4aa,OSD-245,OSD-48,mouse,actual_flight,liver,model_mean,0.49840507346159935
OSD-245|Liver|8f786fbe,OSD-48|Liver|b28df4aa,OSD-245,OSD-48,mouse,actual_flight,liver,model_std,0.34681476909994075
OSD-245|Liver|8f786fbe,OSD-686|Liver|df0bb62b,OSD-245,OSD-686,mouse,actual_flight,liver,raw,0.2695853553697799
OSD-245|Liver|8f786fbe,OSD-686|Liver|df0bb62b,OSD-245,OSD-686,mouse,actual_flight,liver,model_mean,-0.20008544856395502
OSD-245|Liver|8f786fbe,OSD-686|Liver|df0bb62b,OSD-245,OSD-686,mouse,actual_flight,liver,model_std,-0.0007522041447934696
OSD-326|Quadriceps femoris|6a69abe9,OSD-401|Gastrocnemius|344e21b7,OSD-326,OSD-401,mouse,actual_flight,skeletal muscle,raw,0.14260682445536227
OSD-326|Quadriceps femoris|6a69abe9,OSD-401|Gastrocnemius|344e21b7,OSD-326,OSD-401,mouse,actual_flight,skeletal muscle,model_mean,0.1649024840780966
OSD-326|Quadriceps femoris|6a69abe9,OSD-401|Gastrocnemius|344e21b7,OSD-326,OSD-401,mouse,actual_flight,skeletal muscle,model_std,-0.06474653908946502
OSD-326|Quadriceps femoris|6a69abe9,OSD-401|Quadriceps femoris|344e21b7,OSD-326,OSD-401,mouse,actual_flight,skeletal muscle,raw,0.13412468158125604
OSD-326|Quadriceps femoris|6a69abe9,OSD-401|Quadriceps femoris|344e21b7,OSD-326,OSD-401,mouse,actual_flight,skeletal muscle,model_mean,0.21220790896905903
OSD-326|Quadriceps femoris|6a69abe9,OSD-401|Quadriceps femoris|344e21b7,OSD-326,OSD-401,mouse,actual_flight,skeletal muscle,model_std,-0.0070637310022080655
OSD-326|Quadriceps femoris|6a69abe9,OSD-419|Right gastrocnemius|2664dccf,OSD-326,OSD-419,mouse,actual_flight,skeletal muscle,raw,0.030316425815294198
OSD-326|Quadriceps femoris|6a69abe9,OSD-419|Right gastrocnemius|2664dccf,OSD-326,OSD-419,mouse,actual_flight,skeletal muscle,model_mean,-0.39316188132010127
OSD-326|Quadriceps femoris|6a69abe9,OSD-419|Right gastrocnemius|2664dccf,OSD-326,OSD-419,mouse,actual_flight,skeletal muscle,model_std,-0.3117454540906984
OSD-326|Quadriceps femoris|6a69abe9,OSD-576|Right tibialis anterior|52cb5fea,OSD-326,OSD-576,mouse,actual_flight,skeletal muscle,raw,-0.03263280624709801
OSD-326|Quadriceps femoris|6a69abe9,OSD-576|Right tibialis anterior|52cb5fea,OSD-326,OSD-576,mouse,actual_flight,skeletal muscle,model_mean,-0.2142928062169319
OSD-326|Quadriceps femoris|6a69abe9,OSD-576|Right tibialis anterior|52cb5fea,OSD-326,OSD-576,mouse,actual_flight,skeletal muscle,model_std,-0.19202385085029136
OSD-326|Quadriceps femoris|6a69abe9,OSD-665|Right extensor digitorum longus|52cb5fea,OSD-326,OSD-665,mouse,actual_flight,skeletal muscle,raw,0.019002709115691987
OSD-326|Quadriceps femoris|6a69abe9,OSD-665|Right extensor digitorum longus|52cb5fea,OSD-326,OSD-665,mouse,actual_flight,skeletal muscle,model_mean,0.008135066967309475
OSD-326|Quadriceps femoris|6a69abe9,OSD-665|Right extensor digitorum longus|52cb5fea,OSD-326,OSD-665,mouse,actual_flight,skeletal muscle,model_std,-0.10825151069726997
OSD-326|Quadriceps femoris|6a69abe9,OSD-666|Right quadriceps femoris|52cb5fea,OSD-326,OSD-666,mouse,actual_flight,skeletal muscle,raw,-0.10604864489949488
OSD-326|Quadriceps femoris|6a69abe9,OSD-666|Right quadriceps femoris|52cb5fea,OSD-326,OSD-666,mouse,actual_flight,skeletal muscle,model_mean,-0.06978438924773503
OSD-326|Quadriceps femoris|6a69abe9,OSD-666|Right quadriceps femoris|52cb5fea,OSD-326,OSD-666,mouse,actual_flight,skeletal muscle,model_std,-0.029819960840853
OSD-326|Quadriceps femoris|6a69abe9,OSD-770|Right soleus|df447f03,OSD-326,OSD-770,mouse,actual_flight,skeletal muscle,raw,0.11163310301067847
OSD-326|Quadriceps femoris|6a69abe9,OSD-770|Right soleus|df447f03,OSD-326,OSD-770,mouse,actual_flight,skeletal muscle,model_mean,0.21584754394835134
OSD-326|Quadriceps femoris|6a69abe9,OSD-770|Right soleus|df447f03,OSD-326,OSD-770,mouse,actual_flight,skeletal muscle,model_std,-0.02440262729509507
OSD-326|Quadriceps femoris|6a69abe9,OSD-99|Extensor digitorum longus- both sides|2664dccf,OSD-326,OSD-99,mouse,actual_flight,skeletal muscle,raw,-0.005403226547976992
OSD-326|Quadriceps femoris|6a69abe9,OSD-99|Extensor digitorum longus- both sides|2664dccf,OSD-326,OSD-99,mouse,actual_flight,skeletal muscle,model_mean,-0.07323415031321799
OSD-326|Quadriceps femoris|6a69abe9,OSD-99|Extensor digitorum longus- both sides|2664dccf,OSD-326,OSD-99,mouse,actual_flight,skeletal muscle,model_std,-0.16723579536459218
OSD-379|Left Lobe of the Liver|2c17a152,OSD-457|Liver|3ec2dbad,OSD-379,OSD-457,mouse,actual_flight,liver,raw,0.024077944736930267
OSD-379|Left Lobe of the Liver|2c17a152,OSD-457|Liver|3ec2dbad,OSD-379,OSD-457,mouse,actual_flight,liver,model_mean,0.160363080223767
OSD-379|Left Lobe of the Liver|2c17a152,OSD-457|Liver|3ec2dbad,OSD-379,OSD-457,mouse,actual_flight,liver,model_std,0.20697762917462356
OSD-379|Left Lobe of the Liver|2c17a152,OSD-457|Liver|0f84cf73,OSD-379,OSD-457,mouse,actual_flight,liver,raw,-0.008473968985187073
OSD-379|Left Lobe of the Liver|2c17a152,OSD-457|Liver|0f84cf73,OSD-379,OSD-457,mouse,actual_flight,liver,model_mean,0.21610377547057255
OSD-379|Left Lobe of the Liver|2c17a152,OSD-457|Liver|0f84cf73,OSD-379,OSD-457,mouse,actual_flight,liver,model_std,-0.22596505738200637
OSD-379|Left Lobe of the Liver|2c17a152,OSD-463|Left Lobe of the Liver|52cb5fea,OSD-379,OSD-463,mouse,actual_flight,liver,raw,-0.12243395242449229
OSD-379|Left Lobe of the Liver|2c17a152,OSD-463|Left Lobe of the Liver|52cb5fea,OSD-379,OSD-463,mouse,actual_flight,liver,model_mean,-0.3939844245923877
OSD-379|Left Lobe of the Liver|2c17a152,OSD-463|Left Lobe of the Liver|52cb5fea,OSD-379,OSD-463,mouse,actual_flight,liver,model_std,-0.37280964430008345
OSD-379|Left Lobe of the Liver|2c17a152,OSD-48|Liver|b28df4aa,OSD-379,OSD-48,mouse,actual_flight,liver,raw,0.4300806774261596
OSD-379|Left Lobe of the Liver|2c17a152,OSD-48|Liver|b28df4aa,OSD-379,OSD-48,mouse,actual_flight,liver,model_mean,0.4102774179825047
OSD-379|Left Lobe of the Liver|2c17a152,OSD-48|Liver|b28df4aa,OSD-379,OSD-48,mouse,actual_flight,liver,model_std,0.43277831421486024
OSD-379|Left Lobe of the Liver|2c17a152,OSD-686|Liver|df0bb62b,OSD-379,OSD-686,mouse,actual_flight,liver,raw,0.007907206375299423
OSD-379|Left Lobe of the Liver|2c17a152,OSD-686|Liver|df0bb62b,OSD-379,OSD-686,mouse,actual_flight,liver,model_mean,-0.3155336396424113
OSD-379|Left Lobe of the Liver|2c17a152,OSD-686|Liver|df0bb62b,OSD-379,OSD-686,mouse,actual_flight,liver,model_std,-0.3537549687775142
OSD-379|Left Lobe of the Liver|a8ed2e02,OSD-457|Liver|3ec2dbad,OSD-379,OSD-457,mouse,actual_flight,liver,raw,0.015920610246105034
OSD-379|Left Lobe of the Liver|a8ed2e02,OSD-457|Liver|3ec2dbad,OSD-379,OSD-457,mouse,actual_flight,liver,model_mean,0.2572700901375952
OSD-379|Left Lobe of the Liver|a8ed2e02,OSD-457|Liver|3ec2dbad,OSD-379,OSD-457,mouse,actual_flight,liver,model_std,0.18915478942556602
OSD-379|Left Lobe of the Liver|a8ed2e02,OSD-457|Liver|0f84cf73,OSD-379,OSD-457,mouse,actual_flight,liver,raw,0.11208887361336607
OSD-379|Left Lobe of the Liver|a8ed2e02,OSD-457|Liver|0f84cf73,OSD-379,OSD-457,mouse,actual_flight,liver,model_mean,0.7376042853908406
OSD-379|Left Lobe of the Liver|a8ed2e02,OSD-457|Liver|0f84cf73,OSD-379,OSD-457,mouse,actual_flight,liver,model_std,0.23211330827645715
OSD-379|Left Lobe of the Liver|a8ed2e02,OSD-463|Left Lobe of the Liver|52cb5fea,OSD-379,OSD-463,mouse,actual_flight,liver,raw,0.02653996468368013
OSD-379|Left Lobe of the Liver|a8ed2e02,OSD-463|Left Lobe of the Liver|52cb5fea,OSD-379,OSD-463,mouse,actual_flight,liver,model_mean,-0.3653905355261949
OSD-379|Left Lobe of the Liver|a8ed2e02,OSD-463|Left Lobe of the Liver|52cb5fea,OSD-379,OSD-463,mouse,actual_flight,liver,model_std,-0.007266074436191277
OSD-379|Left Lobe of the Liver|a8ed2e02,OSD-48|Liver|b28df4aa,OSD-379,OSD-48,mouse,actual_flight,liver,raw,0.30692862768647367
OSD-379|Left Lobe of the Liver|a8ed2e02,OSD-48|Liver|b28df4aa,OSD-379,OSD-48,mouse,actual_flight,liver,model_mean,0.830520623163565
OSD-379|Left Lobe of the Liver|a8ed2e02,OSD-48|Liver|b28df4aa,OSD-379,OSD-48,mouse,actual_flight,liver,model_std,0.2830151345817942
OSD-379|Left Lobe of the Liver|a8ed2e02,OSD-686|Liver|df0bb62b,OSD-379,OSD-686,mouse,actual_flight,liver,raw,0.013997278998798674
OSD-379|Left Lobe of the Liver|a8ed2e02,OSD-686|Liver|df0bb62b,OSD-379,OSD-686,mouse,actual_flight,liver,model_mean,-0.5770357099129635
OSD-379|Left Lobe of the Liver|a8ed2e02,OSD-686|Liver|df0bb62b,OSD-379,OSD-686,mouse,actual_flight,liver,model_std,-0.17514626163741867
OSD-379|Left Lobe of the Liver|a45ca5be,OSD-457|Liver|3ec2dbad,OSD-379,OSD-457,mouse,actual_flight,liver,raw,-0.06477071924086207
OSD-379|Left Lobe of the Liver|a45ca5be,OSD-457|Liver|3ec2dbad,OSD-379,OSD-457,mouse,actual_flight,liver,model_mean,-0.3824834411687389
OSD-379|Left Lobe of the Liver|a45ca5be,OSD-457|Liver|3ec2dbad,OSD-379,OSD-457,mouse,actual_flight,liver,model_std,0.06525218436289952
OSD-379|Left Lobe of the Liver|a45ca5be,OSD-457|Liver|0f84cf73,OSD-379,OSD-457,mouse,actual_flight,liver,raw,-0.014799047875080957
OSD-379|Left Lobe of the Liver|a45ca5be,OSD-457|Liver|0f84cf73,OSD-379,OSD-457,mouse,actual_flight,liver,model_mean,-0.655922627605549
OSD-379|Left Lobe of the Liver|a45ca5be,OSD-457|Liver|0f84cf73,OSD-379,OSD-457,mouse,actual_flight,liver,model_std,-0.3832376601447335
OSD-379|Left Lobe of the Liver|a45ca5be,OSD-463|Left Lobe of the Liver|52cb5fea,OSD-379,OSD-463,mouse,actual_flight,liver,raw,0.0861359962343954
OSD-379|Left Lobe of the Liver|a45ca5be,OSD-463|Left Lobe of the Liver|52cb5fea,OSD-379,OSD-463,mouse,actual_flight,liver,model_mean,-0.139786250532462
OSD-379|Left Lobe of the Liver|a45ca5be,OSD-463|Left Lobe of the Liver|52cb5fea,OSD-379,OSD-463,mouse,actual_flight,liver,model_std,-0.33397040311373627
OSD-379|Left Lobe of the Liver|a45ca5be,OSD-48|Liver|b28df4aa,OSD-379,OSD-48,mouse,actual_flight,liver,raw,0.05437871643218565
OSD-379|Left Lobe of the Liver|a45ca5be,OSD-48|Liver|b28df4aa,OSD-379,OSD-48,mouse,actual_flight,liver,model_mean,-0.4144121876180192
OSD-379|Left Lobe of the Liver|a45ca5be,OSD-48|Liver|b28df4aa,OSD-379,OSD-48,mouse,actual_flight,liver,model_std,0.3779190909405297
OSD-379|Left Lobe of the Liver|a45ca5be,OSD-686|Liver|df0bb62b,OSD-379,OSD-686,mouse,actual_flight,liver,raw,-0.08393229693493195
OSD-379|Left Lobe of the Liver|a45ca5be,OSD-686|Liver|df0bb62b,OSD-379,OSD-686,mouse,actual_flight,liver,model_mean,0.17380638808296184
OSD-379|Left Lobe of the Liver|a45ca5be,OSD-686|Liver|df0bb62b,OSD-379,OSD-686,mouse,actual_flight,liver,model_std,-0.4599540252420393
OSD-379|Left Lobe of the Liver|9abbe127,OSD-457|Liver|3ec2dbad,OSD-379,OSD-457,mouse,actual_flight,liver,raw,-0.13565249995450832
OSD-379|Left Lobe of the Liver|9abbe127,OSD-457|Liver|3ec2dbad,OSD-379,OSD-457,mouse,actual_flight,liver,model_mean,-0.43024620821085535
OSD-379|Left Lobe of the Liver|9abbe127,OSD-457|Liver|3ec2dbad,OSD-379,OSD-457,mouse,actual_flight,liver,model_std,-0.10462529885642982
OSD-379|Left Lobe of the Liver|9abbe127,OSD-457|Liver|0f84cf73,OSD-379,OSD-457,mouse,actual_flight,liver,raw,-0.1590633148914279
OSD-379|Left Lobe of the Liver|9abbe127,OSD-457|Liver|0f84cf73,OSD-379,OSD-457,mouse,actual_flight,liver,model_mean,-0.6592193069931073
OSD-379|Left Lobe of the Liver|9abbe127,OSD-457|Liver|0f84cf73,OSD-379,OSD-457,mouse,actual_flight,liver,model_std,-0.13374919648602773
OSD-379|Left Lobe of the Liver|9abbe127,OSD-463|Left Lobe of the Liver|52cb5fea,OSD-379,OSD-463,mouse,actual_flight,liver,raw,0.05639658694537594
OSD-379|Left Lobe of the Liver|9abbe127,OSD-463|Left Lobe of the Liver|52cb5fea,OSD-379,OSD-463,mouse,actual_flight,liver,model_mean,0.1415315481880612
OSD-379|Left Lobe of the Liver|9abbe127,OSD-463|Left Lobe of the Liver|52cb5fea,OSD-379,OSD-463,mouse,actual_flight,liver,model_std,-0.0167894006502178
OSD-379|Left Lobe of the Liver|9abbe127,OSD-48|Liver|b28df4aa,OSD-379,OSD-48,mouse,actual_flight,liver,raw,-0.04989812708847183
OSD-379|Left Lobe of the Liver|9abbe127,OSD-48|Liver|b28df4aa,OSD-379,OSD-48,mouse,actual_flight,liver,model_mean,-0.6668422239023202
OSD-379|Left Lobe of the Liver|9abbe127,OSD-48|Liver|b28df4aa,OSD-379,OSD-48,mouse,actual_flight,liver,model_std,-0.0502205176398961
OSD-379|Left Lobe of the Liver|9abbe127,OSD-686|Liver|df0bb62b,OSD-379,OSD-686,mouse,actual_flight,liver,raw,0.03654430075802903
OSD-379|Left Lobe of the Liver|9abbe127,OSD-686|Liver|df0bb62b,OSD-379,OSD-686,mouse,actual_flight,liver,model_mean,0.5724073150081982
OSD-379|Left Lobe of the Liver|9abbe127,OSD-686|Liver|df0bb62b,OSD-379,OSD-686,mouse,actual_flight,liver,model_std,0.21567259479886614
OSD-401|Gastrocnemius|344e21b7,OSD-419|Right gastrocnemius|2664dccf,OSD-401,OSD-419,mouse,actual_flight,skeletal muscle,raw,0.025711090697307475
OSD-401|Gastrocnemius|344e21b7,OSD-419|Right gastrocnemius|2664dccf,OSD-401,OSD-419,mouse,actual_flight,skeletal muscle,model_mean,-0.22753411220451733
OSD-401|Gastrocnemius|344e21b7,OSD-419|Right gastrocnemius|2664dccf,OSD-401,OSD-419,mouse,actual_flight,skeletal muscle,model_std,0.09700431384534726
OSD-401|Gastrocnemius|344e21b7,OSD-576|Right tibialis anterior|52cb5fea,OSD-401,OSD-576,mouse,actual_flight,skeletal muscle,raw,0.03712086911682751
OSD-401|Gastrocnemius|344e21b7,OSD-576|Right tibialis anterior|52cb5fea,OSD-401,OSD-576,mouse,actual_flight,skeletal muscle,model_mean,-0.14811503457424074
OSD-401|Gastrocnemius|344e21b7,OSD-576|Right tibialis anterior|52cb5fea,OSD-401,OSD-576,mouse,actual_flight,skeletal muscle,model_std,0.23362223043112246
OSD-401|Gastrocnemius|344e21b7,OSD-665|Right extensor digitorum longus|52cb5fea,OSD-401,OSD-665,mouse,actual_flight,skeletal muscle,raw,0.0804786545222922
OSD-401|Gastrocnemius|344e21b7,OSD-665|Right extensor digitorum longus|52cb5fea,OSD-401,OSD-665,mouse,actual_flight,skeletal muscle,model_mean,0.48506940870862325
OSD-401|Gastrocnemius|344e21b7,OSD-665|Right extensor digitorum longus|52cb5fea,OSD-401,OSD-665,mouse,actual_flight,skeletal muscle,model_std,0.3912451038927203
OSD-401|Gastrocnemius|344e21b7,OSD-666|Right quadriceps femoris|52cb5fea,OSD-401,OSD-666,mouse,actual_flight,skeletal muscle,raw,0.026829778178165935
OSD-401|Gastrocnemius|344e21b7,OSD-666|Right quadriceps femoris|52cb5fea,OSD-401,OSD-666,mouse,actual_flight,skeletal muscle,model_mean,-0.41685044671047994
OSD-401|Gastrocnemius|344e21b7,OSD-666|Right quadriceps femoris|52cb5fea,OSD-401,OSD-666,mouse,actual_flight,skeletal muscle,model_std,0.02728460648487192
OSD-401|Gastrocnemius|344e21b7,OSD-770|Right soleus|df447f03,OSD-401,OSD-770,mouse,actual_flight,skeletal muscle,raw,0.31891664762530036
OSD-401|Gastrocnemius|344e21b7,OSD-770|Right soleus|df447f03,OSD-401,OSD-770,mouse,actual_flight,skeletal muscle,model_mean,0.7372958168578854
OSD-401|Gastrocnemius|344e21b7,OSD-770|Right soleus|df447f03,OSD-401,OSD-770,mouse,actual_flight,skeletal muscle,model_std,0.7481058149923921
OSD-401|Gastrocnemius|344e21b7,OSD-99|Extensor digitorum longus- both sides|2664dccf,OSD-401,OSD-99,mouse,actual_flight,skeletal muscle,raw,-0.05339771041008696
OSD-401|Gastrocnemius|344e21b7,OSD-99|Extensor digitorum longus- both sides|2664dccf,OSD-401,OSD-99,mouse,actual_flight,skeletal muscle,model_mean,0.2012504220107578
OSD-401|Gastrocnemius|344e21b7,OSD-99|Extensor digitorum longus- both sides|2664dccf,OSD-401,OSD-99,mouse,actual_flight,skeletal muscle,model_std,0.4727854793977737
OSD-401|Quadriceps femoris|344e21b7,OSD-419|Right gastrocnemius|2664dccf,OSD-401,OSD-419,mouse,actual_flight,skeletal muscle,raw,0.01972339270075403
OSD-401|Quadriceps femoris|344e21b7,OSD-419|Right gastrocnemius|2664dccf,OSD-401,OSD-419,mouse,actual_flight,skeletal muscle,model_mean,0.009162330873903304
OSD-401|Quadriceps femoris|344e21b7,OSD-419|Right gastrocnemius|2664dccf,OSD-401,OSD-419,mouse,actual_flight,skeletal muscle,model_std,0.10738206431608927
OSD-401|Quadriceps femoris|344e21b7,OSD-576|Right tibialis anterior|52cb5fea,OSD-401,OSD-576,mouse,actual_flight,skeletal muscle,raw,-0.05632367900586631
OSD-401|Quadriceps femoris|344e21b7,OSD-576|Right tibialis anterior|52cb5fea,OSD-401,OSD-576,mouse,actual_flight,skeletal muscle,model_mean,-0.29350239735742656
OSD-401|Quadriceps femoris|344e21b7,OSD-576|Right tibialis anterior|52cb5fea,OSD-401,OSD-576,mouse,actual_flight,skeletal muscle,model_std,-0.005002877259636169
OSD-401|Quadriceps femoris|344e21b7,OSD-665|Right extensor digitorum longus|52cb5fea,OSD-401,OSD-665,mouse,actual_flight,skeletal muscle,raw,-0.034428959615055696
OSD-401|Quadriceps femoris|344e21b7,OSD-665|Right extensor digitorum longus|52cb5fea,OSD-401,OSD-665,mouse,actual_flight,skeletal muscle,model_mean,0.20985056527680399
OSD-401|Quadriceps femoris|344e21b7,OSD-665|Right extensor digitorum longus|52cb5fea,OSD-401,OSD-665,mouse,actual_flight,skeletal muscle,model_std,0.21418141785156253
OSD-401|Quadriceps femoris|344e21b7,OSD-666|Right quadriceps femoris|52cb5fea,OSD-401,OSD-666,mouse,actual_flight,skeletal muscle,raw,-0.07328575247190325
OSD-401|Quadriceps femoris|344e21b7,OSD-666|Right quadriceps femoris|52cb5fea,OSD-401,OSD-666,mouse,actual_flight,skeletal muscle,model_mean,-0.3171480497602441
OSD-401|Quadriceps femoris|344e21b7,OSD-666|Right quadriceps femoris|52cb5fea,OSD-401,OSD-666,mouse,actual_flight,skeletal muscle,model_std,-0.17811357963067473
OSD-401|Quadriceps femoris|344e21b7,OSD-770|Right soleus|df447f03,OSD-401,OSD-770,mouse,actual_flight,skeletal muscle,raw,0.14983467916695417
OSD-401|Quadriceps femoris|344e21b7,OSD-770|Right soleus|df447f03,OSD-401,OSD-770,mouse,actual_flight,skeletal muscle,model_mean,0.37672823247869847
OSD-401|Quadriceps femoris|344e21b7,OSD-770|Right soleus|df447f03,OSD-401,OSD-770,mouse,actual_flight,skeletal muscle,model_std,0.504538133347571
OSD-401|Quadriceps femoris|344e21b7,OSD-99|Extensor digitorum longus- both sides|2664dccf,OSD-401,OSD-99,mouse,actual_flight,skeletal muscle,raw,0.022968995216957524
OSD-401|Quadriceps femoris|344e21b7,OSD-99|Extensor digitorum longus- both sides|2664dccf,OSD-401,OSD-99,mouse,actual_flight,skeletal muscle,model_mean,-0.044810675537382744
OSD-401|Quadriceps femoris|344e21b7,OSD-99|Extensor digitorum longus- both sides|2664dccf,OSD-401,OSD-99,mouse,actual_flight,skeletal muscle,model_std,0.3181152264796001
OSD-419|Right gastrocnemius|2664dccf,OSD-576|Right tibialis anterior|52cb5fea,OSD-419,OSD-576,mouse,actual_flight,skeletal muscle,raw,-0.023217170458064224
OSD-419|Right gastrocnemius|2664dccf,OSD-576|Right tibialis anterior|52cb5fea,OSD-419,OSD-576,mouse,actual_flight,skeletal muscle,model_mean,0.5098467420520553
OSD-419|Right gastrocnemius|2664dccf,OSD-576|Right tibialis anterior|52cb5fea,OSD-419,OSD-576,mouse,actual_flight,skeletal muscle,model_std,0.15951504244820353
OSD-419|Right gastrocnemius|2664dccf,OSD-665|Right extensor digitorum longus|52cb5fea,OSD-419,OSD-665,mouse,actual_flight,skeletal muscle,raw,-0.04994967525924155
OSD-419|Right gastrocnemius|2664dccf,OSD-665|Right extensor digitorum longus|52cb5fea,OSD-419,OSD-665,mouse,actual_flight,skeletal muscle,model_mean,-0.03239137855396361
OSD-419|Right gastrocnemius|2664dccf,OSD-665|Right extensor digitorum longus|52cb5fea,OSD-419,OSD-665,mouse,actual_flight,skeletal muscle,model_std,0.13709271998267555
OSD-419|Right gastrocnemius|2664dccf,OSD-666|Right quadriceps femoris|52cb5fea,OSD-419,OSD-666,mouse,actual_flight,skeletal muscle,raw,0.06461358742950474
OSD-419|Right gastrocnemius|2664dccf,OSD-666|Right quadriceps femoris|52cb5fea,OSD-419,OSD-666,mouse,actual_flight,skeletal muscle,model_mean,0.6536738545854466
OSD-419|Right gastrocnemius|2664dccf,OSD-666|Right quadriceps femoris|52cb5fea,OSD-419,OSD-666,mouse,actual_flight,skeletal muscle,model_std,0.1925912879849687
OSD-419|Right gastrocnemius|2664dccf,OSD-770|Right soleus|df447f03,OSD-419,OSD-770,mouse,actual_flight,skeletal muscle,raw,-0.11435300901408273
OSD-419|Right gastrocnemius|2664dccf,OSD-770|Right soleus|df447f03,OSD-419,OSD-770,mouse,actual_flight,skeletal muscle,model_mean,-0.5786382972505026
OSD-419|Right gastrocnemius|2664dccf,OSD-770|Right soleus|df447f03,OSD-419,OSD-770,mouse,actual_flight,skeletal muscle,model_std,-0.11368980462940234
OSD-419|Right gastrocnemius|2664dccf,OSD-99|Extensor digitorum longus- both sides|2664dccf,OSD-419,OSD-99,mouse,actual_flight,skeletal muscle,raw,0.06029666292552984
OSD-419|Right gastrocnemius|2664dccf,OSD-99|Extensor digitorum longus- both sides|2664dccf,OSD-419,OSD-99,mouse,actual_flight,skeletal muscle,model_mean,-0.33500986028017743
