epoch,train_loss,val_loss
0,2.600943798836047,1.249350905418396
1,1.1700151073285185,1.1527304649353027
2,1.1350376554571402,1.1350879669189453
3,1.1244550564418585,1.1270383596420288
4,1.1211950573296592,1.1217070817947388
