epoch,train_loss,val_loss
0,2.8080497671620916,1.5151718854904175
1,1.2351185197647387,1.156261920928955
2,1.1486104738217193,1.1412267684936523
3,1.1298510207535741,1.132569432258606
4,1.1210033596514133,1.1281427145004272
