contrast,masked_vs_zero_cosine,relative_shift_change
GSE157937|microgravity_vs_onboard_1g|NCBI,0.9999918937683105,0.004069328308105469
GSE157937|onboard_1g_vs_ground|NCBI,0.999978244304657,0.00660679629072547
GSE157937|microgravity_vs_ground|NCBI,0.9999818801879883,0.006007420364767313
GSE224805|microgravity_vs_onboard_1g|NCBI,0.9999980330467224,0.0019960692152380943
GSE224805|microgravity_vs_onboard_1g|author,0.9999950528144836,0.003291082102805376
