contrast,gene,log1p_expression_shift
GSE298393|YA,ETFB,0.08062076568603516
GSE298393|YA,ETFDH,0.16745201746622707
GSE298393|YA,FDX1,0.15373881657918287
GSE298393|YA,FH,0.15906333923339844
GSE298393|YA,FXN,0.16197943687438965
GSE298393|YA,GOT2,0.255843798319499
GSE298393|YA,GPI,-0.29979530970255475
GSE298393|YA,GPX4,0.01229095458984375
GSE298393|YA,GRPEL1,0.2141797542572026
GSE298393|YA,HADHA,-0.1603533426920567
GSE298393|YA,HADHB,0.024982929229736328
GSE298393|YA,HCCS,0.454422314961751
GSE298393|YA,HSD17B10,-0.016529242197672822
GSE298393|YA,HSPA9,0.11097415288289447
GSE298393|YA,HTRA2,-0.05949068069458008
GSE298393|YA,IDH1,0.31038856506347656
GSE298393|YA,IDH2,-0.051264921824137666
GSE298393|YA,IDH3A,0.11430390675862645
GSE298393|YA,IDH3B,0.04219563802083304
GSE298393|YA,IDH3G,-0.22810085614522269
GSE298393|YA,IMMT,0.013291994730631806
GSE298393|YA,ISCU,-0.07249848047892282
GSE298393|YA,LDHA,0.020030339558918975
GSE298393|YA,LDHB,0.19844945271809866
GSE298393|YA,LRPPRC,0.21379685401916504
GSE298393|YA,MAOB,-0.0007614245017369542
GSE298393|YA,MDH1,0.347170352935791
GSE298393|YA,MDH2,0.12590201695760062
GSE298393|YA,MFN2,0.2185378074645996
GSE298393|YA,MGST3,-0.11728429794311523
GSE298393|YA,MRPL11,0.17659489313761378
GSE298393|YA,MRPL15,0.3679973284403486
GSE298393|YA,MRPL34,0.023269017537435488
GSE298393|YA,MRPL35,0.45759423573811864
GSE298393|YA,MRPS11,0.13563172022501657
GSE298393|YA,MRPS12,0.3086343606313071
GSE298393|YA,MRPS15,0.10181045532226562
GSE298393|YA,MRPS22,0.2272797425587978
GSE298393|YA,MRPS30,0.17951504389445017
GSE298393|YA,MTRF1,0.2561495304107666
GSE298393|YA,MTRR,-0.026163339614868164
GSE298393|YA,MTX2,0.45629453659057617
GSE298393|YA,NDUFA1,0.1990187962849932
GSE298393|YA,NDUFA2,0.2924690246582031
GSE298393|YA,NDUFA3,0.0701456069946289
GSE298393|YA,NDUFA4,0.059873104095458984
GSE298393|YA,NDUFA5,0.5726262728373213
GSE298393|YA,NDUFA6,0.2600137392679853
GSE298393|YA,NDUFA7,0.08865626653035452
GSE298393|YA,NDUFA8,0.213272412618001
GSE298393|YA,NDUFA9,0.12510315577189068
GSE298393|YA,NDUFAB1,0.31658538182576557
GSE298393|YA,NDUFB1,0.227737744649251
GSE298393|YA,NDUFB2,0.18004528681437204
GSE298393|YA,NDUFB3,0.31262731552124023
GSE298393|YA,NDUFB4,0.026965300242105528
GSE298393|YA,NDUFB5,0.3470277786254883
GSE298393|YA,NDUFB6,0.26524877548217773
GSE298393|YA,NDUFB7,0.04771614074707031
GSE298393|YA,NDUFB8,0.09985224405924509
GSE298393|YA,NDUFC1,0.0936746597290039
GSE298393|YA,NDUFC2,0.10312398274739554
GSE298393|YA,NDUFS1,0.33560530344645123
GSE298393|YA,NDUFS2,0.18586222330729196
GSE298393|YA,NDUFS3,0.16257524490356445
GSE298393|YA,NDUFS4,0.19415664672851562
GSE298393|YA,NDUFS6,0.07863362630208393
GSE298393|YA,NDUFS7,0.19874207178751657
GSE298393|YA,NDUFS8,0.23031775156656842
GSE298393|YA,NDUFV1,0.11632839838663678
GSE298393|YA,NDUFV2,0.06217527389526367
GSE298393|YA,NQO2,-0.15439367294311523
GSE298393|YA,OAT,-0.04247538248697902
GSE298393|YA,OGDH,-0.09409173329671283
GSE298393|YA,OPA1,0.17600488662719727
GSE298393|YA,OXA1L,0.12688096364339163
GSE298393|YA,PDHA1,0.27025445302327533
GSE298393|YA,PDHB,0.2002701759338379
GSE298393|YA,PDHX,0.0922394593556719
GSE298393|YA,PDK4,-0.412448803583781
GSE298393|YA,PDP1,0.10127441088358591
GSE298393|YA,PHB2,0.2332146962483721
GSE298393|YA,PHYH,0.11607805887858103
GSE298393|YA,PMPCA,0.19884077707926417
GSE298393|YA,POLR2F,0.07970635096232126
GSE298393|YA,POR,-0.0996244748433428
GSE298393|YA,PRDX3,0.4717680613199873
GSE298393|YA,RETSAT,0.006818135579427231
GSE298393|YA,RHOT1,0.3909027576446533
GSE298393|YA,RHOT2,0.33167537053426077
GSE298393|YA,SDHA,0.2682511011759443
GSE298393|YA,SDHB,0.2720758120218907
GSE298393|YA,SDHC,0.3080895741780596
GSE298393|YA,SDHD,0.4092747370402021
GSE298393|YA,SLC25A11,0.1991256078084307
GSE298393|YA,SLC25A12,0.2254413763682046
GSE298393|YA,SLC25A20,0.2518054644266763
GSE298393|YA,SLC25A3,0.15802431106567383
GSE298393|YA,SLC25A4,0.37478033701578806
GSE298393|YA,SLC25A5,0.13473272323608398
GSE298393|YA,SUCLA2,0.3747696876525879
GSE298393|YA,SUCLG1,0.2743331591288243
GSE298393|YA,SUPV3L1,0.19192218780517578
GSE298393|YA,SURF1,0.10246849060058594
GSE298393|YA,TCIRG1,-0.22071874141693115
GSE298393|YA,TIMM10,0.15732892354329397
GSE298393|YA,TIMM13,0.41046714782714844
GSE298393|YA,TIMM17A,0.22325706481933594
GSE298393|YA,TIMM50,0.21285589536031102
GSE298393|YA,TIMM8B,0.10544808705647757
GSE298393|YA,TIMM9,0.12991134325663278
GSE298393|YA,TOMM22,0.27181434631347656
GSE298393|YA,TOMM70,0.4424349466959634
GSE298393|YA,UQCR10,0.28884251912434955
GSE298393|YA,UQCR11,0.39099756876627634
GSE298393|YA,UQCRC1,0.0816650390625
GSE298393|YA,UQCRC2,0.3525973955790205
GSE298393|YA,UQCRQ,0.37283976872762015
GSE298393|YA,VDAC1,0.029636542002359434
GSE298393|YA,VDAC2,0.2480173110961914
GSE298393|YA,VDAC3,0.18500518798828125
