contrast,study,species,tissue,setting,source,role,pathway,n_genes,n_source_genes,n_canonical_genes,observed_canonical_fraction,source_set_fraction,status,zscore_shift,mean_log_expression_shift,background_centered_shift,rank_shift,leave_one_min,leave_one_max,leave_one_sign_retention,genes_agreeing_fraction,excluding_MYH1_zscore_shift
OSD-379|Left Lobe of the Liver|9abbe127,OSD-379,mouse,liver,actual_flight,existing,primary,Circadian clock,106,112,106,1.0,0.9464285714285714,ok,0.16112714242289355,0.016948417284520456,-0.028202485083286488,-0.008537378148542274,0.03800880091084184,0.2391588052897138,1.0,0.6037735849056604,0.16112714242289355
OSD-379|Left Lobe of the Liver|9abbe127,OSD-379,mouse,liver,actual_flight,existing,primary,Muscle contraction,192,204,192,1.0,0.9411764705882353,ok,0.038846049018785106,-0.10315133324830739,-0.14830223561611433,-0.01382503686302522,-0.14677668637208618,0.36700789414986157,0.6666666666666666,0.4427083333333333,0.038846049018785106
OSD-379|Left Lobe of the Liver|a45ca5be,OSD-379,mouse,liver,actual_flight,existing,primary,TNF-alpha Signaling via NF-kB,184,200,184,1.0,0.92,ok,0.07240339124509063,0.011876478386314115,-0.008813108317516916,-0.0012186599578547508,-0.06564705182082292,0.1968418629746691,0.6666666666666666,0.5271739130434783,0.07240339124509063
OSD-379|Left Lobe of the Liver|a45ca5be,OSD-379,mouse,liver,actual_flight,existing,primary,DNA Repair,137,150,137,1.0,0.9133333333333333,ok,0.18463293555763277,0.05147129420979679,0.03078170750596576,0.00609094766971241,0.08356528204188793,0.28009796196914394,1.0,0.583941605839416,0.18463293555763277
OSD-379|Left Lobe of the Liver|a45ca5be,OSD-379,mouse,liver,actual_flight,existing,primary,Myogenesis,190,200,190,1.0,0.95,ok,0.45554700159973327,0.3353403299454636,0.31465074324163256,0.05771354284160779,0.2802845348950663,0.6021628065277036,1.0,0.7947368421052632,0.45333088312154335
OSD-379|Left Lobe of the Liver|a45ca5be,OSD-379,mouse,liver,actual_flight,existing,primary,Unfolded Protein Response,102,113,102,1.0,0.9026548672566371,ok,0.09979558669857752,0.025633503229423482,0.004943916525592451,0.0032250365801888004,0.00191660524348655,0.24298605227844405,1.0,0.5784313725490197,0.09979558669857752
OSD-379|Left Lobe of the Liver|a45ca5be,OSD-379,mouse,liver,actual_flight,existing,primary,Inflammatory Response,177,200,177,1.0,0.885,ok,-0.057358933022723366,-0.03062600028576612,-0.05131558698959715,-0.00919409409241595,-0.23181825971935777,0.05305190675055599,0.75,0.4689265536723164,-0.057358933022723366
OSD-379|Left Lobe of the Liver|a45ca5be,OSD-379,mouse,liver,actual_flight,existing,primary,Oxidative Phosphorylation,173,200,173,1.0,0.865,ok,-0.03996882737092957,-0.02293263740392515,-0.04362222410775618,0.0019311338919923982,-0.18900626326585696,0.04847000746183036,0.6666666666666666,0.5260115606936416,-0.03996882737092957
OSD-379|Left Lobe of the Liver|a45ca5be,OSD-379,mouse,liver,actual_flight,existing,primary,Reactive Oxygen Species Pathway,44,49,44,1.0,0.8979591836734694,ok,-0.009676049862180255,-0.0013638996928366787,-0.02205348639666771,0.0007449619838344468,-0.1275266419341964,0.08514010996713292,0.5833333333333334,0.5,-0.009676049862180255
OSD-379|Left Lobe of the Liver|a45ca5be,OSD-379,mouse,liver,actual_flight,existing,primary,p53 Pathway,186,200,186,1.0,0.93,ok,0.06355215447837155,0.02105048242881269,0.000360895724981658,0.0010538792517669204,-0.08588063378999838,0.1595955626131914,0.6666666666666666,0.5376344086021505,0.06355215447837155
OSD-379|Left Lobe of the Liver|a45ca5be,OSD-379,mouse,liver,actual_flight,existing,primary,Circadian clock,106,112,106,1.0,0.9464285714285714,ok,0.02502080264449414,0.0032330440494980905,-0.01745654265433294,-0.00500262313710631,-0.06791978569495428,0.15008235699196226,0.6666666666666666,0.49056603773584906,0.02502080264449414
OSD-379|Left Lobe of the Liver|a45ca5be,OSD-379,mouse,liver,actual_flight,existing,primary,Muscle contraction,192,204,192,1.0,0.9411764705882353,ok,0.3193761210227974,0.22777248538518013,0.2070828986813491,0.035823619582738,0.17356886335449148,0.42847138733649826,1.0,0.6770833333333334,0.3193761210227974
OSD-379|Left Lobe of the Liver|a8ed2e02,OSD-379,mouse,liver,actual_flight,existing,primary,TNF-alpha Signaling via NF-kB,184,200,184,1.0,0.92,ok,-0.07749350299712658,-0.010066376686892475,0.010609212300315418,0.0019093713117063205,-0.1912142264733133,0.09747631348181968,0.75,0.5706521739130435,-0.07749350299712658
OSD-379|Left Lobe of the Liver|a8ed2e02,OSD-379,mouse,liver,actual_flight,existing,primary,DNA Repair,137,150,137,1.0,0.9133333333333333,ok,-0.18972245890035094,-0.04981159591036688,-0.029136006923158986,-0.0035673688373553114,-0.3313691031237317,-0.005476400565748009,1.0,0.6788321167883211,-0.18972245890035094
OSD-379|Left Lobe of the Liver|a8ed2e02,OSD-379,mouse,liver,actual_flight,existing,primary,Myogenesis,190,200,190,1.0,0.95,ok,0.11304849469173148,0.15486101822584475,0.17553660721305264,0.023471665480879866,-0.3066839634180508,0.30117522147030523,0.9166666666666666,0.6,0.11091201735747463
OSD-379|Left Lobe of the Liver|a8ed2e02,OSD-379,mouse,liver,actual_flight,existing,primary,Unfolded Protein Response,102,113,102,1.0,0.9026548672566371,ok,-0.11601694198721296,-0.020674308898913196,1.2800882946972791e-06,0.0006380252947424392,-0.2665513889607842,0.01667650200568105,0.9166666666666666,0.5980392156862745,-0.11601694198721296
OSD-379|Left Lobe of the Liver|a8ed2e02,OSD-379,mouse,liver,actual_flight,existing,primary,Inflammatory Response,177,200,177,1.0,0.885,ok,-0.18217234726544024,-0.03962770477638822,-0.018952115789180324,-0.0027585138492278727,-0.2838385099645313,-0.04015542139468752,1.0,0.632768361581921,-0.18217234726544024
OSD-379|Left Lobe of the Liver|a8ed2e02,OSD-379,mouse,liver,actual_flight,existing,primary,Oxidative Phosphorylation,173,200,173,1.0,0.865,ok,-0.35204039771236045,-0.10956615140672277,-0.08889056241951487,-0.006061232670553585,-0.5167295677182708,-0.16974223856759646,1.0,0.7572254335260116,-0.35204039771236045
OSD-379|Left Lobe of the Liver|a8ed2e02,OSD-379,mouse,liver,actual_flight,existing,primary,Reactive Oxygen Species Pathway,44,49,44,1.0,0.8979591836734694,ok,-0.21896851609142895,-0.06474620722601099,-0.044070618238803094,-0.002552478294318261,-0.3824878423744104,-0.011491591400430622,1.0,0.75,-0.21896851609142895
OSD-379|Left Lobe of the Liver|a8ed2e02,OSD-379,mouse,liver,actual_flight,existing,primary,p53 Pathway,186,200,186,1.0,0.93,ok,-0.08974924867261594,-0.014003794476737053,0.006671794510470841,0.0016225048953741883,-0.19465524833565878,0.11283410607685343,0.8333333333333334,0.5860215053763441,-0.08974924867261594
OSD-379|Left Lobe of the Liver|a8ed2e02,OSD-379,mouse,liver,actual_flight,existing,primary,Circadian clock,106,112,106,1.0,0.9464285714285714,ok,-0.02601987376283884,-0.056687477696394595,-0.0360118887091867,-0.0031024557954741905,-0.17426410037602386,0.11900714339776991,0.5833333333333334,0.5094339622641509,-0.02601987376283884
OSD-379|Left Lobe of the Liver|a8ed2e02,OSD-379,mouse,liver,actual_flight,existing,primary,Muscle contraction,192,204,192,1.0,0.9411764705882353,ok,0.007832680175045285,0.08641151534619818,0.10708710433340607,0.014149047972304818,-0.3175192045170876,0.10950386530753425,0.5833333333333334,0.5208333333333334,0.007832680175045285
OSD-401|Gastrocnemius|344e21b7,OSD-401,mouse,skeletal muscle,actual_flight,existing,primary,TNF-alpha Signaling via NF-kB,184,200,184,1.0,0.92,ok,-0.1428025042127827,-0.01419254866145181,0.011671518055893504,0.002260461015782922,-0.30075229479396476,-0.01756110661807533,1.0,0.5380434782608695,-0.1428025042127827
OSD-401|Gastrocnemius|344e21b7,OSD-401,mouse,skeletal muscle,actual_flight,existing,primary,DNA Repair,137,150,137,1.0,0.9133333333333333,ok,-0.3323793149956721,-0.050633886035921005,-0.024769819318575692,-0.002287730343352057,-0.392138374226987,-0.2228107080124732,1.0,0.6204379562043796,-0.3323793149956721
OSD-401|Gastrocnemius|344e21b7,OSD-401,mouse,skeletal muscle,actual_flight,existing,primary,Myogenesis,190,200,190,1.0,0.95,ok,-0.478339924329756,-0.07647073412019978,-0.050606667402854466,4.0490279443750055e-06,-0.6340676985626292,-0.3464944763393264,1.0,0.6789473684210526,-0.47921936414725247
OSD-401|Gastrocnemius|344e21b7,OSD-401,mouse,skeletal muscle,actual_flight,existing,primary,Unfolded Protein Response,102,113,102,1.0,0.9026548672566371,ok,-0.495931067583151,-0.06076644207624815,-0.03490237535890284,-0.0020717639732011905,-0.6503837686727947,-0.3328000152063071,1.0,0.6764705882352942,-0.495931067583151
OSD-401|Gastrocnemius|344e21b7,OSD-401,mouse,skeletal muscle,actual_flight,existing,primary,Inflammatory Response,177,200,177,1.0,0.885,ok,-0.04844154295836545,-0.007866199059927359,0.017997867657417954,0.0029759897871686203,-0.13662495716210124,0.09644462034186921,0.6666666666666666,0.4689265536723164,-0.04844154295836545
OSD-401|Gastrocnemius|344e21b7,OSD-401,mouse,skeletal muscle,actual_flight,existing,primary,Oxidative Phosphorylation,173,200,173,1.0,0.865,ok,-1.2236540387967865,-0.18012476633509333,-0.15426069961774802,-0.00959878078452403,-1.3668918816527356,-1.1335439571170665,1.0,0.953757225433526,-1.2236540387967865
OSD-401|Gastrocnemius|344e21b7,OSD-401,mouse,skeletal muscle,actual_flight,existing,primary,Reactive Oxygen Species Pathway,44,49,44,1.0,0.8979591836734694,ok,-0.6507660561730568,-0.10223478270751052,-0.0763707159901652,-0.0072810198922957925,-0.7550213494771161,-0.5127176754348652,1.0,0.75,-0.6507660561730568
OSD-401|Gastrocnemius|344e21b7,OSD-401,mouse,skeletal muscle,actual_flight,existing,primary,p53 Pathway,186,200,186,1.0,0.93,ok,-0.31087519410030906,-0.0555596044921316,-0.029695537774786285,-0.001881572712114088,-0.4137551947252256,-0.17287036674302791,1.0,0.5967741935483871,-0.31087519410030906
OSD-401|Gastrocnemius|344e21b7,OSD-401,mouse,skeletal muscle,actual_flight,existing,primary,Circadian clock,106,112,106,1.0,0.9464285714285714,ok,-0.4888363326244205,-0.05843065470550801,-0.0325665879881627,-0.0015627883636398776,-0.5777152795178239,-0.38213206991100895,1.0,0.7169811320754716,-0.4888363326244205
OSD-401|Gastrocnemius|344e21b7,OSD-401,mouse,skeletal muscle,actual_flight,existing,primary,Muscle contraction,192,204,192,1.0,0.9411764705882353,ok,-0.18545679476500357,-0.040968368431398616,-0.015104301714053303,0.0008819078103821099,-0.29039395832350173,-0.12084873194169982,1.0,0.5208333333333334,-0.18545679476500357
OSD-401|Quadriceps femoris|344e21b7,OSD-401,mouse,skeletal muscle,actual_flight,existing,primary,TNF-alpha Signaling via NF-kB,184,200,184,1.0,0.92,ok,-0.022457531158301722,0.011872679926455021,0.021758812455692667,0.004306015472316238,-0.13425766037838324,0.03525458215657764,0.5,0.4673913043478261,-0.022457531158301722
OSD-401|Quadriceps femoris|344e21b7,OSD-401,mouse,skeletal muscle,actual_flight,existing,primary,DNA Repair,137,150,137,1.0,0.9133333333333333,ok,-0.20962551618974706,-0.02628151445203164,-0.016395381922793995,-0.0014511099719788367,-0.32219836232499943,-0.0034868182249377794,1.0,0.6131386861313869,-0.20962551618974706
OSD-401|Quadriceps femoris|344e21b7,OSD-401,mouse,skeletal muscle,actual_flight,existing,primary,Myogenesis,190,200,190,1.0,0.95,ok,-0.08871301137499076,-0.022388433808820274,-0.012502301279582628,0.003128336832850298,-0.2077431989030295,0.03529327879784307,0.8333333333333334,0.531578947368421,-0.0868979124029225
OSD-401|Quadriceps femoris|344e21b7,OSD-401,mouse,skeletal muscle,actual_flight,existing,primary,Unfolded Protein Response,102,113,102,1.0,0.9026548672566371,ok,-0.35806019614147144,-0.027299570199710743,-0.017413437670473098,-0.0012862865774954102,-0.4117655846163758,-0.3044502632973078,1.0,0.6470588235294118,-0.35806019614147144
OSD-401|Quadriceps femoris|344e21b7,OSD-401,mouse,skeletal muscle,actual_flight,existing,primary,Inflammatory Response,177,200,177,1.0,0.885,ok,-0.06556943428488524,-0.012688617123792323,-0.0028024845945546772,0.00010133354196117939,-0.14872271444567206,0.010913274085068203,0.8333333333333334,0.4915254237288136,-0.06556943428488524
OSD-401|Quadriceps femoris|344e21b7,OSD-401,mouse,skeletal muscle,actual_flight,existing,primary,Oxidative Phosphorylation,173,200,173,1.0,0.865,ok,-1.0644687001357362,-0.12353332355073032,-0.11364719102149268,-0.007737495132221883,-1.1670736405003252,-0.9552786923520002,1.0,0.9248554913294798,-1.0644687001357362
OSD-401|Quadriceps femoris|344e21b7,OSD-401,mouse,skeletal muscle,actual_flight,existing,primary,Reactive Oxygen Species Pathway,44,49,44,1.0,0.8979591836734694,ok,-0.48628236654557067,-0.07861014385002196,-0.06872401132078432,-0.0055960195426071335,-0.6509959837932577,-0.3428663405069158,1.0,0.6363636363636364,-0.48628236654557067
OSD-401|Quadriceps femoris|344e21b7,OSD-401,mouse,skeletal muscle,actual_flight,existing,primary,p53 Pathway,186,200,186,1.0,0.93,ok,-0.1855040221153741,-0.034300288005221446,-0.0244141554759838,-0.002665423472034689,-0.2550662930150588,-0.1033866377303119,1.0,0.5752688172043011,-0.1855040221153741
OSD-401|Quadriceps femoris|344e21b7,OSD-401,mouse,skeletal muscle,actual_flight,existing,primary,Circadian clock,106,112,106,1.0,0.9464285714285714,ok,-0.27371264845060983,-0.0179413070421921,-0.008055174512954455,0.002645428587425225,-0.36577426935713553,-0.17879624771660654,1.0,0.5943396226415094,-0.27371264845060983
OSD-401|Quadriceps femoris|344e21b7,OSD-401,mouse,skeletal muscle,actual_flight,existing,primary,Muscle contraction,192,204,192,1.0,0.9411764705882353,ok,0.039370378279060744,-0.007018261579408769,0.002867870949828877,0.002760662801773117,-0.04949432691555469,0.095216709019001,0.6666666666666666,0.4791666666666667,0.039370378279060744
OSD-419|Right gastrocnemius|2664dccf,OSD-419,mouse,skeletal muscle,actual_flight,existing,primary,TNF-alpha Signaling via NF-kB,184,200,184,1.0,0.92,ok,0.09001290404050757,0.049390939454062144,0.0018551629958298843,0.0018140879074146632,0.030974058428749222,0.15838405538727054,1.0,0.5108695652173914,0.09001290404050757
OSD-419|Right gastrocnemius|2664dccf,OSD-419,mouse,skeletal muscle,actual_flight,existing,primary,DNA Repair,137,150,137,1.0,0.9133333333333333,ok,-0.008663323956645055,0.010377501445729465,-0.037158275012502795,-0.003272157123225816,-0.08577073343440685,0.06898322792321025,0.7,0.45985401459854014,-0.008663323956645055
OSD-419|Right gastrocnemius|2664dccf,OSD-419,mouse,skeletal muscle,actual_flight,existing,primary,Myogenesis,190,200,190,1.0,0.95,ok,0.16040567790959215,0.03286092832619181,-0.014674848132040452,0.003823395861893397,0.11608774004354448,0.22452622668095357,1.0,0.5947368421052631,0.1555971249135856
OSD-419|Right gastrocnemius|2664dccf,OSD-419,mouse,skeletal muscle,actual_flight,existing,primary,Unfolded Protein Response,102,113,102,1.0,0.9026548672566371,ok,0.1341999453572719,0.07144699548827704,0.023911219030044784,0.006247481408213518,0.10002209730694239,0.20553585266807453,1.0,0.6176470588235294,0.1341999453572719
OSD-419|Right gastrocnemius|2664dccf,OSD-419,mouse,skeletal muscle,actual_flight,existing,primary,Inflammatory Response,177,200,177,1.0,0.885,ok,0.15343326121232037,0.06757123983445856,0.020035463376226303,0.0013915665904805086,0.0946485977037057,0.21363458861305912,1.0,0.5254237288135594,0.15343326121232037
OSD-419|Right gastrocnemius|2664dccf,OSD-419,mouse,skeletal muscle,actual_flight,existing,primary,Oxidative Phosphorylation,173,200,173,1.0,0.865,ok,-0.22648965543737914,-0.043967862608115915,-0.09150363906634817,-0.0030673192188430676,-0.359964102571129,-0.08736698438884115,1.0,0.6242774566473989,-0.22648965543737914
OSD-419|Right gastrocnemius|2664dccf,OSD-419,mouse,skeletal muscle,actual_flight,existing,primary,Reactive Oxygen Species Pathway,44,49,44,1.0,0.8979591836734694,ok,0.04333390460668264,0.014495742831830416,-0.033040033626401843,-0.003446994674739523,-0.01160554646407864,0.09502259207303182,0.8,0.4772727272727273,0.04333390460668264
OSD-419|Right gastrocnemius|2664dccf,OSD-419,mouse,skeletal muscle,actual_flight,existing,primary,p53 Pathway,186,200,186,1.0,0.93,ok,0.032176099891275116,0.002102377009995049,-0.04543339944823721,-0.004621106301413325,-0.01773182146348217,0.08925295122600313,0.7,0.521505376344086,0.032176099891275116
OSD-419|Right gastrocnemius|2664dccf,OSD-419,mouse,skeletal muscle,actual_flight,existing,primary,Circadian clock,106,112,106,1.0,0.9464285714285714,ok,0.03631872536247626,0.008834315558350792,-0.03870146089988147,-0.002428423608648589,-0.04663804124690357,0.1330819613348286,0.6,0.5283018867924528,0.03631872536247626
OSD-419|Right gastrocnemius|2664dccf,OSD-419,mouse,skeletal muscle,actual_flight,existing,primary,Muscle contraction,192,204,192,1.0,0.9411764705882353,ok,0.13224642427862074,0.012942776201574357,-0.0345930002566579,-0.0005008563212071104,0.04542862382912959,0.1778771971620844,1.0,0.5625,0.13224642427862074
OSD-457|Cerebrum|0f84cf73,OSD-457,mouse,brain,actual_flight,existing,primary,TNF-alpha Signaling via NF-kB,184,200,184,1.0,0.92,ok,0.06087547773959032,0.01287490771273525,0.005270470086447876,7.143642158458086e-05,0.00804647360880114,0.1720830402054894,1.0,0.5597826086956522,0.06087547773959032
OSD-457|Cerebrum|0f84cf73,OSD-457,mouse,brain,actual_flight,existing,primary,DNA Repair,137,150,137,1.0,0.9133333333333333,ok,0.09399656712238214,0.009002221435526092,0.0013977838092387174,0.001157783441350091,0.00041517518519672373,0.14640774016691044,1.0,0.5985401459854015,0.09399656712238214
OSD-457|Cerebrum|0f84cf73,OSD-457,mouse,brain,actual_flight,existing,primary,Myogenesis,190,200,190,1.0,0.95,ok,0.08963031105940467,0.014599985113008085,0.00699554748672071,0.0006068336023045129,0.038619468393243914,0.16243851789281624,1.0,0.5421052631578948,0.08435106402459469
OSD-457|Cerebrum|0f84cf73,OSD-457,mouse,brain,actual_flight,existing,primary,Unfolded Protein Response,102,113,102,1.0,0.9026548672566371,ok,-0.015525175019201521,-0.0007807492625486745,-0.00838518688883605,-0.0007901105271210795,-0.06668105449420744,0.052375737561861056,0.75,0.5196078431372549,-0.015525175019201521
OSD-457|Cerebrum|0f84cf73,OSD-457,mouse,brain,actual_flight,existing,primary,Inflammatory Response,177,200,177,1.0,0.885,ok,0.04512150112535606,0.007182613081822886,-0.0004218245444644886,-0.00024377174371303933,-0.025016369687929176,0.09546076983697104,0.9166666666666666,0.519774011299435,0.04512150112535606
OSD-457|Cerebrum|0f84cf73,OSD-457,mouse,brain,actual_flight,existing,primary,Oxidative Phosphorylation,173,200,173,1.0,0.865,ok,0.10720890039709015,0.007803558154831691,0.0001991205285443165,0.0003539104532225279,-0.012680775199561026,0.20667403708037324,0.9166666666666666,0.6242774566473989,0.10720890039709015
OSD-457|Cerebrum|0f84cf73,OSD-457,mouse,brain,actual_flight,existing,primary,Reactive Oxygen Species Pathway,44,49,44,1.0,0.8979591836734694,ok,0.2705976966051338,0.01935877727175317,0.011754339645465794,0.0022135299583370127,0.2091807469809022,0.328850873198603,1.0,0.7045454545454546,0.2705976966051338
OSD-457|Cerebrum|0f84cf73,OSD-457,mouse,brain,actual_flight,existing,primary,p53 Pathway,186,200,186,1.0,0.93,ok,-0.0031871730116881636,0.002995477501958277,-0.004608960124329098,-0.001139703405904191,-0.051034568019490176,0.046308332122906554,0.5833333333333334,0.5,-0.0031871730116881636
OSD-457|Cerebrum|0f84cf73,OSD-457,mouse,brain,actual_flight,existing,primary,Circadian clock,106,112,106,1.0,0.9464285714285714,ok,0.13316549885106443,0.006247955415421558,-0.001356482210865817,-7.827938794857658e-05,0.06022647928972416,0.2333007044552272,1.0,0.5943396226415094,0.13316549885106443
OSD-457|Cerebrum|0f84cf73,OSD-457,mouse,brain,actual_flight,existing,primary,Muscle contraction,192,204,192,1.0,0.9411764705882353,ok,0.03885557727250161,0.005833634679826449,-0.0017708029464609254,-0.0004022019361102913,-0.03838193489707169,0.1318423426491029,0.75,0.4791666666666667,0.03885557727250161
OSD-457|Cerebrum|3ec2dbad,OSD-457,mouse,brain,actual_flight,existing,primary,TNF-alpha Signaling via NF-kB,184,200,184,1.0,0.92,ok,-0.00828230767021548,0.013318070720044428,0.006582947132222738,0.0006756893973060563,-0.08109642158750016,0.07931411926030704,0.5833333333333334,0.5271739130434783,-0.00828230767021548
OSD-457|Cerebrum|3ec2dbad,OSD-457,mouse,brain,actual_flight,existing,primary,DNA Repair,137,150,137,1.0,0.9133333333333333,ok,0.18472944064353378,0.020891549668462517,0.014156426080640827,0.0017721928213815241,0.11143899716074064,0.27977725690971555,1.0,0.6423357664233577,0.18472944064353378
OSD-457|Cerebrum|3ec2dbad,OSD-457,mouse,brain,actual_flight,existing,primary,Myogenesis,190,200,190,1.0,0.95,ok,-0.07372802566269857,-0.012949791361103635,-0.019684914948925325,-0.002937193792261872,-0.1087515228272482,-0.027432732106079175,1.0,0.5368421052631579,-0.07483856775504144
OSD-457|Cerebrum|3ec2dbad,OSD-457,mouse,brain,actual_flight,existing,primary,Unfolded Protein Response,102,113,102,1.0,0.9026548672566371,ok,0.013040205295927785,0.003191367583044613,-0.0035437560047770766,-0.0008623011794011148,-0.047210359324398085,0.05902291906178335,0.6666666666666666,0.43137254901960786,0.013040205295927785
OSD-457|Cerebrum|3ec2dbad,OSD-457,mouse,brain,actual_flight,existing,primary,Inflammatory Response,177,200,177,1.0,0.885,ok,-0.09071713472094659,-0.010829254065810145,-0.017564377653631835,-0.002695056202239865,-0.13559890336920438,-0.04303368303142474,1.0,0.6045197740112994,-0.09071713472094659
OSD-457|Cerebrum|3ec2dbad,OSD-457,mouse,brain,actual_flight,existing,primary,Oxidative Phosphorylation,173,200,173,1.0,0.865,ok,0.054101090682585826,0.006997533731148309,0.00026241014332661905,0.00027790006778360965,-0.13848900806557884,0.20334130172272474,0.5833333333333334,0.5549132947976878,0.054101090682585826
OSD-457|Cerebrum|3ec2dbad,OSD-457,mouse,brain,actual_flight,existing,primary,Reactive Oxygen Species Pathway,44,49,44,1.0,0.8979591836734694,ok,0.003936293443733881,0.0018078138713129022,-0.004927309716508788,-0.0010834107644197566,-0.09274834030575468,0.1171326326022942,0.5,0.4772727272727273,0.003936293443733881
OSD-457|Cerebrum|3ec2dbad,OSD-457,mouse,brain,actual_flight,existing,primary,p53 Pathway,186,200,186,1.0,0.93,ok,0.02009721451343821,0.0027872479978054976,-0.003947875590016192,-0.0010059004475264643,-0.044742423487170974,0.09229456270442467,0.75,0.5376344086021505,0.02009721451343821
OSD-457|Cerebrum|3ec2dbad,OSD-457,mouse,brain,actual_flight,existing,primary,Circadian clock,106,112,106,1.0,0.9464285714285714,ok,0.11919033580616398,0.009059037872643394,0.0023239142848217043,0.0009495134236191527,0.03973115503305116,0.19449648039129858,1.0,0.6037735849056604,0.11919033580616398
OSD-457|Cerebrum|3ec2dbad,OSD-457,mouse,brain,actual_flight,existing,primary,Muscle contraction,192,204,192,1.0,0.9411764705882353,ok,0.03749887303981978,0.002642285790190435,-0.004092837797631255,4.487672637987217e-05,-0.02104919534237261,0.1792346326817247,0.9166666666666666,0.5625,0.03749887303981978
OSD-457|Kidney|0f84cf73,OSD-457,mouse,kidney,actual_flight,existing,primary,TNF-alpha Signaling via NF-kB,184,200,184,1.0,0.92,ok,0.39086798110826654,0.08408027362294401,0.0636907368013988,0.010405706312686003,0.2518845951234859,0.6063652833492024,1.0,0.6956521739130435,0.39086798110826654
OSD-457|Kidney|0f84cf73,OSD-457,mouse,kidney,actual_flight,existing,primary,DNA Repair,137,150,137,1.0,0.9133333333333333,ok,0.17491544253221136,0.012177611028191038,-0.008211925793354169,-0.002472638767555102,0.002133078213105708,0.2908989210777096,1.0,0.5474452554744526,0.17491544253221136
OSD-457|Kidney|0f84cf73,OSD-457,mouse,kidney,actual_flight,existing,primary,Myogenesis,190,200,190,1.0,0.95,ok,0.1860697940636412,0.01188009328029116,-0.008509443541254047,-0.0010558129580461317,0.09605100396653415,0.3651571722452217,1.0,0.5631578947368421,0.1870542903285282
OSD-457|Kidney|0f84cf73,OSD-457,mouse,kidney,actual_flight,existing,primary,Unfolded Protein Response,102,113,102,1.0,0.9026548672566371,ok,0.05722384644547909,-0.0022349058242596698,-0.022624442645804876,-0.003433796861969318,-0.05800299565749467,0.1656219427979946,0.6666666666666666,0.49019607843137253,0.05722384644547909
OSD-457|Kidney|0f84cf73,OSD-457,mouse,kidney,actual_flight,existing,primary,Inflammatory Response,177,200,177,1.0,0.885,ok,0.21082131429567602,0.026672102672288256,0.006282565850743049,0.002691610116713705,0.11024118269836411,0.3601067327014133,1.0,0.5988700564971752,0.21082131429567602
OSD-457|Kidney|0f84cf73,OSD-457,mouse,kidney,actual_flight,existing,primary,Oxidative Phosphorylation,173,200,173,1.0,0.865,ok,0.02416869894002486,0.009124980955913742,-0.011264555865631465,0.00027202379477642147,-0.23976420548016092,0.18787153108996418,0.6666666666666666,0.5028901734104047,0.02416869894002486
OSD-457|Kidney|0f84cf73,OSD-457,mouse,kidney,actual_flight,existing,primary,Reactive Oxygen Species Pathway,44,49,44,1.0,0.8979591836734694,ok,0.185486960313739,0.0236750678582629,0.0032855310367176926,0.0012778627021950983,-0.013911481001523823,0.37473478929869697,0.8333333333333334,0.5454545454545454,0.185486960313739
OSD-457|Kidney|0f84cf73,OSD-457,mouse,kidney,actual_flight,existing,primary,p53 Pathway,186,200,186,1.0,0.93,ok,0.20291840134379652,0.02680633750520478,0.006416800683659574,0.00132869380659828,0.05125187263429461,0.424020942821854,1.0,0.5860215053763441,0.20291840134379652
OSD-457|Kidney|0f84cf73,OSD-457,mouse,kidney,actual_flight,existing,primary,Circadian clock,106,112,106,1.0,0.9464285714285714,ok,0.1979501385360185,0.019569487457379964,-0.0008200493641652429,-0.0005410090679669466,0.0032484470681949295,0.40123822892403394,1.0,0.6037735849056604,0.1979501385360185
OSD-457|Kidney|0f84cf73,OSD-457,mouse,kidney,actual_flight,existing,primary,Muscle contraction,192,204,192,1.0,0.9411764705882353,ok,0.2642595612408211,0.03190371156476135,0.011514174743216143,0.003480922812030607,0.14135447190031336,0.4897650805108873,1.0,0.59375,0.2642595612408211
OSD-457|Kidney|3ec2dbad,OSD-457,mouse,kidney,actual_flight,existing,primary,TNF-alpha Signaling via NF-kB,184,200,184,1.0,0.92,ok,0.3372300672293868,0.09026812253169014,0.06146444542578333,0.008660829904862943,0.2503155823619764,0.389820432064823,1.0,0.625,0.3372300672293868
OSD-457|Kidney|3ec2dbad,OSD-457,mouse,kidney,actual_flight,existing,primary,DNA Repair,137,150,137,1.0,0.9133333333333333,ok,0.46140170878508213,0.042655255020100036,0.013851577914193225,0.00026432679294996486,0.2598323491425456,0.5969238427858559,1.0,0.7153284671532847,0.46140170878508213
OSD-457|Kidney|3ec2dbad,OSD-457,mouse,kidney,actual_flight,existing,primary,Myogenesis,190,200,190,1.0,0.95,ok,0.1649355230492059,0.02067543674554484,-0.008128240360361971,-0.0020606660072536864,0.08304388904041074,0.2368937811407939,1.0,0.5631578947368421,0.17093345034630666
OSD-457|Kidney|3ec2dbad,OSD-457,mouse,kidney,actual_flight,existing,primary,Unfolded Protein Response,102,113,102,1.0,0.9026548672566371,ok,0.6201128230955754,0.07618322666563992,0.047379549559733114,0.00495260198815195,0.44379814428317654,0.8053665824050695,1.0,0.7941176470588235,0.6201128230955754
