contrast,study,species,tissue,setting,source,role,pathway,n_genes,n_source_genes,n_canonical_genes,observed_canonical_fraction,source_set_fraction,status,zscore_shift,mean_log_expression_shift,background_centered_shift,rank_shift,leave_one_min,leave_one_max,leave_one_sign_retention,genes_agreeing_fraction,excluding_MYH1_zscore_shift
OSD-457|Temporal Bone|0f84cf73,OSD-457,mouse,bone,actual_flight,existing,primary,Oxidative Phosphorylation,173,200,173,1.0,0.865,ok,-0.4790406959029591,-0.07099900241072721,-0.11873199107967247,-0.015559957995765705,-0.540988332002043,-0.42987956903425817,1.0,0.6705202312138728,-0.4790406959029591
OSD-457|Temporal Bone|0f84cf73,OSD-457,mouse,bone,actual_flight,existing,primary,Reactive Oxygen Species Pathway,44,49,44,1.0,0.8979591836734694,ok,0.12986582580193956,0.020590644894223686,-0.027142343774721578,-0.004436801246890387,0.04502330956865368,0.21485129303764638,1.0,0.6136363636363636,0.12986582580193956
OSD-457|Temporal Bone|0f84cf73,OSD-457,mouse,bone,actual_flight,existing,primary,p53 Pathway,186,200,186,1.0,0.93,ok,0.3248541496697963,0.05576296770230771,0.008029979033362444,-0.0013795974271073597,0.28248507493349095,0.39692615743267845,1.0,0.7365591397849462,0.3248541496697963
OSD-457|Temporal Bone|0f84cf73,OSD-457,mouse,bone,actual_flight,existing,primary,Circadian clock,106,112,106,1.0,0.9464285714285714,ok,0.3206713745547147,0.050466993249624004,0.0027340045806787394,-0.001270251551590329,0.23121859564076586,0.411266762627446,1.0,0.7547169811320755,0.3206713745547147
OSD-457|Temporal Bone|0f84cf73,OSD-457,mouse,bone,actual_flight,existing,primary,Muscle contraction,192,204,192,1.0,0.9411764705882353,ok,0.04082180201350571,-0.03228105140280846,-0.08001404007175372,-0.01068979077371135,-0.029895037055609856,0.12045936176353145,0.8333333333333334,0.546875,0.04082180201350571
OSD-457|Temporal Bone|3ec2dbad,OSD-457,mouse,bone,actual_flight,existing,primary,TNF-alpha Signaling via NF-kB,184,200,184,1.0,0.92,ok,0.28340851894703273,0.10033414095127258,0.05042189206127867,0.008574998685952129,0.16046349132754428,0.3576976910074874,1.0,0.7065217391304348,0.28340851894703273
OSD-457|Temporal Bone|3ec2dbad,OSD-457,mouse,bone,actual_flight,existing,primary,DNA Repair,137,150,137,1.0,0.9133333333333333,ok,0.397708428327876,0.06889138706119091,0.018979138171197008,0.003298108479073858,0.23613291471280995,0.4869465122604033,1.0,0.8248175182481752,0.397708428327876
OSD-457|Temporal Bone|3ec2dbad,OSD-457,mouse,bone,actual_flight,existing,primary,Myogenesis,190,200,190,1.0,0.95,ok,0.13711742625574336,0.14452145562033358,0.09460920673033968,0.016134277335276614,0.020465319431560415,0.23719839487985328,1.0,0.6526315789473685,0.13608122475174528
OSD-457|Temporal Bone|3ec2dbad,OSD-457,mouse,bone,actual_flight,existing,primary,Unfolded Protein Response,102,113,102,1.0,0.9026548672566371,ok,0.29895959161087343,0.04680839053117669,-0.003103858358817213,-0.002806546291447609,0.20130338034155137,0.39547265600531295,1.0,0.7156862745098039,0.29895959161087343
OSD-457|Temporal Bone|3ec2dbad,OSD-457,mouse,bone,actual_flight,existing,primary,Inflammatory Response,177,200,177,1.0,0.885,ok,0.20336853686362868,0.08855096372493332,0.038638714834939414,0.007001235002542683,0.027685500857018305,0.32917275281085584,1.0,0.6384180790960452,0.20336853686362868
OSD-457|Temporal Bone|3ec2dbad,OSD-457,mouse,bone,actual_flight,existing,primary,Oxidative Phosphorylation,173,200,173,1.0,0.865,ok,-0.008877661191161252,0.008628058525409266,-0.04128419036458464,-0.006442650434177244,-0.11091223279990842,0.07588951157385576,0.5833333333333334,0.5028901734104047,-0.008877661191161252
OSD-457|Temporal Bone|3ec2dbad,OSD-457,mouse,bone,actual_flight,existing,primary,Reactive Oxygen Species Pathway,44,49,44,1.0,0.8979591836734694,ok,0.24510889607681902,0.08624700953563114,0.03633476064563723,0.0060387505120442775,0.11577262897708422,0.3118698786308981,1.0,0.7272727272727273,0.24510889607681902
OSD-457|Temporal Bone|3ec2dbad,OSD-457,mouse,bone,actual_flight,existing,primary,p53 Pathway,186,200,186,1.0,0.93,ok,0.13773000839540944,0.041072024332899915,-0.00884022455709399,-0.002644122537393434,0.025719887657142688,0.19836138850527055,1.0,0.5806451612903226,0.13773000839540944
OSD-457|Temporal Bone|3ec2dbad,OSD-457,mouse,bone,actual_flight,existing,primary,Circadian clock,106,112,106,1.0,0.9464285714285714,ok,0.39085981102393297,0.06786227556613156,0.017950026676137654,0.0011830037304536578,0.26968212710222356,0.5121682836045346,1.0,0.8584905660377359,0.39085981102393297
OSD-457|Temporal Bone|3ec2dbad,OSD-457,mouse,bone,actual_flight,existing,primary,Muscle contraction,192,204,192,1.0,0.9411764705882353,ok,0.22524738078228182,0.16699714758821393,0.11708489869822003,0.020893407471517134,0.17964502052890782,0.2705186991573209,1.0,0.7291666666666666,0.22524738078228182
OSD-457|brown adipose tissue|0f84cf73,OSD-457,mouse,adipose,actual_flight,existing,primary,TNF-alpha Signaling via NF-kB,184,200,184,1.0,0.92,ok,0.6612264808798405,0.18569957931775694,0.07439799345098197,0.012566807389249757,0.6073727295273587,0.7298159101067028,1.0,0.7989130434782609,0.6612264808798405
OSD-457|brown adipose tissue|0f84cf73,OSD-457,mouse,adipose,actual_flight,existing,primary,DNA Repair,137,150,137,1.0,0.9133333333333333,ok,0.6406498361678411,0.10391808196521612,-0.007383503901558841,-0.0074565826195708285,0.5800981005603012,0.7574192100458067,1.0,0.781021897810219,0.6406498361678411
OSD-457|brown adipose tissue|0f84cf73,OSD-457,mouse,adipose,actual_flight,existing,primary,Myogenesis,190,200,190,1.0,0.95,ok,0.7122444758825022,0.41657274884678275,0.3052711629800078,0.0463139674111096,0.6320556244889306,0.8009045240062109,1.0,0.8263157894736842,0.7115003649267903
OSD-457|brown adipose tissue|0f84cf73,OSD-457,mouse,adipose,actual_flight,existing,primary,Unfolded Protein Response,102,113,102,1.0,0.9026548672566371,ok,0.9299482884004551,0.18091356874827058,0.06961198288149562,0.0037324722173734948,0.8732467701090646,1.0014942509678035,1.0,0.8725490196078431,0.9299482884004551
OSD-457|brown adipose tissue|0f84cf73,OSD-457,mouse,adipose,actual_flight,existing,primary,Inflammatory Response,177,200,177,1.0,0.885,ok,0.5715613558501691,0.14087884900600356,0.029577263139228593,0.008050459384932818,0.524748944158122,0.6885557585508182,1.0,0.7231638418079096,0.5715613558501691
OSD-457|brown adipose tissue|0f84cf73,OSD-457,mouse,adipose,actual_flight,existing,primary,Oxidative Phosphorylation,173,200,173,1.0,0.865,ok,-0.13352643623622665,-0.01130916618944866,-0.12261075205622363,-0.00485945543148647,-0.23203750665754036,-0.05988310989574275,1.0,0.5491329479768786,-0.13352643623622665
OSD-457|brown adipose tissue|0f84cf73,OSD-457,mouse,adipose,actual_flight,existing,primary,Reactive Oxygen Species Pathway,44,49,44,1.0,0.8979591836734694,ok,0.23892121190804394,0.06721163383035922,-0.04408995203641575,-0.004441921689696149,0.15909728921745508,0.3421618387523999,1.0,0.5681818181818182,0.23892121190804394
OSD-457|brown adipose tissue|0f84cf73,OSD-457,mouse,adipose,actual_flight,existing,primary,p53 Pathway,186,200,186,1.0,0.93,ok,0.538181919017782,0.1443627053090646,0.03306111944228962,0.003087217430250533,0.4775846233030102,0.6304355980512295,1.0,0.7096774193548387,0.538181919017782
OSD-457|brown adipose tissue|0f84cf73,OSD-457,mouse,adipose,actual_flight,existing,primary,Circadian clock,106,112,106,1.0,0.9464285714285714,ok,0.3310285859154241,0.08762753025025383,-0.02367405561652114,-0.0021214750947130545,0.2627429710307664,0.3948500682477988,1.0,0.6415094339622641,0.3310285859154241
OSD-457|brown adipose tissue|0f84cf73,OSD-457,mouse,adipose,actual_flight,existing,primary,Muscle contraction,192,204,192,1.0,0.9411764705882353,ok,0.5744961793034722,0.3160551992114049,0.20475361334462994,0.03275666167527541,0.5182952386870361,0.6329486060949174,1.0,0.78125,0.5744961793034722
OSD-457|brown adipose tissue|3ec2dbad,OSD-457,mouse,adipose,actual_flight,existing,primary,TNF-alpha Signaling via NF-kB,184,200,184,1.0,0.92,ok,0.8415084079410661,0.3083448369828714,0.15702614011106864,0.023475943366925156,0.8104842546096087,0.889380486328538,1.0,0.8478260869565217,0.8415084079410661
OSD-457|brown adipose tissue|3ec2dbad,OSD-457,mouse,adipose,actual_flight,existing,primary,DNA Repair,137,150,137,1.0,0.9133333333333333,ok,0.8629606684822986,0.1737292782627864,0.02241058139098362,-0.005895289688527594,0.7920186997237213,0.9855830965683414,1.0,0.8102189781021898,0.8629606684822986
OSD-457|brown adipose tissue|3ec2dbad,OSD-457,mouse,adipose,actual_flight,existing,primary,Myogenesis,190,200,190,1.0,0.95,ok,0.7044406630925752,0.31228903068245906,0.16097033381065629,0.022785152792961894,0.5369710603911376,0.7623794472920278,1.0,0.8315789473684211,0.7051162066107437
OSD-457|brown adipose tissue|3ec2dbad,OSD-457,mouse,adipose,actual_flight,existing,primary,Unfolded Protein Response,102,113,102,1.0,0.9026548672566371,ok,1.1131375634887546,0.2697319651838219,0.11841326831201915,0.008589879517033605,1.0809639583317612,1.1751507058962303,1.0,0.8235294117647058,1.1131375634887546
OSD-457|brown adipose tissue|3ec2dbad,OSD-457,mouse,adipose,actual_flight,existing,primary,Inflammatory Response,177,200,177,1.0,0.885,ok,0.8275283564112705,0.23333974542769775,0.08202104855589498,0.019626046942514908,0.7724289505885973,0.8845458557671158,1.0,0.8192090395480226,0.8275283564112705
OSD-457|brown adipose tissue|3ec2dbad,OSD-457,mouse,adipose,actual_flight,existing,primary,Oxidative Phosphorylation,173,200,173,1.0,0.865,ok,-0.3432138237923385,-0.03623742621700732,-0.1875561230888101,-0.008769781599578197,-0.4341231864209015,-0.2801521018451538,1.0,0.6069364161849711,-0.3432138237923385
OSD-457|brown adipose tissue|3ec2dbad,OSD-457,mouse,adipose,actual_flight,existing,primary,Reactive Oxygen Species Pathway,44,49,44,1.0,0.8979591836734694,ok,0.22732169870339547,0.11725095158555732,-0.034067745286245454,-0.003241614962683159,0.17069769800989332,0.297448366110557,1.0,0.5454545454545454,0.22732169870339547
OSD-457|brown adipose tissue|3ec2dbad,OSD-457,mouse,adipose,actual_flight,existing,primary,p53 Pathway,186,200,186,1.0,0.93,ok,0.7988786772045255,0.22004324529907526,0.06872454842727249,0.006465143871416834,0.7465008758472189,0.844867204590939,1.0,0.8064516129032258,0.7988786772045255
OSD-457|brown adipose tissue|3ec2dbad,OSD-457,mouse,adipose,actual_flight,existing,primary,Circadian clock,106,112,106,1.0,0.9464285714285714,ok,0.513596785893667,0.1405823983826071,-0.010736298489195661,0.0007842972584588548,0.4820912032610346,0.580423381326388,1.0,0.6792452830188679,0.513596785893667
OSD-457|brown adipose tissue|3ec2dbad,OSD-457,mouse,adipose,actual_flight,existing,primary,Muscle contraction,192,204,192,1.0,0.9411764705882353,ok,0.6267734463534497,0.24773592040744719,0.09641722353564441,0.01828569188006013,0.5036674553825746,0.6742584936607864,1.0,0.75,0.6267734463534497
OSD-457|thymus|0f84cf73,OSD-457,mouse,thymus,actual_flight,existing,primary,TNF-alpha Signaling via NF-kB,184,200,184,1.0,0.92,ok,0.7064217598388128,0.13402961048742945,0.05504937486967254,0.011091758769477877,0.6445041852956692,0.7793271186869977,1.0,0.8206521739130435,0.7064217598388128
OSD-457|thymus|0f84cf73,OSD-457,mouse,thymus,actual_flight,existing,primary,DNA Repair,137,150,137,1.0,0.9133333333333333,ok,-0.04882228056476194,0.006591911588563093,-0.07238832402919382,-0.006813935597318466,-0.09868853769771102,0.013490108927023577,0.8333333333333334,0.5182481751824818,-0.04882228056476194
OSD-457|thymus|0f84cf73,OSD-457,mouse,thymus,actual_flight,existing,primary,Myogenesis,190,200,190,1.0,0.95,ok,0.658322366546884,0.13826158168284586,0.05928134606508895,0.007618535293062834,0.5911482349378223,0.7044753611723371,1.0,0.8,0.656653138929461
OSD-457|thymus|0f84cf73,OSD-457,mouse,thymus,actual_flight,existing,primary,Unfolded Protein Response,102,113,102,1.0,0.9026548672566371,ok,0.4006369492634119,0.05038009906565044,-0.02860013655210647,0.002314303015414354,0.37658361777339316,0.43951932978343144,1.0,0.6372549019607843,0.4006369492634119
OSD-457|thymus|0f84cf73,OSD-457,mouse,thymus,actual_flight,existing,primary,Inflammatory Response,177,200,177,1.0,0.885,ok,0.6626533954055372,0.14938989831678473,0.07040966269902782,0.008821016526929626,0.6005936344461484,0.7431325594628049,1.0,0.7853107344632768,0.6626533954055372
OSD-457|thymus|0f84cf73,OSD-457,mouse,thymus,actual_flight,existing,primary,Oxidative Phosphorylation,173,200,173,1.0,0.865,ok,0.05898508094822638,0.015104958905994614,-0.0638752767117623,-0.0020345245332811235,0.004368390191716641,0.15055931691572813,1.0,0.5202312138728323,0.05898508094822638
OSD-457|thymus|0f84cf73,OSD-457,mouse,thymus,actual_flight,existing,primary,Reactive Oxygen Species Pathway,44,49,44,1.0,0.8979591836734694,ok,0.3802529820494335,0.06557933308861408,-0.013400902529142833,0.006454130823567161,0.3337588696776381,0.4331718367450379,1.0,0.6818181818181818,0.3802529820494335
OSD-457|thymus|0f84cf73,OSD-457,mouse,thymus,actual_flight,existing,primary,p53 Pathway,186,200,186,1.0,0.93,ok,0.422643961930815,0.09013501959969661,0.011154783981939698,0.004669040790255985,0.3815425331476171,0.4595391782153029,1.0,0.6720430107526881,0.422643961930815
OSD-457|thymus|0f84cf73,OSD-457,mouse,thymus,actual_flight,existing,primary,Circadian clock,106,112,106,1.0,0.9464285714285714,ok,0.2601799941756877,0.06203362174660221,-0.016946613871154703,0.005280178000070301,0.2156012358703746,0.2912947738664734,1.0,0.6132075471698113,0.2601799941756877
OSD-457|thymus|0f84cf73,OSD-457,mouse,thymus,actual_flight,existing,primary,Muscle contraction,192,204,192,1.0,0.9411764705882353,ok,0.5087557507697446,0.10782094491878502,0.02884070930102811,0.001264676521229413,0.4630531805247773,0.5508445937896875,1.0,0.7447916666666666,0.5087557507697446
OSD-457|thymus|3ec2dbad,OSD-457,mouse,thymus,actual_flight,existing,primary,TNF-alpha Signaling via NF-kB,184,200,184,1.0,0.92,ok,1.0212520108492926,0.2588314999677781,0.14863539373729617,0.02696369524601372,0.9939808967186812,1.0623310219091446,1.0,0.8858695652173914,1.0212520108492926
OSD-457|thymus|3ec2dbad,OSD-457,mouse,thymus,actual_flight,existing,primary,DNA Repair,137,150,137,1.0,0.9133333333333333,ok,-0.16880297507357456,0.009259661510044204,-0.10093644472043772,-0.008181295289527935,-0.20924986616275798,-0.1415946693527797,1.0,0.6058394160583942,-0.16880297507357456
OSD-457|thymus|3ec2dbad,OSD-457,mouse,thymus,actual_flight,existing,primary,Myogenesis,190,200,190,1.0,0.95,ok,0.8168307984978351,0.21067760782806433,0.1004815015975824,0.012205476599510767,0.7943878272733824,0.849295766052777,1.0,0.8315789473684211,0.8181558173706835
OSD-457|thymus|3ec2dbad,OSD-457,mouse,thymus,actual_flight,existing,primary,Unfolded Protein Response,102,113,102,1.0,0.9026548672566371,ok,0.3897904392803355,0.0691969965895014,-0.040999109640980524,0.0029223745768225395,0.3656861831724703,0.42243859789396443,1.0,0.6862745098039216,0.3897904392803355
OSD-457|thymus|3ec2dbad,OSD-457,mouse,thymus,actual_flight,existing,primary,Inflammatory Response,177,200,177,1.0,0.885,ok,0.9526338760209347,0.28940243629664986,0.17920633006616793,0.02354166938317559,0.9252378342783332,0.9950760709580679,1.0,0.847457627118644,0.9526338760209347
OSD-457|thymus|3ec2dbad,OSD-457,mouse,thymus,actual_flight,existing,primary,Oxidative Phosphorylation,173,200,173,1.0,0.865,ok,0.024809750341389703,0.015916958393849434,-0.0942791478366325,-0.002067145789380276,-0.0928701583284603,0.09241450659060071,0.5833333333333334,0.4797687861271676,0.024809750341389703
OSD-457|thymus|3ec2dbad,OSD-457,mouse,thymus,actual_flight,existing,primary,Reactive Oxygen Species Pathway,44,49,44,1.0,0.8979591836734694,ok,0.29001559295789375,0.08407002506834171,-0.026126081162140213,0.008219060036567583,0.2583000954860777,0.3389117255369304,1.0,0.6136363636363636,0.29001559295789375
OSD-457|thymus|3ec2dbad,OSD-457,mouse,thymus,actual_flight,existing,primary,p53 Pathway,186,200,186,1.0,0.93,ok,0.5503969827931958,0.1463225051146475,0.03612639888416558,0.00966288390429293,0.5390364416686426,0.5800085247952397,1.0,0.6881720430107527,0.5503969827931958
OSD-457|thymus|3ec2dbad,OSD-457,mouse,thymus,actual_flight,existing,primary,Circadian clock,106,112,106,1.0,0.9464285714285714,ok,0.1361429733494854,0.06334388645002775,-0.046852219780454174,0.0035278602044183094,0.10253577558900015,0.18810853413046053,1.0,0.5377358490566038,0.1361429733494854
OSD-457|thymus|3ec2dbad,OSD-457,mouse,thymus,actual_flight,existing,primary,Muscle contraction,192,204,192,1.0,0.9411764705882353,ok,0.7226462358466341,0.18168094708299676,0.07148484085251483,0.005064201194270368,0.6995752845074372,0.7437941226934925,1.0,0.8072916666666666,0.7226462358466341
OSD-457|white adipose tissue|0f84cf73,OSD-457,mouse,adipose,actual_flight,existing,primary,TNF-alpha Signaling via NF-kB,184,200,184,1.0,0.92,ok,0.580043788713485,0.17625589081950066,0.12546340057532213,0.019589676600868744,0.46126353397534936,0.660399961743974,1.0,0.7608695652173914,0.580043788713485
OSD-457|white adipose tissue|0f84cf73,OSD-457,mouse,adipose,actual_flight,existing,primary,DNA Repair,137,150,137,1.0,0.9133333333333333,ok,0.7102921211920504,0.10517701945310653,0.054384529208928,0.0064327274273344726,0.6203109815586714,0.7696797198615081,1.0,0.8467153284671532,0.7102921211920504
OSD-457|white adipose tissue|0f84cf73,OSD-457,mouse,adipose,actual_flight,existing,primary,Myogenesis,190,200,190,1.0,0.95,ok,0.3846600713878957,0.06915320826759741,0.018360718023418876,0.0038169029563690504,0.30279415939955795,0.44735021536422526,1.0,0.6894736842105263,0.38656959059605434
OSD-457|white adipose tissue|0f84cf73,OSD-457,mouse,adipose,actual_flight,existing,primary,Unfolded Protein Response,102,113,102,1.0,0.9026548672566371,ok,0.6814374187191865,0.08846232091119255,0.037669830667014015,0.004229025383095553,0.5517608734143538,0.7401513716776256,1.0,0.8529411764705882,0.6814374187191865
OSD-457|white adipose tissue|0f84cf73,OSD-457,mouse,adipose,actual_flight,existing,primary,Inflammatory Response,177,200,177,1.0,0.885,ok,0.4756387193531277,0.1461269365581499,0.09533444631397137,0.015865032663302525,0.3341814412109436,0.5421789622066024,1.0,0.7175141242937854,0.4756387193531277
OSD-457|white adipose tissue|0f84cf73,OSD-457,mouse,adipose,actual_flight,existing,primary,Oxidative Phosphorylation,173,200,173,1.0,0.865,ok,-0.04539638159117536,-0.0018020988888824974,-0.05259458913306103,-0.004669191240605275,-0.20545118377042934,0.025484208681775488,0.75,0.5491329479768786,-0.04539638159117536
OSD-457|white adipose tissue|0f84cf73,OSD-457,mouse,adipose,actual_flight,existing,primary,Reactive Oxygen Species Pathway,44,49,44,1.0,0.8979591836734694,ok,0.2994696793836073,0.07072822199287732,0.01993573174869878,0.004342135499405431,0.18009576878591876,0.3995032886158568,1.0,0.6590909090909091,0.2994696793836073
OSD-457|white adipose tissue|0f84cf73,OSD-457,mouse,adipose,actual_flight,existing,primary,p53 Pathway,186,200,186,1.0,0.93,ok,0.4639500865081535,0.10131943651298059,0.05052694626880205,0.005453482422149825,0.37448803186541857,0.5433525386821173,1.0,0.6935483870967742,0.4639500865081535
OSD-457|white adipose tissue|0f84cf73,OSD-457,mouse,adipose,actual_flight,existing,primary,Circadian clock,106,112,106,1.0,0.9464285714285714,ok,0.22835201199534405,0.009820673049503625,-0.04097181719467491,-0.007918141533280743,0.08092326366005176,0.3128306263051318,1.0,0.6509433962264151,0.22835201199534405
OSD-457|white adipose tissue|0f84cf73,OSD-457,mouse,adipose,actual_flight,existing,primary,Muscle contraction,192,204,192,1.0,0.9411764705882353,ok,0.28357945862267786,0.06274606918577819,0.011953578941599652,0.0015872852328098208,0.187591101020531,0.3459152924295442,1.0,0.6145833333333334,0.28357945862267786
OSD-457|white adipose tissue|3ec2dbad,OSD-457,mouse,adipose,actual_flight,existing,primary,TNF-alpha Signaling via NF-kB,184,200,184,1.0,0.92,ok,0.23249864250088154,0.0649366044824049,0.08775569532307692,0.012314092088475892,0.09388127895696122,0.3100674424209517,1.0,0.6086956521739131,0.23249864250088154
OSD-457|white adipose tissue|3ec2dbad,OSD-457,mouse,adipose,actual_flight,existing,primary,DNA Repair,137,150,137,1.0,0.9133333333333333,ok,0.32050391416799817,0.036588913595661854,0.05940800443633387,0.00828325563970711,0.2213991307739654,0.4390147156125036,1.0,0.6788321167883211,0.32050391416799817
OSD-457|white adipose tissue|3ec2dbad,OSD-457,mouse,adipose,actual_flight,existing,primary,Myogenesis,190,200,190,1.0,0.95,ok,0.017860191294494253,-0.023747220756321852,-0.0009281299156498335,-0.0010570565880577698,-0.09253680842458772,0.10433504957411235,0.6666666666666666,0.4789473684210526,0.012149075655051508
OSD-457|white adipose tissue|3ec2dbad,OSD-457,mouse,adipose,actual_flight,existing,primary,Unfolded Protein Response,102,113,102,1.0,0.9026548672566371,ok,0.08034321645620973,0.0012441563292169278,0.024063247169888946,-0.0008734530189697942,-0.05195247664026831,0.17573914949135355,0.8333333333333334,0.5490196078431373,0.08034321645620973
OSD-457|white adipose tissue|3ec2dbad,OSD-457,mouse,adipose,actual_flight,existing,primary,Inflammatory Response,177,200,177,1.0,0.885,ok,0.01817737214659973,0.021585445302116035,0.044404536142788054,0.008721856192056787,-0.13212332898594897,0.10796559506158246,0.6666666666666666,0.4519774011299435,0.01817737214659973
OSD-457|white adipose tissue|3ec2dbad,OSD-457,mouse,adipose,actual_flight,existing,primary,Oxidative Phosphorylation,173,200,173,1.0,0.865,ok,-0.11020139816914956,-0.010014812209012902,0.012804278631659116,-0.001588436002939897,-0.16859334232195944,0.003280925252126622,0.9166666666666666,0.5549132947976878,-0.11020139816914956
OSD-457|white adipose tissue|3ec2dbad,OSD-457,mouse,adipose,actual_flight,existing,primary,Reactive Oxygen Species Pathway,44,49,44,1.0,0.8979591836734694,ok,0.15032483272153638,0.027880909203579662,0.05070000004425168,0.0037942481191740596,0.08511755888251281,0.20525096788090902,1.0,0.5454545454545454,0.15032483272153638
OSD-457|white adipose tissue|3ec2dbad,OSD-457,mouse,adipose,actual_flight,existing,primary,p53 Pathway,186,200,186,1.0,0.93,ok,0.16311828920722857,0.028296466960194167,0.051115557800866185,0.005925382323710315,0.03701426671943937,0.2265814684063136,1.0,0.5698924731182796,0.16311828920722857
OSD-457|white adipose tissue|3ec2dbad,OSD-457,mouse,adipose,actual_flight,existing,primary,Circadian clock,106,112,106,1.0,0.9464285714285714,ok,-0.3129081235616562,-0.058187410015754004,-0.035368319175081986,-0.006508905187590508,-0.3951176133016565,-0.18296094101062177,1.0,0.6132075471698113,-0.3129081235616562
OSD-457|white adipose tissue|3ec2dbad,OSD-457,mouse,adipose,actual_flight,existing,primary,Muscle contraction,192,204,192,1.0,0.9411764705882353,ok,-0.12168295153690582,-0.033689034518828986,-0.010869943678156968,-0.00144790407370754,-0.22752892916179013,-0.02438297817709769,1.0,0.59375,-0.12168295153690582
OSD-463|Left Lobe of the Liver|52cb5fea,OSD-463,mouse,liver,actual_flight,existing,primary,TNF-alpha Signaling via NF-kB,184,200,184,1.0,0.92,ok,-0.42296764547259513,-0.14487717377124887,-0.15818294719894532,-0.029058556363097843,-0.5649449019418414,-0.3486240007815302,1.0,0.717391304347826,-0.42296764547259513
OSD-463|Left Lobe of the Liver|52cb5fea,OSD-463,mouse,liver,actual_flight,existing,primary,DNA Repair,137,150,137,1.0,0.9133333333333333,ok,0.04430232952346677,0.01959158690224827,0.006285813474551816,-0.0002909600236812304,-0.08892486037856961,0.1684337113726343,0.8333333333333334,0.5255474452554745,0.04430232952346677
OSD-463|Left Lobe of the Liver|52cb5fea,OSD-463,mouse,liver,actual_flight,existing,primary,Myogenesis,190,200,190,1.0,0.95,ok,-0.050258858614417326,0.006944511573876211,-0.006361261853820244,0.0014066901510287333,-0.08994956308441811,0.009994167373503164,0.9166666666666666,0.46842105263157896,-0.0546184305870804
OSD-463|Left Lobe of the Liver|52cb5fea,OSD-463,mouse,liver,actual_flight,existing,primary,Unfolded Protein Response,102,113,102,1.0,0.9026548672566371,ok,-0.05298553116726648,-0.04467538574077423,-0.057981159168470686,-0.004730696542821877,-0.13521031548716458,0.08779562802988457,0.75,0.5098039215686274,-0.05298553116726648
OSD-463|Left Lobe of the Liver|52cb5fea,OSD-463,mouse,liver,actual_flight,existing,primary,Inflammatory Response,177,200,177,1.0,0.885,ok,-0.47690867975372087,-0.11034531831230909,-0.12365109174000555,-0.023614316591566875,-0.5213945268424242,-0.43588738891055634,1.0,0.7062146892655368,-0.47690867975372087
OSD-463|Left Lobe of the Liver|52cb5fea,OSD-463,mouse,liver,actual_flight,existing,primary,Oxidative Phosphorylation,173,200,173,1.0,0.865,ok,0.6881550563226471,0.1702137094471956,0.15690793601949915,0.005933415791737562,0.5881714962609598,0.8232799845133286,1.0,0.815028901734104,0.6881550563226471
OSD-463|Left Lobe of the Liver|52cb5fea,OSD-463,mouse,liver,actual_flight,existing,primary,Reactive Oxygen Species Pathway,44,49,44,1.0,0.8979591836734694,ok,0.2792139485185711,0.08703697418130796,0.0737312007536115,0.003662365494709663,0.19524102375063646,0.3365362690421596,1.0,0.6590909090909091,0.2792139485185711
OSD-463|Left Lobe of the Liver|52cb5fea,OSD-463,mouse,liver,actual_flight,existing,primary,p53 Pathway,186,200,186,1.0,0.93,ok,-0.014617359270260939,0.0011196580699208702,-0.012186115357775584,-0.0063324340261897705,-0.05270933262047242,0.029022239589220816,0.6666666666666666,0.478494623655914,-0.014617359270260939
OSD-463|Left Lobe of the Liver|52cb5fea,OSD-463,mouse,liver,actual_flight,existing,primary,Circadian clock,106,112,106,1.0,0.9464285714285714,ok,0.41795060882793533,0.07927915826000564,0.06597338483230919,0.0032063963072868074,0.3354685295739022,0.49813807603352667,1.0,0.7169811320754716,0.41795060882793533
OSD-463|Left Lobe of the Liver|52cb5fea,OSD-463,mouse,liver,actual_flight,existing,primary,Muscle contraction,192,204,192,1.0,0.9411764705882353,ok,-0.0928838254564757,-0.00847755123120586,-0.021783324658902314,-0.003188193757555524,-0.13483796216581534,-0.04636537266237431,1.0,0.5052083333333334,-0.0928838254564757
OSD-464|Left Lung|52cb5fea,OSD-464,mouse,lung,actual_flight,existing,primary,TNF-alpha Signaling via NF-kB,184,200,184,1.0,0.92,ok,-0.0001490889494640546,-0.0064872127782176214,-0.007740602293698995,-0.0027305019185095425,-0.16870539910327975,0.1272208714440809,0.5,0.4945652173913043,-0.0001490889494640546
OSD-464|Left Lung|52cb5fea,OSD-464,mouse,lung,actual_flight,existing,primary,DNA Repair,137,150,137,1.0,0.9133333333333333,ok,-0.11356419799638873,-0.03532074045598321,-0.036574129971464586,-0.006294667818634081,-0.19507713636784196,-0.004622236314275798,1.0,0.5766423357664233,-0.11356419799638873
OSD-464|Left Lung|52cb5fea,OSD-464,mouse,lung,actual_flight,existing,primary,Myogenesis,190,200,190,1.0,0.95,ok,-0.08805478297644939,-0.1319748463807633,-0.13322823589624466,-0.0174135677142081,-0.19606390618824554,0.11150691018607395,0.8333333333333334,0.5157894736842106,-0.08403506678502218
OSD-464|Left Lung|52cb5fea,OSD-464,mouse,lung,actual_flight,existing,primary,Unfolded Protein Response,102,113,102,1.0,0.9026548672566371,ok,-0.0797682280287239,-0.026428120868171145,-0.02768151038365252,-0.000519611075554427,-0.21573370136974304,0.03642116599689148,0.6666666666666666,0.4803921568627451,-0.0797682280287239
