,adipose,brain,colon,heart,liver,lung,skeletal_muscle,skin
adipose,1.0,-0.3785081647501915,0.4698542150785787,0.32945863430806827,0.11096118565660111,0.31903119472207875,-0.2722132241116929,0.09847152292487067
brain,-0.3785081647501915,0.9999999999999999,-0.274499860011056,-0.2280000775545591,-0.23104256594268738,-0.3209805514566324,0.16365068491223841,-0.2242413935848742
colon,0.4698542150785787,-0.274499860011056,1.0,0.6936413012258552,-0.02314915045517004,0.48098320807171735,-0.6687122162551324,0.26121689211508387
heart,0.32945863430806827,-0.2280000775545591,0.6936413012258552,1.0,-0.47516979847905044,0.5521683605454165,-0.5396009605960556,0.19099722670902738
liver,0.11096118565660111,-0.23104256594268738,-0.02314915045517004,-0.47516979847905044,1.0,-0.10971474490443052,-0.28255030863302405,-0.09311610021889144
lung,0.31903119472207875,-0.3209805514566324,0.48098320807171735,0.5521683605454165,-0.10971474490443052,1.0,-0.5135998930880502,0.25431683218045004
skeletal_muscle,-0.2722132241116929,0.16365068491223841,-0.6687122162551324,-0.5396009605960556,-0.28255030863302405,-0.5135998930880502,1.0,-0.11625777267707163
skin,0.09847152292487067,-0.2242413935848742,0.26121689211508387,0.19099722670902738,-0.09311610021889144,0.25431683218045004,-0.11625777267707163,1.0000000000000002
