training_study,gene,train_weight_times_effect,test_weight_times_effect,train_effect_log1pTPM,test_effect_log1pTPM
GSE234465,ESAM,3.40765496183992e-05,1.8093175093470336e-05,0.031201216702659906,0.016566497584184013
GSE234465,ESCO1,0.0013276825651178572,-0.0030798762543816664,-0.1643043756484983,0.3811431725819905
GSE234465,ESCO2,0.0011181174752956922,-0.00031972551648558914,-0.19154694257304072,0.05477281815061967
GSE234465,ESD,0.00042885916527249753,0.00015316373076698062,0.037915706634521484,0.013541301091512636
GSE234465,ESF1,0.00014140497853927785,-7.572012016221828e-05,-0.016629020373026382,0.008904576301574707
GSE234465,ESM1,0.0016052340407692722,9.880599056410837e-05,-0.24057485659917197,-0.01480795722454787
GSE234465,ESPL1,6.0861687277548016e-05,0.0002541113854122409,0.013320817922552422,0.055617444217205055
GSE234465,ESPNL,0.0009725972466054432,5.751637320491009e-05,-0.2433915585279465,-0.014393419027328491
GSE234465,ESR1,0.00021458376902839222,0.000658911187928192,0.036370716989040375,0.11168166374166807
GSE234465,ESR2,0.002130550238553054,-0.00036985345483714203,0.12746910875042278,-0.022128035003940255
GSE234465,ESRP1,0.0032941964657099625,-0.0010207996946536009,-0.17041531515618163,0.05280799232423306
GSE234465,ESRP2,2.0203760014854642e-05,-4.07192652874056e-05,-0.0032125571742653847,0.00647468430300554
GSE234465,ESRRA,0.00045209421886590885,-0.0011603555663300348,-0.062157392501831055,0.15953461329142238
GSE234465,ESRRB,0.003428323778301573,-0.0017437640929675636,-0.31506271163622535,0.160251796245575
GSE234465,ESRRG,0.004058520836575755,-0.002249286624090068,-0.6934193571408591,0.3843022982279458
GSE234465,ESS2,-7.257707892503834e-07,3.399174499387393e-05,-0.0010427236557006836,0.048836350440979004
GSE234465,ESYT1,8.973043484066262e-05,1.7332969148737278e-05,-0.051652987798055605,-0.009977658589681582
GSE234465,ESYT2,3.181810817469008e-05,-0.00010603270028341371,-0.0471721887588501,0.15719962120056152
GSE234465,ESYT3,0.00010335829572014807,-0.000487318255323372,-0.04913039008776343,0.2316421320041021
GSE234465,ETAA1,0.00043743863362857567,-0.0009405391883920315,-0.09260892868041992,0.19911896189053868
GSE234465,ETF1,0.001568305342320253,-0.0016701091692771677,-0.18307097752888968,0.19495471318562796
GSE234465,ETFA,0.0018978704693241473,-0.004583220247753504,-0.2078400452931719,0.50191871325175
GSE234465,ETFB,0.0006948699293700257,0.0005872789391151994,0.07193899154663086,0.060800234476724675
GSE234465,ETFBKMT,0.00015383133736597757,-0.0002893209394545768,-0.06886152426401781,0.12951249877611803
GSE234465,ETFDH,0.001813276083835643,-0.002543446581782421,-0.12500902016957616,0.1753476858139038
GSE234465,ETFRF1,0.002448882240267439,-0.0017899092911539418,-0.4366501172383628,0.3191513617833457
GSE234465,ETHE1,0.00048691601577090335,-0.0005866925163586362,-0.15552874406178807,0.18739895025889067
GSE234465,ETNK1,0.0027676725957522003,-0.0004082050942853282,-0.35637118419011427,0.05256132284800219
GSE234465,ETNK2,0.001687048906667286,0.00011021992664815186,-0.5229300657908121,-0.03416457772254944
GSE234465,ETNPPL,7.174643682376077e-07,8.843804960167681e-06,-0.002565477043390274,-0.031623282780249916
GSE234465,ETS1,0.0005990477842924138,-0.0008882069440280815,-0.2999039491017659,0.44466698169708274
GSE234465,ETS2,0.0002276120017023335,0.0004998782869799758,-0.07866187890370702,-0.17275611559549953
GSE234465,ETV1,0.00015002963137161193,-5.376475533712269e-06,-0.07809104522069266,0.002798477808634514
GSE234465,ETV2,-4.592628247369319e-05,-0.00010914245848542296,0.055465528120597185,0.1318121949831645
GSE234465,ETV3,0.00268277338889672,-0.0024368899063731365,-0.30019450187683105,0.27268085877100656
GSE234465,ETV3L,0.0002317425798211806,-0.0001153084980821347,-0.041628492064774036,0.020713150346030794
GSE234465,ETV4,0.0012588885457430964,0.0018753098324623063,0.21627280116081238,0.3221718966960907
GSE234465,ETV5,0.002237429244789098,-0.0020988834295989005,-0.502131462097168,0.4710385402043662
GSE234465,ETV6,0.0003130778184117975,-0.0005841591107671449,-0.03801967700322462,0.07093936204910278
GSE234465,EVA1A,-5.978204921544043e-07,-6.50823392006086e-05,-0.003306835889816284,-0.3600020706653594
GSE234465,EVA1B,4.861867643354621e-05,-0.0005701362598762822,0.02031197150548314,-0.23819224039713527
GSE234465,EVA1C,0.0007898021426076743,0.00041211560953237353,-0.11818707982699073,-0.061669547110795975
GSE234465,EVC,1.67133403205671e-05,-8.587612910958597e-05,-0.03852713108062744,0.19795928398768114
GSE234465,EVC2,0.0002778684577681015,-0.00038132117017980916,-0.09437500437100732,0.12951159477233887
GSE234465,EVI2A,0.0007016931089395182,0.00035650091221886104,-0.3824405868848164,-0.19430206219355273
GSE234465,EVI2B,3.2660728010030056e-05,6.117655480909745e-05,-0.07837133606274926,-0.1467967381079992
GSE234465,EVI5,0.0005044992043643716,-0.0002499036955546188,-0.19992035627365112,0.09903055429458618
GSE234465,EVI5L,0.0026092685177105724,-0.001953770316731583,-0.22945992151896144,0.1718151966730752
GSE234465,EVL,0.002436362079841555,-0.0006875217390833292,-0.2872509161631265,0.08105989297231053
GSE234465,EVPL,0.0007298537178620538,-0.0006844907973642629,-0.005884339101612568,0.005518607174356777
GSE234465,EVX1,6.766528896806088e-05,0.00029792104063983377,-0.002926877699792385,-0.012886643409729004
GSE234465,EVX2,0.0,0.0,0.0,0.0
GSE234465,EWSR1,0.00425185258878197,0.003030817573369009,0.4101842244466143,0.2923886775970459
GSE234465,EXD1,0.0006114543253789772,0.0008167279170303699,0.0208904844087859,0.02790370614578326
GSE234465,EXD2,0.0034794134654582186,-0.0007623871776477832,-0.34062445163726784,0.07463548580805446
GSE234465,EXO1,2.1378805942378875e-05,5.6980729431503616e-05,0.016218135133385658,0.04322604229673744
GSE234465,EXO5,0.0003535481282504224,-0.0002715744385897514,0.06669646501541138,-0.05123221874237061
GSE234465,EXOC1,0.002248330826879424,-0.0020248319130366467,-0.38078804810841893,0.3429352045059204
GSE234465,EXOC1L,0.0,0.0,0.0,0.0
GSE234465,EXOC2,0.002924424485454562,-0.003499874627116054,-0.3183479309082031,0.38099046548207616
GSE234465,EXOC3,0.002788884010979377,-0.0022370070562086723,0.21050389607747455,-0.16884843508402536
GSE234465,EXOC3L1,0.002805999570102093,0.0007174657583344067,0.35081832607587177,0.08970070381959278
GSE234465,EXOC3L4,0.00041004597177871023,0.001447599344663086,0.08884128276258707,0.31363942474126816
GSE234465,EXOC4,9.885113438707794e-05,-0.0008263736553291793,-0.02762603759765625,0.23094757397969576
GSE234465,EXOC5,0.0027756594715526656,-0.0035999293068395364,-0.30631256103515625,0.39727624257405614
GSE234465,EXOC6,0.0012115826874266643,-0.0006182140635265385,-0.5075344642003379,0.25897113482157375
GSE234465,EXOC6B,0.0027347298622598295,-6.198257402651078e-05,-0.27170705795288086,0.006158232688903809
GSE234465,EXOC7,0.001140812599279504,0.005469558968077369,0.0515287319819131,0.24705147743225098
GSE234465,EXOC8,0.00041192220787258444,-0.0002024009998066362,-0.14459675550460815,0.07104867696762085
GSE234465,EXOG,0.0016175841967410863,-0.0004565202578536913,-0.6053424278895059,0.17084185282389353
GSE234465,EXOSC1,0.003887433882050049,0.00019683342111283296,0.38197966416676854,0.019340872764587402
GSE234465,EXOSC10,0.0024121256485114084,0.001662804770615182,0.11681822935740138,0.08052893479665135
GSE234465,EXOSC2,-5.61170368059464e-06,7.341611077782988e-05,-0.019067088762919404,0.24944857756296826
GSE234465,EXOSC3,0.001499528216217849,-0.0014417879017190516,-0.26405469576517726,0.25388709704081247
GSE234465,EXOSC4,-1.0654862359569396e-05,-1.57367959031375e-05,-0.03419717152913426,-0.05050782362620021
GSE234465,EXOSC5,0.0025023585847741632,0.0017179213277098153,0.27502898375193263,0.1888131300608311
GSE234465,EXOSC6,0.0025041634524723515,-0.002787439824564221,0.23400243123372413,-0.26047329107920314
GSE234465,EXOSC7,0.00029142934595812294,0.00036407362333241847,0.0697618325551348,0.08715128898620605
GSE234465,EXOSC8,0.0020036095777347337,0.00156900070717999,0.2725151777267456,0.2134031057357788
GSE234465,EXOSC9,0.0020937898118388175,-0.0001207635947643842,0.1922217607498169,-0.011086781819661608
GSE234465,EXPH5,0.0016479448962256535,-0.00016314803467711256,-0.09095261804759504,0.009004391419390842
GSE234465,EXT1,0.0013557589417181354,-0.00010230810625611943,-0.26767319440841697,0.020199120044708252
GSE234465,EXT2,0.0014063895860814096,-9.375799866623543e-05,-0.2650858163833618,0.01767214139302542
GSE234465,EXTL1,0.0038549559004533475,-0.0005986887654326409,-0.5236630737781525,0.08132679263750714
GSE234465,EXTL2,0.002672501203690308,-0.0011213007135082733,-0.42482805252075195,0.17824500799179077
GSE234465,EXTL3,-9.487947773441504e-05,0.00021366655155346167,-0.0363306999206543,0.08181595802307129
GSE234465,EYA1,0.0033473124910528645,-0.0019496141539523443,-0.6663985153039296,0.38813823958237975
GSE234465,EYA2,0.00021091252719529724,0.0004151334097863587,-0.07171181837717688,-0.14114842812220252
GSE234465,EYA3,0.0005681191652796762,-0.0010969131406600987,-0.13339006900787354,0.257546881834666
GSE234465,EYA4,0.0015819259602075175,-0.0020283088846311304,-0.27019691467285156,0.3464402357737222
GSE234465,EZH1,0.00019768497300852588,-0.0003246150635636472,-0.06249086062113429,0.10261515776316311
GSE234465,EZH2,0.0014403790215224471,-0.0016309177285367025,-0.2626253763834636,0.2973664402961731
GSE234465,EZR,0.00037985771249100385,-0.00020559513946358346,0.06736910343170166,-0.036463022232055664
GSE234465,F10,0.0019614718046350975,0.0003990480610058928,-0.2933846339583397,-0.05968710283438361
GSE234465,F11,0.00022263144546381264,-5.4491303037063424e-05,0.06652802725632985,-0.01628340904911359
GSE234465,F11R,0.0006975941027062706,0.003861447400186877,0.04575947920481371,0.2532960375150044
GSE234465,F12,0.0005659645404842605,-0.0003369945661245811,-0.17116829132040343,0.10191943123936653
GSE234465,F13A1,0.00032858604587246307,-0.00010666262687272277,0.2074581782023115,-0.067343195279439
GSE234465,F13B,0.00040070318991938846,-0.00017542332147349774,-0.00580512856443723,0.002541419584304094
GSE234465,F2,0.0005714926204687756,-0.0011346580983031531,0.024361660083134968,-0.04836834967136383
GSE234465,F2R,-2.423175888285967e-06,-0.00043734512558792516,-0.0031796395778656006,-0.573874920606613
GSE234465,F2RL1,0.0004059466766439389,-0.0003272829699316855,0.04590099615355333,-0.03700637351721525
GSE234465,F2RL2,-2.2399300234498734e-05,0.0002251921931595409,0.008601181829969079,-0.08647229957083861
GSE234465,F2RL3,0.0018398151782248703,-0.00166245472612158,0.06335910751173893,-0.05725121141100924
GSE234465,F3,0.00043600595311373214,0.0002122441360116947,-0.1137855028112729,-0.05538985319435597
GSE234465,F5,0.00034538165555015986,0.0006229887481527744,-0.01083775501077374,-0.01954880729317665
GSE234465,F7,0.0004146588667165053,3.1455631223088206e-05,0.015816499168674152,0.0011998247355222702
GSE234465,F8,0.0022330524035838488,-0.0006419381036677607,-0.28893089294433594,0.08305929104487109
GSE234465,F9,0.0,0.0,0.0,0.0
GSE234465,FA2H,0.000518604543218237,-4.025115827319824e-05,-0.03194555081427097,0.0024794333924849825
GSE234465,FAAH,0.0002506631409905499,-0.0008081343143129433,-0.06774001816908515,0.2183928315838178
GSE234465,FAAP100,0.0012841696269442371,0.0008422138050135758,0.06676856676737497,0.043789704640706084
GSE234465,FAAP20,0.001261878198087187,-0.0006214591868697082,-0.1682117780049639,0.0828421910603847
GSE234465,FAAP24,-3.940564034582988e-06,2.174759404668432e-05,-0.023946036895116207,0.13215587536493945
GSE234465,FABP1,0.0006486711372220476,6.217816103891093e-05,-0.11597931012511252,-0.01111715907851855
GSE234465,FABP12,0.0005772192391467769,-0.0,-0.018554627895355225,0.0
GSE234465,FABP2,7.834836102945456e-05,3.981884831587554e-05,0.010318332041303316,0.005244067559639613
GSE234465,FABP3,0.0032637524986341903,0.0006234316735762469,0.3982063134511309,0.0760641098022461
GSE234465,FABP4,0.00024795754879611476,-0.00029761475259715487,0.05581218749284744,-0.06698941191037489
GSE234465,FABP5,0.0011893813970602991,-0.0006275922857866257,0.28338313102722146,-0.1495307286580405
GSE234465,FABP6,0.0014695310769647892,-0.0010787231894502235,-0.1965928922096888,0.14431087238093215
GSE234465,FABP7,0.0010260934948321857,-0.00052562067521886,-0.19427868770435452,0.09952006861567497
GSE234465,FABP9,0.0,0.0,0.0,0.0
GSE234465,FADD,0.00017758597044656758,-5.4172198092148935e-05,-0.03941575686136867,0.012023687362670898
GSE234465,FADS1,0.0012069568291017108,0.0018628447520455547,0.2857243220011392,0.4409934480985007
GSE234465,FADS2,0.0007664065569440267,0.0005523510603337367,0.32653768857320165,0.2353365023930869
GSE234465,FADS3,0.0005251036206132862,-0.00035153252609273865,-0.2489724159240727,0.16667548815409328
GSE234465,FADS6,0.0,0.0,0.0,0.0
GSE234465,FAF1,0.00014251807213335664,0.00018015785478891385,0.05905954043070505,0.07465747992197702
GSE234465,FAF2,0.0006963486325665005,-0.0014590179322299464,-0.10655816396077444,0.22326499223709106
GSE234465,FAH,0.0018837592776386758,-0.0022683802475435776,-0.31149752934773733,0.37509826819101955
GSE234465,FAHD1,2.8514870110510465e-07,5.691522399766206e-07,0.047998150189717315,0.09580353895823103
GSE234465,FAHD2A,0.0005590686709910342,-0.001186095477395317,-0.09821820259094238,0.20837541421254493
GSE234465,FAIM2,0.0013629974374304741,-0.0010804706837041075,0.49701827019453043,-0.39399462938308716
GSE234465,FAM107A,-7.335846533877954e-06,4.13563081366221e-06,-0.012961649025479954,0.007307213265448809
GSE234465,FAM107B,3.877962629300708e-05,0.0004277758235804358,0.023865699768066406,0.26326115926106763
GSE234465,FAM110A,0.0024109802005359633,-0.0018545669906845955,-0.5574320256710052,0.4287861982981364
GSE234465,FAM110B,0.0020627989972264436,-0.001172643808650447,-0.4597879648208618,0.2613766590754194
GSE234465,FAM110D,0.0007010720203772086,-0.00034529672631815,-0.06924116099253297,0.034103124247243
GSE234465,FAM114A1,0.0028777240001776057,-0.0014662877044221815,-0.47828543186187744,0.24370094140370702
GSE234465,FAM114A2,0.0016656957260412317,-0.0007199538068876299,-0.38354237874348973,0.165776252746582
GSE234465,FAM117A,0.0002973976628394222,-0.0002057264428028691,-0.2810108462969463,0.19439077377319336
GSE234465,FAM117B,0.002375754084523193,-0.0016893994867273469,-0.20845669507980347,0.14823362231254578
GSE234465,FAM118A,0.001533717187876144,-0.0010899226436909938,-0.25357464949289965,0.1802005966504414
GSE234465,FAM118B,0.003657106893461285,-0.001772336203656357,-0.5394837458928423,0.26144889990488673
GSE234465,FAM120A,0.0015584490798913467,-0.0005274889336718585,-0.1597445408503213,0.054068803787231445
GSE234465,FAM120B,0.0020646365759208413,-0.0004978027538123078,-0.13593777020772269,0.032775839169819854
GSE234465,FAM120C,0.0022702357775764687,-0.0008757321161343514,-0.17172334591547678,0.06624142328898097
GSE234465,FAM124A,0.00043139528843583213,0.0014549233401013782,-0.023926977689067527,-0.08069610223174095
GSE234465,FAM124B,0.00016937302716544183,0.00019427941375734482,0.025746893137693433,0.0295329863826434
GSE234465,FAM131A,0.0002723173766916537,-0.00033146315437501217,-0.07480835914611816,0.0910563071568804
GSE234465,FAM131B,0.0022284567847368373,0.0008163952371002029,-0.15676214670141536,-0.05742981905738512
GSE234465,FAM131C,0.0004527757533918476,0.00019368936563256875,0.07428472582250835,0.03177767650534709
GSE234465,FAM133B,0.0009277013814973632,-0.0007901520642526192,-0.09264492988586427,0.07890856266021729
GSE234465,FAM135A,-2.4001932338473196e-05,0.0005816523447892623,-0.010817547639211167,0.2621477246284485
GSE234465,FAM135B,0.00050534219688375,0.00043869627062921525,-0.031139773627122246,-0.027032974176108837
GSE234465,FAM136A,0.0007254032308231029,0.0021128628198355663,0.07953981558481837,0.23167351881662993
GSE234465,FAM13A,0.0013152332999338118,0.0003889687446914161,-0.2687523762385049,-0.07948116461435939
GSE234465,FAM13B,0.00418783396766938,0.0013707543628429133,-0.4621924161911011,-0.1512839992841084
GSE234465,FAM13C,0.0010006333426968844,-0.0027449180868967557,-0.1725670893987017,0.47338271141052246
GSE234465,FAM149A,0.0004832442894504501,0.0011574344254566317,-0.14482617378234863,-0.3468779722849529
GSE234465,FAM149B1,0.002097308417765457,-0.003481375207502296,-0.23500684897104931,0.3900938034057618
GSE234465,FAM151A,-3.102241665171218e-06,6.6540754912344135e-06,-0.004705195315182209,0.010092290739218392
GSE234465,FAM151B,0.0007630977458041624,-0.000848145486856729,-0.12819335858027148,0.1424805919329326
GSE234465,FAM161B,0.0031203796955165453,-0.0021776392361465796,-0.2903108994166055,0.20260111490885424
GSE234465,FAM162A,0.0013611748597880098,0.002042526901454478,0.16790012518564845,0.25194450219472264
GSE234465,FAM162B,-7.0422972074540885e-06,0.0001549110785841615,0.002599196508526802,-0.057175140827894204
GSE234465,FAM163A,0.0012728857903500249,0.00033648187869139544,0.02087626637270053,0.005518551139781872
GSE234465,FAM163B,7.355551085015148e-05,-2.9909517500278156e-05,0.023359674960374832,-0.009498630339900652
GSE234465,FAM167A,2.1936833090649436e-05,-3.707527096372987e-05,-0.009116483541826398,0.015407697918514415
GSE234465,FAM167B,0.0008489632243880187,-0.0002719377763280182,-0.10190722532570365,0.032642667492230715
GSE234465,FAM168A,0.0015987475452359336,0.0007091110634276966,-0.1389174858729043,-0.061615685621897225
GSE234465,FAM168B,-5.022574314266187e-06,0.0017154016059959865,-0.0010773340861005565,0.3679508765538535
GSE234465,FAM169A,0.0009487474191601349,-0.00031599078904376554,-0.24261407554149633,0.08080529297391575
GSE234465,FAM170A,0.0007394980390402639,-0.0,-0.029546845704317093,0.0
GSE234465,FAM171A1,0.0027053843458564085,0.00010694163877573662,-0.5034889380137124,-0.019902507464090835
GSE234465,FAM171A2,0.002466406999923795,-0.0010975656351578115,-0.8115441401799521,0.3611419200897217
GSE234465,FAM171B,0.002243582497058693,9.718564951948992e-05,-0.746055910984675,-0.03231703241666162
GSE234465,FAM174A,3.994217060872056e-05,-0.0002891032581676149,-0.062131325403849136,0.44970937569936087
GSE234465,FAM174B,-5.723680556451481e-06,1.023205032051243e-05,-0.07507522900899266,0.134209712346395
GSE234465,FAM178B,0.0029924183435368085,0.0004786848453507309,0.8090295145908991,0.12941712141036998
GSE234465,FAM180A,0.00018215580280123793,0.0001617234476216457,-0.10530473291873932,-0.09349273641904199
GSE234465,FAM181A,-3.563196156336504e-05,-1.7295039230774943e-05,0.04318994904557864,0.020963534712791443
GSE234465,FAM181B,0.00024793080546464804,0.0003212275525435041,-0.011340717164178692,-0.014693417431165774
GSE234465,FAM184A,0.0002773375395426298,0.00020633306259107892,0.0509492357571919,0.037905116875966316
GSE234465,FAM184B,0.002304319233666925,0.0012345021985753128,-0.5307579537232717,-0.2843450903892517
GSE234465,FAM185A,0.0006582540976648896,-0.0008842430728974474,-0.1772148609161377,0.23805550734202072
GSE234465,FAM186B,0.0008913299642786072,2.175162398322791e-06,0.09506551424662274,0.0002319936951001439
GSE234465,FAM187A,0.0026314564472425476,-4.5962007392576255e-05,-0.30608404676119494,0.005346179008483887
GSE234465,FAM193A,0.0008727641629914079,0.00046921479356405705,-0.11887109279632568,-0.06390738487243652
GSE234465,FAM193B,3.352069970253347e-05,0.00013860377881164837,0.01512765884399414,0.06255092223485326
GSE234465,FAM199X,0.001284432102895742,-0.0006860270915800224,-0.1785795291264849,0.09538098176320385
GSE234465,FAM204A,0.0005470694535308423,0.0008605231870295879,0.045398672421772986,0.07141069571177194
GSE234465,FAM20A,0.0004245550458336362,-0.0025244796350327708,0.13638758659362793,-0.810984790325165
GSE234465,FAM20B,0.0012638559147090283,-0.002015491608828337,-0.2923041184743247,0.4661421378453569
GSE234465,FAM20C,0.0005796705829766529,0.001576701796557782,-0.10353612899780275,-0.2816178798675537
GSE234465,FAM210A,0.0009864939888731513,-0.0025706848525536355,-0.12593022982279445,0.3281590541203818
GSE234465,FAM210B,0.0035537824539743283,-0.002652963472788715,-0.42200211683909084,0.3150322834650674
GSE234465,FAM216A,0.002184377322210657,-0.0024170010359044164,-0.4275736610094704,0.47310781478881814
GSE234465,FAM216B,0.0005702150690904559,-0.0,-0.0028560770054658255,0.0
GSE234465,FAM217B,0.0035540584235880185,-0.0017228176867870428,-0.4184260368347168,0.20283059279123972
GSE234465,FAM219A,0.002720125571903609,0.0011497711040058748,0.1875168482462568,0.07926158110300685
GSE234465,FAM219B,0.002572701256560383,-0.001872391059037937,-0.339381893475851,0.24699938297271729
GSE234465,FAM221A,0.00037684565937625873,-0.000749002138505072,-0.13009655599792802,0.2585742895801862
GSE234465,FAM222A,0.0033131312060182675,-0.0012881578259074326,-0.3189936876296997,0.12402594089508057
GSE234465,FAM222B,0.0031062378379657393,-0.0013480919168213294,-0.4038858413696289,0.17528446515401175
GSE234465,FAM227B,0.0029735895528985533,-0.0034020306252032975,-0.19699056943257665,0.22537338733673096
GSE234465,FAM228B,0.0008391989895783759,-0.0014229559291052958,-0.23381207386652636,0.3964545726776123
GSE234465,FAM229A,1.9294448905086604e-05,-0.00010087141128260519,0.013213202357292177,-0.0690786441167196
GSE234465,FAM229B,0.0014486411824661664,-0.0001722308568767762,-0.4047720034917197,0.04812387625376413
GSE234465,FAM234A,0.0031576425212247114,0.004783483267262399,0.09125343958536813,0.13823898633321097
GSE234465,FAM234B,0.0021716865764557017,-0.0001102587736735969,-0.4388876358668008,0.022282779216766357
GSE234465,FAM241A,0.002489166625403995,0.0015911795869448684,-0.21873509883880615,-0.13982463876406348
GSE234465,FAM241B,0.001364324124524718,0.0009041598738395128,0.10760670527815816,0.07131272057692212
GSE234465,FAM32A,0.0006086697801889779,0.0012139540646170124,0.04659390449523926,0.09292864799499512
GSE234465,FAM3A,0.0007382265151929066,-0.0036445086443108315,-0.054498275121052764,0.2690494457880659
GSE234465,FAM3B,0.0006782580267311511,0.0,0.005323223148783048,0.0
GSE234465,FAM3C,0.002041760815678447,-0.0024864607065730707,-0.3337694009145107,0.4064650932947793
GSE234465,FAM3D,0.0,0.0,0.0,0.0
GSE234465,FAM43A,0.001536093566385465,0.003448329926370851,-0.24510612090428685,-0.5502313077449799
GSE234465,FAM43B,0.0034154393360240703,-0.0002911952715698804,-0.27967180560032523,0.023844401662548385
GSE234465,FAM47E,0.0002645009742824545,0.00016605760247215384,0.14764378716548288,0.09269294142723083
GSE234465,FAM50A,0.0041736788510774265,-0.001784223413360547,0.2834602197011309,-0.12117759386698436
GSE234465,FAM50B,0.0005248441277554376,-0.00011554285147634261,-0.06406668821970651,0.01410408814748143
GSE234465,FAM53A,0.0012522036141422105,-0.0006197668202907544,-0.26236554980278015,0.12985544900099433
GSE234465,FAM53B,0.0039018088372182887,-0.002662261181261714,-0.34814953804016113,0.2375475168228149
GSE234465,FAM53C,0.0031277375569046507,-0.002464608561737055,-0.3244547049204507,0.2556652625401812
GSE234465,FAM76A,0.0009480237268643035,-0.0014505243304300842,-0.15268965562184622,0.23362290859222387
GSE234465,FAM76B,0.00013032827776328717,0.0005445702321579008,0.024241964022318596,0.10129384199778246
GSE234465,FAM78A,0.0009602053165619558,-0.0001390891120415787,-0.18570192654927586,0.026899576187133786
GSE234465,FAM78B,2.3685231259868725e-05,-2.6948801610917348e-05,-0.03127038416763146,0.03557910708089669
GSE234465,FAM81A,-1.7540354697140875e-05,-0.00040607885911386163,0.006600846846898434,0.1528169984618823
GSE234465,FAM81B,0.0,-0.0,0.0,-0.006261254039903481
GSE234465,FAM83A,0.0,0.0,0.0,0.00027805178736646985
GSE234465,FAM83B,0.0005772192391467774,-0.0010495107752494732,-0.0027805150796969737,0.0050555843239029254
GSE234465,FAM83C,0.0008889009415377847,0.0029559808802105303,0.007856459822505714,0.026126133898893993
GSE234465,FAM83D,0.000369292265016789,-0.0003457816808015825,-0.05401545204222201,0.05057661794126034
GSE234465,FAM83E,0.001233019344595448,0.00014232010726828264,0.3996214562406143,0.0461259336831669
GSE234465,FAM83F,7.635673537083508e-05,-0.0005495265706989856,-0.005016709833095469,0.036104416164259114
GSE234465,FAM83G,0.0006012488220045323,-1.4434403425729053e-05,-0.170130600531896,0.0040843884150186804
GSE234465,FAM83H,0.0017777059296324082,0.0008998401648979076,0.32003625233968114,0.16199612617492676
GSE234465,FAM89A,0.0020326401632341576,0.00104208887264029,-0.4426863193511963,-0.22695531447728465
GSE234465,FAM89B,0.0005116111245706318,-0.001804010289379315,0.05142092704772949,-0.18131717046101947
GSE234465,FAM8A1,0.0033748791281113517,-0.001601765159930623,-0.4028237660725913,0.1911858320236206
GSE234465,FAM91A1,2.8819667250721113e-06,-2.1446620125286544e-05,0.001699000597000122,-0.012643386920293098
GSE234465,FAM98A,-9.95768890475746e-05,0.000476427639398638,-0.05901201566060443,0.2823441823323565
GSE234465,FAM98B,0.0009573634853979482,-0.001825174984213161,-0.1823181708653765,0.34758226076761867
GSE234465,FAM98C,0.001344501947354315,-0.0002402907896484352,-0.3291220863660178,0.058821042378743194
GSE234465,FAN1,0.0013516679583180774,-0.0019191791594700073,-0.18370469411214208,0.2608349323272705
GSE234465,FANCA,0.0002659342356825038,-0.00022211839517870553,-0.0968079765637716,0.0808577065666517
GSE234465,FANCC,0.0001994683117559404,-0.000525314819324362,-0.11049510041872668,0.2909971674283346
GSE234465,FANCD2,-5.376347230166639e-05,8.318924761314255e-05,-0.08751358961065608,0.13541144877672195
GSE234465,FANCD2OS,0.0,0.0,0.0,0.0
GSE234465,FANCE,9.904313344882792e-05,-0.0008426023384790982,0.03832888603210449,-0.3260802427927656
GSE234465,FANCG,0.00019108985743859015,1.605194767645413e-05,-0.095948080221812,-0.008059839407602798
GSE234465,FANCI,0.0006180208733264023,0.0008921291265039049,0.20714155832926429,0.29901420076688134
GSE234465,FANCL,0.0044608446837862805,-0.003174286655716965,-0.4446435570716858,0.316403329372406
GSE234465,FANCM,0.00020518969229191473,0.00014172333871364425,0.06111822525660204,0.042214006185531616
GSE234465,FANK1,0.001934207802758336,-0.0011684768110810744,-0.5357448657353718,0.32364953309297556
GSE234465,FAP,0.0017343516197906603,0.0007276828328852292,-0.646425286928813,-0.2712210019429526
GSE234465,FAR1,0.0011918648923589623,-0.001711793524110873,-0.23972129821777344,0.3442952036857605
GSE234465,FAR2,0.00023212380254405675,0.0005733930230841405,0.06033089756965637,0.14902959267298377
GSE234465,FARP1,0.0029450461544721406,0.001636793114905116,-0.3591439723968506,-0.19960447152455618
GSE234465,FARP2,0.0003675478177139354,-0.0007326959025664207,-0.13072355588277196,0.2605936129887898
GSE234465,FARS2,0.0012523671931159634,-0.001966363054231749,-0.10884571075439453,0.17090050379435207
GSE234465,FARSA,0.001046519014410278,0.0009211448453537227,0.1067194938659668,0.09393437703450493
GSE234465,FARSB,0.0016191383146569036,-0.0025595540915926865,-0.15893538792928075,0.2512470483779907
GSE234465,FASLG,0.0,0.0,0.0,0.0
GSE234465,FASN,0.002383049019590366,2.6896360443133343e-05,0.537166396776835,0.006062746047973633
GSE234465,FASTK,0.0028288243791478903,0.0011991013137431742,0.34726540247599313,0.147201220194499
GSE234465,FASTKD1,0.0018185619426950997,-0.0015936899662087561,-0.3992802500724793,0.34990775585174566
GSE234465,FASTKD2,0.0004911771916703316,-0.0016605063615926705,-0.1024620532989502,0.3463900486628213
GSE234465,FASTKD3,0.00021187776719066716,-0.0003261039903163479,-0.16188009579976392,0.24915188550949097
GSE234465,FASTKD5,0.003813270552358175,-0.00307549829927131,-0.422776460647583,0.34097981452941895
GSE234465,FAT1,0.0003793911271670423,-0.0018589098523781227,0.0882033109664917,-0.4321714242299395
GSE234465,FAT2,2.43484864144093e-05,-4.948946617637192e-05,-0.004039571465303503,0.008210622705519201
