training_study,gene,train_weight_times_effect,test_weight_times_effect,train_effect_log1pTPM,test_effect_log1pTPM
GSE234465,ADAMTSL5,0.001965800233708716,-0.0021301962853457397,-0.4401583075523376,0.4769678910573323
GSE234465,ADAP1,0.0028326224036672063,-0.0004889226499968261,-0.6062835256258646,0.1046471099058787
GSE234465,ADAP2,0.00012037894196760632,-3.014797602854391e-05,0.025228371222813906,-0.006318250671029091
GSE234465,ADAR,0.0007239689203988504,-0.0004231282221316219,-0.3067463437716169,0.17927984396616603
GSE234465,ADARB1,0.00043257944352069456,4.1263475532740526e-05,-0.2484930753707888,-0.0237035950024922
GSE234465,ADARB2,0.00016784747324299063,2.922358568029191e-05,0.01601494662463665,0.0027883301178614275
GSE234465,ADAT1,0.0002516822822902316,0.0006468594257228502,0.046986937522888184,0.12076314290364554
GSE234465,ADAT2,0.0008928815891189111,-0.0009276753285188986,-0.16195613145828247,0.1682672252257665
GSE234465,ADCK1,0.00013752034477134916,-0.0007423440049545967,-0.028065184752146477,0.15149774154027304
GSE234465,ADCK2,0.00020943234851548872,0.0001882102224701644,-0.06885862350463867,-0.061881065368652344
