epoch,train_loss,val_loss
0,2.5391913142067173,1.2426469326019287
1,1.162755963520501,1.1628317832946777
2,1.1342366019757792,1.1408547163009644
3,1.1190359270610748,1.1326801776885986
4,1.1141264305328027,1.1274819374084473
