epoch,train_loss,val_loss
0,2.547789601472239,1.2084317207336426
1,1.16118931008604,1.1470911502838135
2,1.1402923748516047,1.1289738416671753
3,1.1255669473840024,1.1241523027420044
4,1.1151050388241728,1.1176471710205078
