epoch,train_loss,val_loss
0,2.551077037192762,1.2139116525650024
1,1.157546965839764,1.1325008869171143
2,1.1310701423559706,1.121991753578186
3,1.1159001621194542,1.1149582862854004
4,1.1158299746985634,1.1089940071105957
