epoch,train_loss,val_loss
0,2.439713477326658,1.2070705890655518
1,1.1658746407816585,1.1682361364364624
2,1.1410816165205009,1.137869954109192
3,1.1163833491718427,1.1271536350250244
4,1.1141664591460183,1.1215896606445312
