epoch,train_loss,val_loss
0,1.4401938001155854,1.074578881263733
1,0.9440888392686844,0.8320916891098022
2,0.790358765566349,0.7386929988861084
3,0.7100378537654877,0.6808045506477356
4,0.6678021473646164,0.653670072555542
