training_pool,id,sample_index,label,reference,k,panel,replicate,signed_score_movement_toward_reference,absolute_logit_change,predicted_IG_change,observed_logit_change,renormalized
YA,GSE298393:GSM9013398,3,0,training_ground_mean_TPM,100,matched_random,12,0.034539643407924814,0.034539643407924814,-0.06583365643755072,-0.034539643407924814,False
YA,GSE298393:GSM9013398,3,0,training_ground_mean_TPM,100,matched_random,13,-0.026093432151355955,0.026093432151355955,0.009076130532039022,0.026093432151355955,False
YA,GSE298393:GSM9013398,3,0,training_ground_mean_TPM,100,matched_random,14,-0.053314375479430964,0.053314375479430964,0.049143598967739614,0.053314375479430964,False
YA,GSE298393:GSM9013398,3,0,training_ground_mean_TPM,100,matched_random,15,0.007912483873269593,0.007912483873269593,-0.019023662612353897,-0.007912483873269593,False
YA,GSE298393:GSM9013398,3,0,training_ground_mean_TPM,100,matched_random,16,0.06198564568103393,0.06198564568103393,-0.060712052383519254,-0.06198564568103393,False
YA,GSE298393:GSM9013398,3,0,training_ground_mean_TPM,100,matched_random,17,0.016437291311149238,0.016437291311149238,-0.043286930961428154,-0.016437291311149238,False
YA,GSE298393:GSM9013398,3,0,training_ground_mean_TPM,100,matched_random,18,-0.19307684090449584,0.19307684090449584,0.1704321488066359,0.19307684090449584,False
YA,GSE298393:GSM9013398,3,0,training_ground_mean_TPM,100,matched_random,19,-0.14005262030855192,0.14005262030855192,0.11666223672686955,0.14005262030855192,False
YA,GSE298393:GSM9013399,4,0,training_ground_mean_TPM,25,top,-1,2.131522292533191,2.131522292533191,-2.2232569105143862,-2.131522292533191,False
YA,GSE298393:GSM9013399,4,0,training_ground_mean_TPM,25,top,-1,2.1060964586417867,2.1060964586417867,-2.2232569105143862,-2.1060964586417867,True
YA,GSE298393:GSM9013399,4,0,training_ground_mean_TPM,25,matched_random,0,-0.04373615744043491,0.04373615744043491,0.0457136181669498,0.04373615744043491,False
YA,GSE298393:GSM9013399,4,0,training_ground_mean_TPM,25,matched_random,1,0.05156532877481368,0.05156532877481368,-0.05122866789479742,-0.05156532877481368,False
YA,GSE298393:GSM9013399,4,0,training_ground_mean_TPM,25,matched_random,2,0.028436340314328845,0.028436340314328845,-0.035302788953200326,-0.028436340314328845,False
