model,training_pool,reference,pathway,n_genes,signed_sum,mean_absolute_contribution,absolute_mass_fraction,positive_fraction
expression,OS,training_all_mean_TPM,TGF-beta Signaling,50,0.030963480217533205,0.0010897791939849376,0.0036660205524495235,0.6
expression,OS,training_all_mean_TPM,IL-6/JAK/STAT3 Signaling,71,0.043207038005840546,0.001104496566666947,0.005276052371821147,0.5492957746478874
expression,OS,training_all_mean_TPM,DNA Repair,136,0.11352952572875163,0.0010608421786477168,0.009706799655855776,0.7647058823529411
expression,OS,training_all_mean_TPM,G2-M Checkpoint,184,0.1060254403656071,0.000969638653273232,0.01200367204986817,0.6847826086956522
expression,OS,training_all_mean_TPM,Apoptosis,147,0.13130882226347598,0.001324117187048527,0.013095742783668532,0.6530612244897959
expression,OS,training_all_mean_TPM,Notch Signaling,32,0.015403104137660925,0.0009875862612995076,0.0021262356565289,0.5
expression,OS,training_all_mean_TPM,Adipogenesis,189,0.1434247482438037,0.0011850462166697526,0.015068966632318897,0.7195767195767195
expression,OS,training_all_mean_TPM,Estrogen Response Early,190,0.10985186332265615,0.001078212094974438,0.013783013424365493,0.5947368421052631
expression,OS,training_all_mean_TPM,Estrogen Response Late,185,0.11086988922660318,0.0011681578903892699,0.014539840892309811,0.5945945945945946
expression,OS,training_all_mean_TPM,Androgen Response,93,0.07362130481931002,0.001268983564683304,0.007940088165951854,0.6666666666666666
expression,OS,training_all_mean_TPM,Myogenesis,190,0.17332889363431142,0.0013484905861424852,0.017238040584095844,0.7
expression,OS,training_all_mean_TPM,Protein Secretion,92,0.06149330652632908,0.0009231056335862449,0.005713807538277182,0.75
expression,OS,training_all_mean_TPM,Interferon Alpha Response,71,0.04430307158803337,0.0011058308465180155,0.005282426072369757,0.6338028169014085
expression,OS,training_all_mean_TPM,Interferon Gamma Response,154,0.08796090104775255,0.0011326957116044372,0.011736006896172909,0.5909090909090909
expression,OS,training_all_mean_TPM,Apical Junction,188,0.12578413567924238,0.001195464489373303,0.015121013751184086,0.6063829787234043
expression,OS,training_all_mean_TPM,Apical Surface,44,0.01824212160445784,0.0010287508479297086,0.003045434487972832,0.5681818181818182
expression,OS,training_all_mean_TPM,Hedgehog Signaling,36,0.014335303256603298,0.0012363951048655222,0.002994650587100765,0.6388888888888888
expression,OS,training_all_mean_TPM,Complement,169,0.1021022026057119,0.0010078727616371658,0.011459846271958085,0.6331360946745562
expression,OS,training_all_mean_TPM,Unfolded Protein Response,102,0.057879615826342865,0.0009705046374258104,0.006660152379531968,0.696078431372549
expression,OS,training_all_mean_TPM,PI3K/AKT/mTOR  Signaling,101,0.06566628849032405,0.0010204439488343642,0.006934208681529016,0.6831683168316832
expression,OS,training_all_mean_TPM,mTORC1 Signaling,179,0.14681412706724614,0.0011453922418777234,0.01379410879801112,0.7932960893854749
expression,OS,training_all_mean_TPM,E2F Targets,189,0.11535589067788436,0.0009458017029555888,0.012026749760596013,0.708994708994709
expression,OS,training_all_mean_TPM,Myc Targets V1,175,0.15443933677036795,0.0011627313683321707,0.013690011617801576,0.7828571428571428
expression,OS,training_all_mean_TPM,Myc Targets V2,54,0.04019275170806372,0.0010608975893369027,0.003854371765456513,0.7777777777777778
expression,OS,training_all_mean_TPM,Epithelial Mesenchymal Transition,188,0.20607772729232715,0.0018943485958612925,0.02396095527904064,0.6063829787234043
expression,OS,training_all_mean_TPM,Inflammatory Response,177,0.08725958927478214,0.0009333898289456168,0.011115338920013203,0.5141242937853108
expression,OS,training_all_mean_TPM,Xenobiotic Metabolism,179,0.10182059588611611,0.001011463928660172,0.012181192579346667,0.6368715083798883
expression,OS,training_all_mean_TPM,Fatty Acid Metabolism,137,0.1459282063151936,0.0012552758972012698,0.011570340397471795,0.7445255474452555
expression,OS,training_all_mean_TPM,Oxidative Phosphorylation,173,0.22443495069815206,0.0015570070140470808,0.01812270624982872,0.861271676300578
expression,OS,training_all_mean_TPM,Glycolysis,183,0.09060773054190219,0.0011139346356469134,0.013715043088287885,0.6502732240437158
expression,OS,training_all_mean_TPM,Reactive Oxygen Species Pathway,43,0.042803067022138035,0.001267964941577511,0.0036682766405234392,0.7674418604651163
expression,OS,training_all_mean_TPM,p53 Pathway,186,0.14074794082215483,0.0012662533563917579,0.015846010255762762,0.7043010752688172
expression,OS,training_all_mean_TPM,UV Response Up,136,0.11818725093363693,0.0011839853883256937,0.010833570903626933,0.7352941176470589
expression,OS,training_all_mean_TPM,UV Response Dn,140,0.06916171763455366,0.001126385300779822,0.010609658102483679,0.5714285714285714
expression,OS,training_all_mean_TPM,Angiogenesis,34,0.030513402113964413,0.0012473318889197355,0.0028532992451190758,0.5588235294117647
expression,OS,training_all_mean_TPM,heme Metabolism,177,0.11789455720849795,0.0009664843000852168,0.011509446774724659,0.6836158192090396
expression,OS,training_all_mean_TPM,Coagulation,123,0.07246724633745867,0.0011879299114588757,0.009830651673307149,0.5853658536585366
expression,OS,training_all_mean_TPM,IL-2/STAT5 Signaling,180,0.12059928882804011,0.0011270293945250924,0.013648789228915133,0.5777777777777777
expression,OS,training_all_mean_TPM,Bile Acid Metabolism,106,0.07219466602836352,0.001024745358611317,0.007308162645089306,0.660377358490566
expression,OS,training_all_mean_TPM,Pperoxisome,93,0.07573195786708693,0.0011295690754892964,0.007067765334814302,0.6774193548387096
expression,OS,training_all_mean_TPM,Allograft Rejection,161,0.10094220165942344,0.0010075415954366445,0.010913781119875213,0.5031055900621118
expression,OS,training_all_mean_TPM,Spermatogenesis,127,0.06199578782984452,0.0007516538506578427,0.006422557284378664,0.5354330708661418
expression,OS,training_all_mean_TPM,KRAS Signaling Up,189,0.11655434447378288,0.0010486561642646,0.013334640055209351,0.5714285714285714
expression,OS,training_all_mean_TPM,KRAS Signaling Dn,176,0.10027460885054958,0.0008499409036091868,0.010064397403119594,0.5568181818181818
expression,OS,training_all_mean_TPM,Pancreas Beta Cells,39,0.024248718809686345,0.0011145662350895422,0.0029245353031300387,0.4358974358974359
expression,OS,training_ground_mean_TPM,TNF-alpha Signaling via NF-kB,183,0.12448567243010229,0.0012753150340635015,0.015701999097249026,0.6174863387978142
expression,OS,training_ground_mean_TPM,Hypoxia,184,0.09565293190348736,0.0011450549464219258,0.014175243539981936,0.6358695652173914
expression,OS,training_ground_mean_TPM,Cholesterol Homeostasis,70,0.052744578398273394,0.0010580215459727782,0.0049828628179278,0.7428571428571429
expression,OS,training_ground_mean_TPM,Mitotic Spindle,196,0.07163469836288236,0.0009898027619556769,0.013052422151072737,0.5714285714285714
expression,OS,training_ground_mean_TPM,Wnt-beta Catenin Signaling,40,0.01765795564435301,0.000879190123469218,0.0023660786184496276,0.625
expression,OS,training_ground_mean_TPM,TGF-beta Signaling,50,0.030963480217533212,0.0010897791939849376,0.0036660205524495235,0.6
expression,OS,training_ground_mean_TPM,IL-6/JAK/STAT3 Signaling,71,0.04320703800584055,0.001104496566666947,0.0052760523718211475,0.5492957746478874
expression,OS,training_ground_mean_TPM,DNA Repair,136,0.11352952572875163,0.0010608421786477168,0.009706799655855776,0.7647058823529411
expression,OS,training_ground_mean_TPM,G2-M Checkpoint,184,0.1060254403656071,0.000969638653273232,0.01200367204986817,0.6847826086956522
expression,OS,training_ground_mean_TPM,Apoptosis,147,0.131308822263476,0.001324117187048527,0.013095742783668532,0.6530612244897959
expression,OS,training_ground_mean_TPM,Notch Signaling,32,0.015403104137660925,0.0009875862612995074,0.0021262356565288996,0.5
expression,OS,training_ground_mean_TPM,Adipogenesis,189,0.14342474824380366,0.0011850462166697526,0.015068966632318897,0.7195767195767195
expression,OS,training_ground_mean_TPM,Estrogen Response Early,190,0.10985186332265615,0.001078212094974438,0.013783013424365494,0.5947368421052631
expression,OS,training_ground_mean_TPM,Estrogen Response Late,185,0.11086988922660317,0.0011681578903892699,0.014539840892309811,0.5945945945945946
expression,OS,training_ground_mean_TPM,Androgen Response,93,0.07362130481931005,0.001268983564683304,0.007940088165951854,0.6666666666666666
expression,OS,training_ground_mean_TPM,Myogenesis,190,0.17332889363431145,0.0013484905861424852,0.017238040584095844,0.7
expression,OS,training_ground_mean_TPM,Protein Secretion,92,0.06149330652632908,0.0009231056335862449,0.005713807538277182,0.75
expression,OS,training_ground_mean_TPM,Interferon Alpha Response,71,0.04430307158803337,0.0011058308465180155,0.005282426072369757,0.6338028169014085
expression,OS,training_ground_mean_TPM,Interferon Gamma Response,154,0.08796090104775255,0.001132695711604437,0.011736006896172907,0.5909090909090909
expression,OS,training_ground_mean_TPM,Apical Junction,188,0.12578413567924238,0.001195464489373303,0.015121013751184085,0.6063829787234043
expression,OS,training_ground_mean_TPM,Apical Surface,44,0.01824212160445784,0.0010287508479297086,0.003045434487972832,0.5681818181818182
expression,OS,training_ground_mean_TPM,Hedgehog Signaling,36,0.014335303256603297,0.0012363951048655225,0.0029946505871007653,0.6388888888888888
expression,OS,training_ground_mean_TPM,Complement,169,0.1021022026057119,0.001007872761637166,0.011459846271958087,0.6331360946745562
expression,OS,training_ground_mean_TPM,Unfolded Protein Response,102,0.057879615826342865,0.0009705046374258106,0.006660152379531969,0.696078431372549
expression,OS,training_ground_mean_TPM,PI3K/AKT/mTOR  Signaling,101,0.06566628849032405,0.0010204439488343642,0.006934208681529017,0.6831683168316832
expression,OS,training_ground_mean_TPM,mTORC1 Signaling,179,0.14681412706724617,0.0011453922418777236,0.013794108798011122,0.7932960893854749
expression,OS,training_ground_mean_TPM,E2F Targets,189,0.11535589067788438,0.0009458017029555888,0.012026749760596013,0.708994708994709
expression,OS,training_ground_mean_TPM,Myc Targets V1,175,0.15443933677036797,0.0011627313683321705,0.013690011617801574,0.7828571428571428
expression,OS,training_ground_mean_TPM,Myc Targets V2,54,0.04019275170806372,0.0010608975893369027,0.003854371765456513,0.7777777777777778
expression,OS,training_ground_mean_TPM,Epithelial Mesenchymal Transition,188,0.20607772729232715,0.0018943485958612925,0.02396095527904064,0.6063829787234043
expression,OS,training_ground_mean_TPM,Inflammatory Response,177,0.08725958927478214,0.0009333898289456168,0.011115338920013203,0.5141242937853108
expression,OS,training_ground_mean_TPM,Xenobiotic Metabolism,179,0.1018205958861161,0.001011463928660172,0.012181192579346667,0.6368715083798883
expression,OS,training_ground_mean_TPM,Fatty Acid Metabolism,137,0.1459282063151936,0.0012552758972012698,0.011570340397471795,0.7445255474452555
expression,OS,training_ground_mean_TPM,Oxidative Phosphorylation,173,0.22443495069815206,0.0015570070140470808,0.01812270624982872,0.861271676300578
expression,OS,training_ground_mean_TPM,Glycolysis,183,0.09060773054190219,0.0011139346356469134,0.013715043088287885,0.6502732240437158
expression,OS,training_ground_mean_TPM,Reactive Oxygen Species Pathway,43,0.04280306702213803,0.001267964941577511,0.0036682766405234392,0.7674418604651163
expression,OS,training_ground_mean_TPM,p53 Pathway,186,0.14074794082215483,0.001266253356391758,0.015846010255762762,0.7043010752688172
expression,OS,training_ground_mean_TPM,UV Response Up,136,0.11818725093363693,0.0011839853883256937,0.010833570903626933,0.7352941176470589
expression,OS,training_ground_mean_TPM,UV Response Dn,140,0.06916171763455364,0.0011263853007798222,0.01060965810248368,0.5714285714285714
expression,OS,training_ground_mean_TPM,Angiogenesis,34,0.03051340211396442,0.0012473318889197355,0.0028532992451190758,0.5588235294117647
expression,OS,training_ground_mean_TPM,heme Metabolism,177,0.11789455720849795,0.0009664843000852168,0.011509446774724659,0.6836158192090396
expression,OS,training_ground_mean_TPM,Coagulation,123,0.07246724633745867,0.0011879299114588757,0.009830651673307149,0.5853658536585366
expression,OS,training_ground_mean_TPM,IL-2/STAT5 Signaling,180,0.12059928882804011,0.0011270293945250924,0.013648789228915133,0.5777777777777777
expression,OS,training_ground_mean_TPM,Bile Acid Metabolism,106,0.07219466602836352,0.001024745358611317,0.007308162645089306,0.660377358490566
expression,OS,training_ground_mean_TPM,Pperoxisome,93,0.07573195786708693,0.0011295690754892964,0.007067765334814302,0.6774193548387096
expression,OS,training_ground_mean_TPM,Allograft Rejection,161,0.10094220165942343,0.0010075415954366445,0.010913781119875213,0.5031055900621118
expression,OS,training_ground_mean_TPM,Spermatogenesis,127,0.06199578782984452,0.0007516538506578426,0.006422557284378663,0.5354330708661418
expression,OS,training_ground_mean_TPM,KRAS Signaling Up,189,0.11655434447378288,0.0010486561642646002,0.013334640055209353,0.5714285714285714
expression,OS,training_ground_mean_TPM,KRAS Signaling Dn,176,0.10027460885054958,0.0008499409036091866,0.010064397403119592,0.5568181818181818
expression,OS,training_ground_mean_TPM,Pancreas Beta Cells,39,0.024248718809686345,0.0011145662350895422,0.0029245353031300387,0.4358974358974359
expression,YA,training_all_mean_TPM,TNF-alpha Signaling via NF-kB,183,0.03431481871034292,0.0010914311584329678,0.010463164100509941,0.5191256830601093
expression,YA,training_all_mean_TPM,Hypoxia,184,0.11253300554553582,0.001255187270093005,0.012098790260912077,0.5706521739130435
expression,YA,training_all_mean_TPM,Cholesterol Homeostasis,70,0.0764643876517302,0.0016869294533099657,0.006186009177239291,0.6714285714285714
expression,YA,training_all_mean_TPM,Mitotic Spindle,196,0.14294894724024637,0.0017533300332449359,0.018002604575006288,0.6071428571428571
expression,YA,training_all_mean_TPM,Wnt-beta Catenin Signaling,40,0.03237155065959041,0.0016485236741970934,0.0034543853144269683,0.625
expression,YA,training_all_mean_TPM,TGF-beta Signaling,50,0.02502295800253905,0.001485286814722134,0.00389041498220147,0.56
expression,YA,training_all_mean_TPM,IL-6/JAK/STAT3 Signaling,71,0.035802427257049324,0.0012144459343599017,0.004517021243312975,0.5633802816901409
expression,YA,training_all_mean_TPM,DNA Repair,136,0.12475629733491785,0.0013091339783039948,0.009326927531695254,0.7573529411764706
expression,YA,training_all_mean_TPM,G2-M Checkpoint,184,0.1910910245546644,0.001555498335985,0.014993498234638556,0.7119565217391305
expression,YA,training_all_mean_TPM,Apoptosis,147,0.07585232559440583,0.0012940816114570418,0.009965396886403048,0.6394557823129252
expression,YA,training_all_mean_TPM,Notch Signaling,32,0.010954986968113046,0.0014445245372641264,0.0024215336065634323,0.46875
expression,YA,training_all_mean_TPM,Adipogenesis,189,0.22766708283892162,0.0017980080663245284,0.01780200992902651,0.671957671957672
expression,YA,training_all_mean_TPM,Estrogen Response Early,190,0.08449073021361063,0.001212487823921403,0.012068313572050375,0.5578947368421052
expression,YA,training_all_mean_TPM,Estrogen Response Late,185,0.08941777606276258,0.0010816161427750503,0.010482394200901779,0.5783783783783784
expression,YA,training_all_mean_TPM,Androgen Response,93,0.08124845938305957,0.0017748968615207501,0.008647123645528996,0.6344086021505376
expression,YA,training_all_mean_TPM,Myogenesis,190,0.22136886097315026,0.0017259728965933745,0.017179209326475802,0.6736842105263158
expression,YA,training_all_mean_TPM,Protein Secretion,92,0.1348094286597813,0.001945077171789255,0.009374330549505382,0.7391304347826086
expression,YA,training_all_mean_TPM,Interferon Alpha Response,71,0.018022092914129564,0.0010179200986668367,0.003786061264305514,0.6338028169014085
expression,YA,training_all_mean_TPM,Interferon Gamma Response,154,0.05371757104473929,0.001065258055493522,0.008593916839769825,0.5909090909090909
expression,YA,training_all_mean_TPM,Apical Junction,188,0.09901677805536709,0.0014671814751918905,0.014449648517581576,0.6117021276595744
expression,YA,training_all_mean_TPM,Apical Surface,44,0.03466302076013585,0.0014921723660610946,0.0034394362831751584,0.5909090909090909
expression,YA,training_all_mean_TPM,Hedgehog Signaling,36,0.02295359436279423,0.0013571293164140296,0.0025594068731915574,0.5833333333333334
expression,YA,training_all_mean_TPM,Complement,169,0.11028678944909165,0.0010706434429352412,0.00947866479659248,0.5857988165680473
expression,YA,training_all_mean_TPM,Unfolded Protein Response,102,0.11182148522247921,0.0014633777943078407,0.007819378420314676,0.6862745098039216
expression,YA,training_all_mean_TPM,PI3K/AKT/mTOR  Signaling,101,0.08654625332116986,0.0015245164675835622,0.008066201980365137,0.6435643564356436
expression,YA,training_all_mean_TPM,mTORC1 Signaling,179,0.255053323649707,0.0018051077001753355,0.01692667863100641,0.7932960893854749
expression,YA,training_all_mean_TPM,E2F Targets,189,0.18527127292627935,0.0013803654072769942,0.013666945741941104,0.6984126984126984
expression,YA,training_all_mean_TPM,Myc Targets V1,175,0.2531011851233595,0.001808940776176015,0.016583568774246573,0.7828571428571428
expression,YA,training_all_mean_TPM,Myc Targets V2,54,0.08527173538210375,0.0018665713201064253,0.005280243461182265,0.7407407407407407
expression,YA,training_all_mean_TPM,Epithelial Mesenchymal Transition,188,0.048154814493280254,0.0013889640239580566,0.013679317991071785,0.5319148936170213
expression,YA,training_all_mean_TPM,Inflammatory Response,177,0.04872593563033353,0.0009051264486241033,0.008392630846852068,0.480225988700565
expression,YA,training_all_mean_TPM,Xenobiotic Metabolism,179,0.13035160531865825,0.00127226622840214,0.011930169916816509,0.5977653631284916
expression,YA,training_all_mean_TPM,Fatty Acid Metabolism,137,0.18505061324795094,0.0017335721679251487,0.01244165321219353,0.708029197080292
expression,YA,training_all_mean_TPM,Oxidative Phosphorylation,173,0.25830028808670824,0.0016336388416789468,0.01480531844027447,0.838150289017341
expression,YA,training_all_mean_TPM,Glycolysis,183,0.1714390000961285,0.0016262468193132984,0.015590252492734227,0.6229508196721312
expression,YA,training_all_mean_TPM,Reactive Oxygen Species Pathway,43,0.039565545504214955,0.0011293580718682022,0.0025439918450658543,0.7674418604651163
expression,YA,training_all_mean_TPM,p53 Pathway,186,0.11877680965859183,0.0012401515347568695,0.012083793591304213,0.6774193548387096
expression,YA,training_all_mean_TPM,UV Response Up,136,0.11630260775189828,0.0013355629266622406,0.009515220624809851,0.7132352941176471
expression,YA,training_all_mean_TPM,UV Response Dn,140,0.052593244850843775,0.0016884559734566254,0.012383213923585457,0.55
expression,YA,training_all_mean_TPM,Angiogenesis,34,0.010701049403097719,0.0011907468234721684,0.0021208695051802987,0.5
expression,YA,training_all_mean_TPM,heme Metabolism,177,0.1644090920783981,0.001340074705399154,0.012425614483717162,0.655367231638418
expression,YA,training_all_mean_TPM,Coagulation,123,0.06890909443031802,0.0010740352103831723,0.006920527992220828,0.5121951219512195
expression,YA,training_all_mean_TPM,IL-2/STAT5 Signaling,180,0.05140641387936398,0.0010624496955760462,0.01001835646901622,0.5277777777777778
expression,YA,training_all_mean_TPM,Bile Acid Metabolism,106,0.08946987810119383,0.0014205557609249988,0.00788823335965919,0.6320754716981132
expression,YA,training_all_mean_TPM,Pperoxisome,93,0.07269300225028635,0.001502542291671563,0.007320238860295377,0.6989247311827957
expression,YA,training_all_mean_TPM,Allograft Rejection,161,0.08383991528703594,0.0008927025094147615,0.007529189546950192,0.5279503105590062
expression,YA,training_all_mean_TPM,Spermatogenesis,127,0.11000809925014747,0.0010872951562043663,0.007233804597580243,0.5433070866141733
expression,YA,training_all_mean_TPM,KRAS Signaling Up,189,0.048084385097414944,0.0010121198079368961,0.010020959976608327,0.5185185185185185
expression,YA,training_all_mean_TPM,KRAS Signaling Dn,176,0.11335718626154248,0.0009632903398204246,0.008881482652721486,0.5511363636363636
expression,YA,training_all_mean_TPM,Pancreas Beta Cells,39,0.018695144055626355,0.0006549318106506503,0.0013380621658469313,0.41025641025641024
expression,YA,training_ground_mean_TPM,TNF-alpha Signaling via NF-kB,183,0.03431481871034292,0.0010914311584329674,0.010463164100509938,0.5191256830601093
expression,YA,training_ground_mean_TPM,Hypoxia,184,0.11253300554553582,0.001255187270093005,0.012098790260912077,0.5706521739130435
expression,YA,training_ground_mean_TPM,Cholesterol Homeostasis,70,0.07646438765173022,0.001686929453309966,0.006186009177239292,0.6714285714285714
expression,YA,training_ground_mean_TPM,Mitotic Spindle,196,0.14294894724024637,0.0017533300332449359,0.018002604575006288,0.6071428571428571
expression,YA,training_ground_mean_TPM,Wnt-beta Catenin Signaling,40,0.0323715506595904,0.0016485236741970936,0.0034543853144269688,0.625
expression,YA,training_ground_mean_TPM,TGF-beta Signaling,50,0.02502295800253905,0.0014852868147221343,0.0038904149822014704,0.56
expression,YA,training_ground_mean_TPM,IL-6/JAK/STAT3 Signaling,71,0.03580242725704931,0.0012144459343599017,0.004517021243312975,0.5633802816901409
expression,YA,training_ground_mean_TPM,DNA Repair,136,0.12475629733491783,0.0013091339783039948,0.009326927531695254,0.7573529411764706
expression,YA,training_ground_mean_TPM,G2-M Checkpoint,184,0.19109102455466442,0.001555498335985,0.014993498234638556,0.7119565217391305
expression,YA,training_ground_mean_TPM,Apoptosis,147,0.0758523255944058,0.0012940816114570418,0.009965396886403048,0.6394557823129252
expression,YA,training_ground_mean_TPM,Notch Signaling,32,0.010954986968113048,0.0014445245372641262,0.002421533606563432,0.46875
expression,YA,training_ground_mean_TPM,Adipogenesis,189,0.22766708283892162,0.0017980080663245284,0.01780200992902651,0.671957671957672
expression,YA,training_ground_mean_TPM,Estrogen Response Early,190,0.08449073021361063,0.001212487823921403,0.012068313572050373,0.5578947368421052
expression,YA,training_ground_mean_TPM,Estrogen Response Late,185,0.08941777606276258,0.0010816161427750503,0.010482394200901779,0.5783783783783784
expression,YA,training_ground_mean_TPM,Androgen Response,93,0.08124845938305955,0.0017748968615207495,0.008647123645528993,0.6344086021505376
expression,YA,training_ground_mean_TPM,Myogenesis,190,0.22136886097315023,0.0017259728965933745,0.017179209326475802,0.6736842105263158
expression,YA,training_ground_mean_TPM,Protein Secretion,92,0.13480942865978132,0.001945077171789255,0.009374330549505382,0.7391304347826086
expression,YA,training_ground_mean_TPM,Interferon Alpha Response,71,0.018022092914129564,0.0010179200986668367,0.003786061264305514,0.6338028169014085
expression,YA,training_ground_mean_TPM,Interferon Gamma Response,154,0.05371757104473929,0.001065258055493522,0.008593916839769825,0.5909090909090909
expression,YA,training_ground_mean_TPM,Apical Junction,188,0.0990167780553671,0.00146718147519189,0.01444964851758157,0.6117021276595744
expression,YA,training_ground_mean_TPM,Apical Surface,44,0.03466302076013585,0.0014921723660610946,0.0034394362831751584,0.5909090909090909
expression,YA,training_ground_mean_TPM,Hedgehog Signaling,36,0.02295359436279423,0.0013571293164140294,0.002559406873191557,0.5833333333333334
expression,YA,training_ground_mean_TPM,Complement,169,0.11028678944909165,0.0010706434429352412,0.00947866479659248,0.5857988165680473
expression,YA,training_ground_mean_TPM,Unfolded Protein Response,102,0.11182148522247921,0.0014633777943078412,0.007819378420314677,0.6862745098039216
expression,YA,training_ground_mean_TPM,PI3K/AKT/mTOR  Signaling,101,0.08654625332116986,0.0015245164675835622,0.008066201980365137,0.6435643564356436
expression,YA,training_ground_mean_TPM,mTORC1 Signaling,179,0.255053323649707,0.0018051077001753353,0.016926678631006407,0.7932960893854749
expression,YA,training_ground_mean_TPM,E2F Targets,189,0.18527127292627935,0.0013803654072769942,0.013666945741941104,0.6984126984126984
expression,YA,training_ground_mean_TPM,Myc Targets V1,175,0.2531011851233595,0.001808940776176015,0.016583568774246573,0.7828571428571428
expression,YA,training_ground_mean_TPM,Myc Targets V2,54,0.08527173538210375,0.0018665713201064253,0.005280243461182265,0.7407407407407407
expression,YA,training_ground_mean_TPM,Epithelial Mesenchymal Transition,188,0.048154814493280254,0.0013889640239580566,0.013679317991071785,0.5319148936170213
expression,YA,training_ground_mean_TPM,Inflammatory Response,177,0.048725935630333526,0.0009051264486241032,0.008392630846852066,0.480225988700565
expression,YA,training_ground_mean_TPM,Xenobiotic Metabolism,179,0.13035160531865825,0.00127226622840214,0.011930169916816509,0.5977653631284916
expression,YA,training_ground_mean_TPM,Fatty Acid Metabolism,137,0.18505061324795094,0.0017335721679251487,0.012441653212193532,0.708029197080292
expression,YA,training_ground_mean_TPM,Oxidative Phosphorylation,173,0.25830028808670824,0.0016336388416789463,0.014805318440274468,0.838150289017341
expression,YA,training_ground_mean_TPM,Glycolysis,183,0.1714390000961285,0.0016262468193132984,0.015590252492734227,0.6229508196721312
expression,YA,training_ground_mean_TPM,Reactive Oxygen Species Pathway,43,0.039565545504214955,0.0011293580718682022,0.0025439918450658543,0.7674418604651163
expression,YA,training_ground_mean_TPM,p53 Pathway,186,0.11877680965859183,0.0012401515347568695,0.012083793591304215,0.6774193548387096
expression,YA,training_ground_mean_TPM,UV Response Up,136,0.11630260775189827,0.0013355629266622406,0.009515220624809851,0.7132352941176471
expression,YA,training_ground_mean_TPM,UV Response Dn,140,0.05259324485084378,0.0016884559734566254,0.012383213923585457,0.55
expression,YA,training_ground_mean_TPM,Angiogenesis,34,0.010701049403097717,0.0011907468234721686,0.002120869505180299,0.5
expression,YA,training_ground_mean_TPM,heme Metabolism,177,0.1644090920783981,0.001340074705399154,0.012425614483717162,0.655367231638418
expression,YA,training_ground_mean_TPM,Coagulation,123,0.06890909443031801,0.0010740352103831723,0.006920527992220828,0.5121951219512195
expression,YA,training_ground_mean_TPM,IL-2/STAT5 Signaling,180,0.051406413879363996,0.0010624496955760462,0.01001835646901622,0.5277777777777778
expression,YA,training_ground_mean_TPM,Bile Acid Metabolism,106,0.08946987810119383,0.0014205557609249988,0.00788823335965919,0.6320754716981132
expression,YA,training_ground_mean_TPM,Pperoxisome,93,0.07269300225028635,0.001502542291671563,0.007320238860295377,0.6989247311827957
expression,YA,training_ground_mean_TPM,Allograft Rejection,161,0.08383991528703594,0.0008927025094147615,0.007529189546950192,0.5279503105590062
expression,YA,training_ground_mean_TPM,Spermatogenesis,127,0.11000809925014747,0.0010872951562043666,0.007233804597580244,0.5433070866141733
expression,YA,training_ground_mean_TPM,KRAS Signaling Up,189,0.04808438509741494,0.0010121198079368961,0.010020959976608327,0.5185185185185185
expression,YA,training_ground_mean_TPM,KRAS Signaling Dn,176,0.11335718626154247,0.0009632903398204246,0.008881482652721486,0.5511363636363636
expression,YA,training_ground_mean_TPM,Pancreas Beta Cells,39,0.018695144055626355,0.0006549318106506504,0.0013380621658469313,0.41025641025641024
